DOY2,HR2,CO2,FC,H2O,SC,H,LE,SH,PA,T_SONIC,PPFD_IN,TAU,USTAR,WS,G_1_3_1,G_2_3_1,LW_OUT,SW_IN,SW_OUT,SLE,RH_1_1_1,RH_2_1_1,TA_1_1_1,TA_2_1_1,VPD_1_1_1,VPD_2_1_1,LW_IN
1,0.25,395.300749,1.55399656,12.82363344,0.218557748,-24.16640779,6.966759506,0.19889793625,97.255260765,20.14106375,0,-0.04915,0.33236153525,2.430855739,-10.175,-5.90725,395.5,-3.12,1.584,2.7023615305,63.31972627,67.22884187,16.6852095,17.070558625,9.837693819,10.62950514,329.575
1,0.75,394.980496,1.809953283,12.70063879,0.215223666,-30.46820364,7.5888933955,-0.63728946275,97.2538631,19.935440525,0.001,-0.06265,0.35086044925,2.683708451,-11.3425,-6.028,393,-3.0255,1.5485,2.427262203,67.47167468,69.67351348,16.116552575,16.68740715,9.455078363,10.16099594,328.45
1,1.25,395.22083735,1.8079810435,12.856174525,0.223584605,-35.57241494,8.31859488775,0.13749451375,97.256740045,20.0167974,0,-0.0646,0.361341563,2.664825106,-12.28,-6.03575,391.9,-3.019,1.39475,2.646267486,67.745,70.279925065,15.668799225,16.65,8.97857683925,9.855233482,327.175
1,1.75,395.52702495,2.1044471795,12.659839395,0.1467107275,-35.33099682,10.3225173555,0.28161910675,97.24561576,19.756676025,0,-0.09585,0.36795860075,2.54490292125,-12.7275,-6.05875,391.45,-2.86175,1.489,0.589178593,66.9756629325,71.430254015,15.703556175,16.447696025,8.95238345675,9.467884874,326.3
1,2.25,395.48479875,2.2697177665,12.53974022,0.1254750355,-35.6428107825,13.137708755,-0.5060494935,97.238785955,19.48567425,0,-0.06835,0.38078872625,2.69028647675,-12.995,-6.148,389.925,-2.97375,1.457,1.8068271085,67.57,72.669871285,15.200936,16.23672005,8.744737018,9.097875233,324.375
1,2.75,395.22761155,2.187090584,12.55980467,0.154661739,-38.95790268,15.1681414725,0.4139280135,97.2226039975,19.3014123,0,-0.0792,0.361217214,2.66083439025,-13.185,-6.4115,388.6,-2.75325,1.47225,3.0073198805,68.07232908,72.048834375,15.099944575,15.771159775,8.467417425,8.9577673315,325.5
1,3.25,395.2178994,1.734325896,12.21825674,0.1257558035,-26.71211773,10.88574711,-1.7820719115,97.20603186,18.912299675,0,-0.047725,0.38779390225,2.66002867775,-13.3325,-7.05825,387.7,-2.9755,1.35125,0.6067713975,67.72828511,71.43109483,15.14132665,15.5657898,8.28320457,8.641112116,325.725
1,3.75,395.38957915,1.716093883,12.45267981,0.103276089,-36.38624158,14.36131369,0.0544366095,97.2052153525,18.827505025,0,-0.079375,0.37148039,2.736561644,-13.3875,-7.60675,385.625,-2.74375,1.39825,4.3497292735,67.73533703,72.03862329,14.535,15.28298135,7.670252866,8.1955016315,322.425
1,4.25,395.27621755,1.457083246,12.45336047,0.06955,-35.2759705875,11.2937950525,2.132640919,97.2088815825,18.8499729,0,-0.076525,0.395868735,2.70925860475,-13.39,-7.98075,384.95,-2.63925,1.49675,1.7193828155,71.68578279,74.691086005,14.553962425,15.1697269,7.502591049,8.415213008,325.625
1,4.75,395.01748055,1.9123102615,12.489293415,0.10403787,-38.01505837,14.817042995,0.1228596365,97.1912182825,18.722746,0,-0.077375,0.3889369705,2.78367995225,-13.4,-8.255,384.325,-2.6615,1.321,3.2066872,70.430599725,74.06878652,14.087722475,15.1612275,7.4906313555,7.714382551,322.2
1,5.25,394.7986131,1.5662461005,12.454820825,0.0532,-32.04960125,10.81847881,0.61040506525,97.1788720525,18.856829575,0,-0.08055,0.39047683175,2.7058240775,-13.4,-8.635,384.4,-2.587,1.335,1.350300357,70.1293368075,74.73287516,14.272553825,15.20986445,7.346533741,7.6091401015,322.65
1,5.75,394.81778255,1.501962624,12.16875695,0.111675838,-36.8351007575,14.46551785,0.1915469225,97.1940537425,18.7409723,0,-0.08875,0.39936947,2.915286898,-13.4,-8.8775,384.625,-2.63925,1.3695,2.4882677765,70.86825828,76.4272717,14.0455057,14.94354885,7.393400056,7.776654218,324.425
1,6.25,394.53312465,1.4711351755,12.137951065,0.04295,-28.10168596,13.919148165,-0.075325,97.209721415,18.515268075,0,-0.090025,0.40675758525,2.7065099325,-13.3975,-9.0075,383.2,-2.6515,1.298,0.9797707355,68.82187548,77.45660414,13.9325,14.58083945,7.453440734,7.572266301,324.025
1,6.75,394.86033335,2.124930988,12.26761726,0.1055268655,-27.61833843,13.32174606,0.5790048005,97.2324326375,18.349945025,0,-0.059075,0.38321487425,2.67651950075,-13.3575,-9.0475,381.3,-2.56375,1.28725,2.548738682,70.9,79.088666085,13.7225,14.39470895,7.37062151075,7.6421722955,325
1,7.25,394.37189125,1.5424198875,11.98866906,0.1140723335,-31.41464167,12.09427192,2.08463421125,97.2457502725,18.23794855,0,-0.06885,0.40267536625,2.769847031,-13.3575,-9.0725,381.8,-2.3995,1.359,1.773293038,71.33,74.56241301,13.7825,14.4317754,7.270164718,7.3520638525,324.925
1,7.75,394.56522205,1.5571508945,12.224450475,0.0983545005,-29.5765904825,15.30166132,1.98097679525,97.2610551575,17.9839081,0.9595,-0.0582,0.3926064265,2.70929376325,-13.385,-9.2325,380.975,-1.97525,1.29425,2.486445354,71.11773103,74.90215651,13.923268825,14.408713525,7.1993291855,7.043118052,327.725
