DOY2,HR2,FC,SC,LE,SLE,USTAR,H,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,H2O_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.311193480856345,-1.96452515905826,-56.6621605616087,-5.59632074997968,0.0798636914617352,-59.8505264851111,0.299575868898864,408.653330738481,0.783532672759799,407.207505291679,1.06905052569078,414.214284271597,0.846320491342534,407.881496490039,1.07891872853817,414.05475866907,0.908102927171395,407.704523760017,1.08817768692342,413.982371489926,408.037526047066,1.1116839291185,416.935605542402,0.831991178191369,408.205292158045,1.16888701638505,417.844158044503,1.0402976610968,408.485946318687,1.25523777612006,415.133139240618,1.92858676589432,1.22415522321713,-18.7328018253697,0.0308367861213663,0.6725,0.22,0.086,-18.5639,-19.3024,-19.035125,-19.3034875,-18.63722,-16.050695,-16.706005,95.589676,44.381,0.10972,-17.606,-18.329,-19.675,-15.97,-15.5225,0,-4.4975,0.295,-1.4615,-0.9925,151.405,235.005,227.79,236.9,-0.41,-0.09,-0.6,-0.4,-0.1905,-0.54,-0.49,-0.03,-0.091,-0.1405,-2.75165,-1.2565,0.066,0.31475,0.94245,0.98015,1.4019,2.99,-3.578,-2.0909,0.21625,0.2235,1.140475,-0.4874,0.22375,1.539975,1.18085,1.865075,2.85195,-2.0747,-0.87805,0.875,1.27525,1.462875,1.2946,2.48155,-3.43045,-1.7626,-0.03525,1.14565,1.61115,2.14115,2.3501,3.00855,-6.5846,-6.739625,-5.2309,-100.32525
1,0.75,0.322496005374704,-0.846528901660075,-28.5813094246138,-4.80774757222389,0.118493090501472,-62.9880863948665,0.29178329420176,408.072803825517,0.771829660591046,407.68226617559,1.0529158043605,414.222928858688,0.617427354722033,407.573802770501,1.07867889539601,413.937600813419,0.568329571222488,407.275076438372,1.09229169959694,413.912667757771,407.352917736347,1.09306369779437,417.030426889433,1.04270644757673,407.783139543264,1.15565435103421,418.262235133894,0.514635367416429,408.065183877559,1.40731734123799,414.51668586476,1.40906544631033,1.20582836922783,-18.5946011397329,0.0249613664636132,0.76,0.1995,0.09,-18.479285,-19.3278,-18.82216,-19.19474,-18.532885,-16.221785,-16.79491,95.5630165,44.762,0.099015,-17.4405,-18.242,-19.605,-16.424,-15.837,0,-4.4575,0.295,-1.421,-1.2775,148.09,235.5525,227.28,235.925,-0.41,-0.09,-0.6005,-0.4,-0.1915,-0.54,-0.5,-0.02,-0.11,-0.13,-2.78225,-1.2799,0.0659,0.31375,0.942175,0.98015,1.41045,2.989,-3.66575,-2.1566,0.2178,0.22305,1.137775,-0.4792,0.2219,1.53945,1.1808,1.865075,2.85095,-2.04435,-0.8955,0.8741,1.2739,1.4622,1.2936,2.4806,-3.47715,-1.7553,-0.0371,1.14375,1.61215,2.14215,2.3501,3.0076,-7.180875,-6.8322,-5.2774,-99.09
1,1.25,0.393841750977928,-1.27216411366241,-18.3674824851985,-4.34972634582956,0.117399590314821,-60.3851823106149,0.259468710607548,408.462090650274,0.787480238333305,408.154159719218,1.02176263713546,414.232329886242,0.688535125758751,407.459001333762,1.02987487373758,414.111947310512,0.925196445242356,407.791855907515,1.04494621780605,414.321270994858,407.942798519767,1.04793593593477,417.064653760917,0.954982949760157,407.636432855411,1.12280357761621,417.893767892362,0.746326075779921,408.423817727812,1.18422867707619,415.280941936384,1.90701365760539,1.1819926516788,-18.5510884066263,0.0254375903219984,0.4875,0.21,0.103,-18.378155,-19.2758,-18.71213,-18.98712,-18.73919,-16.29355,-16.507165,95.5980425,43.18225,0.08302,-16.996,-17.863,-19.2115,-16.5235,-15.995,0,-4.362,0.295,-1.4,-1.5985,150.265,235.975,225.63,234.96,-0.41,-0.09,-0.6,-0.4,-0.17,-0.54,-0.4905,-0.03,-0.1105,-0.1205,-2.8018,-1.29765,0.0658,0.3127,0.94125,0.9782,1.43,2.988,-3.7253,-2.2134,0.221575,0.224,1.1286,-0.4908,0.21995,1.5384,1.18075,1.8648,2.850475,-2.0453,-0.91535,0.8741,1.2728,1.4624,1.29285,2.4796,-3.50705,-1.7887,-0.0371,1.1228,1.61215,2.14215,2.35015,3.0076,-6.463875,-6.762,-5.234325,-100.08525
1,1.75,0.321147579739612,-3.14280868267958,-15.8859591243245,-2.93204090843777,0.0892706702496888,-57.316401307649,0.298924928223417,408.354858687424,0.771076602177609,407.148927171256,1.00221605948438,413.886590718905,0.655606806915695,407.24196557875,1.00581761936053,413.535669763308,0.585780280036658,406.415846329307,1.01284503129569,413.537565024319,407.618958050401,1.02040644663763,416.735864251547,0.729090872837226,407.219769799285,1.07490277476344,418.103082045673,0.835405706507652,407.456814977692,1.17840588522466,414.586750757436,1.42868932939845,0.948652195394598,-18.6052932357279,0.0320226824763859,0.695,0.229,0.12,-18.4384875,-19.3292,-18.7263125,-19.0378,-18.541695,-16.47595,-16.68924,95.6040675,43.89075,0.065975,-17.191,-17.7605,-19.2445,-16.4955,-16.21,0,-4.33925,0.3,-1.4005,-1.2105,151.73,236.09,225.25,234.095,-0.41,-0.09,-0.61,-0.4,-0.1815,-0.54,-0.4905,-0.02,-0.101,-0.12,-2.844,-1.3197,0.06475,0.3117,0.9409,0.97725,1.43455,2.986225,-3.76355,-2.2705,0.224425,0.224,1.1434,-0.5014,0.2199,1.5374,1.18075,1.864525,2.849475,-2.07785,-0.93145,0.876,1.272025,1.461475,1.29285,2.47865,-3.5339,-1.8167,-0.03705,1.1188,1.6132,2.1432,2.3492,3.0076,-6.58185,-6.801625,-5.233975,-98.925
1,2.25,0.132066471290245,-4.08810959589379,-16.0776012667149,-4.70397094721486,0.121275657515239,-56.6549549040423,0.300685631842224,407.770421125114,0.765490518907291,401.436732145029,1.00863337146135,414.201169020403,0.597444755722968,401.613305845039,1.00672757338136,414.18127373054,0.611268257588348,402.556088088014,1.01535585162525,414.214901061159,403.182958717209,1.02861484438263,416.51243386194,0.549193768848073,402.723151185028,1.05701692109693,418.40238345917,0.5475702105191,404.417616022054,1.17293476552685,415.362434802491,1.87095228507029,0.990198856469038,-18.6678011162294,0.0302846542125686,0.62,0.24,0.1015,-18.495715,-19.3654,-18.7721625,-19.20962,-18.724505,-16.4450825,-16.95686,95.580662,42.8155,0.1413775,-17.406,-17.9835,-19.343,-16.6715,-16.4135,0,-4.361,0.3,-1.4115,-1.034,156.625,235.645,225.39,233.17,-0.41,-0.0805,-0.61,-0.4,-0.1605,-0.54,-0.4805,-0.02,-0.111,-0.13,-2.8852,-1.34805,0.06465,0.31065,0.94025,0.97815,1.3967,2.986,-3.7839,-2.32705,0.2278,0.224,1.1444,-0.5096,0.2198,1.53635,1.1808,1.864525,2.848475,-2.1463,-0.94565,0.8722,1.271375,1.4607,1.292675,2.4777,-3.56305,-1.8375,-0.03705,1.11785,1.61415,2.1432,2.34925,3.00765,-7.1485,-6.8835,-5.2605,-98.61
1,2.75,0.412075994674964,-4.0702666920708,-21.1687570007427,-4.4665329652093,0.116248099159116,-63.1949960355305,0.310420783484444,407.416434290229,0.764839780501132,400.984128687926,1.02382875812157,413.864069132454,0.995975962615968,400.984436024356,1.0225413779807,413.589688805886,0.910507342206085,400.743650088338,1.03036130272388,413.41274455125,400.943103240033,1.03501102022329,415.518817451436,0.815072816361549,401.551305412397,1.05393783931751,417.961314590545,1.17096783308804,404.317514861998,1.15301986622499,415.251257281376,1.42300876059976,1.2893773217589,-18.6866157177525,0.0318436653990583,0.78875,0.2495,0.1,-18.48941,-19.3832,-18.72881,-19.14444,-18.3275,-16.5878,-16.79516,95.4603625,46.144,0.1027875,-17.5565,-17.815,-19.1535,-16.5425,-16.72,0,-4.4755,0.2,-1.453,-0.975,157.72,235.225,224.41,232.79,-0.41,-0.09,-0.6,-0.4,-0.172,-0.54,-0.49,-0.02,-0.111,-0.1205,-2.8904,-1.38365,0.0636,0.30965,0.9399,0.97905,1.3902,2.985,-3.81215,-2.36875,0.2307,0.22405,1.14555,-0.5106,0.2187,1.535825,1.17905,1.86525,2.847525,-2.23255,-0.9597,0.86745,1.2708,1.459625,1.293,2.4777,-3.61865,-1.85595,-0.03695,1.11255,1.55725,2.11075,2.34925,3.0067,-7.3009,-6.839725,-5.461175,-100.39
1,3.25,-11.2192786767589,-1.57815252480878,-13.8408382145732,-4.31006688947674,0.131028369396603,-67.7836456981764,0.325004923469599,388.855782118249,0.817256148993859,403.093215746971,1.04226125533668,414.393071987423,0.632245676802873,403.066391249589,1.04034266267494,414.437144296507,0.594111508467431,403.271393212213,1.03753099590945,414.376619596431,403.359753606499,1.04651977524656,415.496262973968,1.00917088015766,404.002072509713,1.06573734250021,417.916550936721,1.0598079301291,404.783938941377,1.14984856479451,415.104662817434,1.85367606113109,1.10211187566024,-18.8389578389831,0.0381873011044766,0.675,0.2095,0.10575,-18.614765,-19.511775,-18.83598,-19.2895,-18.3894125,-16.5976175,-16.87136,95.3980635,49.33625,0.11715,-17.7305,-18,-19.428,-16.6505,-16.753,0,-4.435,0.2,-1.451,-1.011,153.7,234.5775,224.12,233.145,-0.41,-0.09,-0.6,-0.4,-0.1705,-0.5405,-0.49,-0.02,-0.11,-0.13,-2.9388,-1.42135,0.0635,0.30765,0.939175,0.9785,1.38865,2.984,-3.8432,-2.404,0.2336,0.225,1.14765,-0.5084,0.2186,1.53215,1.17825,1.86525,2.846525,-2.3023,-0.97535,0.8627,1.2699,1.459625,1.2928,2.47675,-3.6739,-1.8799,-0.036,1.11325,1.55815,2.1077,2.34925,3.0067,-6.79775,-6.6554,-5.2673,-99.034
1,3.75,-4.33259727064719,-2.00946526688222,-8.11590492647922,-9.27862393553628,0.113924530555015,-65.2383854011313,0.319177739569905,405.983677151167,0.838303664599232,402.203411483161,1.04240563118819,413.850216308824,0.995175461735915,402.598762289198,1.04266704559159,413.736864781368,1.09717084071883,402.748901327622,1.04860798053409,413.622901004009,402.613123071198,1.05846206303813,415.074338189614,0.975332058327113,402.786759364803,1.08386233449272,416.722821783422,0.789810073177786,403.455825720373,1.18569969521422,415.797309550846,1.4209780650967,1.09847171869658,-18.9767366328531,0.0305078276887292,0.5325,0.2095,0.11,-18.611585,-19.5154,-18.75204,-19.3694625,-18.36497,-16.49996,-17.06256,95.3697735,47.73425,0.117185,-17.573,-18.2405,-19.4995,-16.7285,-16.6705,0,-4.445,0.3,-1.4405,-0.944,152.38,235.415,223.555,233.295,-0.41,-0.09,-0.6,-0.4,-0.1725,-0.54,-0.49,-0.0205,-0.1,-0.13,-2.9993,-1.454525,0.06345,0.30565,0.93845,0.977575,1.3633,2.982225,-3.86005,-2.43815,0.23265,0.225,1.14865,-0.545,0.2185,1.5311,1.1765,1.86425,2.845525,-2.3662,-0.9897,0.85795,1.27045,1.4587,1.292325,2.475125,-3.7382,-1.92075,-0.03505,1.11195,1.55915,2.1087,2.33385,3.00675,-6.815625,-6.82125,-5.28935,-96.2975
1,4.25,-12.8252954423606,-5.76668059688497,-14.8549640150729,-4.99268650175815,0.115208696528902,-80.7378815945795,0.283559760656897,405.756984223895,0.760293202685689,404.17847819644,1.05927075726729,414.141000072054,0.510034549264622,403.802959006338,1.05490925281873,414.237270048334,0.489374758082273,402.225478465678,1.05068738927375,414.145254031867,402.371992556566,1.05685400094491,414.877964681031,0.769032255234133,402.691364299193,1.09200964558331,416.206672438138,0.790965560311332,403.342663815979,1.168681818032,414.893893280165,1.69067117193744,0.913725916909947,-19.2900394238848,0.0326931037881152,0.553,0.218,0.1015,-18.61675,-19.4535,-18.70628,-19.54524,-18.3106075,-16.55385,-16.778955,95.367041,52.64125,0.1563375,-17.764,-18.568,-19.845,-17,-16.718,0,-4.425,0.3,-1.4315,-0.9335,153.12,234.34,223.44,233.89,-0.41,-0.09,-0.61,-0.4,-0.2105,-0.54,-0.49,-0.03,-0.111,-0.13,-3.0458,-1.478725,0.056975,0.3037,0.93935,0.978425,1.41295,2.98145,-3.83795,-2.4655,0.226,0.225,1.1496,-0.563,0.21745,1.53005,1.17565,1.864975,2.845,-2.43885,-1.011,0.8551,1.2695,1.45785,1.2917,2.4742,-3.76655,-1.97055,-0.0331,1.112875,1.5612,2.10975,2.33395,3.00025,-7.403375,-7.063625,-5.273,-96.42
1,4.75,-0.193583435006864,-0.831844830049608,-12.906052294864,-6.10073005570319,0.0975486077741991,-52.2860981357234,0.14888898206092,405.511639236288,0.752291175396973,410.538129568695,1.06457992324131,413.971326644318,0.486561273536773,411.134336118799,1.07216788887745,413.882512169481,0.895900147248163,411.29952524906,1.06974405975294,413.806833996671,410.712780544935,1.07536735570339,414.489722703204,0.501687997683515,406.125639118938,1.08988972220762,416.131205254512,0.496913560400249,411.663561513104,1.1569360823127,415.012009694146,1.17593697152728,1.23946583989268,-19.1623108851349,0.031928310037645,0.644,0.1895,0.10575,-18.691065,-19.5175,-18.75362,-19.5127475,-18.3715775,-16.8379075,-17.03171,95.373988,55.2715,0.1785875,-17.7055,-18.6245,-20.174,-17.2545,-17.015,0,-4.4375,0.2,-1.4115,-0.9285,150.84,234.0125,224.545,234.39,-0.41,-0.09,-0.6005,-0.4,-0.163,-0.54,-0.49,-0.03,-0.11,-0.13,-3.05935,-1.50055,0.050275,0.30155,0.93835,0.97795,1.3927,2.98045,-3.82905,-2.48775,0.22025,0.225,1.14965,-0.5822,0.21355,1.528525,1.1738,1.86425,2.844,-2.48775,-1.0414,0.8523,1.268325,1.4578,1.29155,2.473275,-3.7778,-2.00905,-0.0321,1.11295,1.56125,2.10985,2.335,3.0002,-6.471,-7.112975,-5.1647,-96.95525
