DOY2,HR2,FC,LE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,3.29863686694671,52.0241937845364,1.18265606212302,114.429476947447,13.4116749640579,2.58243843761439,435.149511975341,17.1021394384041,431.809397690231,14.8316663060595,437.758996889741,434.12741870725,14.652883822129,439.758352551229,435.326627342472,14.5684350294736,438.555521672451,437.59775473252,14.4470707721632,438.208231839367,439.301396576585,13.9521572983181,440.758905721586,454.676399624036,13.8626398803794,455.273209554898,4.98380656243353,18.8267675913538,0.951391050575916,4.406,3.36625,2.3185,1.894,1.19025,17.34025,17.17005,17.3695125,17.36422,17.2026825,17.3407625,15.67656,96.3880625,97.7495,9.1312575,15.166,14.95925,14.61925,14.78325,14.9705,2.5025,0.238999999999999,4.0025,2.85325,385.105,395.925,384.045,390.275,2.5945,0.14025,0.09,0.22,3.622,0.31,24.2575,0.0602499999999999,-0.12275,0.15025,12.2592,11.7716,11.2486,10.67295,10.857125,11.085575,10.89565,12.491375,12.140575,11.4339,11.082825,11.578625,10.539375,11.254225,11.98935,11.596175,11.573125,11.360075,11.203325,11.7912,8.28262499999999,4.52524999999997,6.16425,10.9435
1,0.75,6.94381568803226,24.6814678783253,1.17175918312828,22.006783894372,21.8917109684024,2.56895846371376,435.639633686717,17.1118934815318,431.888994623654,14.8299488595784,439.425944022944,435.708215217395,14.5563078279194,440.381730009861,436.95744857651,14.7016161234974,436.090041544276,438.126251512956,14.4789801311992,439.577515833618,438.224228314044,14.2725351975397,451.070461720059,454.063944433379,13.7526316945389,468.296346958184,3.90754572665633,18.7861405169857,1.03022941103288,3.49375,2.854,2.35275,1.94075,1.21225,17.4392425,17.156,17.4978025,17.5340125,17.307155,17.30876,16.014655,96.40373775,97.1485,9.3891775,14.9425,14.8615,14.5975,14.703,14.87875,2.4025,0.128,4,2.712,387.1525,396.3925,388.395,390.0425,2.701,0.14,0.09,0.21,3.64975,0.31,24.108,0.0602499999999999,-0.12,0.16,12.28915,11.7754,11.25285,10.67625,10.907375,11.11175,10.844875,12.510875,12.1387,11.432225,11.0957,11.5846,10.481825,11.2179,12.00975,11.628375,11.556725,11.369575,11.204125,11.779725,9.06004999999999,8.496,6.8078,10.89875
1,1.25,2.12125922697357,20.9185061003175,1.12710180959162,16.2634827863971,62.9923209974211,2.59678869263814,432.560152887233,17.2491111428591,431.247593648122,14.8589256428962,435.450739934642,432.795230932953,14.6947564865811,437.078760803893,435.09848460885,14.6501222149717,431.628518287924,435.287499625513,14.6913834488102,437.841188018353,438.568536937818,14.4201132361335,441.672844950373,450.79926348159,13.9342462291887,452.679911630225,4.42198483081625,18.5117407131258,1.46445797844517,3.7235,3.08499999999999,2.5135,1.931,1.22125,17.01912,16.821,17.0824225,17.1229125,17.736025,17.1884575,16.102325,96.379803,96.9315,9.628815,14.6125,14.883,14.6305,14.48575,15.236,2.8075,0.0514999999999996,4.2,1.97025,384.2675,396.98,391.685,394.37,2.74325,0.14,0.09,0.19075,3.60775,0.32,24.0915,0.07,-0.13,0.16,12.33145,11.8204,11.25915,10.6795,10.96565,11.137775,10.795075,12.5008,12.126775,11.43155,11.107025,11.5951,10.420375,11.172025,12.0601,11.652025,11.54875,11.3784,11.204925,11.7701,7.64054999999999,5.586625,6.80565,10.85
1,1.75,6.48744485786713,35.884611616663,1.08994322670041,15.5921028634926,38.7599706218464,2.60612399052166,433.084606704552,18.0655005619228,431.658584024535,14.1877644987971,434.416321465843,432.561548988196,14.2785780830936,436.164422108094,433.368885130615,14.3269806415842,438.587282252316,435.813524601083,12.8679933782681,434.732530739453,439.349244414636,13.1549487192143,445.978862234988,452.904810039667,13.1244247571609,453.390776597436,4.48486626988459,18.4274458695484,1.15760959243219,3.5965,3.06425,2.186,2.048,1.28075,16.741445,16.4731,16.7788475,16.80309,17.395815,16.77251,15.6393475,96.377297,97.16,9.06295,14.26825,14.56475,14.29325,15.02575,15.31575,2.7,-0.0255,4.1025,2.0435,384.685,394.7125,392.7075,395.175,2.70625,0.14,0.09,0.191,3.62775,0.32,24.2135,0.0602499999999999,-0.13,0.15,12.1411,11.7762,11.2627,10.6818,11.01145,11.1593,10.78915,12.3256,12.0989,11.43105,11.117525,11.606775,10.35855,11.12515,12.09265,11.668225,11.548575,11.385225,11.2043,11.757475,6.80865,3.63720000000001,5.6482,9.93949999999999
1,2.25,8.34205409269335,31.4683951382155,1.01166748803244,13.9034107363296,30.6577340736624,2.66220578270091,431.255595430983,17.9206653653641,431.263242271528,15.0570776813873,440.618170217648,432.468796143818,14.9575805205874,442.533653846154,431.849460663777,15.090717683981,435.545282976524,435.033245280423,15.1270720297155,439.789753839876,440.794736323834,14.9574662821677,443.402023734311,456.840279100918,14.23455773121,468.194754267509,4.08754398775375,18.6006357204688,0.973120202994155,3.38325,2.82825,2.12675,1.96775,1.18025,16.586715,16.4405,16.53873,16.626465,16.434275,16.505285,15.1673175,96.40552875,97.0495,8.6748175,14.35375,14.15475,13.924,14.6975,14.3885,2.9025,0.0570000000000002,4.3025,2.25325,384.85,397.16,390.35,393.195,2.6715,0.14,0.09,0.2005,3.59725,0.32,24.114,0.07,-0.12275,0.15025,11.8655,11.6076,11.2625,10.68215,11.0442,11.177475,10.806675,12.1817,12.0596,11.429725,11.127025,11.61795,10.299975,11.076325,11.8865,11.681175,11.54995,11.3741,11.20415,11.74885,7.7685,6.1285,6.23319999999999,10.3445
1,2.75,6.88114186130657,92.8676504247091,1.17231836176887,22.184941092417,14.1980124353216,2.81970530103919,432.315417420956,17.2203799346614,432.814797848864,14.9132243054728,434.081256990206,433.873267566252,15.1095858088271,434.549058484768,434.074637091165,15.0780226037443,436.525910930872,437.198535503074,14.8869757245402,440.107702651983,442.582674259578,14.9762798481817,439.090760624158,460.50956276691,14.2991334733311,455.506242740215,4.69737997824517,17.8580161829326,0.8102385372727,3.96075,3.2715,2.42475,2.0935,1.2305,16.45459,15.97395,16.44333,16.4090725,15.403355,15.633565,14.759325,96.402803,97.636,8.6725975,13.87675,13.6105,13.135,13.262,13.5735,2.6,0.08,4.0025,2.10075,382.905,394.7175,382.08,385.5925,2.64175,0.14,0.0902499999999999,0.18075,3.54725,0.32,23.939,0.07,-0.12275,0.15,11.91865,11.432,11.25475,10.68245,11.063225,11.18845,10.821225,12.123625,11.9419,11.4283,11.134425,11.624675,10.243075,11.026525,11.8682,11.686525,11.549425,11.34835,11.202575,11.740275,7.9639,5.40829999999998,6.231125,11.574
1,3.25,6.57998080864382,84.8578742603415,1.11124920003042,99.8140046613994,65.874882202621,2.83960910882234,430.287143856017,16.9659910829693,430.473009095358,13.0896935973536,436.601404326859,431.809667587339,13.653410862521,436.767171980892,434.12115603908,13.3731858143571,437.510497577318,439.196264781627,13.7276820981213,440.099627921963,445.040060868934,13.9581727440443,447.103392157143,462.398963188002,13.395004706588,468.819531148078,4.09274171413021,17.2193147189606,0.95975989851128,3.57625,3.10825,2.38575,2.2055,1.124,15.6924225,15.43725,15.60461,15.6450225,15.3286575,15.312095,14.35587,96.40732425,97.38775,8.8205475,13.82625,13.37375,13.14225,13.499,13.527,2.9075,0.03625,4.4075,2.1035,383.72,395.6025,382.8975,385.295,2.708,0.14,0.09,0.17075,3.5185,0.32,24.0515,0.0407499999999997,-0.13,0.16,11.7775,11.25535,11.23945,10.6827,11.07715,11.195275,10.8329,12.1697,11.817125,11.426225,11.14,11.626075,10.187325,10.97575,11.874325,11.5553,11.548,11.3227,11.200525,11.729775,7.23025,5.29989999999999,5.2901,9.44625
1,3.75,3.18871062140644,34.5212729773515,1.22065900362787,24.8969345829755,21.3364536504074,2.75398446905284,432.903782504716,16.4420137431673,436.054187587445,13.5271071673309,435.042203684369,437.846525231708,13.4064962726217,438.053272440653,436.882615122282,13.2113211428955,444.059542316101,436.889310123613,13.1753319085802,441.523019022603,450.054231322891,13.5309805307391,436.89320112043,467.68236530887,13.2173516514962,452.289942988183,5.12694433493753,17.2691663231394,0.950647988817208,4.15225,3.47975,3.1105,2.42225,1.27525,15.697585,15.2271,15.472535,15.6029075,15.3460875,15.418325,14.4092425,96.39626075,97.3165,8.701745,13.99475,13.67175,13.32625,13.43075,13.1145,2.605,-0.11,4.105,2.05075,380.815,396.35,381.1075,383.4725,2.80825,0.14,0.09,0.18075,3.508,0.31025,23.6545,0.07,-0.13,0.15025,11.79065,11.274675,11.2213,10.682,11.093075,11.1998,10.8426,12.1711,11.6909,11.42405,11.145025,11.628075,10.155425,10.92595,11.862525,11.535325,11.546575,11.303175,11.2011,11.7192,7.2937,4.37639999999999,5.36799999999999,9.604
1,4.25,5.94294021401972,49.5285409817061,1.28051957196074,41.0045242946524,25.2444136464385,2.56270253569702,433.457705185113,17.1447378922989,432.379714436361,13.5073208277472,440.15345368979,435.138318412586,13.7216264443395,443.782776271166,438.993989817181,13.6649949359847,437.586013670213,441.603330712104,13.7178178629749,441.963140461968,444.071955433098,13.6992656736309,448.909790222379,465.353471230807,13.0609959459607,464.931236459855,6.21966159979856,16.0860617110268,1.06616658825082,5.19,3.89599999999999,2.77825,1.931,1.132,15.3891475,14.9663,15.4669775,15.5015675,15.465935,15.221655,14.520225,96.37827475,97.43825,8.440475,14.18475,13.5105,13.0915,13.60875,13.3325,3,-0.1175,4.5,2.092,383.6175,392.9825,381.39,384.4875,2.57775,0.13025,0.09,0.18075,3.46875,0.32,22.3555,0.0504999999999998,-0.13,0.16,11.79305,11.3274,11.20035,10.6794,11.1015,11.099625,10.850375,12.0764,11.624975,11.4206,11.1243,11.573375,10.1431,10.8752,11.7719,11.473375,11.54515,11.297725,11.2012,11.7106,7.24994999999999,4.80049999999999,5.79175,10.9025
1,4.75,3.78752516780396,71.5732071786227,1.30159658162722,119.335451066591,22.5872843138155,2.72246755255379,434.346055961756,17.1226107832765,434.57569301064,13.4777150082098,438.470223294903,435.612604549027,13.3588677668208,442.038876574603,431.919492626835,13.591138080624,441.458375590163,438.922722159258,13.8653054971594,443.159916904762,448.829262267145,13.8255986553919,434.557955199653,468.48105578255,13.2698867585456,445.218062539303,5.51886447921429,17.8494879700068,1.32250116464959,4.652,3.735,2.05625,1.701,1.05075,16.3234775,15.36305,15.857235,15.44718,15.36217,15.1604875,14.1759125,96.382429,97.155,8.5115,14.1425,13.555,13.15225,13.52825,12.868,2.9125,-0.1205,4.6075,2.3815,383.39,392.5825,381.3175,383.0525,2.598,0.14,0.09,0.2,3.477,0.32,22.14475,0.0604999999999998,-0.13,0.16,11.7895,11.3768,11.17845,10.67675,11.104375,10.931975,10.856225,11.988675,11.608025,11.41705,11.100675,11.62745,10.133725,10.82445,11.684075,11.41325,11.54495,11.2895,11.199775,11.70005,7.25525,3.40304999999999,5.73475,10.142
