DOY2,HR2,USTAR,TA_1_1_1,WS,FC,H,LE,G,TS_1_1_1,TS_1_2_1,RH_1_1_1,PA_1_1_1,CO2,VPD_1_1_1,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT,H2O
1,0.25,0.022,-13.147,0.856025,-1.43945,-66.99325,-12.43765,-55.5852,-4.0217,-1.4615,46.1699,92.6197,366.949,0,-64.0291,-0.6772,-2.826,-0.62,0,187.057,260.2496,3.40675
1,0.75,0.041,-13.377,1.0314,-3.701,-71.7558,-7.4242,-54.9522,-4.1883,-1.5437,49.489,92.6664,367.0206,0,-63.445,-0.6678,-2.826,-0.602,0,185.0754,259.2377,3.40345
1,1.25,0.0412,-13.8581,0.7346,-11.971,-61.941,-20.7126,-55.008,-4.3548,-1.6296,46.7799,92.7198,365.765,0,-64.4869,-0.6987,-2.826,-0.6436,0,185.3307,257.6677,3.4103
1,1.75,0.0177,-13.757,0.955925,-6.6408,-60.376,-10.5582,-56.9795,-4.5126,-1.7125,45.961,92.7738,366.8312,0,-66.4207,-0.6991,-2.827,-0.6607,0,185.1874,257.0036,1.462
1,2.25,0.0328,-13.759,0.88745,-1.9944,-57.8592,-12.795225,-57.1078,-4.6717,-1.7956,44.624,92.82,367.0434,0,-64.5911,-0.7326,-2.826,-0.6375,0,185.0587,258.7834,2.90025
1,2.75,0.028,-14.5491,0.93945,-1.533225,-58.2552,-9.529575,-56.8735,-4.8233,-1.8767,44.0779,92.8694,367.659775,0,-64.8108,-0.6861,-2.826,-0.6137,0,182.6312,255.042,2.8672
1,3.25,0.0359,-13.896,0.974,-4.64145,-59.5978,-6.6076,-56.2525,-4.9852,-1.9609,46.572,92.9018,366.93905,0,-64.8254,-0.6854,-2.826,-0.6357,0,183.4446,254.9913,3.0272
1,3.75,0.02835,-13.9749,0.9788,-2.308225,-51.1424,-7.5148,-55.5188,-5.1327,-2.045,47.827,92.9252,366.888175,0,-64.3506,-0.6427,-2.8269,-0.596,0,183.6176,255.9258,2.5642
1,4.25,0.02115,-14.527,0.684,-1.464325,-51.8984,-5.78635,-55.5097,-5.217,-2.1298,48.3939,92.9279,365.3759,0,-64.2494,-0.6541,-2.827,-0.5559,0,182.2262,253.5123,2.1756
1,4.75,0.0378,-15.135,0.6614,-3.2196,-60.1124,-20.0824,-53.128,-5.2935,-2.2139,48.95,92.9753,366.078425,0,-66.0055,-0.633,-2.827,-0.6166,0,182.9992,252.2438,1.9468
1,5.25,0.033125,-15.156,0.832,-6.9652,-56.496,-6.1296,-55.7387,-5.3292,-2.2954,51.5269,92.9847,364.775525,0,-63.9953,-0.6737,-2.826,-0.6409,0,181.7686,253.8399,1.58975
1,5.75,0.044,-15.1859,0.7022,-3.11995,-51.98975,-5.407125,-56.6935,-5.3583,-2.3749,51.6279,92.9574,364.40175,0,-62.403,-0.7021,-2.8269,-0.6238,0,182.0094,252.3889,3.2763
1,6.25,0.026,-15.191,0.8042,-3.2698,-56.486675,-6.19325,-56.502,-5.4148,-2.4506,50.8709,92.9577,357.756925,0,-62.6037,-0.7054,-2.8909,-0.6526,0,178.9437,251.6095,3.2689
1,6.75,0.03835,-14.677,0.84655,-1.749925,-54.36775,-37.714275,-55.9405,-5.4739,-2.5279,51.8201,92.9638,356.64575,0,-61.5276,-0.7241,-2.827,-0.6027,0,178.0759,250.9827,3.25535
1,7.25,0.036,-14.8461,0.743375,-2.2025,-51.698225,-20.609475,-55.259,-5.5086,-2.6098,58.878,92.9609,364.156075,0,-62.609,-0.4555,-2.827,-0.5557,0,174.5845,252.0775,3.14185
1,7.75,0.0358,-15.378,0.6796,-2.476325,-49.467525,-13.2055,-54.7312,-5.5284,-2.6801,54.266,92.9235,362.6704,0,-59.7651,3.866,0.0719,0.4009,0.1698,175.4016,250.3609,3.228
1,8.25,0.02625,-14.92,0.3522,-1.8555,-42.1285,-4.915,-50.4052,-5.5055,-2.7333,52.8261,92.8932,366.659,0,-38.96,19.9079,9.4822,3.1167,2.8059,174.5904,251.9215,3.207625
1,8.75,0.06325,-13.934,0.611125,-3.55525,-25.7965,-14.4238,-43.9692,-5.4075,-2.771,50.941,92.8869,368.146475,0,-15.5739,45.8045,22.6838,6.9061,5.7425,174.7515,256.2965,2.415875
1,9.25,0.0995,-12.548,0.906125,-1.278925,-3.6962,-6.593775,-34.0778,-5.2178,-2.804,46.9651,92.8883,368.75655,0,8.5234,87.7344,40.6572,11.8146,10.2126,177.2494,263.1745,2.92825
1,9.75,0.1143,-11.932,0.61555,-4.10325,5.94165,-1.6658,-30.0987,-4.9028,-2.8227,42.273,92.8669,368.107475,0,11.9076,116.7739,55.3916,18.6659,13.5529,179.309,271.153,3.005
1,10.25,0.12175,-10.989,0.670025,-3.6894,3.4428,-3.7198,-23.5247,-4.446,-2.8071,35.355,92.8253,367.54405,0,16.1832,143.98,66.0945,20.4681,17.93985,181,278.1948,3.2165
1,10.75,0.07635,-9.964,0.86055,-2.606475,13.628575,0.908350000000002,-17.6397,-3.8684,-2.7482,32.0611,92.7692,366.935325,0,35.6457,186.23,89.4128,25.3658,20.0184,185.6925,285.6959,3.088625
1,11.25,0.1496,-9.1561,0.6682,-2.505,14.2194,-2.0832,-14.8717,-3.1861,-2.634,30.1219,92.7121,365.566425,0,41.5717,188.121,101.08,25.6353,19.0653,187.3269,291.4146,3.1541
