DOY2,HR2,TA,RH,WS,PA,PPFD_IN,PPFD_OUT,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,VPD,T_CANOPY,TS_1,TS_2,TS_3,TS_4,G,SG
1,0.25,-27.057,99.9535,4.8379,100.765,0,0,-5.97705,0,0,191.43,205.91,0.0021919,-27.069,-16.557,-15.5115,-15.012,-14.245,-1.32905,-0.0779235
1,0.75,-27.709,99.923,4.9468,100.73,0,0,-5.6664,0,0,190.53,205.25,0.00259375,-27.415,-16.617,-15.613,-15.037,-14.353,-1.4069,-8.6967e-15
1,1.25,-27.022,99.844,4.864,100.74,0,0,-5.6659,0,0,190.55,205.33,0.0025645,-26.874,-16.6,-15.633,-15.057,-14.4,-1.3994,-0.10428
1,1.75,-27.076,99.878,4.7665,100.73,0,0,-5.9954,0,0,189.93,207.31,0.00245755,-27.194,-16.58,-15.667,-15.073,-14.443,-1.3879,-0.078357
1,2.25,-27.384,99.873,4.7673,100.73,0,0,-5.9954,0,0,189.78,207.55,0.002327,-27.231,-16.623,-15.723,-15.103,-14.487,-1.3689,-0.053106
1,2.75,-27.042,99.865,4.9337,100.74,0,0,-5.6893,0,0,189.63,206.85,0.0023137,-26.695,-16.657,-15.787,-15.153,-14.527,-1.3803,-0.078357
1,3.25,-26.754,99.937,4.5616,100.75,0,0,-5.6637,0,0,188.93,206.02,0.00256415,-26.253,-16.69,-15.777,-15.197,-14.563,-1.3611,-0.048871
1,3.75,-26.163,99.869,4.6419,100.76,0,0,-5.7956,0,0,189.18,206.93,0.0021254,-26.043,-16.723,-15.77,-15.233,-14.59,-1.3611,-0.10332
1,4.25,-26.0245,99.8675,4.8114,100.75,0,0,-6.08285,0,0,188,206.72,0.0024059,-25.885,-16.715,-15.79,-15.27,-14.592,-1.32945,-0.12564
1,4.75,-25.8815,99.7965,4.9075,100.755,0,0,-5.83365,0,0,188.34,204.72,0.00284245,-25.8975,-16.7485,-15.82,-15.2865,-14.585,-1.3303,-0.075327
1,5.25,-26.3685,99.887,5.192,100.755,0,0,-5.66265,0,0,188.475,204.89,0.00314745,-26.0895,-16.792,-15.8565,-15.3035,-14.58,-1.3207,-0.1018805
1,5.75,-26.6855,99.941,4.9124,100.755,0,0,-5.83305,0,0,189.09,204.64,0.0029976,-26.1895,-16.815,-15.893,-15.3285,-14.5835,-1.33065,-0.091803
1,6.25,-26.709,99.95,4.84975,100.755,0,0,-4.4016,0,0,188.68,202.655,0.0028705,-26.5795,-16.833,-15.925,-15.345,-14.6,-1.3107,2.57215e-15
1,6.75,-26.798,99.836,4.73135,100.755,0,0,-7.69155,0,0,189.87,201.635,0.002715,-26.412,-16.83,-15.9335,-15.358,-14.6285,-1.28155,-0.0530575
1,7.25,-26.8415,99.931,4.4774,100.745,0,0,-7.311,0,0,187.875,201.825,0.00255885,-26.8675,-16.7985,-15.957,-15.3785,-14.657,-1.2396,-0.125255
1,7.75,-27.293,99.973,4.5973,100.73,0,0,-8.6949,0,0,187.86,199.28,0.0030885,-27.543,-16.84,-16.107,-15.443,-14.887,-1.1935,-0.15874
1,8.25,-27.717,99.994,3.9997,100.71,0.242,0.24905,-6.1698,0,0,188.04,199.37,0.0028215,-27.109,-16.853,-16.12,-15.47,-14.913,-1.1646,-0.13156
1,8.75,-27.581,99.994,3.8559,100.71,1.3225,1.4306,-5.6579,0,0.26189,189.14,199.84,0.0029654,-27.431,-16.87,-16.15,-15.487,-14.943,-1.1455,-0.1039
1,9.25,-27.855,99.858,3.9119,100.69,7.1119,7.9575,-5.6578,3.2916,4.4966,189.33,200.68,0.0029157,-27.644,-16.87,-16.183,-15.52,-14.96,-1.1529,-0.13204
1,9.75,-27.758,99.718,3.8672,100.69,23.086,21.922,-5.9796,9.0207,9.5389,189.94,202.57,0.002922,-27.491,-16.877,-16.22,-15.547,-14.967,-1.1926,-0.13108
1,10.25,-27.431,99.65,4.3961,100.68,47.13,45.225,-5.1998,18.713,19.483,191.19,203.41,0.0035371,-27.217,-16.877,-16.237,-15.57,-14.977,-1.155,-0.026119
1,10.75,-26.98,99.518,4.1051,100.69,79.682,76.274,-4.1173,37.083,32.632,191.5,203.19,0.0042305,-26.842,-16.737,-15.757,-15.41,-14.59,-1.1484,-9.2704e-15
1,11.25,-27.245,99.491,4.2173,100.7,108.01,111.03,-1.8182,54.512,44.683,193,202.95,0.0054092,-26.634,-16.743,-15.693,-15.42,-14.603,-1.1393,0.048871
1,11.75,-27.2865,99.4215,4.3069,100.735,119.75,125.44,-3.70105,59.322,54.1245,190.815,199.76,0.0044363,-26.7135,-16.6565,-15.657,-15.21,-14.575,-1.2575,-0.0260225
1,12.25,-26.436,99.431,4.5194,100.81,131.99,162.07,-3.921,82.322,74.842,193.64,201.85,0.0049008,-25.939,-16.083,-15.373,-14.92,-14.137,-1.3779,0.079947
1,12.75,-26.557,99.184,4.277,100.85,133.23,172.045,-5.29695,91.448,84.9375,191.735,202.965,0.0057285,-26.1335,-16.087,-15.53,-14.9715,-14.345,-1.3379,0.10443
1,13.25,-26.156,99.035,4.2976,100.795,164.12,169.07,-9.1889,83.998,76.405,190.59,204.37,0.0074402,-25.631,-15.837,-15.423,-14.933,-14.123,-1.3973,0.026505
1,13.75,-26.488,99.039,4.1663,100.855,158.54,170.06,-7.2291,74.862,77.317,190.55,205.48,0.006894,-26.002,-15.843,-15.46,-14.937,-14.103,-1.3779,0
1,14.25,-26.244,99.037,4.0978,100.86,139.26,147.3,-5.5423,61.704,62.976,191.27,205.94,0.00634885,-25.888,-15.867,-15.483,-14.943,-14.093,-1.3779,0.026505
1,14.75,-26.344,98.994,4.3463,100.855,107.14,120.82,-7.5529,46.572,49.79,192.45,206.35,0.006924,-25.769,-15.837,-15.507,-14.927,-14.113,-1.3585,-0.026312
1,15.25,-25.954,99.08,4.3752,100.855,84.466,101.4,-8.7661,34.811,42.049,187.49,204.19,0.0066025,-25.333,-15.847,-15.513,-14.967,-14.143,-1.3585,-0.10525
1,15.75,-33.8235,100,5.2374,100.86,2.78945,2.7429,-30.5365,0,1.60615,146.96,184.42,0.0057449,-33.304,-14.695,-12.908,-12.1915,-11.855,-19.3745,-0.078357
1,16.25,-26.167,99.437,4.085,100.87,30.549,28.563,-8.8983,13.743,13.93,185.1,202.12,0.0046721,-25.598,-15.873,-15.393,-14.987,-14.213,-1.3779,-0.10351
1,16.75,-26.93,99.47,4.0097,100.865,11.349,10.914,-9.1884,3.9569,5.1846,184.13,201.52,0.0040881,-26.614,-16.103,-15.413,-14.99,-14.247,-1.4167,-0.14661
1,17.25,-26.983,99.52,4.2361,100.855,2.7649,2.8749,-10.002,0.020812,0.91587,185.81,202.94,0.0034018,-26.818,-16.303,-15.42,-15,-14.277,-1.3973,-0.14661
1,17.75,-26.982,99.746,4.2006,100.85,0.65863,0.6177,-7.3312,0,0,186.72,203.56,0.0028709,-26.701,-16.45,-15.423,-15.01,-14.303,-1.4167,-0.13035
1,18.25,-27.045,99.694,3.695,100.855,0.014866,0.033472,-7.9852,0,0,184.55,203.61,0.0024651,-26.874,-16.553,-15.427,-15.03,-14.333,-1.4167,-0.097741
1,18.75,-27.021,99.894,3.8254,100.87,0,0,-6.7291,0,0,184.53,203.77,0.0029961,-26.877,-16.63,-15.433,-15.047,-14.367,-1.411,-0.13132
1,19.25,-26.354,99.833,3.691,100.855,0,0,-5.9967,0,0,184.21,203.77,0.002995,-26.441,-16.71,-15.417,-15.057,-14.397,-1.4259,-0.10544
1,19.75,-26.784,99.995,4.4613,100.845,0,0,-5.9965,0,0,184.15,203.9,0.00348265,-26.558,-16.787,-15.427,-15.073,-14.357,-1.4128,-0.18283
1,20.25,-27.375,99.976,4.2584,100.84,0,0,-6.8592,0,0,186.98,202.77,0.0032059,-26.691,-16.767,-15.46,-15.093,-14.313,-1.4396,-0.078791
1,20.75,-27.28,99.923,4.451,100.85,0,0,-5.6606,0,0,190.58,201.55,0.0025103,-27.024,-16.76,-15.503,-15.06,-14.28,-1.4259,-0.097741
1,21.25,-26.998,99.997,4.738,100.845,0,0,-5.6606,0,0,191.79,202.05,0.00328475,-27.188,-16.737,-15.53,-15.007,-14.24,-1.4396,-0.10332
1,21.75,-26.977,99.911,4.7897,100.855,0,0,-5.6606,0,0,194.74,203.27,0.00231835,-27.095,-16.713,-15.567,-15.013,-14.217,-1.4259,-0.052046
1,22.25,-27.44,99.84,4.9705,100.79,0,0,-5.61665,0,0,193.4,202.325,0.0023891,-27.5985,-16.7965,-15.678,-15.0865,-14.388,-1.4003,-0.0262395
1,22.75,-27.7685,99.901,4.52685,100.77,0,0,-5.6665,0,0,190.585,202.29,0.0028085,-27.886,-16.787,-15.6715,-15.092,-14.403,-1.3841,-0.0650085
1,23.25,-27.777,99.897,4.34585,100.78,0,0,-6.1429,0,0,191.545,201.95,0.0025563,-27.8995,-16.7765,-15.6515,-15.1015,-14.433,-1.3841,-0.050699
1,23.75,-27.775,99.956,4.3807,100.76,0,0,-8.0093,0,0,190.455,203.005,0.00215475,-27.971,-16.7685,-15.64,-15.102,-14.4635,-1.40325,-0.11746
2,0.25,-27.057,99.9535,4.8379,100.765,0,0,-5.97705,0,0,191.43,205.91,0.0021919,-27.069,-16.557,-15.5115,-15.012,-14.245,-1.32905,-0.0779235
2,0.75,-27.709,99.923,4.9468,100.73,0,0,-5.6664,0,0,190.53,205.25,0.00259375,-27.415,-16.617,-15.613,-15.037,-14.353,-1.4069,-8.6967e-15
2,1.25,-27.022,99.844,4.864,100.74,0,0,-5.6659,0,0,190.55,205.33,0.0025645,-26.874,-16.6,-15.633,-15.057,-14.4,-1.3994,-0.10428
2,1.75,-27.076,99.878,4.7665,100.73,0,0,-5.9954,0,0,189.93,207.31,0.00245755,-27.194,-16.58,-15.667,-15.073,-14.443,-1.3879,-0.078357
2,2.25,-27.384,99.873,4.7673,100.73,0,0,-5.9954,0,0,189.78,207.55,0.002327,-27.231,-16.623,-15.723,-15.103,-14.487,-1.3689,-0.053106
2,2.75,-27.042,99.865,4.9337,100.74,0,0,-5.6893,0,0,189.63,206.85,0.0023137,-26.695,-16.657,-15.787,-15.153,-14.527,-1.3803,-0.078357
2,3.25,-26.754,99.937,4.5616,100.75,0,0,-5.6637,0,0,188.93,206.02,0.00256415,-26.253,-16.69,-15.777,-15.197,-14.563,-1.3611,-0.048871
2,3.75,-26.163,99.869,4.6419,100.76,0,0,-5.7956,0,0,189.18,206.93,0.0021254,-26.043,-16.723,-15.77,-15.233,-14.59,-1.3611,-0.10332
2,4.25,-26.0245,99.8675,4.8114,100.75,0,0,-6.08285,0,0,188,206.72,0.0024059,-25.885,-16.715,-15.79,-15.27,-14.592,-1.32945,-0.12564
2,4.75,-25.8815,99.7965,4.9075,100.755,0,0,-5.83365,0,0,188.34,204.72,0.00284245,-25.8975,-16.7485,-15.82,-15.2865,-14.585,-1.3303,-0.075327
2,5.25,-26.3685,99.887,5.192,100.755,0,0,-5.66265,0,0,188.475,204.89,0.00314745,-26.0895,-16.792,-15.8565,-15.3035,-14.58,-1.3207,-0.1018805
2,5.75,-26.6855,99.941,4.9124,100.755,0,0,-5.83305,0,0,189.09,204.64,0.0029976,-26.1895,-16.815,-15.893,-15.3285,-14.5835,-1.33065,-0.091803
