DOY2,HR2,USTAR,WS,TA,T_SONIC,RH,SW_IN,SW_OUT,NETRAD,G,H,LE,FC,TS
1,0.25,0.5825,1.7475,10.765,11.07,40.125,-4.245,0.63,-50.4225,1.425,-0.32,13.645,1.27,5.41
1,0.75,0.55,1.7775,10.7025,10.925,38.35,-4.435,0.55,-49.595,0.5,-0.04,10.25,1.25,5.39
1,1.25,0.58,1.8875,10.8025,11.0675,39.24,-4.29,0.64,-53.2,0.94,-0.08,9.39,1.06,5.35
1,1.75,0.61,1.89,10.65,10.8075,36.73,-4.285,0.55,-54.4575,0.96,-0.27,9.705,1.4125,5.33
1,2.25,0.62,1.815,10.82,10.97,36.62,-4.465,0.46,-57.28,1.3975,-0.83,12.48,1.27,5.235
1,2.75,0.61,2.01,10.7325,11.01,36.15,-4.425,0.49,-58.41,0.185,-0.84,14.33,1.225,5.195
1,3.25,0.57,1.99,10.7575,10.92,35.9,-4.51,0.48,-56.89,0.915,-1.7175,12.9275,1.195,5.165
1,3.75,0.64,1.945,10.7575,11.0975,36.86,-4.645,0.45,-59.495,-0.0375,1.325,8.855,1.4,5.14
1,4.25,0.58,1.7575,10.815,11.12,36.55,-4.85,0.48,-61.8,2.2375,-2.3075,10.32,1.2375,5.09
1,4.75,0.59,1.75,10.7725,11.02,35.64,-4.83,0.56,-59.1075,0.9575,-2.44,9.69,1.3675,5.06
1,5.25,0.6,1.9375,10.73,11.01,35.35,-4.29,0.57,-56.6525,-0.41,-1.265,7.7475,1.02,5.055
1,5.75,0.61,1.86,10.675,11.035,34.07,-4.18,0.55,-54.255,0.58,-2.4625,12.1175,1.2,5.04
1,6.25,0.58,1.7025,10.7625,11.015,34.33,-4.27,0.53,-54.475,1.11,1.88,8.67,1.12,5.03
1,6.75,0.6275,1.755,10.835,11.13,35.06,-1.36,0.84,-49.7675,-3.345,0.275,11.79,1.12,5.005
1,7.25,0.605,1.77,10.96,11.29,33.96,13.41,2.5,-35.905,0.1875,-0.515,12.13,0.98,4.98
1,7.75,0.62,1.625,11.05,11.415,35.21,37.085,5.38,-17.9825,-0.5825,-2.2,20.9,0.7225,4.935
1,8.25,0.625,1.525,11.2525,11.645,34.53,144.745,11.28,30.0875,1.0525,-1.1425,29.55,0.59,4.9
1,8.75,0.5875,1.6175,11.68,11.93,33.65,343.015,27.04,147.89,0.555,7.2,39.225,0.2875,4.875
1,9.25,0.6,1.565,12.195,12.305,34.18,432.31,38.73,216.9475,6.6075,24.74,48.49,-0.285,4.925
1,9.75,0.56,1.62,12.6425,12.6975,36.39,507.665,47.4,275.8325,10.6,64.4975,73.27,-1.32,4.985
1,10.25,0.62,1.74,13,13.02,37.49,573.49,58.79,325.135,25.8575,107.025,85.7375,-2.015,5.085
1,10.75,0.5775,1.7975,13.415,13.3425,37.1,619.665,68.06,361.855,23.8025,150.3775,88.0375,-2.31,5.2
1,11.25,0.61,1.91,13.3925,13.3,40.82,649.595,70.5,384.565,40.9875,179.15,98.285,-2.2125,5.435
1,11.75,0.59,1.89,13.51,13.385,42.48,667.65,73.78,405.975,39.9925,214.72,99.445,-2.37,5.68
1,12.25,0.64,2.03,13.6225,13.45,42.44,665.7525,74.67,401.31,35.44,232.66,100.355,-2.27,5.89
1,12.75,0.61,2.045,13.57,13.5,41.93,645.7375,72.62,390.79,8.8375,249.02,104.34,-2.45,6.08
1,13.25,0.575,2,13.5275,13.525,41.1975,605.795,67.64,359.035,46.11,234.435,98.665,-2.45,6.245
1,13.75,0.59,1.9425,13.44,13.33,41.675,555.08,59.22,323.835,53.4925,234.05,99.14,-1.79,6.36
1,14.25,0.5425,2.02,13.3525,13.28,44.21,484.8,51.83,275.3825,43.3725,207.65,88.89,-2.0025,6.485
1,14.75,0.53,1.885,13.4275,13.2525,44.81,405.855,43.49,216.27,35.395,186.8625,84.445,-1.83,6.565
1,15.25,0.52,1.74,13.1325,13.21,46.46,319.16,37.18,146.46,27.5825,137.3075,78.7575,-0.985,6.61
1,15.75,0.4625,1.67,12.835,12.985,46.91,219.54,31.12,76.405,25.82,86.835,58.09,-0.475,6.625
1,16.25,0.43,1.54,12.29,12.46,48.9425,121.23,24.9425,14.05,22.24,39.185,38.26,-0.1675,6.6
1,16.75,0.44,1.1975,11.71,12.0225,50.6775,34.9675,12.5475,-33.71,21.1075,10.05,21.9825,0.645,6.57
1,17.25,0.49,1.395,11.08,11.345,52.4075,-1.8175,0.245,-50.45,14.475,5.8175,9.63,1.0625,6.52
1,17.75,0.5025,1.49,10.8475,11.1175,50.96,-4.815,0.295,-50.53,4.1375,0.8175,9.165,0.98,6.435
1,18.25,0.51,1.47,10.7175,11.17,47.5125,-4.0625,0.6225,-47.36,0.085,1.85,7.8625,1.28,6.34
1,18.75,0.5625,1.595,10.88,11.15,48.72,-3.4275,0.73,-48.51,-0.2575,0.47,10.03,1.25,6.24
1,19.25,0.53,1.5775,10.8975,11.305,47.67,-4.305,0.685,-50.77,2.1025,-1.34,10.035,1.075,6.155
1,19.75,0.5375,1.67,11.045,11.3425,47.535,-4.0225,0.7275,-52.38,-0.9,0.155,15.43,1.4825,6.05
1,20.25,0.61,1.755,11.0275,11.315,44.7075,-4.01,0.7275,-46.88,-0.77,-1.13,13.32,1.635,5.9725
1,20.75,0.6,1.7475,11.0575,11.2825,43.06,-4.1025,0.63,-47.06,2.27,2.99,12.32,1.22,5.9
1,21.25,0.61,2,10.93,11.37,43.6125,-4.21,0.6125,-48.79,0.5,0.54,9.88,1.3475,5.8375
1,21.75,0.645,1.84,10.885,11.2925,42.6975,-4.3925,0.5725,-52.79,2.21,0.825,10.4225,1.495,5.78
1,22.25,0.64,1.73,10.945,11.185,46.915,-4.17,0.67,-54.74,0.42,-1.01,12.3025,1.36,5.7025
