DOY2,HR2,CO2,H2O,FC,LE,H,USTAR,WS,U_SIGMA,V_SIGMA,W_SIGMA,PA,T_SONIC,TS_1_1_1,TS_1_2_1,TS_1_3_1,G_1_1_1,G_2_1_1,G_3_1_1,SW_OUT,LW_IN,LW_OUT,NETRAD,SW_IN
1,0.25,341.814240465,1.109683456575,-2.531890828425,-10.052280839725,-53.611732303,0.0328713544,0.1259670373,0.1589138354,0.100208119025,0.03016034445,96.95608138625,-19.468184159,-0.41540565,-0.8182262175,-0.223265,-27.5485945,-25.2161,-21.17275125,0,168.72038243,219.51695,-77.497394975,0
1,0.75,340.02649187,1.0353366125,-3.0776166052,-9.400561576,-48.3412128725,0.02315512475,0.10733970975,0.16317697635,0.130610817425,0.03083492025,96.91953666,-19.8037916645,-0.4148037275,-0.8274505925,-0.22470984,-29.175811,-25.59935,-22.25554675,0,169.535205,218.20765,-76.59347,0
1,1.25,338.5573095825,1.325856394,-2.62174014635,-8.3480073248,-43.68686006525,0.02768083955,0.114470702575,0.16822084595,0.12799147665,0.029226973275,96.892064542,-20.7597695445,-0.4138543975,-0.827029495,-0.22592389,-30.33244125,-25.8905375,-21.84555725,0,168.796195,217.239975,-73.60021231,0
1,1.75,341.2910078325,1.18136778775,-1.7026034405,-8.94467908815,-51.4836662545,0.02651075,0.066687755375,0.146223907375,0.11994586775,0.02723913675,96.86413159,-20.24176957,-0.4122908175,-0.819301185,-0.22772467,-29.0561395,-27.164335,-21.52162975,0,173.200535,215.643835,-76.214335,0
1,2.25,341.3607919725,0.96716505455,-2.472470705425,-10.4636375,-50.620279,0.0260475777,0.0908082018,0.149708,0.11167800675,0.02944800845,96.85588779225,-20.9078533775,-0.412465315,-0.81408537,-0.22897926,-28.06041925,-26.080457,-21.957943,0,176.5299025,215.5279525,-78.178858,0
1,2.75,341.070573,1.25898012655,-1.527938658325,-9.198803465275,-47.4178917675,0.0248615645,0.089277157,0.163571715,0.118809354,0.029562398,96.84707912375,-21.335017255,-0.41108761,-0.79886234,-0.23004222,-28.344424,-26.16342,-22.25505,0,176.59402,218.45770552,-76.19418,0
1,3.25,340.8491952125,1.38490454675,-1.038674,-12.4596416455,-43.6119389355,0.027475,0.080945216125,0.1716295,0.12150200595,0.03371298095,96.837228964,-21.784369803,-0.41158417,-0.79076822,-0.231556965,-28.523076,-26.406279,-22.396992,0,169.607375,215.7182,-74.9175,0
1,3.75,340.4170768625,1.001976952675,-0.8183494926,-10.716768151525,-43.52846261,0.025649435775,0.0957138068,0.1735806586,0.112779858875,0.03066026965,96.8390232455,-20.95430264375,-0.41062261,-0.79669453,-0.23009428,-27.700656,-26.7936525,-22.12379375,0,170.327625,217.745875,-72.623805,0
1,4.25,340.262728105,0.98044065315,-1.2101422549,-10.29676022275,-49.18452424,0.02514687365,0.069312,0.14218085155,0.1250876704,0.02921522595,96.8422154085,-20.425190148,-0.41449949,-0.802150755,-0.228600925,-29.181703,-27.01147575,-22.7376225,0,167.3871877,214.916325,-74.397375,0
1,4.75,339.9606921125,1.3994896504,-0.7611086722,-9.287621154,-46.13905998,0.028123081,0.087793509375,0.130817910475,0.115721358575,0.026690150275,96.859251868,-21.184601129,-0.42444671,-0.81320755,-0.228308295,-29.1984055,-27.349342,-22.59541,0,173.36995,211.83885,-72.78999875,0
