DOY2,HR2,T_CANOPY,CO2,CO2_SIGMA,FC,H2O,H2O_SIGMA,H,LE,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,VPD,LW_IN,LW_OUT,NETRAD,PPFD_IN,SW_IN,SW_OUT,TS,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,0.25,-19.42135625,363.962,19.0814314,0.078384,0.575289,0.75869625,-23.464,-2.45578,97.42975,79.42233625,-16.606,0.093309294,-18.1134225,0.02930975,195.9415,238.497775,-45.8649675,0.00453725,-2.390376,0.00876833875,-2.965176,-0.096265,0.379821468,0.1144465,0.331712824,0.1336661305,2.1348
1,0.75,-19.8800325,364.067,19.080539645,0.08640525,0.6308975,0.79444,-21.11185,-3.034165,97.42155,79.0879125,-16.7515,0.095825068,-18.166625,0.02915325,202.4038125,238.4755,-45.552235,0.0046561865,-2.397211875,0.0229907475,-2.8843044375,-0.103138,0.4262916105,0.1106755,0.32075165,0.1352259125,2.196595
1,1.25,-19.91875875,365.952,19.138436455,0.11290825,0.631062,0.7946141435,-22.8476,-2.486135,97.4267,79.9608975,-16.865,0.091104336,-18.218875,0.030684875,198.665975,238.41925,-44.6671825,0.0046561865,-2.372330375,0.01483391,-2.935961375,-0.0985,0.42365552,0.105562,0.329170169,0.119163753,2.08409
1,1.75,-19.83385,365.52175,19.1212313575,0.11004525,0.69804,0.835779875,-23.431825,-3.5763725,97.428025,79.93382,-17.05575,0.09308587725,-18.36749875,0.028989,202.8748125,238.2763125,-44.49184875,0.005389949,-2.286168625,0.03667008,-2.991389375,-0.0898625,0.433257046,0.1087915,0.3410712285,0.126156133,2.15684
1,2.25,-20.28649,364.3135,19.08915907,0.1072135,0.673657,0.82104263,-21.13655,-3.1297,97.431325,79.5710175,-17.30625,0.092262536,-18.49503375,0.0319555,198.24565,237.80605,-43.355505,0.0044226455,-2.22011025,0.01031972125,-3.04920640625,-0.0992,0.42579257825,0.11327575,0.34467478475,0.1356466,2.3526025
1,2.75,-19.82747875,364.8045,19.101276065,0.11370625,0.74219475,0.8617044695,-21.9511,-2.513915,97.4196,79.39849875,-17.476,0.0955478095,-18.63931375,0.0341985,202.9408,238.06295,-45.27333,0.00507356825,-2.296168,0.02533330625,-3.0714475,-0.1004,0.436620982,0.123336,0.348382811,0.145166482,2.457725
1,3.25,-20.2632725,364.3485,19.090717525,0.07135,0.76550675,0.87520947025,-22.851175,-1.897815,97.4142,79.3589575,-17.04275,0.096356366,-18.4487775,0.031855,201.403975,237.96405,-45.7153725,0.004,-2.40623925,0.01916104675,-3.0799315,-0.099187,0.43477305,0.12692175,0.3452940135,0.149179102,2.5095575
1,3.75,-20.24912,364.201,19.08449633,0.0813,0.74749925,0.86487033675,-22.0803,-2.2732975,97.4377,78.9823075,-17.401,0.101488916,-18.57354,0.0362935,202.18865,237.154375,-44.0979575,0.00534570475,-2.465821125,0.01339003125,-3.11015934375,-0.105205,0.428938224,0.122093,0.342451456,0.146287388,2.51856
1,4.25,-19.8455875,362.99675,19.0524733775,0.04535,0.67969475,0.82461211725,-21.45595,-1.90866,97.42805,78.887155,-17.595,0.103385671,-18.3515275,0.034777875,202.0715,236.2577,-44.1940825,0.00354681775,-2.443549875,0.0129942375,-3.1786718125,-0.109203,0.404786332,0.1138695,0.323110016,0.134721808,2.350715
1,4.75,-20.2535775,363.19225,19.0598070125,0.06679975,0.694846,0.833864497,-20.413975,-1.99244,97.410175,78.58369,-17.06725,0.09699974825,-18.6500825,0.033198875,199.7971375,236.2803625,-43.70377,0.0040588545,-2.334841,0.0148629885,-3.136805375,-0.100242,0.40493292325,0.11365725,0.3161023215,0.13384014825,2.281715
