DOY2,HR2,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,NETRAD
1,0.25,2.37945973017488,1.19273682350871,8.03097967993255,1.93629051538434,0.440208517599929,18.3719912102477,16.2949509233234,1.3554572150759,431.379817922674,4.97298335540809,429.454886661737,3.76750131132897,428.206661882647,3.79919888614901,431.562964397473,4.19209319729783,426.78657446601,3.9358860249167,432.084271638342,3.81727543388159,430.575731664112,3.42730320038265,432.819393251079,3.69804842156183,431.191077896496,3.36963580233843,436.595737876925,3.675180761864,434.054147818346,2.44453634773828,3.70723075414134,-3.87312479703179,1.5600288746202,2.49425,1.466,0.67125,0.336,-3.9405,-4.00575000000001,-3.00376500000001,-3.80475,-5.0513,-5.32340500000001,99.963568,91.791,1.07769,-3.995,-4.37625,-4.145,-1.08075,2.31999999999999,-0.0520000000000005,3.51,-0.19,0.59125,296.3625,293.2025,314.565,305.975,0.44125,0.35,0.52,0.4,0.25,0.36,0.0702499999999999,0.17,-0.04,-0.923975000000002,-0.683475000000001,-0.283425000000001,-0.015975,0.139,0.25325,0.17,0.036,-0.00395,-2.106925,-2.02455,-1.411,-0.608425000000001,0.155525,0.124,0.045,0.04,0.443325,-2.4221,-1.908825,-1.35130000000001,-0.268725000000001,0.01205,0.16925,0.051,0.026,0.012025,-2.53577500000001,-2.17417500000001,-1.693625,-0.564775,-0.151525,-0.012,-0.048975,-0.23,-0.074,-0.938550000000004,-0.577625000000003,-0.31465,-0.14815,0.05215,-0.062,0.21,0.085,0.086,-2.001,-3.25425,26.6575
1,0.75,3.08160299046069,0.614819925971474,21.4957648297071,4.04419487428227,0.387691756672948,18.7933582534254,24.0537747310054,1.42428694435182,428.952945441724,4.80904142761455,430.327758346002,3.66634136370891,428.897892114902,3.58069512967014,432.205110488786,4.07747297501311,429.870368388387,3.84905978991815,433.007412702445,3.78397198659892,431.952595403099,3.24022354576273,433.597013212076,3.0636884531137,432.406757394393,2.41721181211343,436.071171194422,2.69221724669207,435.223721281027,2.90612533186476,4.07424470075211,-3.37873643269174,1.38007996777927,2.71525,1.636,0.72375,0.496000000000001,-3.40775,-3.355875,-3.36507000000001,-4.102325,-5.1619375,-5.52105500000001,99.94393425,91.58575,1.14238,-3.91,-3.76,-3.52,-1.07125,3.1025,0.26,3.8125,-0.14975,0.8205,295.3025,295.12,314.0725,306.95,0.44,0.3595,0.5275,0.41,0.2645,0.36,0.08,0.17,-0.0497500000000001,-0.933500000000002,-0.690100000000001,-0.279600000000001,-0.017925,0.139,0.2534,0.17,0.036,-0.00395,-2.132675,-2.00465,-1.4015,-0.608275000000001,0.155525,0.124525,0.045,0.04,0.443325,-2.45245,-1.83735,-1.33987500000001,-0.275450000000001,0.013025,0.1701,0.051,0.026,0.012025,-2.51380000000001,-2.21282500000001,-1.7138,-0.564675,-0.1525,-0.012,-0.04895,-0.23,-0.074,-0.961150000000004,-0.592350000000003,-0.31185,-0.149325,0.051625,-0.062,0.209325,0.085,0.0851,-2.3054,-3.2146,24.7705
1,1.25,0.825599750233526,0.776999833637884,21.0668834403087,5.14552057760807,0.550785558689239,16.6002576253968,15.5200577423605,1.2553253700751,429.65582785607,4.72931635042424,430.046494134188,4.05018599779684,430.0801504429,3.50783010145367,431.717995710377,4.29216189581439,430.243373395725,3.56298177552751,432.365888565047,4.09030825585293,432.447587950323,2.70785713289532,434.069482241173,3.18291712684844,433.589786719126,2.47916684662964,436.875953864807,3.06201479059636,435.424706680645,2.84422432428432,3.66276953834329,-3.10028342707486,1.61177387642529,2.26875,1.748,0.7125,0.589,-3.29775,-3.41745,-3.5341425,-3.9614875,-4.47895,-5.58038499999999,99.92978175,91.44575,1.11926,-3.87,-3.485,-3.13275,-1.062,2.61749999999999,0.32,3.4125,-0.2295,0.78075,293.875,297.0175,313.68,308.92,0.46125,0.35,0.535,0.40475,0.2575,0.37,0.07,0.17,-0.05,-0.943050000000002,-0.697725000000001,-0.275750000000001,-0.017,0.139,0.2533,0.17,0.036,-0.00395,-2.160875,-1.98085,-1.392,-0.608175000000001,0.155525,0.124,0.045,0.04,0.443325,-2.48405,-1.765875,-1.3148,-0.283175000000001,0.013025,0.170075,0.051,0.026,0.012,-2.48010000000001,-2.25150000000001,-1.734,-0.5637,-0.152525,-0.012,-0.04895,-0.23,-0.074,-0.984750000000005,-0.608075000000003,-0.310925,-0.15005,0.051625,-0.062,0.21,0.085,0.084075,-2.901625,-3.9619,24.317
1,1.75,1.27916775841317,0.463057823042185,32.0815811628432,1.22811190446088,0.474755987870721,17.8986873572557,17.9354015735692,1.58602591194536,429.904474126372,4.63052338629968,430.531951512251,4.17915503876278,428.941414799176,4.92433559732476,431.896806331469,4.47991600975488,431.402176910428,5.94404298583582,433.697157792318,4.19140237265453,430.22663651596,3.23623937238616,433.427562307599,3.69080614512645,433.304519833842,2.81491599352972,436.571782731481,3.48344494667028,434.56288224731,5.01533466993821,3.54604069890382,-3.10751450148879,1.51142646866676,2.26975,1.602,0.71875,0.708999999999998,-3.5548375,-3.52355000000001,-3.4667225,-4.12957000000001,-4.79925,-5.530055,99.9353375,91.29525,1.0842225,-4.475,-3.60125,-3.339,-1.0455,3.005,-0.0075,3.805,-0.27975,0.692999999999999,292.205,297.4075,313.465,308.975,0.47,0.35,0.53,0.4,0.26,0.3505,0.07,0.16,-0.0497500000000001,-0.952600000000002,-0.704375000000001,-0.271900000000001,-0.01795,0.139,0.2541,0.17,0.036,-0.004,-2.192675,-1.929775,-1.38445,-0.608050000000001,0.155525,0.124,0.045,0.04,0.443325,-2.522875,-1.701275,-1.28875,-0.289925000000001,0.013025,0.170075,0.051,0.026,0.012025,-2.44350000000001,-2.23755000000001,-1.7542,-0.56265,-0.152525,-0.011225,-0.04895,-0.23,-0.074,-1.008325,-0.622800000000003,-0.31475,-0.1505,0.051625,-0.062,0.209325,0.085,0.085,-2.495,-3.91055,19.235
1,2.25,1.25134927719414,0.642408041515215,12.1920786103057,2.12653986091312,0.459391158844775,42.320589103998,16.4923899507709,1.17277226866449,428.751107366135,3.82879292472658,430.9493933979,4.14604268934194,428.923249402661,3.66577124091826,431.844742833786,4.4164641498885,430.800081054135,3.79494236195791,432.663894385952,4.03521987834334,430.398678732012,3.6417066371142,433.910123513734,3.66403422532026,432.539404006693,3.12981923646354,436.041477787724,3.49952033353798,435.819567112625,2.97265165612079,3.92388692235319,-3.1818518109985,1.31963070213403,2.494,1.636,0.76125,0.4945,-3.9704875,-3.69,-3.94603,-4.86682000000001,-4.9612875,-6.06130249999999,99.90882575,91.2505,1.0694125,-4.575,-4.29625,-3.80275,-1.028,3.0025,0.12125,3.6075,-0.30925,0.654249999999999,290.88,295.6375,313.1825,308.8175,0.44,0.3595,0.52,0.40475,0.2675,0.36,0.07,0.16,-0.0497500000000001,-0.962200000000003,-0.712000000000001,-0.269050000000001,-0.019925,0.139,0.253175,0.169025,0.036,-0.003,-2.224325,-1.8695,-1.37205,-0.607925000000001,0.155525,0.124,0.045,0.04,0.44335,-2.56275,-1.664275,-1.2627,-0.296675000000001,0.01305,0.170075,0.051025,0.026,0.012025,-2.41472500000001,-2.21637500000001,-1.768575,-0.56165,-0.153525,-0.011225,-0.0499,-0.23,-0.074,-1.0319,-0.639500000000003,-0.3205,-0.15195,0.0521,-0.062,0.209375,0.085,0.085,-1.9965,-3.1078,22.27025
1,2.75,1.03802511262978,0.698901029766372,6.78853709240203,3.06221511944498,0.486418461412496,9.26376918693415,17.493618650243,1.2114076084885,428.188810634749,3.46928836753458,430.130422726018,3.81542581910987,427.538014824708,5.13856481283126,432.231503401184,4.17021792800265,430.183800619219,5.6815558323009,432.144158129761,4.23055881636067,431.650068037649,5.15229268370107,433.600328918948,3.67119062663755,433.99855181402,3.53812184259946,436.791384940492,3.6032877271393,434.351089585641,2.95892655890475,4.00142196859477,-3.89272587026274,1.50601922952729,2.53425,1.774,0.735,0.526000000000002,-4.34624000000001,-4.20505000000001,-4.266035,-5.34593000000001,-4.8890625,-6.2501225,99.922852,91.80625,0.815067499999999,-4.51,-4.7525,-4.10075000000001,-1.02475,2.8025,0.0767499999999998,3.5,-0.12875,0.57125,289.255,293.68,312.985,308.825,0.44,0.3395,0.52,0.4,0.27,0.35,0.0702499999999999,0.16,-0.04,-0.973025000000003,-0.719650000000001,-0.265200000000001,-0.01995,0.139,0.253175,0.169025,0.036,-0.00397500000000001,-2.24700000000001,-1.8894,-1.3499,-0.607825000000001,0.155,0.124,0.045,0.04,0.443325,-2.59580000000001,-1.689875,-1.235675,-0.304400000000002,0.01305,0.17005,0.051,0.026,0.012025,-2.39180000000001,-2.19725000000001,-1.76635,-0.561625,-0.15355,-0.012,-0.0499,-0.23,-0.074,-0.908275000000004,-0.655225000000003,-0.324325,-0.152675,0.051625,-0.062,0.209375,0.085,0.085,-2.02,-3.103525,21.78175
1,3.25,1.69732135965059,0.580809499790339,6.94961999021483,2.55594842135921,0.424583596118611,49.0184153234685,14.9706011484198,1.1085111177498,426.948386226668,3.92244429764599,429.977543180432,3.84568321507566,429.753897262525,3.50886690866558,432.033943138137,4.21962620557418,430.477362535188,3.85710047470514,432.851356666778,3.85905773290548,432.21241542906,3.5698121002521,434.549911348388,3.67366331104564,433.211332672655,3.43916517524146,437.784894965096,3.54301518972786,438.697091603022,2.94519702556837,4.13637793901245,-4.08224621653399,1.74166749742116,2.282,1.96025,0.68,0.324,-4.516775,-4.586,-4.77936,-5.795435,-6.5493,-7.92732749999999,99.946843,92.2225,0.855920000000001,-5.43,-5.905,-5.594,-1.02525,2.705,0.0259999999999999,3.4,-0.258000000000001,0.543499999999999,288.9,288.8375,312.7875,308.3075,0.45125,0.35,0.53,0.39475,0.26,0.35025,0.07,0.17,-0.05,-0.983825000000003,-0.727275000000002,-0.261375000000001,-0.019975,0.139,0.253125,0.169025,0.036,-0.004,-2.26525000000001,-1.907475,-1.32385,-0.607700000000001,0.155525,0.124525,0.045,0.04,0.443325,-2.62490000000001,-1.71345,-1.2077,-0.312100000000002,0.014,0.17005,0.051,0.026,0.012025,-2.37272500000001,-2.18105000000001,-1.764175,-0.561625,-0.15355,-0.011225,-0.0499,-0.23,-0.074,-0.762250000000002,-0.672900000000003,-0.3301,-0.154125,0.051625,-0.062,0.209375,0.085,0.086,-2.0375,-3.10175,21.496
1,3.75,2.58488984822307,0.43525772666723,8.90341393967605,2.83661718079557,0.402932386070187,21.0679430970117,37.2251440999169,1.3843359856248,427.745955367778,4.48187375188184,429.366223922663,3.84881112037572,429.281581622631,3.74002698091098,431.9869213492,4.10905144921398,429.446734969804,3.60562127210912,432.383998540488,3.76263752371576,432.358404476433,3.08683789992315,434.624056912543,3.63324898750665,432.826969437644,3.0768555962525,437.593573224103,3.42622793353272,434.958053617974,3.13299209389941,3.90636786392812,-4.42587718311744,1.44278354699034,2.54025,2.05675,0.685499999999999,0.399749999999999,-4.90485,-4.838325,-5.376285,-5.9154125,-6.34594,-7.355075,99.963266,91.4005,1.03582,-5.28,-6.0115,-5.63,-1.02575,2.22499999999999,-0.144,3.0125,-0.318000000000001,0.614749999999998,289.915,286.6925,312.49,308.6,0.45125,0.3495,0.5175,0.4,0.26,0.36,0.07,0.16,-0.05,-0.995625000000003,-0.735925000000002,-0.258500000000001,-0.02,0.138025,0.25405,0.169025,0.036,-0.003,-2.28167500000001,-1.922825,-1.296775,-0.606625000000001,0.155,0.125,0.045,0.04,0.4433,-2.64520000000001,-1.733075,-1.17675,-0.319875000000002,0.014,0.17005,0.051,0.026,0.012025,-2.35362500000001,-2.16580000000001,-1.761025,-0.560625,-0.15455,-0.011225,-0.048975,-0.23,-0.074,-0.664925000000001,-0.690575000000003,-0.3349,-0.155575,0.051625,-0.062,0.21,0.085,0.085025,-2.052,-3.154825,20.544
1,4.25,1.68758443880797,0.364932784259026,13.920612996479,3.95885256614069,0.412744422047834,44.6881921699397,14.534935357654,1.25419222308654,429.112257110962,4.43518595599373,429.186582877799,3.9084593030975,428.295210870372,3.65677940145996,431.58626099391,4.16930977836303,430.162282087634,3.5756354065477,432.658765478586,3.9961735820448,431.565226624882,3.46508166148541,433.557851311694,3.68605990782917,432.494143481614,3.35094042590326,436.509164187746,3.11364463412139,436.023028299667,3.00404071407109,4.15199668869243,-3.84746839607419,1.19413327061159,2.9065,2.22525,0.80875,0.617999999999999,-4.33911,-4.73705000000001,-5.0562375,-5.61898,-6.739525,-7.232715,99.959589,91.21625,0.941714999999999,-4.815,-5.54625,-4.785,-1.036,2.7075,0.21,3.3025,-0.198250000000001,0.901,292.28,286.6925,312.3875,308.5075,0.46125,0.34,0.52,0.4,0.25725,0.3505,0.0702499999999999,0.16,-0.0497500000000001,-1.008375,-0.744550000000002,-0.25565,-0.02,0.138025,0.254075,0.169025,0.036,-0.004,-2.29477500000001,-1.936375,-1.26875,-0.606525000000001,0.155,0.124525,0.045,0.04,0.4433,-2.65960000000001,-1.749725,-1.14485,-0.328550000000002,0.013025,0.170125,0.051,0.026,0.012025,-2.33450000000001,-2.14957500000001,-1.758825,-0.5616,-0.15455,-0.012,-0.048975,-0.23,-0.07495,-0.593925000000001,-0.634150000000003,-0.3397,-0.156025,0.05115,-0.062,0.21,0.085,0.08605,-2.3875,-3.22025,22.7
1,4.75,3.08305856887324,0.615730812461465,12.3181782399218,2.29175478978189,0.457219699917999,22.0958235304188,13.483444017266,1.35686796928696,428.194474406958,4.34336004044516,429.049298901609,3.90749365697644,428.926594726591,3.99420563757908,431.538295647308,4.09506302081306,430.991326173187,4.0270544284276,433.167970305395,3.7788453011686,429.09759923286,3.71263350655318,436.029673665136,3.68218679286364,435.592904807144,3.39608597649675,439.285652888045,3.49325330154804,439.291039320549,3.09152453354981,4.57605742327091,-3.68338843884394,1.21791889415814,2.661,2.2325,0.83875,0.941249999999999,-4.50637,-4.400825,-4.774215,-5.17148250000001,-6.4323,-6.705695,99.9731205,91.724,0.89525,-4.33,-5.09625,-4.44500000000001,-1.04625,2.4075,-0.167500000000001,3.305,-0.28925,0.7105,291.345,288.4425,312.29,308.4175,0.46125,0.34,0.51,0.4,0.24725,0.36,0.07,0.16025,-0.04,-1.02115,-0.753175000000002,-0.251825,-0.02,0.138025,0.254075,0.169025,0.036,-0.004,-2.31370000000001,-1.950375,-1.23975,-0.605550000000001,0.155,0.124525,0.045,0.04,0.4433,-2.67202500000001,-1.7625,-1.11095,-0.337300000000002,0.013025,0.1701,0.051,0.026,0.012025,-2.31535000000001,-2.13235000000001,-1.756725,-0.5606,-0.155525,-0.011225,-0.048975,-0.23,-0.074,-0.541475,-0.573850000000002,-0.346425,-0.156025,0.051625,-0.062,0.21,0.085,0.08615,-2.2461,-3.5984,22.794
