DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,H2O_1_1_1,H2O_1_2_1,H2O_1_3_1,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,FC_1_1_1,FC_1_2_1,FC_1_3_1,FCH4_1_1_1,SC_1_1_1,SC_1_2_1,SC_1_3_1,SCH4_1_1_1,H,H_1_1_1,H_1_2_1,H_1_3_1,LE,LE_1_1_1,LE_1_2_1,LE_1_3_1,SH_1_1_1,SH_1_2_1,SH_1_3_1,SLE_1_1_1,SLE_1_2_1,SLE_1_3_1,WS_1_1_1,WS_1_2_1,WS_1_3_1,USTAR_1_1_1,USTAR_1_2_1,USTAR_1_3_1,PA_1_1_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,PPFD_IN_1_1_1,NEE,NEE_1_1_1,NEE_1_2_1,NEE_1_3_1,RH_1_3_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1
1,0.5,380.025,380.5,381.60085,0.5157059,0.5654125,0.5405592,1927.524,1938.106,1936.5885,-0.18698875,-0.0864126375,-0.0158947125,-0.6826342,-0.946934725,-0.240386025,-0.05772662,-1.534162,-21.2794,-10.86347025,-16.91112,-17.14801,-2.12904125,-2.01146875,-0.79376375,-1.20572225,-43.08031,-17.7104025,-4.87701375,-11.04887,-3.768661,-0.97144125,6.138069,4.58,2.0720965,0.07319497,0.1306955,0.181472,95.27,-16.00319,-15.644615,-16.07034,0,-0.04328139,-1.3045025,-0.157973725,-0.0073230415,80.17683,0.681,0.913,1.086,1.299,1.55,1.9,2.075,2.485,2.975
1,1.5,380.3,380.3,381.831725,0.5192268,0.5654125,0.5414913,1927.74,1937.927,1937.531,-0.233213825,-0.09091521,-0.03142858,-0.955031,-1.011831,-0.23654705,-0.049309765,-1.826588,-20.35284,-6.8859,-16.6578925,-17.4912975,-2.4986165,-1.188995,-0.8030555,-1.296756,-38.91683,-16.4494625,-4.67056275,-10.17608,-3.7962835,-1.008772,5.835884,4.6,2.1,0.0762916,0.132324575,0.1836058,95.26,-16.220585,-15.5589975,-16.4375,0,-0.031319,-1.35665725,-0.1587897,-0.0070489665,81.12249,0.681,0.913,1.086,1.299,1.55,1.9,2.075,2.485,2.975
1,2.5,380.7406,380.625,382,0.5129248,0.5541248,0.524119725,1928.7155,1937.098,1938.55,-0.2640527,-0.081327395,-0.07991273,-0.9229293,-0.95658565,-0.244758225,-0.0571966,-1.81415175,-21.1474425,-7.8434235,-14.33283,-17.01013,-2.1806095,-1.0427947,-0.84215855,-1.206151,-39.644655,-16.1619575,-4.3390215,-11.1094025,-3.736498,-0.9568129,5.73656775,4.4,2.0525005,0.07085754,0.12550895,0.17352905,95.2774675,-16.44,-15.5668275,-16.92204,0,-0.0412286,-0.947128025,-0.06329378,-0.058706885,81.766155,0.681,0.913,1.086,1.299,1.55,1.9,2.075,2.485,2.975
1,3.5,380.7621,380.975,382.3,0.5219192,0.5529858,0.5208581,1928.61,1940.744,1937.6685,-0.1982312,-0.0689579275,-0.05632648,-1.028658,-0.8984217,-0.21911075,-0.054769745,-1.758425,-20.81689,-4.5858935,-14.5683275,-15.9584725,-2.355084,-1.1151,-0.941335125,-1.25574525,-39.17864,-15.8519175,-4.482315,-11.013795,-3.5535625,-0.92039695,5.66826125,4.39122625,2.0462815,0.075904,0.1235793,0.179804,95.25324,-16.41608,-15.7912,-17,0,-0.102451,-1.020876,-0.13168325,-0.095160705,82.59999,0.681,0.908,1.086,1.299,1.55,1.895,2.075,2.485,2.975
1,4.5,379.8,381,382.381175,0.5016998,0.555517825,0.509725625,1929.104,1938.985,1936.8615,-0.23976105,-0.1011017,-0.01989313,-0.88915125,-0.7150027,-0.20046825,-0.0510959875,-1.54668725,-21.36184,-4.463443,-15.667395,-17.17971,-2.13495,-1.163446,-0.8646272,-1.10541,-39.92334,-15.12564,-3.956954,-11.72222,-3.60127,-0.94278135,5.507106,4.207421,2.065055,0.073048,0.1334467,0.196683,95.246405,-16.43175,-16.14525,-17.1069,0,-0.0292095875,-0.754425875,-0.1602043,-8.45101e-05,82.85811,0.681,0.908,1.086,1.299,1.55,1.9,2.075,2.485,2.975
1,5.5,380.625,380.8,382.098,0.504669775,0.5546429,0.50731795,1928.2015,1939.043,1936.746,-0.18182565,-0.076223,-0.09441844,-0.94488005,-1.059136,-0.28854,-0.06901301,-2.110484,-21.22533,-7.13225975,-14.3917575,-17.124425,-2.4089805,-1.237451,-1.01056925,-1.39377625,-34.21823,-14.321165,-3.671869,-11.38389,-3.390166,-0.9325271,5.264391,4.01157325,2.082767,0.07400595,0.128048775,0.1874562,95.23,-16.54483,-16.44467,-17.54683,0,-0.11701,-1.2118685,-0.195879,-0.08061665,83.08714,0.681,0.908,1.086,1.299,1.55,1.895,2.075,2.485,2.975
1,6.5,380.230825,380.5,382.3,0.507939275,0.546021825,0.49846395,1927.99775,1937.00625,1936.50325,-0.1921956,-0.0748638,-0.0556297375,-0.549081925,-0.970407675,-0.25295175,-0.05972848,-2.093041,-20.54033,-6.1125795,-16.618065,-16.9607275,-2.165389,-1.79260925,-0.859386975,-1.181231,-35.6029,-13.43196,-3.605926,-11.523835,-3.3886465,-0.84580505,5.48490225,4.105395,2.06091675,0.0698339025,0.1221022,0.189808525,95.25,-16.69849,-16.38217,-17.43817,0,-0.0484406,-0.86530055,-0.1497582,-0.0247172225,83.12376,0.681,0.908,1.086,1.299,1.55,1.9,2.075,2.485,2.975
1,7.5,380.225,380.6,382.0669,0.5031758,0.5467725,0.4925614,1927.60725,1937.0785,1937.81,-0.1293974,-0.1052941,-0.06099247,-0.8905984,-0.8402544,-0.2599488,-0.064993455,-2.3938445,-18.054695,-4.847564,-16.1555825,-16.886075,-1.63481575,-1.586299,-0.7749997,-1.174717,-29.71914,-8.339204,-2.039442,-8.344614,-2.35491575,-0.5218036,5.4324075,4.386399,2.0646165,0.068503035,0.115699475,0.19034475,95.26414,-16.6595075,-16.3782925,-17.6843775,0,-0.095039845,-0.756992375,-0.2220178,-0.04640813,83.3010975,0.681,0.903,1.086,1.299,1.55,1.895,2.075,2.485,2.975
1,8.5,380.4738,380.75,382.40375,0.504832625,0.55094055,0.52559545,1928.7255,1936.7495,1937.819,-0.244718375,-0.09595358,-0.08125287,-1.175001,-0.82768365,-0.3754644,-0.10470695,-2.771369,-6.480135,-4.58438,-14.3413825,-11.2888475,-0.118856025,-1.4756295,-1.0366345,-0.8892401,-12.887015,1.2716225,0.513992,-7.733592,-0.5110987,-0.0642562825,5.571729,4.2025,2.061381,0.07243931,0.151474,0.243339875,95.28742,-16.648495,-16.40976,-17.3,42.7375,-0.15783915,-0.9839602,-0.2673079,-0.117578625,82.5914,0.681,0.913,1.086,1.299,1.55,1.89,2.075,2.475,2.975
1,9.5,380.6,381.05,382.075,0.50436645,0.552468025,0.5469796,1928.3395,1937.721,1938.0625,-0.292321725,-0.127398,-0.0013872357,-1.07789625,-1.117126,-0.6759147,-0.203865,-4.107239,9.19571525,-13.07318,-14.42222,0.10462232,0.6932634,-1.716953,-0.96034565,-0.23842835,5.807177,8.8003665,2.38255025,-1.96986275,0.270501475,0.00145875,5.6684855,3.855658,2.1,0.089634,0.2498809,0.314494,95.29584,-16.3,-16.19267,-16.128165,119,-0.201967875,-1.0851995,-0.455165,-0.070599605,80.62841,0.681,0.9055,1.0871875,1.299,1.55,1.89625,2.07625,2.485,2.9764375
