DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,LE,SLE,G,TS_1,TS_2,TS_3,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,TAU,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1
1,0.25,0.252437,-0.287,1.50479,0.4522622222,0.429617,0.0001138889,-29.11290123,4.35096,0.0209185419,-2.873470165,-0.15,-0.167,0.015,75.368677624,85.8864,397.39463054,-47.32,0.2845,0,0.448,260.3327,307.1,5.3470338928,-0.026311,0.700986586,0.6525123573,0.25714783385,-0.6235,0.3883347705,-0.3,-0.4,0.425,2.1,4,7.4,-0.2,-0.2,0.6,2.2,4.4,7.8
1,0.75,0.221464,-0.479,1.53972,0.4297886667,0.426796,0.0035305556,-28.2535,3.66666,-0.061126542,-3.077612957,-0.15,-0.171,0.021,74.559724683,85.8568,397.41029531,-47.036,0.293,0,0.389,258.6,306.054,5.25509718355,-0.01293985,0.702113708,0.6071321572,0.2489943346,-0.648,0.401191974,-0.275,-0.4,0.425,2.1,4,7.4,-0.2,-0.2,0.6,2.2,4.4,7.8
1,1.25,0.24256,-0.53,1.57171,0.4387031111,0.45273,0.00341666665,-25.43725,3.80501,-0.0507221795,-3.001550241,-0.128,-0.171,0,74.645136156,85.841,397.64771769,-47.747,0.285,0,0.325,251.9,306,5.1708389782,-0.0118259,0.7083012341,0.60087435405,0.2715413508,-0.7935,0.41708505705,-0.3,-0.4,0.5,2.1,4,7.4,-0.2,-0.2,0.6,2.2,4.4,7.8
1,1.75,0.240752,-0.553,1.5194461019,0.47557205555,0.4939855,0.003075,-25.509,4.81895,-0.033156749,-4.01378734,-0.1465,-0.195,-0.029,75.397608054,85.8438,397.84311789,-46.551,0.267,0,0.428,256.3,306.6,5.0288772198,-0.02395715,0.75892633605,0.65156790185,0.27930231925,-0.9015,0.4094887056,-0.3,-0.4,0.4,2.1,4,7.4,-0.2,-0.2,0.6,2.2,4.4,7.8
1,2.25,0.242855,-0.316,1.46887,0.42864855555,0.402499,0.0007972222,-24.40775,4.3545,-0.03196614,-3.1995540305,-0.163,-0.194,-0.046,75.200423065,85.8432,397.591048115,-49.392,0.2965,0,0.442,257.2,306.6,5.10745739815,-0.0157502,0.6905085083,0.6224315223,0.2581160592,-0.6,0.4238773407,-0.3,-0.4,0.4,2.1,4,7.4,-0.2,-0.2,0.6,2.2,4.4,7.8
1,2.75,0.2286405,-0.721,1.59379,0.46718144445,0.459872,0.0042138889,-27.9921,3.05625,-0.0227320425,-3.8995879775,-0.1815,-0.1885,-0.061,75.416718554,85.84529,397.3436092,-48.267,0.296,0,0.448,257.1,305,4.9175118764,-0.0191446,0.6696648415,0.6434252093,0.2685833204,-1.011123,0.421339859,-0.3,-0.4,0.45,2.1,4,7.4,-0.2,-0.2,0.6,2.2,4.4,7.8
1,3.25,0.2334375,-0.741,1.48584,0.3287282778,0.355098,0.00928194445,-27.0254,3.630765,-0.009506196,-3.4443690715,-0.1855,-0.1965,-0.041,75.992833554,85.85317,397.48973316,-44.78,0.281,0,0.449,261,304.5,4.9133880503,-0.0206023,0.69134771295,0.67350198475,0.2579256625,-0.8816875,0.4148181393,-0.3,-0.4,0.45,2.1,4,7.4,-0.2,-0.2,0.6,2.2,4.4,7.8
1,3.75,0.2274536634,-0.811,1.58062,0.487217,0.453686,0.00392916665,-27.2717,3.22631,-0.022787031,-3.369370039,-0.19,-0.2,-0.042,74.693117698,85.8683,397.67195672,-48.363,0.2745,0,0.452803,257.3,304.2,4.94361427035,-0.01421475,0.7274022271,0.695902292,0.2715146405,-1.22,0.42828467575,-0.3,-0.4,0.45,2.1,4,7.4,-0.2,-0.2,0.6,2.2,4.4,7.8
1,4.25,0.21642750805,-0.8865,1.56006,0.4960767778,0.489699,0.0067194444,-25.4689,3.835815,-0.0301523155,-3.163259811,-0.2,-0.2,-0.0705,74.7637125875,85.8616,397.64554859,-45.313,0.2895,0,0.3915,256.35,304.35,4.8639289678,-0.0128951,0.6964208498,0.6359433937,0.2422409957,-1.25723,0.38928954815,-0.3,-0.4,0.4,2.1,4,7.4,-0.2,-0.2,0.6,2.2,4.4,7.8
1,4.75,0.22589205555,-0.864,1.56537,0.44514655555,0.4557145,0.0003416667,-24.94505,5.090235,-0.011405382,-3.304166667,-0.2,-0.2,-0.0905,74.7818725855,85.8454,397.661002255,-43.888,0.3095,0,0.3860955,266.1,303.45,4.8717776968,-0.0203638,0.7445454989,0.6625179243,0.2588323782,-1.2435,0.4183503317,-0.3,-0.4,0.45,2.1,4,7.4,-0.2,-0.2,0.6,2.2,4.4,7.8
