DOY2,HR2,LE,H,FC,G,NETRAD,T_SONIC,TA,RH,VPD,PA,USTAR,WS,CO2,H2O,TS
1,0.25,2.473995028,-27.59061977,0.2925759085,-14.71905,-52.19581,-8.79328,-9.467828,75.159558105,0.534166471,65.79671,0.8327672,14.70792,397.8471794,2.8191090335,-7.0706245
1,0.75,2.605608873,-24.95743337,0.2328396905,-14.136005,-50.118885,-8.787246,-9.547781,75.7290606,0.5280083875,65.788115,0.8315332,14.74482,398.1436146,2.779137488,-7.128788
1,1.25,2.710443439,-23.50397112,0.2703242425,-13.85677,-50.6202,-8.827507,-9.501973,76.61677869,0.540616307,65.78881,0.82464,14.64513,397.9230073,2.7629035115,-7.2518815
1,1.75,3.795285322,-23.35689522,0.385964772,-13.37833,-49.51681,-8.7570595,-9.564439,75.34632376,0.568954264,65.77927,0.8286017,14.600525,398.0851774,2.711767405,-7.3168555
1,2.25,2.806329229,-24.0357396,0.172437075,-13.50861,-52.048145,-8.869617,-9.723051,75.04392729,0.5624089615,65.756725,0.8172357,14.24882,398.4586768,2.794052054,-7.346115
1,2.75,2.821764898,-22.83911688,0.345195293,-13.70585,-51.50753,-9.059992,-9.468049,75.76579769,0.561791566,65.79289,0.81860885,14.39337,398.25875935,2.7067775985,-7.376312
1,3.25,2.913195394,-25.273376065,0.303160535,-13.27247,-50.16915,-8.844214,-9.5650065,74.63258003,0.5608757825,65.80627,0.8159339,14.10748,398.20183085,2.668478212,-7.3736285
1,3.75,3.762499174,-24.42430958,0.319187367,-12.719605,-47.89234,-8.968686,-9.540962,75.67348475,0.565949271,65.765055,0.8321205,14.36619,398.26787065,2.682791448,-7.3822325
1,4.25,3.385787789,-21.17229539,0.360123321,-12.865025,-47.82185,-9.027751,-9.625496,75.564830135,0.5680719545,65.78963,0.829098,14.66736,398.3017032,2.6602539095,-7.425068
1,4.75,3.0603111605,-24.82540029,0.403922079,-12.05509,-50.11443,-9.1757045,-9.863489,75.2360752,0.5549518815,65.79239,0.8456828,14.706835,398.0823675,2.589394156,-7.486885
1,5.25,3.505611225,-22.14104364,0.409097912,-12.111645,-46.576155,-9.26456,-10.005305,76.2089804,0.5329441525,65.79868,0.8390679,14.48804,398.1136505,2.612943333,-7.496545
1,5.75,3.8203143335,-23.71869242,0.192582304,-12.56875,-51.5055,-9.398367,-9.9538,74.59766946,0.544264394,65.79565,0.83883695,14.5829,398.0164173,2.6065516475,-7.5000385
1,6.25,4.240724196,-23.84715261,0.1755372745,-12.70975,-51.71113,-9.3394865,-10.09107,75.18213897,0.566326712,65.79958,0.8246454,14.562965,397.8183001,2.560552377,-7.534262
1,6.75,4.272534951,-23.995413335,0.165128709,-11.881015,-50.405335,-9.079641,-9.844983,73.993071625,0.540808001,65.80242,0.8268667,14.7921,397.80842365,2.5623411125,-7.553162
1,7.25,4.299653387,-22.81484584,0.129482015,-11.10995,-47.956405,-9.25344,-9.787106,73.54007122,0.5327097765,65.800365,0.81792225,14.19598,397.6978908,2.639223107,-7.5385385
1,7.75,4.559992029,-20.39368493,0.289277554,-10.421455,-35.12993,-9.296433,-9.788778,73.055209365,0.540899952,65.794225,0.8115095,14.22298,397.9809193,2.649642986,-7.507634
1,8.25,7.0465457225,-12.65166734,0.276460627,-7.5419615,-16.756705,-9.123603,-9.698709,72.549282485,0.558122965,65.822855,0.82228605,13.66623,398.16556255,2.648885379,-7.495255
1,8.75,9.139688366,-4.654977168,0.518279567,-4.0977185,5.930259,-9.112798,-9.4053075,71.8298778,0.6088155525,65.8291,0.8035967,13.76842,398.01396495,2.6420270135,-7.507272
1,9.25,10.83700061,2.721838883,0.6308827825,-0.991512,29.36403,-8.984426,-9.30509,71.92950866,0.6794181125,65.85645,0.78322815,13.57097,398.0426128,2.686082099,-7.495041
1,9.75,13.1335963,12.35872637,0.507913811,2.4099755,51.38885,-8.880858,-9.230825,70.51958192,0.640922932,65.8525,0.8005973,13.22414,398.14936185,2.6915928625,-7.457097
1,10.25,16.47204957,20.190491425,0.53399118,7.357778,79.81911,-8.6865175,-8.959954,70.587801595,0.67258399,65.8681,0.7898815,12.334715,397.8437972,2.758496341,-7.434103
1,10.75,19.90600525,31.2328368,0.7429700155,10.398202,105.19985,-8.5497945,-8.809308,69.57732663,0.7008093,65.89962,0.78839265,12.785225,397.9230605,2.822730807,-7.398948
1,11.25,21.72355613,33.81158331,0.736575252,13.393985,120.54745,-8.489016,-8.5491285,68.75314203,0.7468664555,65.87243,0.7856878,12.6126,398.3317285,2.850328422,-7.232072
1,11.75,23.03358083,46.21513348,0.8682279825,17.203315,132.98,-8.3385215,-8.6317985,67.14097887,0.80795132,65.855035,0.7870136,12.79859,397.9573916,2.880279885,-6.9576465
1,12.25,23.86208158,51.95350191,0.975411568,18.53262,141.0487,-8.202343,-8.7214265,68.68441333,0.8151634135,65.81319,0.8012705,12.89536,397.9064262,2.920041482,-6.714119
1,12.75,26.11224418,54.53405081,0.8673592335,19.0041175,141.0483,-8.2136035,-8.691429,68.15486861,0.830898611,65.804715,0.7800178,12.882945,397.9940453,2.9549536525,-6.479816
1,13.25,24.252584205,57.61725158,1.138511799,15.821795,123.92235,-8.009053,-8.4736235,69.38609591,0.809329848,65.813915,0.79579255,12.80554,397.6920746,2.902789455,-6.124074
1,13.75,22.87711365,54.91476374,1.080409472,12.59138,103.2207,-8.053151,-8.097102,69.11752652,0.854094072,65.79688,0.781732,12.62167,397.715688,2.9078144565,-5.954678
1,14.25,21.28792485,49.07777028,1.150878016,8.496195,75.66957,-8.0589265,-8.253222,68.28279421,0.869803715,65.79437,0.7934726,13.24183,397.9101596,2.911532302,-5.786452
1,14.75,18.52073574,35.11069287,0.989441501,3.261783,48.98809,-8.177866,-8.3742475,69.1713796,0.7624562765,65.815545,0.7922601,13.19796,398.5916415,2.893842888,-5.62584
1,15.25,14.13351083,18.58937574,0.756454583,-0.6880271,19.78999,-8.09003,-8.64761,70.91906954,0.7085103665,65.83098,0.795209,13.447495,398.469471,2.947097567,-5.527907
1,15.75,9.952969369,4.852663588,0.572974804,-4.348721,-7.128225,-8.1122465,-8.724044,72.53937487,0.686229555,65.82733,0.79371095,13.106875,398.419751,2.926786575,-5.46486
1,16.25,6.741238743,-6.076136591,0.402218176,-9.802123,-33.34191,-8.263934,-9.0344235,72.605301495,0.646712391,65.82562,0.791802,13.007335,398.31866845,2.9256963225,-5.44734
1,16.75,6.087901359,-18.5893262,0.3409719675,-14.370715,-49.829075,-8.3222555,-9.293125,72.06993942,0.6230220095,65.8263,0.79937805,13.271595,398.20852935,2.8129348695,-5.3526535
1,17.25,5.131729171,-22.24423614,0.257573003,-17.734485,-54.26282,-8.50207,-9.450307,73.676279185,0.583970626,65.8248,0.81058985,13.5459,398.23150145,2.811601316,-5.470305
1,17.75,4.179095042,-22.86170946,0.1736849025,-18.307635,-49.35851,-8.5005555,-9.375058,74.85458344,0.5498343095,65.8343,0.8101326,14.01333,397.9753784,2.807266395,-5.621102
1,18.25,2.82439266,-23.744473675,0.1828943445,-17.750925,-49.714405,-8.507532,-9.180354,74.8815611,0.53274067,65.854725,0.7943913,13.95352,398.04121695,2.82100659,-5.773571
1,18.75,3.282444425,-23.30107182,0.265094011,-17.48536,-50.05851,-8.5823495,-9.3953665,73.780941305,0.5731782075,65.84608,0.8087868,13.97499,398.1515179,2.846593771,-5.943986
1,19.25,3.197030848,-24.49653708,0.213720668,-17.266635,-51.755845,-8.482421,-9.310672,74.61387797,0.559831278,65.85816,0.8011637,14.14972,397.8082592,2.826238351,-6.128246
1,19.75,3.2604407035,-25.05246886,0.187977831,-16.798115,-52.082775,-8.4897205,-9.1836685,74.89886576,0.569267326,65.869925,0.810893,14.324105,397.9966109,2.8249334885,-6.2940325
1,20.25,3.827309016,-25.28860315,0.175116168,-15.96675,-51.42929,-8.432154,-9.1245635,74.94781871,0.586926442,65.866265,0.8024767,14.177675,397.68828535,2.8011270485,-6.4346905
1,20.75,3.5855794035,-24.765371455,0.393543208,-15.716825,-50.9192,-8.513188,-9.171895,74.31937314,0.570301082,65.86803,0.79797095,13.98947,397.7225484,2.7608536355,-6.647096
1,21.25,3.570238501,-26.363928075,0.371410802,-15.5048925,-53.343385,-8.516819,-9.302526,74.25697418,0.567345741,65.84804,0.8061257,14.15748,397.9184575,2.800784341,-6.7324935
1,21.75,3.3126471,-29.12862897,0.369672003,-15.35182,-53.76768,-8.354164,-9.0814515,74.31718597,0.5747993415,65.86724,0.80428245,13.889045,397.7910369,2.839475776,-6.752458
1,22.25,3.431133779,-29.1740134,0.184649537,-14.96411,-53.71158,-8.487357,-9.1714605,73.9750265,0.6045019355,65.86148,0.8000145,14.21121,397.85148,2.9357805315,-6.80322
1,22.75,4.018283866,-27.83829983,0.3077003615,-14.888408,-56.469485,-8.597119,-9.2240415,72.80505506,0.6253523635,65.83625,0.79948825,14.28806,397.5128112,2.904639714,-6.849636
1,23.25,3.175637608,-28.77031875,0.232799706,-14.678165,-54.52688,-8.551988,-9.218795,73.48089173,0.603389993,65.83673,0.8188648,14.399065,397.87578065,2.8594875215,-6.958169
1,23.75,3.108282315,-26.3380151,0.257866507,-14.488335,-53.17481,-8.7016715,-9.563657,73.59044091,0.570843458,65.82214,0.82332555,15.034235,398.1449515,2.830883563,-7.014162
2,0.25,4.82786604,-21.139748965,0.430618859,-14.88116,-38.92742,-10.18733,-11.33936,78.77633735,0.452549182,65.61919,0.7719985,12.83524,398.2610122,2.844673708,-6.190784
2,0.75,4.631485098,-20.53996926,0.632960102,-15.052345,-40.29472,-10.34671,-11.4196,78.61745759,0.441120992,65.61044,0.7878614,13.131585,398.3358424,2.798111043,-6.315653
2,1.25,4.421027347,-22.57265205,0.628383882,-15.365525,-42.696705,-10.42142,-11.39989,79.636117,0.421432826,65.5987,0.7856041,13.51354,398.4272283,2.800214867,-6.401447
2,1.75,4.301995797,-22.207115515,0.492964721,-15.12811,-39.25312,-10.46688,-11.484545,79.36791343,0.426333362,65.59595,0.7869325,13.66764,398.6316493,2.754039463,-6.377942
2,2.25,5.000811336,-22.04213903,0.565378818,-14.98564,-40.564835,-10.41772,-11.41169,78.92062058,0.423299283,65.599755,0.8002328,13.70127,398.5737892,2.762362694,-6.4568585
2,2.75,5.737392386,-25.55980776,0.586188094,-14.9991375,-40.992045,-10.32556,-11.396675,78.910253885,0.436797195,65.597195,0.7861275,13.606355,398.5474374,2.711047692,-6.48708
2,3.25,5.23663617,-25.5135337,0.6327710315,-14.915855,-39.10866,-10.327585,-11.33263,78.577482035,0.4574390815,65.577955,0.77254315,13.129035,398.7157011,2.677270186,-6.550128
2,3.75,4.2966480485,-25.795953195,0.5002839795,-15.175085,-39.84141,-10.36635,-11.345075,79.249703015,0.455869436,65.57135,0.77709185,13.234425,398.3004536,2.692985881,-6.602483
2,4.25,4.8540235215,-21.371693205,0.520164959,-15.016905,-39.95747,-10.34775,-11.31855,78.351688695,0.4587672655,65.57426,0.7974161,13.33073,398.0206022,2.6968510435,-6.617036
2,4.75,6.126810659,-23.23187032,0.614944305,-14.913405,-41.22111,-10.535475,-11.34963,78.166631665,0.4552955525,65.57047,0.7755138,13.06961,398.37740355,2.6770928415,-6.657525
2,5.25,3.761515298,-24.88815739,0.41800733,-14.66081,-42.22272,-10.510025,-11.29044,78.405856095,0.4306214325,65.577235,0.7878901,12.789315,398.2418781,2.722499429,-6.766806
2,5.75,4.7543314985,-24.290363765,0.3576259665,-14.1624175,-40.95559,-10.32916,-11.191945,79.48113168,0.438093558,65.582545,0.7807534,13.11966,398.30103025,2.672470472,-6.7491205
2,6.25,4.0231005325,-25.91975068,0.53948985,-14.205205,-42.301755,-10.486305,-11.21117,78.486240635,0.437280223,65.57386,0.7624703,12.657345,398.290977,2.6735464,-6.836053
2,6.75,3.98392299,-25.621334205,0.612253586,-14.18185,-39.48457,-10.54547,-11.34263,78.15715676,0.453047566,65.56315,0.7739916,13.0764,398.7354768,2.766819567,-6.889558
2,7.25,6.6233127365,-22.415746585,0.488477187,-12.872555,-29.31721,-10.49946,-11.2131,77.3014439,0.464713599,65.59245,0.74714435,13.02816,398.2636033,2.79414902,-6.94313
2,7.75,7.568339472,-14.44668562,0.4424279045,-9.0752135,-9.470457,-10.26372,-11.09003,76.22691604,0.4959271895,65.625345,0.7547067,12.62872,398.3600011,2.809852858,-6.964388
2,8.25,9.979276894,-7.418320651,0.6896462865,-5.1319748,5.800587,-10.28112,-10.852275,75.13712308,0.545761819,65.64838,0.7705693,12.527365,398.5107674,2.785546124,-7.025967
2,8.75,11.76271969,0.314126955,0.813975101,-1.829855,37.37207,-10.06768,-10.8098,75.108985475,0.534316151,65.651695,0.77086465,12.31772,398.75306505,2.7639699115,-7.025131
2,9.25,17.04618271,8.559973107,0.6546515695,1.326283,65.408,-9.931573,-10.77225,73.91472619,0.612083306,65.655805,0.75771255,11.53562,399.1355274,2.6836309505,-6.9848035
2,9.75,17.661653245,17.84712926,0.720716917,5.648947,92.64145,-9.687442,-10.60895,72.67014239,0.66025743,65.66116,0.7589103,11.85771,398.95704765,2.7435511895,-6.778824
2,10.25,22.99129964,30.8099823,0.976593478,10.82422,124.1039,-9.5232885,-10.206,72.40716155,0.659372124,65.67487,0.7529212,11.272215,398.94138535,2.738770532,-6.711684
2,10.75,25.46377192,35.40778813,0.974371351,15.268205,153.5461,-9.2019655,-10.0158385,71.88468142,0.674315107,65.67697,0.74150335,11.036805,398.8817732,2.881351655,-6.562326
2,11.25,28.02882167,45.382795215,0.91185632,18.76016,168.786,-8.864913,-9.5536575,70.77814061,0.714750294,65.66814,0.7515175,11.30094,398.6289518,2.955394217,-6.232602
2,11.75,30.14179367,52.77471336,0.983165069,21.92715,190.627,-8.754947,-9.51733,71.60712238,0.682461281,65.66584,0.7381869,11.344175,399.1729316,2.971900674,-5.971587
2,12.25,31.12458535,59.06037163,1.002978468,22.75091,194.73685,-8.725595,-9.388608,71.4676475,0.693701203,65.66138,0.7166289,11.04106,399.18902785,3.026969354,-5.696118
2,12.75,30.08649549,55.01987407,0.9834470105,22.325275,186.7856,-8.545015,-9.361382,71.1218023,0.677520784,65.65172,0.7142573,10.98639,399.1757478,2.986572838,-5.521843
2,13.25,32.41351728,54.5976062,1.06234888,20.4012,161.7827,-8.3603435,-9.147919,70.52661577,0.707933829,65.63516,0.7149653,10.50321,399.227458,3.008257959,-5.3169405
2,13.75,29.633661485,45.97035653,0.903994789,18.01683,138.6654,-8.2040155,-8.936308,71.04702825,0.728484507,65.62341,0.7227073,10.18457,399.0693597,3.044270107,-5.2066635
2,14.25,26.44201199,41.786684625,0.879629445,14.2237875,112.0185,-8.362331,-8.943439,71.32452506,0.697127031,65.61452,0.7000546,10.27868,399.14390445,3.092276555,-5.118365
2,14.75,22.505577855,31.44657546,0.9225602815,7.7670703,80.52974,-8.314497,-9.187868,71.404456925,0.673885797,65.62194,0.696328,9.843389,399.3776212,3.145255912,-5.0230835
2,15.25,19.238877755,20.01620713,0.6527014385,3.6609582025,46.65414,-8.353243,-9.148595,71.32710749,0.678272414,65.614445,0.6963145,9.608974,399.0809623,3.104520876,-5.030329
2,15.75,15.1537966,9.615111008,0.6587679595,-0.2256772,18.36245,-8.4191395,-9.439716,72.15303966,0.6704164535,65.63533,0.6841907,9.643685,399.4589413,3.087963294,-4.960653
2,16.25,12.358647685,2.127070176,0.559783565,-3.2445,-1.494559,-8.6841595,-9.5520185,73.703621595,0.6159103735,65.63642,0.70071985,9.62632,399.46801,3.073641312,-4.96032
2,16.75,9.3159916295,-6.1844055355,0.505225257,-8.33471025,-17.68483,-8.751687,-9.727084,73.30336253,0.568768937,65.636475,0.7154128,10.21933,399.3531462,3.110152518,-4.935249
2,17.25,7.234749218,-12.75822434,0.2421931175,-12.84436,-27.595025,-9.083799,-10.0319315,75.76996618,0.514464725,65.6415,0.699008,10.41611,399.2295481,3.071445537,-4.971293
2,17.75,6.732789566,-16.094505685,0.2581578775,-15.6484,-34.854595,-9.0120235,-10.169875,76.66415168,0.518472104,65.65607,0.686635,10.210685,399.0423827,3.086470065,-4.979888
2,18.25,6.048304551,-19.05671439,0.3478743295,-16.4595525,-37.97904,-9.010146,-10.071565,77.08463905,0.513178621,65.666285,0.7155887,10.00903,398.7615047,3.037998793,-5.053645
2,18.75,6.195799027,-19.31419828,0.208770315,-16.17752,-36.07659,-9.1034005,-10.03496,77.923725625,0.502632624,65.69141,0.7246277,9.688098,398.6764017,3.036390874,-5.082267
2,19.25,6.035690782,-18.43908837,0.33194373,-15.84868125,-35.325135,-9.179931,-10.26707,76.65245298,0.4975706145,65.689675,0.7094568,10.76738,398.6152053,3.064921996,-5.190563
2,19.75,5.272582768,-18.4703397,0.244802496,-16.2105675,-37.79546,-9.155657,-10.53764,77.8477287,0.465131604,65.67939,0.7336135,11.20059,398.3022936,3.099364256,-5.227561
2,20.25,4.103978897,-19.84179967,0.2999904545,-16.07102,-38.72992,-9.354137,-10.740095,78.25661941,0.4521103315,65.67107,0.7394549,11.32689,398.5082181,3.051116223,-5.323926
2,20.75,4.403400931,-17.92745128,0.4433691465,-15.2050655,-37.122405,-9.436426,-10.834385,79.19860698,0.443547239,65.67129,0.7590249,11.61067,398.34207,3.079166884,-5.36219
2,21.25,4.468463572,-18.6679445,0.333668793,-15.59954,-40.72221,-9.46531,-11.01171,79.216965175,0.422889141,65.67091,0.7570463,12.20142,398.6839356,3.072994179,-5.479471
2,21.75,5.2069950955,-20.28528107,0.529130504,-15.43754,-41.29785,-9.636961,-11.270275,78.761046005,0.4417457965,65.6622,0.7688733,11.61721,398.3242803,3.020558539,-5.5668195
2,22.25,5.011243662,-20.27703756,0.4953505135,-15.29296,-38.60573,-9.989519,-11.216005,78.38158033,0.429310132,65.65639,0.78069855,12.566675,398.1333817,2.952087731,-5.631914
2,22.75,4.788676996,-18.75652443,0.541048214,-15.26849,-38.591435,-10.037785,-11.302415,79.34107899,0.445675102,65.64611,0.7610017,12.625825,398.1607397,2.956418585,-5.748248
2,23.25,4.82915373,-18.68728431,0.562985359,-15.45652,-36.86203,-10.160235,-11.28585,79.25991734,0.481436919,65.64248,0.7608839,12.83639,398.2812329,2.88768,-5.918062
2,23.75,5.782638029,-22.090583585,0.443936283,-14.7718,-37.49149,-10.078265,-11.311535,78.09495734,0.4773825785,65.63086,0.7736005,13.07602,398.23917095,2.8134477745,-5.95392
3,0.25,8.091486751,-35.490597735,0.221283695,-19.833625,-68.85868,-6.071543,-7.3801705,69.30827801,0.857513317,65.95123,0.6718948,10.9861,395.95253825,3.1420230665,-2.985074
3,0.75,7.8076358515,-35.40119909,0.238906796,-19.968675,-69.12442,-6.265452,-7.455384,68.63042918,0.857567003,65.93956,0.7019721,11.34266,395.6960662,3.169040371,-3.202702
3,1.25,7.658047734,-34.98588096,0.218340814,-19.72006,-71.52809,-6.216539,-7.5760855,68.48393607,0.833308941,65.95068,0.7010315,11.77578,395.7217339,3.1251525735,-3.344304
3,1.75,6.669428868,-33.816721725,0.333794833,-19.72581,-72.60966,-6.292742,-7.786973,67.24345687,0.8939065255,65.92661,0.7059156,12.01618,395.7949003,3.1900448775,-3.5795285
3,2.25,7.6285340175,-34.32763482,0.316647308,-19.2790775,-67.21804,-6.287037,-7.802756,67.48400321,0.899188173,65.89915,0.7100872,12.22887,396.0783339,3.159820438,-3.757322
3,2.75,7.1701700315,-31.780281155,0.287245291,-19.1346225,-66.912395,-6.4650565,-7.826734,68.11628977,0.9207279955,65.888555,0.72536365,12.417275,395.91406325,3.0856526135,-3.797544
