DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CH4_1_1_1,CH4_1_3_1,CH4_1_4_1
1,0.25,1.14335850344668,-8.33665450567108,0.0466571193695124,-0.278857608405066,-0.134770336997463,-0.125234281854987,-5.03001738744006,-4.08132963736811,0.04531725952848,-50.5632834057485,-11.8039441070062,0.157340242229957,0.7715,0.63,0.16,-10.7176725,-7.771425,-10.7887675,-11.001325,-12.04341,94.487192,32.1095,0.2625875,-8.79575,-8.2085,-9.17025,0,-5.2285,0.5,-1.40325,199.48,267.11,197.8075,265.06,0.03725,-0.43275,-0.2,-0.11,0.14,-0.51,-0.27,-0.41,-4.778425,-1.800575,0.834625,3.239375,4.4465,-4.112,-1.4758,1.7318,3.4069,4.713,-4.0333,-1.5003,1.0336,2.977125,4.28455,-4.992925,-2.4035,0.732775,2.850225,4.133425,-3.741975,-1.428825,3.50215,3.07405,4.263825,-30.7883,-38.5843,-33.44255,-97.76275,1.85360764972912,2.24256589301655,3.32410725332956,2.30165092964973,2.36789100581475,411.695103954604,417.248366908748,416.029780175417,417.096675967498,415.939650988624,417.303201830576,415.937263774755,417.38831863573,415.892235849394,2028.06311698837,2029.82013755471,2031.75264136801
1,0.75,0.948992489378174,-8.31078651072069,0.0344213149991991,-0.730327738839658,-0.0553596261299756,-1.36278650347227,-5.42378542267097,-5.23242089765474,0.0351646968254584,-52.7759828540053,-7.83054636874784,0.188043587907961,0.59125,0.62,0.15175,-10.628105,-7.876525,-10.6750725,-10.743925,-12.10169,94.452456,32.246,0.1916,-8.45175,-8.2335,-9.043,0,-5.1055,0.4,-1.40475,200.87,268.775,199.2875,266.43,0.04,-0.44,-0.21,-0.11,0.14,-0.51,-0.26,-0.41,-4.922875,-1.913825,0.798225,3.235325,4.45845,-4.29125,-1.71605,1.6554,3.37485,4.7229,-4.255175,-1.54115,0.998375,2.97365,4.275025,-5.262425,-2.4445,0.6407,2.822,4.142,-3.964,-1.44125,3.40235,3.06095,4.257825,-28.38975,-35.97,-32.2836,-96.17825,1.89264808738249,2.36607298347226,3.38290631520471,2.55048741805103,2.56174274353164,411.537878933897,417.157126639199,416.099870794537,417.270067337004,415.95722281896,417.465809992006,415.987206302216,417.681469333327,416.145784463104,2030.66886533547,2030.53171795259,2030.26659241366
1,1.25,1.05859814015512,-8.42585249918572,0.0426864865840954,-0.0798899978051786,-0.114018776972818,-0.0318894325571802,-7.86772029868127,-4.31027848929638,0.0376887161389479,-38.7541726141764,-6.24689361396713,0.204290559096689,0.79825,0.565,0.13725,-10.7512325,-8.207,-10.814065,-10.9153625,-12.40788,94.441648,33.68,0.239055,-8.283,-8.313,-8.98225,0,-4.94825,0.4725,-1.43925,202.345,268.7775,202.8575,266.325,0.03725,-0.44,-0.21,-0.11,0.14,-0.51,-0.27,-0.40275,-5.0557,-2.06405,0.769275,3.2301,4.469675,-4.18325,-1.8908,1.5739,3.3588,4.733,-4.4389,-1.57485,0.956625,2.967275,4.264225,-5.409,-2.65445,0.547625,2.792775,4.148125,-4.139825,-1.4586,3.3102,3.047125,4.25005,-28.39875,-36.533,-32.1422,-96.43275,1.9280377863881,2.40829840987929,3.36985156212142,2.46579894930742,2.43828586826375,411.202538937995,417.228704363165,416.083083062023,417.215700514145,415.995384763716,417.639374858998,416.266484223105,417.913401303832,416.374497259905,2030.37251117673,2031.48934513347,2030.71628096144
1,1.75,0.996251357555856,-8.62227471081479,0.0621139344134767,-0.0630915276367981,-0.48679081870797,-0.013817536856869,-4.41409508248253,-8.82413028322186,0.0389963780558687,-45.3446145197598,-8.09056076122286,0.19689179958489,0.68,0.49,0.13,-11.44744,-8.4556,-11.577815,-11.680325,-12.17019,94.44190075,33.71225,0.240615,-8.893,-8.26225,-8.89525,0,-5.26025,0.4,-1.1005,200.1875,265.8225,200.535,264.635,0.03,-0.44,-0.2,-0.11,0.14,-0.51,-0.26425,-0.39,-5.1508,-2.20385,0.741625,3.223425,4.480175,-4.07165,-2.06945,1.5311,3.3347,4.7316,-4.57795,-1.6958,0.893775,2.9599,4.253425,-5.5379,-2.8419,0.458475,2.763725,4.15445,-4.312925,-1.662125,3.2228,3.033575,4.243275,-29.55475,-38.3218,-32.6179,-96.62225,1.93533401144171,2.28861045485702,3.36423384948536,2.31089960043665,2.23723744268392,410.993417988959,416.995241063886,416.287441246976,417.51754687987,416.261067666478,417.248861366732,416.433698695966,417.275207312056,416.28454230675,1983.96265453662,1982.73601493323,1982.69372126637
1,2.25,0.726567678540149,-8.84789442196774,0.039114219175614,-0.151111483496102,-0.364696673526492,-0.164376270134686,-4.2841809647652,-4.19963088303194,0.0349071782693769,-47.4086972081328,-5.79826978958292,0.17149517404592,0.699,0.535,0.14175,-11.700605,-8.7747,-11.76712,-11.7976125,-12.25671,94.445346,34.484,0.1504,-9.205,-8.45075,-9.33975,0,-5.13475,0.4,-1.271,200.395,266.1025,201.795,264.21,0.03,-0.44,-0.21,-0.11,0.14,-0.51,-0.27,-0.3955,-5.11555,-2.33625,0.716,3.216575,4.48895,-3.96355,-2.2321,1.5066,3.3124,4.7276,-4.672575,-1.839275,0.833275,2.95035,4.24235,-5.664425,-2.99845,0.376175,2.73395,4.1596,-4.427175,-1.819475,3.134975,3.020025,4.2355,-27.81175,-38.1472,-32.3742,-96.321,1.94841175492268,2.16712608527906,3.329255570459,2.18968813921769,2.11803306140379,410.975756162358,417.126219424384,415.911744455552,417.151764491076,415.836861521199,417.470307695753,416.561249724181,417.567073328202,416.426917126213,2055.62964175687,2044.09875180861,2042.85345518732
1,2.75,0.785795820867357,-9.11783568927105,0.0429276894728888,-0.114120611061373,-0.219770206834564,-0.0134740058155329,-8.3716612089901,-3.18486863612678,0.0357946395339956,-57.9049160394643,-13.6212844624683,0.194330968539284,0.852,0.5705,0.13725,-11.59144,-8.937375,-11.6214925,-11.627085,-12.21278,94.4162825,36.46825,0.1066925,-9.62475,-8.44125,-10.313,0,-5.15375,0.3,-1.183,199.2625,266.7575,201.1875,263.95,0.03,-0.43,-0.2,-0.11,0.14,-0.51,-0.27,-0.39275,-4.973775,-2.2686,0.693575,3.20855,4.497,-3.82775,-2.3546,1.48405,3.29105,4.7218,-4.730125,-1.969325,0.7745,2.940525,4.231725,-5.683125,-3.10655,0.299675,2.7061,4.163025,-4.49115,-1.9567,3.049875,3.005025,4.22695,-28.58175,-38.9146,-32.4708,-96.312,1.94858920483575,2.02525290606599,3.31060350289978,2.03478764869882,2.05413620025183,411.071322659996,417.153056766824,416.130416533506,416.931804746929,416.102842147555,416.406080079256,416.067539526747,417.204827874711,416.181913890963,2043.75174165067,2043.27638272023,2056.73991568968
1,3.25,0.909711523552988,-8.90374922478533,0.044363881611554,-0.03524572906276,-0.364973126306571,-0.141041066083666,-3.6348920043022,-2.27209189543721,0.0263024556260557,-60.8805463378493,-9.59813207354181,0.195551371948762,0.7565,0.557,0.13725,-11.5695275,-9.154975,-11.5715725,-11.55166,-12.40538,94.339387,36.4665,-0.0386975,-9.8935,-8.92325,-11.0635,0,-5.1685,0.4,-1.25,198.705,267.565,200.5775,260.035,0.03,-0.44,-0.2,-0.11,0.14,-0.51,-0.26425,-0.41,-4.82215,-2.471625,0.6804,3.20135,4.504325,-3.83435,-2.3085,1.4629,3.2697,4.7158,-4.79995,-2.091825,0.7218,2.929525,4.222525,-5.77775,-3.209325,0.23295,2.67935,4.165,-4.623725,-2.08535,2.9653,2.991475,4.219175,-29.3949,-37.601925,-32.41635,-96.51,1.95900385488179,1.9315406549917,3.2796794511642,1.96148909305091,1.91871036445368,409.500767410188,417.3094627084,416.533260423023,417.027657069834,416.34567969013,417.62554072473,416.540996072036,417.64192309369,416.750341873732,2043.56492735273,2045.25152964487,2043.22317644426
1,3.75,0.87559773656156,-9.2172870731759,0.0457612892750041,-0.0351978356300308,-1.15453565337621,-0.5227843860344,-15.7534527302241,-3.09572931184548,0.0458073574688432,-53.1819125716394,-8.15823228210284,0.158673860127392,0.8565,0.548,0.1345,-11.4928825,-9.3883,-11.487005,-11.45959,-12.7058,94.291221,36.86075,-0.06432,-9.99075,-9.01575,-11.249,0,-5.25825,0.4,-1.47775,200.245,267.8925,201.3975,258.7575,0.03,-0.44,-0.2,-0.11,0.14,-0.51,-0.27,-0.39275,-4.769825,-2.58205,0.67025,3.195075,4.509925,-3.8119,-2.27395,1.44015,3.2495,4.7096,-4.866425,-2.205825,0.671,2.91825,4.2136,-5.9495,-3.31665,0.179725,2.64885,4.164975,-4.64285,-2.2027,2.89105,2.9772,4.210625,-29.582,-38.419475,-32.10045,-95.8275,2.0124893989631,1.89088700990585,3.30490950521809,1.91020083620399,1.93482973471306,409.832101374871,417.571875823997,416.768595841044,413.615816561584,416.784184584135,418.138402824643,416.897762480429,418.301739804636,417.000104720003,2046.89745569436,2047.12912760928,2048.06671642783
1,4.25,0.877981407494121,-9.45063571020668,0.0453314492671186,-0.281199697220726,-0.197884689986828,-0.0947856843484843,-5.55699932449979,-1.95870553601891,0.0397795748118939,-53.8443482706583,-6.6558961367404,0.18745323320568,0.69125,0.558,0.11725,-11.54287,-9.44755,-11.5337,-11.5679525,-12.64475,94.3676085,36.6555,0.121405,-9.84425,-8.6495,-11.1555,0,-5.17275,0.4,-1.151,200.29,267.06,203.52,258.695,0.03725,-0.44,-0.2,-0.11,0.14,-0.51,-0.27,-0.39275,-4.8661,-2.6334,0.65995,3.1878,4.517825,-3.7428,-2.232625,1.408475,3.22935,4.7026,-5.014125,-2.3021,0.621925,2.904525,4.20295,-5.897175,-3.4221,0.126575,2.610725,4.163225,-4.631125,-2.2878,2.8272,2.96365,4.202075,-29.911025,-38.9216,-33.2152,-95.90725,2.23759029511834,1.90846777184718,3.48768273490441,1.92154605346219,1.88671881257111,409.312204530645,417.968004657448,417.109142985708,411.755786176739,417.258871367727,417.901316177622,417.281854548781,418.126555749093,417.053881856376,2045.61965383415,2045.40322324643,2043.39681903384
1,4.75,1.01952387317506,-9.72364739361663,0.0543052835763928,-0.126605619931682,-0.129087452802466,-0.168402316337171,-5.59743483203561,-3.08966996989318,0.0415824023753793,-55.7745266844981,-5.26517762554501,0.21517994783073,0.75125,0.5915,0.12,-11.65152,-9.516825,-11.7166625,-12.206035,-12.85356,94.34329375,36.187,0.1423975,-9.852,-8.757,-10.21925,0,-5.243,0.4,-1.23575,198.8625,267.27,200.715,261.8525,0.03,-0.44,-0.20275,-0.11,0.1355,-0.51,-0.27,-0.40275,-4.935675,-2.67775,0.645125,3.1788,4.524725,-3.765975,-2.211775,1.377375,3.203375,4.691975,-5.119725,-2.38235,0.57495,2.8908,4.193025,-5.887375,-3.514925,0.077375,2.569425,4.159475,-4.660875,-2.374825,2.768075,2.9491,4.195625,-29.1715,-38.500175,-31.600375,-96.77675,2.21607592531687,1.90370553116659,3.26124565343426,1.90216004127022,1.92950765841197,409.358044704387,417.348049027231,417.663730297753,411.483564778361,417.504653896124,417.59391889519,417.582141749463,417.55446158455,417.710887949612,2053.5161771693,2053.23628843978,2048.89757344871
