DOY2,HR2,TAU,H,LE,FC,FCH4,WS,USTAR,T_SONIC,CO2,H2O,CH4,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,PA,PPFD_OUT_1_1_1,PPFD_IN_1_1_1,G_1_1_1,G_1_1_2,G_1_1_3,TA_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1
1,0.25,-0.3960434,-50.13515,-9.15436875,-1.91883,-6.314029,0.3324867,0.040506055,7.456148,417.4685,4.552657,2043.217,0.2407963,0.2627134,0.067072505,0.091852045,100.80725,0,0,-23.8578333333333,-39.7635333333333,-56.8058,3.85642666666667,7.25338666666667,7.95697333333333,8.481,9.09285517241379,10.0988666666667,10.3483333333333,9.52686666666667,9.72853333333333,10.25815,10.1518666666667,11.5963083333333,12.242,5.45603333333333,6.14534,6.70754666666667,7.84412666666667,9.88466666666667,10.1969333333333
1,0.75,-0.2630072,-55.92853,-19.4533325,-2.169505,-12.78068125,0.34957575,0.04124646,7.9683455,415.089275,4.857093,2040.3725,0.2804077,0.22953875,0.05199705,0.09624363,100.83485,0,0,-24.4905,-39.6999333333333,-57.2772,3.81565333333333,7.16108666666667,7.81769333333333,8.39593333333333,9.02053333333333,10.094,10.3534666666667,9.58526666666667,9.77106666666667,10.566275,10.281,11.58155,12.2582666666667,5.28690666666667,5.97791333333333,6.51680666666667,7.65235333333333,9.87546666666667,10.2145333333333
1,1.25,-0.2983665,-53.51269,-14.17174,-2.799425,-11.632987,0.52094825,0.04090092,6.986816,415.147125,4.68405625,2038.8135,0.2472931,0.2027418,0.058892505,0.087187755,100.83,0,0,-24.5196034482759,-40.673,-57.0410666666667,3.54484,7.05924367816092,7.72244505747127,8.3136275862069,8.92807816091954,10.0808,10.3649333333333,9.77133333333333,9.86886666666667,10.7691416666667,10.4418,11.5927,12.2616,5.12636,5.82021333333333,6.35199333333333,7.48662666666667,9.8556,10.2374
1,1.75,-0.37986085,-50.376575,-20.29912,-4.39234,-9.307134,0.39389545,0.04685972,7.219065,418.057,4.91897,2041.911,0.26101835,0.21900705,0.064866305,0.07723465,100.82235,0,0,-36.251466091954,-40.9943333333333,-56.2931517241379,3.58816,6.94448298850575,7.61005793103448,8.2024275862069,8.82907586206897,10.0509333333333,10.3732666666667,9.94073333333333,9.9964,10.8496833333333,10.5553333333333,11.5652916666667,12.2789333333333,4.9864,5.66404666666667,6.19013333333333,7.32725333333333,9.8124,10.2305333333333
1,2.25,-0.7577865,-85.4603875,-129.6696,-2.6552425,-4.755831,0.26764545,0.045039175,6.9208335,417.49195,4.6530885,2045.169,0.24726075,0.2123074,0.06422947,0.08002802,100.8396,0,0,-20.3516666666667,-41.1705333333333,-56.8980689655172,3.31926,6.97336,7.5746,8.1096,8.75326666666667,10.0312,10.3767333333333,9.89306666666667,10.1282,10.9665916666667,10.5854,11.5403333333333,12.2805333333333,4.85934666666667,5.52236666666667,6.03812666666667,7.17484666666667,9.78073333333333,10.2321333333333
1,2.75,-0.3222008,-65.0999725,-25.34765,-2.1536345,-8.7009,0.21217165,0.040865745,6.6459625,417.65665,4.790896,2040.041,0.2588124,0.21320455,0.06108972,0.068799285,100.85485,0,0,-31.1388333333333,-40.5913333333333,-57.5455333333333,3.13041333333333,6.89278,7.5038,8.02531333333333,8.67826666666667,10.0150666666667,10.3771333333333,9.99006666666667,10.1177333333333,10.851025,10.6273333333333,11.5373916666667,12.273025,4.72382666666667,5.38132666666667,5.89032666666667,7.02984,9.7584,10.2351333333333
1,3.25,-0.432257,-62.23165,-18.52112,-2.392342,-10.4202875,0.2791843,0.0513052275,6.0656145,417.8285,4.5401065,2038.4785,0.2698893,0.2312353,0.052874355,0.076728985,100.81335,0,0,-39.3625,-40.4394666666667,-57.9693425287356,2.6724,6.77937333333333,7.42402666666667,7.94106666666667,8.6128,10.0038666666667,10.3745333333333,9.75093333333333,10.1925333333333,10.8165833333333,10.6410666666667,11.5183583333333,12.2605333333333,4.57723333333333,5.23174666666667,5.74144,6.88768,9.7232,10.2447333333333
1,3.75,-0.251470275,-48.975,-14.04935,-4.115265,-17.74833,0.37362865,0.02797791,5.612668,417.52355,4.404503,2040.677,0.2407096,0.23552345,0.051427045,0.08015609,100.8144,0,0,-47.0443333333333,-40.7088,-58.8098,2.62263333333333,6.66213333333333,7.33042,7.86199333333333,8.53786666666667,9.9916,10.3942666666667,9.00466666666667,10.0104666666667,10.5681583333333,10.6872666666667,11.498125,12.2743333333333,4.37296666666667,5.06215333333333,5.58666,6.74691333333333,9.68593333333333,10.2668
1,4.25,-0.4235432,-90.108735,-33.77414,-4.710458,-18.53421275,0.3502129,0.035915475,6.049512,417.4543,4.156052,2066.5325,0.21601895,0.20139695,0.05563899,0.066057875,100.80175,0,0,-46.036,-40.7947333333333,-59.0876666666667,2.59935310344828,6.52354068965517,7.22568643678161,7.77468367816092,8.47024137931034,9.96186666666667,10.4090666666667,8.86746666666667,9.47393333333333,10.124675,10.746,11.4758916666667,12.2546,4.23854666666667,4.90545333333333,5.42899333333333,6.60042,9.63313333333333,10.2662666666667
1,4.75,-0.29163805,-91.336025,-211.3582275,-5.708027,-12.9342925,0.3061759,0.04357319,6.073594,417.17315,3.806558,2039.85125,0.23559065,0.25004625,0.062713875,0.075580185,100.79115,0,0,-42.0035,-42.0446,-59.1710666666667,2.34958,6.40281333333333,7.12462574712644,7.68725333333333,8.39701609195402,9.93393333333333,10.4108666666667,8.19929333333333,9.36033333333333,9.98789166666667,10.8019333333333,11.5177,12.29,4.17671333333333,4.84034114942529,5.31134206896552,6.45855425287356,9.6244,10.2446
