DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_3_1,RH_1_3_1,TA_1_2_1,RH_1_2_1,TA_1_1_1,RH_1_1_1,WS_1_3_1,WS_1_2_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_CANOPY_1_1_1,T_CANOPY_2_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,NEE
1,0.25,-51.885,-25.86528317,-0.4822697095,-3.966422823,-0.027271520515,0.0997607,392.02262645,5.300463991,2.69170265,88.32612,-2.593282051,53.513256295,-0.28128023035,64.93122026,2.3595,56.887622305,0.5866875,0.32765100015,0.8088194951,0,2.0345,248.45,306.95,1.21,1.615,3.7715,5.9145,6.3735,6.9945,7.6996359415,8.2054629175,0.3731491978
1,0.75,-50.945,-25.400346545,-0.4349202905,-3.4324752595,-0.02653110907,0.095614485,392.3637185,5.220381191,2.099939,88.325215,-2.924710217,55.33072164,-0.84,66.57992563,1.8065,59.01495118,0.504216,0.3515568103,0.7909518942,0,2.069,248.6,305.75,0.533,1.645,3.5535,5.761,6.36,6.9985,7.701826363,8.208061509,0.37994621425
1,1.25,-50.472,-25.302933405,-0.54710545175,-5.382775298,-0.03122641775,0.1014616,392.6967233,5.1884167525,1.648055,88.30675,-3.6225,58.285,-1.30168664,68.72939503,1.4185,60.067758045,0.5862405,0.3426255,0.828010577,0,2.28,248.15,303.05,0.44,1.834,3.3075,5.624,6.3115,7.01,7.7018800205,8.212665347,0.34758031635
1,1.75,-50.1605,-25.41860538,-0.5519717984,-4.919039167,-0.026291978135,0.09780329,392.2719785,5.183271882,1.3796485,88.31361,-3.9601539685,57.537404295,-1.57293032,70.595,0.9485,61.865230505,0.532824,0.3341325,0.85911080925,0,2.3445,247.85,303.05,0.569,1.4045,3.058,5.49,6.282,7.025,7.704187813,8.2132586915,0.338466347
1,2.25,-49.601,-25.135486615,-0.66358329735,-5.322087708,-0.03790000415,0.1009054,392.42788035,5.145671515,0.9240527,88.319455,-3.50175,60.2042434,-1.938,72.10783847,0.641,63.40279214,0.551598,0.3569155536,0.8479108779,0,2.195,248.8,304.05,0.923,1.708,2.852,5.325,6.2445,7.035,7.706495606,8.2057243945,0.3262619311
1,2.75,-49.255,-24.85104167,-0.6855012366,-5.909799076,-0.03924162704,0.1037702,392.5705392,5.1360373055,0.64122805,88.3242,-3.9965,61.2625,-2.1795236,72.3,0.2955,64.52021969,0.480972,0.3689865204,0.8744248234,0,1.9685,247.05,304.1,0.692,2.071,2.683,5.177,6.202,7.02,7.708803399,8.207927016,0.3220778742
1,3.25,-48.977,-25.04896998,-0.555985043,-5.3850200075,-0.023030535295,0.10337435,392.4747344,5.087611972,0.5040459,88.31989,-4.621503205,62.87543312,-2.35844608,73.97237378,0.176,65.93275667,0.6367515,0.340930625,0.8434483483,0,1.7745,245.95,300.5,0.325,1.4535,2.484,5.0965,6.1565,7.045,7.712524216,8.2070257,0.3199474734
1,3.75,-48.71,-24.70503639,-0.6432882261,-6.13473577,-0.01837219012,0.1039211,392.3177788,5.092004472,0.2396435,88.31498,-4.4031738095,64.525056525,-2.3225,74.75,-0.017,67.452790525,0.62345325,0.3444135,0.88933741085,0,2.0345,246.1,301.35,0.3595,2.029,2.3285,4.9715,6.104,7.055,7.7176574265,8.2082135985,0.3031312096
1,4.25,-48.135,-24.431601945,-0.618374824,-5.314244769,-0.02468774634,0.1074562,392.75904725,5.076024852,0.0749504,88.306335,-4.57525,63.99,-2.5124840335,76.15,-0.249,69.101343495,0.5835585,0.3408422561,0.905401989,0,1.984,245.4,300.35,-0.262,1.825,2.2245,4.856,6.06,7.04,7.7168203075,8.2144014975,0.2980895093
1,4.75,-47.862,-24.39227699,-0.601794396,-6.060486357,-0.03636653809,0.1065046,392.2993503,4.995265963,-0.19968,88.31002,-5.1180126985,65.660078815,-2.67825,77.08177822,-0.4605,70.524894115,0.54388725,0.3491041401,0.8773721305,0,1.9465,246.05,299.75,-0.1465,0.982,2.0555,4.7285,6.018,7.05,7.7189683535,8.2047375895,0.2922967742
1,5.25,-47.381,-24.01871157,-0.6221482065,-6.210376479,-0.05565475127,0.1053896,392.6670108,4.9245349055,-0.4913073,88.31013,-5.2836009615,66.01445742,-2.9215,78.80087981,-0.7605,71.520232455,0.5848995,0.332121,0.8703320522,0,2.149,244.85,298.95,0.337,1.094,1.934,4.6285,5.9555,7.04,7.7211163995,8.206171929,0.27384303075
1,5.75,-46.655,-23.77348117,-0.679404759,-5.447236545,-0.0560206396,0.1062595,392.73545445,4.906309635,-0.5069619,88.32043,-5.49925,68.925,-3.0915,79.925,-0.884,72.33637934,0.5522685,0.3555885,0.8455165181,0,2.0705,242.55,298.15,0.094,0.703,1.8015,4.5215,5.8965,7.05,7.7209305125,8.202606268,0.2728860839
1,6.25,-46.595,-24.24806768,-0.61683078305,-5.729180645,-0.06470213401,0.107103,392.7845208,4.9813270845,-0.7977421,88.339,-5.9018108975,69.17475571,-3.198,81.6623606,-1.035,73.59775779,0.53762925,0.338379,0.8635676562,0,2.0145,243.85,296.05,0.6055,0.547,1.6525,4.4465,5.816,7.02,7.7201399155,8.204040607,0.27130858295
1,6.75,-46.749,-23.79357821,-0.58387829345,-4.834293554,-0.07992146507,0.1056707,392.2241307,4.973553803,-1.095014,88.34858,-5.8325515875,69.00599257,-3.4823692,82.1067003,-1.3735,73.747250575,0.538635,0.360729,0.8515220503,0,1.694,244.15,297.1,0.307,0.152,1.53,4.332,5.7505,7.05,7.722235544,8.2022059775,0.26177392585
1,7.25,-43.37,-23.99524676,-0.7068738369,-6.915962838,-0.04495069368,0.109452,392.5902284,4.9350739005,-1.229766,88.37373,-6.051,70.65,-3.537,83.15,-1.443,75.120350575,0.583782,0.37101,0.8861804086,0,2.4215,244.15,295.35,0.3465,0.4865,1.4355,4.2145,5.681,7.02,7.7243311725,8.2046121605,0.2606520593
1,7.75,-13.225,-23.21669703,-0.6899169138,-5.232358294,-0.16077803175,0.1102972,393.26936905,4.931095242,-1.056629,88.39209,-5.51425,71.580691715,-3.04625,83.024393375,-1.23,74.661515785,0.5996505,0.3877725,0.818122645,39.45,10.55,243.95,297.9,-0.1985,0.227,1.3645,4.1085,5.635,7.02,7.726402103,8.2083436245,-0.32579255655
1,8.25,48.105,-19.672810595,-0.14378408765,0.12595128655,-0.383026279,0.1318317,393.9880925,5.0728427645,0.31749555,88.4067,-2.5644246795,72.3506586,-0.87227296665,77.73481472,0.328,69.23697201,0.58277625,0.392019,0.69172873455,105.73424,21.695,248.05,310.85,-0.158,-1.036,1.3385,3.9825,5.555,6.941,7.732992489,8.214777964,-1.0406004935
1,8.75,121.65,-12.293100385,3.411604989,23.40659424,-0.6492987115,0.1621796,393.9662788,5.3518146835,2.457,88.423815,2.39675,60.235,2.16675,65.7425,2.508,61.380230915,0.459963,0.4267341822,0.6563570706,194.8,23.725,253.55,329.1,2.69,1.812,1.3895,3.7525,5.348,6.762,7.7720160145,8.216212303,-1.6835472655
1,9.25,193.7,-1.3141720945,10.237661945,55.19957123,-1.069809048,0.201202,393.0093523,5.536346743,4.960985,88.42944,6.8800825335,45.485706775,5.2675,55.936489985,5.2,53.20246614,0.53222226925,0.5281305,0.6896396192,327.6,26.935,260.65,349.1,6.461,5.33,1.4335,3.55,5.185,6.542,7.77,8.2226466425,-2.333356982
1,9.75,260.85,13.13256716,17.14249383,111.0814777,-1.1392756895,0.2324998,391.86280885,5.576965055,7.325528,88.430755,10.30619048,35.064510365,8.1975,46.49093775,7.601,45.33035265,0.5130979443,0.6333989995,0.7187455211,419.290575,31.19,269.3,368.5,9.84,9.05,1.758,3.5085,5.112,6.5095,7.79,8.2374683845,-2.4362425555
1,10.25,322.15,31.5590133,22.85281589,146.5831053,-1.119081171,0.2652669,390.7886153,5.608021267,9.452528,88.4234848,13.235,29.155,10.485,38.78,9.655,39.34602353,0.5326005,0.7561005,0.80534936405,494.6289707,36.995,278.05,385.9,12.765,12.1,2.4505,3.551,5.108,6.539,7.818970477,8.277696656,-2.254002291
