DOY2,HR2,SLE,USTAR,H,SH,V_SIGMA,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.148398185020413,0.936286729078001,-34.3281527333149,0.530199228309951,2.49005973156815,3.51841511258287,418.504500445939,3.23574575313618,3.66306215835318,416.396429267857,3.57571596443157,3.54673623204118,418.614259359587,3.84425059224508,3.46159897059646,418.589339339096,3.39199374596192,15.7755756453509,-6.49582763671605,0.390294766676537,15.675,13.085,7.655,-6.1708,-7.11175,-7.3176,-5.76545,-8.5294,66.38446,81.405,2.3845,-6.945,-7.055,-2.9125,1.025,-0.8975,2.7,-0.6675,0.06,246.6,275.625,300.625,299.05,0.32,0.1125,0.19,0.01,0.4425,0.14,0.12,0.09,-6.528,-5.633,-5.0065,-4.331,-3.703,-1.8965,-0.687,0.85025,0.73225,-3.20225,-2.47775,-2.1175,-1.4355,-0.82225,-0.0835,0.321,0.9705,1.47925,-2.093,-1.906,-1.504,-1.0045,-0.637,0.335,0.476,1.174,1.485,-5.733,-5.05,-4.01125,-3.62925,-2.6845,0.0515,0.7255,1.052,-5.23175,-4.65525,-3.62675,-2.83075,-2.4745,-0.85675,-0.30275,0.8815,1.67375,-1.62225,-2.6145,-1.87425,-17.5325
1,0.75,0.259516897870834,0.941976663708212,-25.9025425765333,1.41982665599936,2.46436499159811,3.67910930768157,418.426135417763,3.74034658986078,3.47026508036357,416.407540389067,3.23671751291417,3.67707135135197,418.536730891799,3.7242302747369,3.67004291404858,418.55595718033,3.69912248031264,15.4734802073119,-6.57914910115825,0.361989294184546,16.01,13.375,8.0475,-6.361675,-7.3195,-7.162175,-6.203875,-8.38305,66.3559,81.445,2.0282,-7.0725,-7.0975,-2.9275,1.1,-0.9775,2.7,-0.665,0.06,246.8,275.4,300.25,298.6,0.32,0.12,0.19,0.01,0.44,0.14,0.12,0.09,-6.56625,-5.658,-5.079,-4.35425,-3.70475,-1.9015,-0.68875,0.8495,0.7315,-3.2545,-2.5245,-2.1215,-1.441,-0.8205,-0.085,0.32025,0.97025,1.4785,-2.0945,-1.9035,-1.505,-1.005,-0.643,0.332,0.46975,1.174,1.48575,-5.678,-5.0705,-4.01075,-3.62775,-2.698,0.051,0.725,1.051,-5.25825,-4.6945,-3.61775,-2.834,-2.4765,-0.85675,-0.3035,0.881,1.67275,-1.656,-2.5605,-1.9145,-18.19
1,1.25,0.279206957756369,0.968074862701845,-28.3244090970141,0.851701964152211,2.53520505387317,3.73084962990737,418.539412739854,3.66576633496285,3.59774959779697,416.623745952229,3.53293821367912,3.80532310797587,418.552028091734,3.75241165215589,3.77007600499194,418.615709374199,3.78690216628911,16.298970309895,-6.56209554579783,0.424996832080249,16.11,13.82,8.01,-5.86315,-7.298,-6.9045,-6.293225,-8.524325,66.324205,81.325,2.1561,-7.075,-7.1075,-2.9475,1.025,-0.91,2.7,-0.66,0.07,245.675,274.775,299.475,298.525,0.32,0.11,0.19,0.01,0.44,0.14,0.12,0.09,-6.51525,-5.661,-5.0825,-4.3795,-3.7075,-1.90825,-0.68875,0.84875,0.73125,-3.26225,-2.55675,-2.123,-1.44175,-0.823,-0.08625,0.3195,0.97,1.47825,-2.08275,-1.886,-1.5065,-1.0075,-0.64375,0.3355,0.4655,1.17175,1.485,-5.732,-5.1155,-4.00675,-3.627,-2.704,0.0505,0.725,1.0505,-5.2485,-4.69975,-3.6125,-2.83525,-2.478,-0.85775,-0.3055,0.87775,1.675,-1.6385,-2.5645,-1.95075,-19.595
1,1.75,0.0422193317896105,0.966098009342565,-22.4658264805946,1.53364688150841,2.49391091273466,3.62040476826848,418.628695911765,3.73792029242286,3.72203513477375,416.527492981387,3.65662082329838,3.68718133935605,418.646765696011,3.784883454665,3.6486909355466,418.626384330254,3.73215792817872,16.0439251457097,-6.47998121142427,0.451995430265999,16.51,14.01,8.41,-6.0972,-7.28375,-6.997675,-6.450025,-8.41845,66.332745,81.1925,2.09405,-7.125,-7.16,-2.94,1,-0.89,2.625,-0.64,0.0925,246.05,275.55,299.475,299.225,0.33,0.12,0.18,0.01,0.44,0.14,0.12,0.0925,-6.511,-5.652,-5.0905,-4.4125,-3.71,-1.91175,-0.68975,0.84875,0.73225,-3.274,-2.5695,-2.12525,-1.44525,-0.8235,-0.0865,0.3195,0.969,1.47825,-2.086,-1.889,-1.5065,-1.009,-0.6435,0.3355,0.4685,1.1685,1.485,-5.839,-5.1435,-3.9925,-3.626,-2.71075,0.0495,0.724,1.05,-5.2735,-4.72275,-3.611,-2.83625,-2.476,-0.85775,-0.3055,0.8795,1.67025,-1.6985,-2.57725,-1.901,-17.93
1,2.25,0.160510018817576,0.939816921550529,-31.1988755464126,1.69193398240368,2.41850356929523,3.52947085493183,418.429391996529,3.40713619878216,3.67129989992133,416.575419631485,3.71673098335986,3.65726135227361,418.551573681448,3.7976457295061,3.63029263218088,418.529574586009,3.79176390382341,16.38368069422,-6.11735692943807,0.439202732850773,16.97,14.47,8.1475,-5.4895,-6.8535,-6.300225,-6.385875,-8.277675,66.354205,80.7225,2.1973,-7.165,-7.21,-2.9575,1,-0.8875,2.7,-0.66,0.07,243.35,275.7,298.875,298.525,0.32,0.1125,0.18,0.01,0.43,0.14,0.12,0.09,-6.52275,-5.67,-5.1005,-4.4345,-3.71325,-1.91675,-0.68925,0.84775,0.72875,-3.2925,-2.574,-2.1255,-1.446,-0.82375,-0.0855,0.3215,0.969,1.478,-2.0895,-1.89225,-1.506,-1.009,-0.6375,0.3355,0.4675,1.164,1.486,-5.8865,-5.1515,-3.985,-3.625,-2.70525,0.049,0.724,1.05,-5.26775,-4.74675,-3.6105,-2.83625,-2.4745,-0.8565,-0.3055,0.87675,1.682,-1.758,-2.54,-1.944,-20.105
1,2.75,0.223805945171014,0.957087524435514,-32.4666877305419,0.980518403514377,2.38321890437489,3.74407089114705,418.412555052842,3.73561488835717,3.74026609691908,416.562419771885,3.50474057837347,3.76009375010923,418.45792024705,3.84584712258946,3.69470119814561,418.396282687392,3.72874411259194,16.8422693082337,-6.24694057312848,0.420961199359106,16.9,14.2075,8.395,-5.98385,-6.74,-6.39335,-6.352975,-8.253875,66.3774825,80.21,1.9909,-7.265,-7.135,-2.99,0.9,-0.8825,2.7,-0.67,0.0425,241.825,274.975,299.375,298.725,0.32,0.1,0.18,0.01,0.43,0.14,0.12,0.09,-6.5185,-5.654,-5.1215,-4.45675,-3.71875,-1.923,-0.69075,0.84775,0.7295,-3.314,-2.5875,-2.123,-1.461,-0.8285,-0.0865,0.3215,0.9685,1.478,-2.09225,-1.89575,-1.5055,-1.01,-0.6385,0.3345,0.467,1.163,1.48525,-5.9435,-5.1635,-4.0075,-3.62475,-2.698,0.0485,0.7235,1.05,-5.25775,-4.7385,-3.61125,-2.83725,-2.474,-0.858,-0.30575,0.8765,1.6725,-1.75625,-2.58125,-1.9095,-18.29
1,3.25,0.26131594837577,0.999248260656485,-29.4236628122383,1.59295944955072,2.38013530820498,3.67290640025976,418.490431368421,3.78715602830738,3.61020827590902,416.268957947195,3.67279186527968,3.77873278341896,418.521069740132,3.90303662953062,3.72756989772768,418.538336273849,3.83659721696131,17.1706959204617,-6.39518752451693,0.416700822168412,16.69,14.2675,8.48,-6.58565,-6.80925,-6.573525,-6.302675,-8.41665,66.33613,80.3075,2.07465,-7.335,-7.175,-3.0125,1,-0.985,2.725,-0.7175,0.065,236.875,274.575,299.325,298.675,0.32,0.11,0.18,0.0075,0.4325,0.14,0.12,0.09,-6.5365,-5.636,-5.155,-4.47325,-3.7255,-1.923,-0.691,0.847,0.72925,-3.336,-2.599,-2.121,-1.461,-0.82825,-0.0875,0.322,0.968,1.477,-2.0945,-1.89625,-1.504,-1.011,-0.6385,0.3335,0.467,1.16625,1.486,-5.9665,-5.17,-4.02475,-3.626,-2.6945,0.0475,0.723,1.0495,-5.2585,-4.75175,-3.61325,-2.8385,-2.4735,-0.85825,-0.30675,0.87575,1.6715,-1.725,-2.548,-1.928,-21.855
1,3.75,0.242442535555507,0.997255980140992,-31.6126089701808,0.236821431822251,2.34490355906022,3.59651563184699,418.452844682807,3.85318741006668,3.63251666023464,416.119034010258,3.70203722893454,3.57690893978349,418.526318322368,3.83280684426728,3.70830449305456,418.461086155629,3.87938425082824,17.1977456546429,-6.3218525691567,0.408922000297556,16.82,14.43,8.56,-6.71465,-6.7805,-6.53565,-6.4253,-8.300325,66.3344775,80.5025,2.059675,-7.205,-7.1525,-3.07,1,-0.925,2.7,-0.6875,0.0425,242.3,274.975,299.125,298.725,0.32,0.1025,0.18,0.01,0.44,0.14,0.12,0.09,-6.478,-5.66975,-5.1865,-4.48975,-3.733,-1.9325,-0.69275,0.8485,0.72925,-3.3635,-2.614,-2.12275,-1.456,-0.831,-0.088,0.3215,0.9675,1.477,-2.09375,-1.90025,-1.5035,-1.0105,-0.638,0.33575,0.472,1.166,1.484,-6.0295,-5.155,-4.0285,-3.63075,-2.7025,0.047,0.7225,1.0485,-5.32925,-4.8075,-3.60725,-2.8395,-2.4785,-0.85825,-0.307,0.8755,1.67275,-1.74175,-2.59125,-1.9465,-22.035
1,4.25,0.173018818906872,1.02374160236381,-37.5964564891143,1.86973282360081,2.44126010666654,3.80862714656792,418.302091044262,3.99643913822425,3.34316534388938,415.960108659195,3.63184849144077,3.96406167331563,418.42428219874,4.06961727777764,3.8697613229189,418.27142683871,4.03714914328479,16.9603413702161,-6.19182376253838,0.431764711559633,16.52,14.5,8.63,-6.2655,-6.7365,-6.38395,-6.2263,-8.05035,66.30898,80.345,1.9931,-7.1575,-7.045,-3.0375,1.1,-0.9525,2.725,-0.6975,0.07,238.975,274.7,298.65,298.75,0.325,0.1025,0.18,0.01,0.435,0.14,0.12,0.09,-6.51075,-5.69825,-5.21625,-4.50425,-3.73825,-1.9335,-0.6915,0.8525,0.7285,-3.397,-2.6315,-2.12525,-1.457,-0.8355,-0.0885,0.3205,0.967,1.476,-2.0925,-1.9025,-1.503,-1.0105,-0.638,0.334,0.46725,1.16575,1.483,-6.0515,-5.2345,-4.0235,-3.63275,-2.706,0.0465,0.7225,1.0485,-5.34475,-4.832,-3.6025,-2.8435,-2.4835,-0.85625,-0.30775,0.87475,1.6705,-1.6185,-2.5625,-1.8685,-19.5025
1,4.75,0.16394053372128,1.01933106147702,-32.6431838113222,0.387447995407921,2.5481620944215,3.60024975965789,418.382109085526,3.92692756867453,3.4427424297699,416.059899233888,3.26982011311437,3.76867214801651,418.415734041118,4.11550089852681,3.68994274542794,418.399592047855,4.03352239546035,17.141098857396,-6.16633056431851,0.412031432613091,16.9025,14.53,8.74,-6.2985,-6.6275,-6.32105,-6.3646,-7.7957,66.31867,81.0675,1.8888,-7.07,-7.09,-3.0675,1,-0.925,2.8,-0.66,0.0925,240.8,275.275,298.5,298.775,0.3125,0.105,0.19,0.01,0.4325,0.14,0.12,0.09,-6.612,-5.67925,-5.193,-4.51025,-3.74125,-1.9205,-0.68725,0.8505,0.72825,-3.4315,-2.642,-2.12775,-1.45925,-0.8355,-0.089,0.319,0.967,1.476,-2.0895,-1.89975,-1.505,-1.011,-0.638,0.3355,0.4665,1.161,1.4825,-6.0755,-5.2265,-4.05025,-3.6395,-2.71975,0.0455,0.7215,1.0475,-5.3445,-4.83225,-3.598,-2.8495,-2.489,-0.85475,-0.308,0.87475,1.67,-1.611,-2.585,-1.971,-22.415
