DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,SH,LE,SLE,G_1_1_1,TS_1_1_1,TS_1_2_1,RH,PA,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT,H2O,PPFD_DIF
1,0.25,0.07925,-3.6675,0.9885,-0.0275,0.01475,-0.1355,-41.3955,-4.34675,-0.49825,-0.948,-4.013,-1.30325,-0.6915,41.325,77.71,385.5745,1.5125,-96.5,1.403,-2.5765,0,1.301,203.35,284.8,2.42425,0.673
1,0.75,0.0795,-3.92975,0.96475,0.054,0.0195,-0.1155,-39.594,-3.26875,-0.4,-1.644,-3.95575,-1.327,-0.70025,41.55,77.72,385.531,1.4925,-95.5,1.396,-2.507,0,1.379,203.3,283.1,2.45275,0.673
1,1.25,0.081,-3.84875,0.99,-0.006,0.01125,-0.14475,-40.6205,-4.1425,-0.4055,-1.542,-4.2135,-1.435,-0.71975,41.1225,77.72075,385.51275,1.6325,-95.85,1.403,-2.45,0,1.3245,202.85,280.45,2.4445,0.673
1,1.75,0.076,-3.9125,1.088,0.0265,0.0275,-0.1155,-43.7105,-3.4555,-0.46975,-1.277,-5.125,-1.5685,-0.74675,40.6925,77.73,385.65825,1.5725,-94.825,1.3955,-2.499,0,1.288,201.5,280.3,2.4415,0.673
1,2.25,0.0795,-4.159,1.01,0.00425,0.0035,-0.096,-34.5225,-4.055,-0.403,-1.8525,-5.518,-1.63525,-0.77325,41.1075,77.73,385.5045,1.525,-93.95,1.39675,-2.539,0,1.35425,201.575,279.35,2.42075,0.673
1,2.75,0.07225,-4.433,1.057,0.013,0.02075,-0.09175,-41.044,-3.6495,-0.58825,-1.5155,-6.135,-1.67625,-0.799,38.9775,77.71075,385.42225,1.365,-94.4,1.39775,-2.475,0,1.213,200.525,280.95,2.4385,0.673
1,3.25,0.097,-4.581,1.052,-0.004,0.0115,-0.1155,-34.18275,-3.4765,-0.506,-1.036,-6.2255,-1.7585,-0.8305,38.68,77.7,385.6505,1.4475,-94.775,1.39425,-2.5765,0,1.29275,199.6,280.65,2.49125,0.673
1,3.75,0.07975,-4.413,0.97,0.04475,0.0285,-0.09625,-47.7465,-4.6605,-0.4965,-1.10975,-5.742,-1.79,-0.8885,38.27,77.6875,385.6435,1.3525,-94.175,1.39775,-2.47475,0,1.3645,198.775,280.925,2.48175,0.673
1,4.25,0.07875,-4.476,0.985,-0.01175,0.026,-0.1665,-48.5915,-3.261,-0.32975,-1.3135,-6.39675,-1.90175,-0.9205,37.77,77.67775,385.364,1.325,-94.025,1.39425,-2.549,0,1.209,197.175,280.55,2.33575,0.673
1,4.75,0.0775,-4.715,1.1195,0.09225,0.05575,-0.099,-46.517,-3.763,-0.38675,-1.3035,-6.505,-1.85275,-0.94225,38.4275,77.6675,385.36325,1.25,-92.775,1.3955,-2.51475,0,1.2135,197.425,280.525,2.44625,0.673
