DOY2,HR2,FC,SC,LE,SLE,USTAR,H,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,-0.537273363314406,-1.68977281319167,-15.1225782871479,-6.42677045122983,0.0739752702478914,-64.1313382803567,0.192793649633038,415.886882376132,0.257406802310048,411.517139798318,0.953582055239645,414.687173295814,411.699040062005,0.946692706476114,415.433620950736,412.925969543311,0.998399883601212,419.993335270491,412.670851755593,0.948387887453344,414.929501155284,412.349558934682,1.0736917836252,414.581730572215,412.207442287844,1.04437658071148,415.283973915706,0.495656498723732,-20.0098260219761,0.0398569737688046,0.34,0.23,0.16,0.15,-18.676185,-19.42375,-17.8995525,-19.30356,-19.158,-19.6828225,-14.86476,95.827865,46.48775,0.0488675,-16.432,-16.335,-16.65825,-16.08425,-10.2435,0.15,-4.204,0.65,-2.185,158.9,232.8675,256.1,261.195,-0.33,-0.05,-0.15,-0.64,-0.42,-0.15,-0.09,-0.18225,-0.13,-0.38,0.633675,0.8586,1.308075,1.92945,2.68105,3.14575,4.035025,4.6904,5.083825,0.550125,0.894,1.794,2.329,3.4742,4.024625,3.8934,5.232,5.615,0.8351,1.3539,2.427825,2.48525,2.98965,3.723,4.176,4.2379,5.335375,0.173725,0.797475,1.737375,2.429475,3.582,3.9907,5.140475,5.5848,0.503975,1.395475,1.86925,1.760225,2.970825,4.14525,4.25965,5.0442,5.4788,-7.5464,-8.15,-8.703125,-100.93875
1,0.75,-0.434326986827572,-1.2324524644601,-17.2708969823884,-4.54049013208023,0.0472527836215507,-88.9364951255607,0.14316148830339,416.715830133629,0.254869152020049,412.103446053913,0.949853450366447,413.826779122003,412.211179692966,0.948396858493196,413.664545407563,412.214844710441,1.00831223328667,415.243809428726,412.791575256146,0.933521133965503,415.425390618462,412.956484040242,1.09138616610201,413.793779650914,412.013568949947,1.01880112557075,414.313101850784,0.52376587400135,-19.7226145964363,0.0448012226156055,0.39025,0.21,0.16,0.15475,-18.678495,-19.447875,-18.3112175,-19.139855,-19.15115,-19.6812675,-15.16528,95.85617,45.014,0.1033925,-16.556,-16.465,-16.77375,-16.01425,-10.721,0.1,-4.2475,0.6,-2.295,157.95,232.37,256.09,260.26,-0.34,-0.04975,-0.15,-0.65,-0.42,-0.16,-0.08,-0.18225,-0.13,-0.38,0.63275,0.86,1.306975,1.9298,2.67855,3.145,4.03455,4.6894,5.082825,0.54615,0.895,1.794,2.3298,3.474875,4.024625,3.8934,5.231,5.615,0.8331,1.3502,2.427825,2.503275,2.9895,3.723,4.176,4.236925,5.336,0.167725,0.79725,1.737375,2.43,3.5805,3.99,5.1398,5.584475,0.5019,1.396275,1.86775,1.75925,2.972125,4.1462,4.25965,5.0435,5.4788,-7.54755,-8.18305,-8.744625,-99.644
1,1.25,-0.26062254364483,-0.896830760301768,-8.96976516060061,-11.8562856069489,0.0456734330619345,-98.6067326566425,0.137914974877153,416.458193395432,0.238989272130217,411.159887643351,0.926729773174382,415.122162475954,412.270180943314,0.906059707067293,415.757026001847,413.004155892966,0.942206878771449,418.315496516827,412.871687350162,0.932970001349375,415.439845710154,412.806071039741,1.07715457035867,415.109996185785,412.206080925125,0.993523504332789,415.096353280331,0.411427820382214,-19.5610920362857,0.0375413151467309,0.32,0.19,0.13,0.13,-18.727925,-19.4555,-18.71877,-19.055205,-19.2199,-19.59125,-15.27624,95.87281,45,0.10039,-16.4385,-16.405,-16.695,-15.94075,-10.6955,0.1,-4.235,0.6,-2.445,160.45,232.7,255.49,259.465,-0.34,-0.05,-0.15,-0.64,-0.42,-0.16,-0.0855,-0.18225,-0.13,-0.38,0.6304,0.85935,1.30255,1.929375,2.678,3.145,4.034025,4.6894,5.082825,0.540225,0.896,1.794,2.3298,3.4448,4.0237,3.8934,5.23,5.614,0.8308,1.3461,2.428475,2.502725,2.9895,3.7227,4.176,4.216,5.335,0.16125,0.7965,1.737375,2.43,3.58,3.985775,5.1388,5.5838,0.5001,1.3881,1.8675,1.7585,2.9719,4.14435,4.259225,5.0435,5.4781,-6.14375,-7.77915,-8.793,-96.906
1,1.75,-0.965642058255161,-1.68941726765562,-7.34352079947589,-7.10473983351021,0.0461856938385287,-102.051099425541,0.161904427537638,415.762292425845,0.216893397025381,411.542205213635,0.90202878520585,414.019501832339,411.643639453942,0.897937717247903,413.95970519011,412.058797863602,0.92912892654901,415.854669304631,413.02508620557,0.898030877461964,415.901683899438,412.852367676272,1.03331714392204,414.384245953125,412.535122999,0.959722932307353,414.424336348594,0.394657779421668,-19.7052235870081,0.033354597320542,0.35,0.184,0.135,0.15,-18.90679,-19.648,-18.5411,-19.235815,-19.4161,-19.7587525,-15.60002,95.902895,45.515,0.05776,-16.51175,-16.425,-16.6355,-15.933,-10.95975,0.1,-4.0855,0.7,-2.4715,161.6,232.3,254.45,258.5325,-0.34,-0.05,-0.15,-0.65,-0.41525,-0.161,-0.08,-0.18225,-0.13,-0.38,0.6291,0.859125,1.3,1.92815,2.6769,3.14425,4.03355,4.6884,5.08235,0.543,0.896,1.795,2.32975,3.445825,4.024625,3.8934,5.23,5.614,0.8285,1.3424,2.42995,2.50275,2.98925,3.722,4.175,4.216,5.335,0.1626,0.79675,1.7369,2.429475,3.57825,3.984425,5.1388,5.583475,0.4982,1.371875,1.8676,1.75675,2.972025,4.14275,4.258075,5.0425,5.4768,-6.9749,-8.3232,-8.821,-99.2155
1,2.25,-0.346793609506366,-0.904669104228672,-2.65801516611743,-5.92991519887111,0.0449910079588262,-87.3118689815349,0.188698582262699,415.938893234403,0.236180159806539,411.380127928492,0.856498613714932,415.637335998203,411.68562356,0.850589874902699,416.215469954028,412.491467349187,0.913807137271068,420.500455116568,412.722074732532,0.861211474429154,415.913955223026,413.278057034587,1.01137433007976,415.762916247143,413.150696442187,0.927599713886944,415.699246644483,0.351489771032642,-19.7648579800099,0.0299166983456848,0.32,0.18,0.15,0.165,-18.898215,-19.571,-18.7379,-19.19711,-19.4357,-19.93315,-15.7674,95.930065,44.635,0.079235,-16.67,-16.625,-16.79,-16.04575,-11.0175,0.15,-4.2375,0.65,-2.6,155.75,231.75,253.98,257.82,-0.34,-0.05,-0.15575,-0.65,-0.42,-0.15,-0.09,-0.1825,-0.13,-0.38,0.6278,0.85895,1.299,1.9276,2.6769,3.14425,4.033025,4.6884,5.081825,0.543,0.897,1.795,2.329725,3.4432,4.0237,3.892475,5.229,5.613,0.8265,1.3384,2.4306,2.4862,2.989375,3.722,4.175,4.215,5.334,0.16395,0.796525,1.737375,2.427375,3.57725,3.9827,5.1378,5.5828,0.4931,1.3643,1.8674,1.756,2.97125,4.14175,4.258075,5.0418,5.4761,-5.61775,-8.311325,-8.90665,-100.0225
1,2.75,-0.275886724427375,-1.36599483132033,-3.30191910333459,-10.9185237114414,0.0515736163251273,-97.5612251135102,0.168248107658546,415.954300608242,0.429152976947341,411.037404453132,0.817743444734325,414.156247276901,411.207424321798,0.817675004286802,413.942028735036,412.826330870288,0.891945211165701,415.734020489495,412.982991215168,0.806219421026689,415.681818785927,413.613306013612,0.971132542720442,414.948438495587,413.370498702346,0.85145076679408,415.707520444032,0.455003887680697,-19.8402985445899,0.0306932870113572,0.3695,0.2035,0.16475,0.15475,-18.977265,-19.7734,-18.572705,-19.326405,-19.5952425,-20.112935,-16.0783,95.94762,45.99725,0.0469525,-16.836,-16.7395,-16.92,-16.23625,-11.2485,0.1,-4.3075,0.6,-2.49175,152.475,231.2,252.9825,257.1,-0.34,-0.05025,-0.15,-0.65,-0.42,-0.15,-0.08575,-0.19,-0.13,-0.38,0.626075,0.859225,1.30135,1.92785,2.67485,3.144,4.033025,4.6874,5.080825,0.54,0.897,1.79475,2.32975,3.4434,4.023625,3.893325,5.229,5.613,0.8235,1.331175,2.43125,2.4859,2.9892,3.7205,4.174,4.215,5.334,0.1653,0.796775,1.7379,2.42725,3.57725,3.982,5.137125,5.582475,0.4919,1.3631,1.8678,1.754875,2.97175,4.142625,4.25655,5.0415,5.4758,-5.4148,-8.38295,-8.86635,-99.885
1,3.25,-0.919935849020384,-3.17198301351887,-4.26862493941864,-5.80804160397222,0.0498240905600961,-100.047730461375,0.184040748984532,415.814619654307,0.462688575189871,410.729242952602,0.772945632515113,415.004377462258,411.412047603573,0.773137995564088,414.497678647932,413.183817254057,0.86303740831813,418.290374080166,412.821080503794,0.777807981783426,418.090221385008,413.798723194781,0.951651112100407,417.642939420946,413.442755222697,0.832315928704616,419.005620645803,0.347860826184064,-19.9996818904201,0.0421194231980394,0.29,0.19125,0.145,0.15,-19.14162,-19.7595,-18.4827,-19.711455,-19.9112,-20.34115,-16.28134,95.96343,46.95,0.045905,-16.948,-16.91,-17.085,-16.3225,-11.34925,0.15,-4.22925,0.75,-2.28,149.8,231.3,252.48,256.3275,-0.3455,-0.05,-0.15,-0.655,-0.42,-0.15,-0.09,-0.1925,-0.13,-0.38,0.62535,0.85945,1.300825,1.9276,2.6738,3.144,4.03255,4.6874,5.08035,0.537,0.898,1.795725,2.329775,3.4426,4.023625,3.893475,5.229,5.612,0.8212,1.32635,2.4319,2.4863,2.9891,3.7205,4.174,4.214,5.333,0.16665,0.797025,1.7379,2.42625,3.578,3.9817,5.137125,5.5818,0.4848,1.3665,1.8671,1.7548,2.97125,4.1425,4.25655,5.0405,5.4758,-5.87585,-8.469375,-8.8032,-99.699
1,3.75,-0.492972947311581,-3.80381338620479,-4.79868577391099,-10.0372339276847,0.05040600035458,-68.8846367877218,0.191056740063963,415.842355491755,0.330775967083977,411.487875048633,0.740159552481949,414.085520646545,411.56883696815,0.750374359248841,414.070773794295,413.07945544057,0.872909649046921,418.960553167395,412.906197943094,0.73124613549575,419.007858235102,413.639327887024,0.894520164275828,414.477617473801,413.02031336822,0.809420025396522,414.511295238459,0.373145133560305,-20.4150941682331,0.0322466183338583,0.34,0.198,0.14,0.125,-19.484465,-20.1155,-18.3758,-20.31766,-20.1796,-20.3912,-16.43634,95.972625,47.105,0.062655,-17.00725,-16.94,-17.09,-16.412,-11.4595,0.15,-4.208,0.65,-2.21,149.85,230.55,251.805,255.595,-0.34,-0.06,-0.15,-0.65,-0.42,-0.16,-0.09,-0.19,-0.13,-0.38,0.61855,0.859725,1.2996,1.925125,2.67175,3.144,4.03255,4.686925,5.079825,0.533,0.898,1.79545,2.3298,3.444525,4.023625,3.892475,5.228,5.612,0.8199,1.321525,2.43255,2.486,2.9894,3.720225,4.174,4.214,5.333,0.167525,0.79675,1.738375,2.42555,3.57825,3.982425,5.1368,5.581125,0.4751,1.369575,1.86755,1.7538,2.983675,4.1425,4.25655,5.0405,5.4748,-5.7975,-8.47855,-9.0412,-99.107
1,4.25,-1.03785138238805,-3.23627918535382,-3.79297797247383,-5.65139399075336,0.042060412936172,-80.7023332105495,0.218952326263092,415.956749437713,0.210616726477122,411.162261213177,0.679973959733749,414.939650965485,411.109995954082,0.675570400811553,414.82397688775,413.242478471047,0.81555125625226,416.537786861444,413.43549054682,0.662847438384553,416.639951609036,413.711724891155,0.78656810644753,415.031205853222,413.542232859877,0.798940611711414,415.546418552641,0.37744158161467,-20.0961718975615,0.0483839709362955,0.36,0.19375,0.14,0.16,-19.217305,-19.9655,-18.399,-20.00446,-20.1648,-20.5266275,-16.51716,95.98684,47.215,0.04022,-17.0205,-17.015,-17.20925,-16.502,-11.4525,0.1,-4.2795,0.6,-2.22,150.55,230.8,251.745,254.865,-0.34,-0.07,-0.15,-0.65,-0.42,-0.1505,-0.08,-0.19225,-0.13,-0.39,0.611975,0.858475,1.302275,1.92455,2.670225,3.14325,4.032025,4.6864,5.07935,0.53,0.898,1.796725,2.329775,3.443875,4.023625,3.89255,5.227,5.611,0.8179,1.318,2.433375,2.4864,2.9894,3.7207,4.173,4.214,5.332,0.168875,0.796525,1.7389,2.4256,3.57725,3.982425,5.136125,5.5808,0.4665,1.3645,1.867275,1.7524,2.9819,4.1415,4.256075,5.0395,5.4748,-5.1567,-8.461,-9.46035,-98.487
1,4.75,-2.0720751972955,-2.61612884512509,-1.92745722810277,-6.87253542831547,0.0527497772384991,-76.6681896012277,0.184483731971917,415.998536880757,0.195766787096074,411.167870708722,0.625525063787196,414.576711634849,411.179039187011,0.636018643395102,414.528230343898,413.195853343214,0.741788091116463,418.320618959347,413.630151727001,0.621242828066359,416.530425792958,414.052823115961,0.799294029558909,414.37645960486,413.890668717236,0.724281384061683,414.397310861942,0.416225100676144,-20.084450761257,0.034836680539699,0.32,0.18,0.15,0.155,-19.29146,-19.979,-18.7864,-19.73672,-19.92015,-20.34145,-16.60704,96.010985,45.985,0.033665,-17.0885,-16.995,-17.21,-16.52475,-11.3865,0.1,-4.356,0.65,-2.34,151.3,230.45,251.61,253.155,-0.34,-0.08,-0.15,-0.64,-0.42,-0.1505,-0.09,-0.19,-0.13,-0.38,0.6054,0.8557,1.3039,1.923,2.6687,3.143,4.032025,4.6854,5.078825,0.527,0.895,1.796725,2.329775,3.4437,4.023625,3.8924,5.227,5.611,0.8163,1.3138,2.434025,2.48575,2.989225,3.7197,4.173,4.213,5.332,0.170225,0.795775,1.7389,2.42505,3.577,3.98175,5.1358,5.580125,0.4586,1.354,1.868,1.75,2.98175,4.1412,4.2555,5.0392,5.4738,-5.512875,-8.5697,-9.536175,-98.79
