DOY2,HR2,CO2,H2O,FC,SC,H,SH,LE,SLE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,NETRAD,PPFD_IN,SW_IN,SW_OUT,TAU,U_SIGMA,USTAR,W_SIGMA,V_SIGMA,WS
1,0.25,540.2855,6.3539505,2.5385682,0.202871,13.74578825,0.628515924999999,29.43145949,0.749657999999999,100.53035,95.404,2.83375000000002,2.07985000000005,1.427699,320.2,318.334,0.509020000000008,0.0429477,0.0188948000000001,2.159964,0.00695033949999998,1.8441005,0.40531565,0.271732524999999,1.1977506,4.58421825
1,0.75,540.11525,6.46126825,1.3182661425,0.414422649999999,16.49190115,1.286015,31.3956772,0.613951,100.522925,95.44495,2.62275000000001,2.08200000000002,1.4700275,319.72875,318.205,0.4636125,0.041538625,1.04274,2.3662,0.00499140049999999,2.87665825,0.453256925,0.43375605,2.13194075,4.43420175
1,1.25,542.589675,6.5514655,8.39650642499998,0.356794449999999,49.0562975,1.9821895,33.79619095,1.1949874,100.52235,95.125625,2.69125000000004,2.10752500000003,1.41959225,320.2275,318.3,1.544875,0.043899075,0.3971575,2.6975875,0.002498733,2.38095475,0.43076395,0.4909664,2.9094985,4.44947475
1,1.75,541.6991,6.596262,5.35529480000001,0.161349,21.41362715,1.212595,22.564468411,1.191514875,100.56875,94.665925,2.766675,2.29255000000003,1.308934,319.55,318.5,2.38285,0.044578225,0.32085277875,2.6042775,0.0128489325,2.2612425,0.40802975,0.48025775,2.4429125,3.81375
1,2.25,541.966475,6.702453,8.12670928000001,0.2538745,27.32009066,2.3937675,35.9266747,1.3209157,100.56075,96.55005,2.657,2.29937500000004,1.21889875,320.75,318.5475,2.88662625,0.043337825,-0.107435,1.928775,0.00979481399999999,1.8987845,0.391261425,0.332175875,1.62998225,4.7118335
1,2.75,545.00395,6.761741,5.672380025,0.808008799999998,17.57514575,0.984310849999999,25.580915757,0.7611275,100.574325,96.207875,3.15025000000001,2.37312500000003,1.21651025,353.13625,352.83625,4.2052675,0.041502175,-0.169288125,2.2565125,0.000496504074999999,2.08323275,0.3649483,0.32740145,1.587653,3.9941045
1,3.25,574.747,6.855876,6.1219387,1.2507111,14.323299725,1.1459075,22.311252724,0.3231473,100.61875,95.42275,3.51467500000003,2.40577500000003,1.182758,324.47125,318.9375,5.0469875,0.04160075,0.68255625,2.89865,-0.00072798,2.1297425,0.40973525,0.334555,1.6339375,4.6157925
1,3.75,579.330175,6.866076,7.605358,0.396554000000001,21.543259025,2.612385,24.41788692,1.1816662,100.583825,96.3597,3.604,2.48895000000001,1.17267275,324.44625,319.09,4.860625,0.0410952,0.0538404625,2.258,0.00128046082499998,1.97230775,0.398787125,0.33993205,2.058134,4.4104805
1,4.25,588.3677,7.005592,3.5416023,1.217304,33.7687282775,1.7939375,24.4018841,0.4921104,100.60075,96.58135,3.84345000000004,2.51857500000001,1.175486,324.838,319.147,5.175675,0.048182125,-0.190669,2.135755,0.0069928025,2.2797675,0.41432075,0.34999975,1.89986,4.4022125
1,4.75,573.609,7.094624,3.92582772549999,0.3501424,19.302414,0.981714049999999,25.8928280275,0.4971445,100.5875,97.2886,3.8309,2.56620000000001,1.13373,325.7145,319.272,6.37931499999999,0.04251625,0.770219499999999,2.6163725,0.004614,2.70335,0.36832275,0.37669,1.6492875,4.3547475
1,5.25,574.47455,7.16650875,2.4348987525,0.38818345,14.63063185,2.11991125,22.18175255,1.22506375,100.6005,96.7676,3.88780000000001,2.61800000000003,1.10059625,326.58175,319.457,7.33652999999999,0.04348675,0.958695624999999,2.1289175,0.00238896287499999,1.98656275,0.385412925,0.28123235,1.1255144,4.27539875
1,5.75,578.82605,7.23411375,6.93523697499999,1.604247825,19.701280365,1.61657075,22.07063977,0.361549475,100.59835,96.900125,3.99185000000001,2.85475,1.0840225,328.16925,319.8145,8.72414499999999,0.033423875,0.534550999999999,1.841515,0.00237112554999999,1.6008535,0.317138225,0.233559275,1.019262075,3.56520625
