DOY2,HR2,CO2,FC,H2O,SC,G,H,LE,SH,SLE,PA,T_SONIC,TA,VPD,LW_IN,LW_OUT,NETRAD,SW_IN,SW_OUT,TS_1_1_1,TS_1_2_1,TS_2_1_1,TS_2_2_1,TAU,USTAR,WS
1,0.25,256.58849784,0.5922592553,20.39970403875,-6.414519942875,-34.76616324225,-81.899038721,3.1219114485,-4.71741276685,-15.6495926275,100.7232425,24.85862439,22.3883,4.16041805,359.67748,425.0028,-79.958299,-13.27902,-4.9070827,24.840625,26.141125,24.127875,25.799125,-0.7324032948,0.0419820185,0.32959918165
1,0.75,250.454734265,1.052888678375,20.8720340035,-1.6894654326,-35.22778480575,-72.31232747675,0.291075681775,-4.11842606485,-3.517109076125,100.6947125,24.83173293,21.991525,3.941896425,359.04815,423.87228,-79.7896478,-13.959517,-5.0372497,24.735375,26.078375,24.059125,25.733875,-0.685882034175,0.050878558575,0.387720887025
1,1.25,257.436828545,0.62666307145,20.970350972,-1.25127035775,-34.47062067325,-75.150076894,0.13567587705,-4.643043724475,-4.7790548344,100.6585575,24.5830016975,21.84775,3.68505675,358.8515,421.32187,-80.4518632,-13.74015,-4.726633,24.621,26.023375,23.81125,25.668625,-0.576942764,0.06377483875,0.228802973725
1,1.75,257.046620695,1.064934884725,20.34416642475,-1.3354226394,-33.53272807725,-77.451412722,-0.6557963117,-4.764084361525,-4.740273160975,100.639495,24.043250685,21.46065,2.7945709,361.13779,419.46808,-82.3335902,-13.64048,-4.7734666,24.4465,25.97475,23.636,25.594625,-0.61973206825,0.047350987725,0.309991984225
1,2.25,255.30758591,-1.7776121845,21.24321558925,-1.86658957065,-35.70293288975,-76.597300053,0.0744472981250001,-3.308796722675,-6.3200196143,100.6134075,23.9446827475,20.8629,2.86271715,359.74146,418.1962,-83.0555462,-13.935133,-4.8853833,24.191375,25.937,23.417,25.5145,-0.616464794475,0.05601536945,0.298057176875
1,2.75,258.87829765,-1.415514683725,20.95754149775,-4.520366015,-32.49759026,-81.10512071125,-0.43364487235,-3.539480419825,-6.99765069105,100.5940425,23.7204498925,20.5847,2.944363925,359.32208,419.12415,-81.0267324,-14.036736,-4.9881336,23.92675,25.878875,23.08125,25.394375,-0.6503650914,0.0571933645,0.546445543775
1,3.25,261.1342291875,-2.21353301435,20.13230661775,-2.4193983124,-39.750228973,-80.3065055485,-15.99920299,-3.6149111364,-11.77652167335,100.5889175,23.17069912,20.835925,2.63118995,359.94919,417.72099,-80.3080008,-13.481064,-4.798567,23.53575,25.86375,22.6145,25.279125,-0.5719204514,0.0452729081,0.4435309173
1,3.75,261.3726846525,-1.3950634565,19.84402392675,-2.0587614417,-36.59385727425,-80.014836726,0.843738575,-2.82653232085,-4.105463155075,100.6087725,22.92442892,20.817225,2.662579425,358.90552,417.5782,-79.3538112,-13.158683,-4.8370833,23.155875,25.821875,22.186,25.17,-0.5865258937,0.0508945983,0.2699645696
1,4.25,261.3776604,0.326799338400001,20.087702928,-2.565536342325,-34.866849473,-85.8218584025,-8.5852532425,-3.6624895234,-13.98862390215,100.624545,23.00594202,20.640875,2.3250949,362.52994,419.7521,-78.0400988,-12.9562,-4.7122163,22.93725,25.746875,21.94275,25.094125,-0.75785678765,0.0414175896,0.274711105425
1,4.75,263.19830977,-2.08981562755,19.0718128,-2.3861598395,-33.01058140625,-81.332433463,-1.33766692075,-3.1864868226,-13.78827092,100.640425,23.07061954,20.56015,2.178025525,359.02612,417.77254,-76.9851066,-13.2845,-4.6895333,22.698625,25.670625,21.72825,25.013875,-0.6789561485,0.049921057275,0.216200313275
