DOY2,HR2,FC,H,LE,USTAR,TA,PA,RH,VPD,WS,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,3.30082,-13.5597,3.342915,0.26494125,-3.17149999999998,98.0788,61.4311,0.785693,3.5411825,0.753165324928576,0.604271826009773,0.419201774779279
1,0.75,3.131845,-16.315325,2.419655,0.317403,-3.33424999999998,98.07415,62.46585,0.8134055,3.46908,0.737514067662441,0.579158872849238,0.412204086173972
1,1.25,3.54518,-17.232125,2.7287975,0.2940605,-3.26149999999998,98.066675,63.921725,0.77528425,3.3661825,0.689324306839676,0.554281533988774,0.397752786569149
1,1.75,3.53568,-21.1231,2.0781775,0.279208,-3.18549999999999,98.0731,64.079,0.7411405,3.558275,0.672634177123681,0.542165358462484,0.368125806070679
1,2.25,3.47798,-17.677625,2.934205,0.27874125,-3.18399999999997,98.0778,64.938225,0.780907,3.3591125,0.614839206622249,0.517383803380044,0.392385740846831
1,2.75,3.5134775,-19.4212,1.855835,0.25721925,-3.36749999999998,98.05255,66.397925,0.75856625,3.449875,0.624430328403022,0.511456878745991,0.33933954950657
1,3.25,3.44349,-22.8972,2.8995,0.2720095,-3.52724999999998,98.05505,67.80825,0.77189,3.30248,0.604863620992369,0.543518041702999,0.336203058641992
1,3.75,4.45057,-20.03025,2.730975,0.29138175,-3.52974999999998,98.036525,67.648575,0.76983425,3.4381325,0.621616284626095,0.519861713029478,0.380439461192926
1,4.25,4.203155,-20.74135,2.3812,0.24488275,-3.76049999999999,98.0119,68.23845,0.7695505,3.06423,0.634287001285696,0.49429177063764,0.366128985561292
1,4.75,4.24986,-18.74835,3.52296,0.2820175,-3.93349999999998,98.000075,69.043075,0.6953095,3.281875,0.587656362170954,0.519331065938767,0.39363584164483
1,5.25,4.13504,-20.9906,2.4237425,0.257692,-3.97999999999998,98.016575,69.6881,0.642651,3.19677,0.688669006127036,0.514887937919215,0.373146590525507
1,5.75,4.5151625,-22.0002,3.23872,0.2596185,-4.04349999999997,98.007075,69.2834,0.65719,3.203835,0.661434991761094,0.554348025483463,0.334047329687785
1,6.25,4.29477,-14.9886,2.37611,0.23106825,-4.33974999999997,98.0153,69.4949,0.65435575,3.07527,0.58433894273786,0.528738120433925,0.345758586299748
1,6.75,5.245285,-17.4052,1.7930525,0.235066,-4.48124999999997,98.017025,69.84345,0.63675025,3.0073775,0.572600209570342,0.485796149725943,0.357960347411449
1,7.25,4.77075,-18.4524,2.303525,0.264675,-4.46199999999996,98.0492,70.5375,0.646171,3.23218,0.604867482594641,0.5261168926543,0.35689222317146
1,7.75,5.192615,-17.3475,1.613315,0.28147825,-4.60749999999999,98.095375,70.303725,0.6805415,3.242955,0.615150566055103,0.496719430495114,0.383985182652685
1,8.25,4.78292,-13.570225,1.91148,0.2831315,-4.54099999999997,98.0873,70.681475,0.664622,2.97094,0.664850854041492,0.509173926973111,0.368304246748327
1,8.75,5.3999625,-9.711205,3.73475,0.26251,-4.42649999999998,98.09375,70.3509,0.69863475,2.62331,0.619256114356917,0.51145758277322,0.362920287694397
1,9.25,3.8622825,3.13895,6.333275,0.280096,-4.15199999999999,98.112625,68.9299,0.703946,2.450095,0.641418882982108,0.489629064346655,0.370217464227497
1,9.75,3.563475,7.1414775,8.881445,0.3033185,-4.14099999999996,98.1504,65.8287,0.846179,2.62647,0.696933018216695,0.564915141524181,0.405317996549486
1,10.25,2.4576675,15.8846,11.4963,0.33200825,-3.94799999999998,98.1331,65.10015,0.9839275,2.7357775,0.680004844424196,0.596836225905788,0.450342856194379
1,10.75,1.80566,21.9752,11.42855,0.3394035,-3.62474999999999,98.119675,62.132675,1.1237825,2.698345,0.76522218995531,0.722840231309796,0.486858214733249
1,11.25,0.1458695,21.7071,14.1734,0.332497,-2.95624999999998,98.1046,57.6361,1.1612325,2.70934,0.813608013726512,0.72711257429582,0.511377795749367
