DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,423.618,3.11325,417.60775,3.4685,2082.775,423.254,3.28525,417.2115,3.39775,2148.6045,423.642,3.072,417.158,3.265,2075.34,424.243,3.2255,420.045,3.78675,2079.829,2.337,-0.07,0.162,418.4,3.63925,0.147,-0.042,0.145,-0.497,-0.55475,0.09,-26.819,-3.0235,0.34,1.94,1.4,0.4,-0.75825,-0.5625,-1.0615,-1.741,-2.761,95.294,53.605,1.11525,-1.6575,-1.13,-1.6175,0.5,-4.02,1.6,-0.29,237.2,306.7,-79.07,237.775,306.25,-0.02,-0.1875,0,-0.39,-0.06,-0.21,-0.08,-0.13,1.39875,2.93675,4.998,6.3135,6.8585,1.8565,3.0605,5.3585,6.013,6.662,1.87525,3.314,5.06225,6.063,6.576,1.194,2.514,4.8255,5.745,6.478,1.62875,3.46325,5.05,6.046,6.23825,-22.598,-23.906,-24.698
1,0.75,423.91775,3.1465,417.23075,3.613,2077.106,423.11,3.305,417.345,2.896,2133.14125,423.496,2.997,416.8775,3.056,2079.04025,424.49525,3.23975,421.891,3.9285,2078.08425,2.388,-0.153,0.17575,418.66525,3.708,0.1395,-0.0685,0.0785,-0.56825,-0.762,0.085,-25.943,-2.864,0.34775,1.8125,1.2975,0.37,-0.96025,-0.909,-1.3405,-2.1335,-3.183,95.289,54.405,1.1135,-1.835,-0.98,-1.99,0.4,-3.95,1.7,-0.26,236.5,306.4,-78.61,237.675,304.65,-0.01,-0.19,0,-0.39,-0.05,-0.2225,-0.08,-0.13,1.35575,2.875,4.999,6.2835,6.85825,1.69525,2.95775,5.28825,6.002,6.66025,1.76925,3.1655,5.0305,6.0345,6.5755,1.09,2.4,4.7715,5.715,6.482,1.52825,3.35025,5.0455,6.02675,6.24125,-22.833,-24.03225,-24.8575
1,1.25,423.34,3.207,418.12975,3.3095,2080.02975,423.18875,3.29425,419.7475,2.78575,2125.841,423.441,3.1965,419.23425,3.0135,2085.128,423.7575,3.30875,421.747,3.675,2081.292,2.169,-0.25825,0.168,418.798,3.81075,0.12125,-0.0405,0.0685,-0.93725,-0.8805,0.094,-25.2835,-2.7295,0.325,1.695,1.24,0.3225,-1.16975,-0.88625,-1.51475,-2.226,-2.777,95.264,55.94,1.009,-1.81,-1.1525,-1.78,0.4,-3.9225,1.3,-0.1975,235.85,306.225,-77.8725,236.925,303.55,-0.0175,-0.19,0,-0.41,-0.06,-0.2125,-0.08,-0.14,1.2785,2.781,4.9555,6.2525,6.85275,1.593,2.866,5.238,5.9975,6.671,1.64575,3.028,4.989,6.00525,6.58325,1.027,2.33,4.686,5.703,6.483,1.448,3.26525,5.035,6.021,6.24,-23.3395,-24.038,-25.41275
1,1.75,423.504,3.11,417.734,3.4935,2082.431,423.061,3.276,418.7205,3.4365,2134.5885,423.253,3.144,417.46725,3.1865,2082.22875,424.079,3.13275,420.881,3.65675,2066.747,2.1275,-0.2405,0.165,418.6635,3.753,0.17175,-0.0385,0.1695,-0.398,-0.9475,0.087,-26.60475,-3.4545,0.3465,1.6225,1.23,0.36,-1.20725,-0.834,-1.484,-2.47775,-3.394,95.2505,56.7575,0.99275,-1.885,-1.6175,-1.9425,0.3,-3.9,1.225,-0.2175,234.475,304.55,-78.015,236.1,302.625,-0.02,-0.18,0,-0.3975,-0.06,-0.22,-0.0825,-0.15,1.174,2.68725,4.859,6.22425,6.854,1.484,2.803,5.179,5.99,6.675,1.5495,2.921,4.91825,5.97825,6.59225,0.977,2.234,4.603,5.667,6.482,1.3595,3.209,5.00825,6.01675,6.2365,-23.27675,-24.591,-25.515
1,2.25,423.6275,3.094,419.20675,3.542,2102.8775,422.90775,3.3935,421.389,3.55525,2156.779,423.15,3.152,419.57075,2.825,2081.3725,423.44825,3.166,419.98325,3.602,2079.053,2.25575,-0.51225,0.17775,418.9845,3.662,0.14825,-0.05825,0.16475,-0.62425,-0.7435,0.09375,-26.4475,-2.3645,0.32875,1.6125,1.2,0.34,-1.35375,-1.14675,-1.614,-2.34125,-3.495,95.223,57.4225,0.86,-1.96,-1.495,-2.24,0.4,-3.8575,1.4,-0.2375,233.25,303.5,-76.7625,234.825,301.925,-0.0175,-0.19,0,-0.39,-0.05,-0.21,-0.08,-0.1375,1.14675,2.6005,4.82825,6.1945,6.853,1.4255,2.687,5.114,5.981,6.676,1.566,2.81025,4.8505,5.971,6.59825,0.959,2.19,4.531,5.624,6.488,1.3215,3.084,4.97475,5.99525,6.23125,-23.422,-24.18725,-25.488
1,2.75,423.683,3.082,419.4345,3.5165,2113.438,422.627,3.24,424.372,2.6975,2160.382,423.4345,3.1055,417.362,3.3115,2081.18875,423.99725,3.1575,423.832,3.981,2089.70375,2.05475,-0.80975,0.16975,418.735,3.6075,0.1165,-0.05725,0.099,-0.60675,-0.56625,0.0955,-26.3435,-2.5885,0.35025,1.77,1.315,0.35,-1.684,-1.4375,-1.89275,-2.656,-3.677,95.2025,58.2025,0.81075,-2.22,-1.51,-2.25,0.4,-3.83,1.425,-0.22,232.525,303.5,-77.15,234.575,301.6,-0.01,-0.1875,0,-0.4,-0.05,-0.22,-0.08,-0.14,1.067,2.5395,4.76725,6.16425,6.848,1.403,2.584,5.079,5.972,6.678,1.47575,2.70675,4.8285,5.95475,6.6055,0.86525,2.126,4.45925,5.61825,6.4755,1.16625,3.0155,4.93775,5.96875,6.224,-24.095,-24.75025,-26.515
1,3.25,424.3885,3.0745,418.7465,2.965,2105.7595,423.816,3.44,418.87075,2.7545,2136.808,424.301,3.1,419.762,2.80075,2077.31725,424.725,3.139,424.059,3.66725,2099.01025,2.157,-0.889,0.1665,418.55175,3.614,0.1635,-0.088,0.1955,-0.665,-0.6235,0.102,-26.46875,-2.6185,0.3345,1.7225,1.305,0.3625,-1.725,-1.33875,-2.1425,-2.61475,-3.928,95.2125,59.45,0.879,-2.4,-1.6475,-2.43,0.4,-3.82,1.525,-0.24,232.1,304.2,-76.6675,234.575,301.975,-0.01,-0.19,0,-0.41,-0.06,-0.22,-0.08,-0.14,0.985,2.448,4.75525,6.149,6.8505,1.3075,2.5005,5.003,5.952,6.678,1.365,2.611,4.76075,5.942,6.599,0.7375,2.029,4.3755,5.60575,6.462,1.079,2.838,4.89725,5.9475,6.213,-23.362,-24.391,-25.049
1,3.75,423.90325,3.0225,417.96,3.38025,2116.517,422.642,3.087,418.392,3.3505,2114.21275,423.73175,2.8845,416.887,3.331,2091.61975,424.3425,2.948,419.6385,3.2095,2096.071,2.404,-1.073,0.181,419.065,3.5985,0.169,-0.0885,0.1205,-1.145,-0.733,0.095,-28.828,-2.85175,0.379,1.7075,1.29,0.3825,-2.02125,-1.56975,-2.216,-2.77675,-3.813,95.2085,60.17,0.8825,-2.57,-1.6925,-2.35,0.3,-3.8075,1.45,-0.2275,232.9,302.925,-75.9725,234.2,300.75,-0.01,-0.19,0,-0.41,-0.05,-0.22,-0.08,-0.14,0.899,2.38225,4.673,6.12575,6.8515,1.1855,2.434,4.9755,5.928,6.677,1.28475,2.548,4.695,5.925,6.58975,0.6415,1.999,4.3035,5.59025,6.44275,1.0435,2.78275,4.85275,5.9275,6.20175,-23.884,-25.04275,-24.4
1,4.25,424.077,3.1355,418.3405,3.662,2098.5305,422.919,3.4125,417.87775,3.852,2120.25425,424.029,3.102,418.2055,2.789,2095.288,424.7285,3.13525,421.08,3.69,2087.39125,2.1085,-1.3845,0.17425,419.07875,3.592,0.1255,-0.07975,0.1275,-0.74,-0.79875,0.103,-30.654,-2.5485,0.3425,1.685,1.28,0.3825,-2.17125,-1.72925,-2.36075,-2.81,-4.136,95.197,60.8225,0.88575,-2.6375,-2.085,-2.9725,0.3,-3.76,1.4,-0.1975,232,301.45,-75.735,233.95,298.625,-0.02,-0.19,0,-0.41,-0.05,-0.22,-0.09,-0.15,0.86775,2.35825,4.61825,6.10375,6.851,1.07575,2.36,4.92625,5.91,6.675,1.14825,2.526,4.638,5.9055,6.57775,0.5225,1.93775,4.23075,5.572,6.422,0.952,2.731,4.81725,5.90375,6.1885,-24.492,-25.311,-24.68425
1,4.75,424.3085,2.9815,417.867,3.624,2120.88,423.114,3.42,418.139,2.7435,2110.717,424.732,3.032,417.171,3.017,2107.63425,424.538,3.08175,420.27825,3.9345,2102.11,2.20375,-1.519,0.17575,419.1205,3.582,0.159,-0.072,0.0445,-0.966,-0.611,0.097,-33.71475,-2.4915,0.345,1.65,1.3,0.39,-2.25725,-1.80825,-2.51525,-3.2745,-3.926,95.192,59.81,0.774,-2.7575,-2.26,-2.9175,0.3,-3.735,1.2,-0.15,231.5,300.225,-76.4575,232.025,298.075,-0.02,-0.19,0,-0.4075,-0.06,-0.22,-0.09,-0.14,0.8015,2.29825,4.56475,6.08025,6.84925,0.9555,2.30025,4.879,5.89875,6.66825,1.14125,2.4435,4.6025,5.88225,6.56625,0.442,1.8915,4.182,5.53175,6.4095,0.88625,2.63675,4.792,5.8825,6.174,-24.1085,-25.663,-25.231
