DOY2,HR2,USTAR,TA,WS,FC,SC,H,LE,SLE,G,TS,RH,PA,CO2,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,TAU,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA
1,0.25,0.66055642225,5.08365,11.83146797625,1.46813626745,8.58786681759998,-1.05074209225,43.1215416495,2.61621510695,-0.920880000000001,0.8046,98.9155,80.13995216825,708.7906448675,3.07797499999999,0.24085,2.952425,301.52,310.4175,9.379626365725,-0.0038786709,1.983401961025,2.30944087775,1.0657475139,5.66176939034999,0.659738787799999
1,0.75,0.6507634812,5.0539,11.353869524,2.206936282,2.0226760622,2.33624265190001,66.6788158855,1.81229964915,-0.870085000000001,0.801175,98.726,80.120718488,644.86637677,3.42409999999999,0.0188999999999997,3.092,301.53,310.175,9.59920432575,-0.0022334362,2.0516418252,2.3672609654,1.0072993656,5.66201919,0.64387786
1,1.25,0.71711411495,5.0052,12.74351794775,2.2444287338,0.449128772324999,2.9646288478,46.9054807299999,1.7851148611,-0.994715000000001,0.79995,98.747,80.11591660775,659.378344205,0.415299999999999,0.000549999999999969,2.7831,303.41,310.605,10.730052574,-0.00151469875,2.4694398421,2.48448478675,1.12462581905,5.454791724225,0.59455723815
1,1.75,0.6937495075,5.169,11.643523145,1.069498212,8.001719905625,10.1443963588,56.27832164,3.40993706295,-1.18475,0.796875,98.889,80.127329499,715.47442494,1.0312,0.19435,2.828625,304.955,310.9975,9.514761178,-0.00575452040000002,2.4754906791,2.502536119,1.2125344159,5.4164130254,0.661829264
1,2.25,0.6548177538,4.9316,11.293005543,1.17253242615,4.98921095387501,4.21668488125,59.3923531479999,2.001104256,-1.2742,0.794725,98.8945,80.120267853,719.29186552,-0.464175000000001,0.0493499999999984,3.4237,305.735,311.335,9.459904659625,-0.00641864850000002,2.2355836601,2.5598499756,1.23222442,5.1783054325,0.699548724599998
1,2.75,0.6841904146,4.81415,11.465829948,2.935418947275,1.7159136562,7.523046830725,57.519267128,1.772729056575,-1.05275,0.7976,98.9005,80.12881552,543.000446435,-0.0287750000000015,0.1962,3.3126,306.0525,311.4775,9.4357765069,-0.0036469368,2.271388088,2.4290026254,1.2822175344,5.2664852998,0.6483108032
1,3.25,0.7474448194,4.8795,11.698801356,1.1522576342,1.4470994918,0.041639553,63.696947779,3.874890563625,-0.992170000000002,0.80225,98.8965,80.127173228,533.2176294225,-0.506925,0.2367,2.94265,302.855,311.2775,9.4428272583,-0.0021823436,2.3711804288,2.508301937,1.4033432358,5.3230059372,0.5519677486
1,3.75,0.7853525492,4.7841,12.56418213,3.0556208435,5.999158695,9.1183145525,78.546074244,1.60268430625,-0.866780000000001,0.798725,98.895,80.118872838,612.77179807,-0.39005,0.2284,2.854125,303.8475,311.025,9.56025743335,-0.0031860728,2.6797862018,2.612854151,1.3751269994,5.2636983882,0.6404172756
1,4.25,0.725386813325,4.63895,12.264638396,0.9578234245,10.174784798025,5.083131099775,396.7551612,1.5198826262,-1.15425,0.802125,98.884,80.098023008,604.53919458,0.0318749999999995,0.1459,3.183675,305.5625,312.745,10.280362272,-0.0066233171,2.433411816675,2.689312650175,1.42260899055,5.16804380505,0.70960294395
1,4.75,0.6993957951,4.76715,12.1654203455,1.5200135406,8.77902888184997,3.92318450325,121.368175279,1.904776879,-1.16627500000001,0.8067,98.906,80.104423742,657.9781587,-0.425575,0.0322999999999982,3.44195,302.11,312.46,14.72769231875,-0.002488686775,2.490528391825,2.804428477325,1.432804893375,5.1144079558,0.628710468674999
1,5.25,0.67950841335,4.45555,11.568388048,1.4523501626,7.0233834379,2.36394574045,92.9369953959999,2.02065825105,-0.830300000000001,0.815,98.7995,80.119175766,724.41112334,-0.0689250000000001,0.12685,3.715075,301.5575,311.8975,11.5843977815,-0.002625150625,2.448859839275,2.8288625335,1.3942981125,4.897919333875,0.489340749124999
