DOY2,HR2,CO2,H2O,CH4,FC,FCH4,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,534.542866425,12.976129525,3386.89880875,6.5146588,68.9760365,3.400155475,12.05187335,30.215378,7.64190565,0.839975525,0.0105085,1.369284025,0.832390349999999,102.8828,99.9,12.618,4.42374159999999,21.60741095,0.989465749999999,11.97,12.122,12.222,12.698,12.868,11.954,11.96,12.138,12.714,12.92,11.744,11.92,12.096,12.786,12.954,-0.800061400000001,0,0,-0.0914288000000013,2.217742,366.6745446,370.753342
1,0.75,519.12188075,13.09276815,3507.8570061,5.483882075,89.469056725,2.88403450000001,9.35358144999996,32.0383736,7.31555635,0.757209274999987,0.00953175,1.474902875,0.837409224999994,102.882,99.9,12.786,4.2925396,21.919479825,1.085041875,11.97,12.092,12.12,12.67,12.872,11.93,11.918,12.072,12.678,12.918,11.716,11.854,12.046,12.742,12.97,-0.155611000000004,0,0,-0.171429,2.4092744,366.612622,370.0531738
1,1.25,520.8554228,12.926115375,3591.836119475,5.1863541,73.8075865999999,3.373468675,8.7868344,34.797842825,7.22049285,0.832500374999998,0.00999779999999998,1.81637889999999,0.854819874999995,102.876,99.9,12.662,4.1401948,21.734856225,1.030501875,11.904,12.052,12.094,12.644,12.882,11.928,11.896,12.054,12.636,12.912,11.634,11.808,12.036,12.716,12.964,-0.663006000000009,0,0,-0.125714600000003,2.17741939999999,367.5528736,369.7064244
1,1.75,516.338555575,12.567675275,3770.46644345,6.5084712,81.0930293499999,4.15631190000001,8.4725279,28.2766551,7.442298675,0.773534,0.007868125,1.747019475,0.855073724999999,102.8736,99.9,12.418,3.77397199999999,21.67415445,0.865525899999998,11.832,12.006,12.074,12.622,12.886,11.884,11.878,12.058,12.598,12.91,11.586,11.764,12.022,12.684,12.962,-0.609237000000002,0,0,-0.148571800000001,2.4395162,365.4188862,369.4361148
1,2.25,524.8072921,12.7416638,3559.0611869,5.99971685,102.255982125,4.0154554,8.253313825,36.130453525,7.67612637499999,0.730195725,0.01020265,1.720593425,0.781329425,102.881875,99.9,12.3,4.067347,21.7418263,0.883355,11.6275,11.95,12.0475,12.59875,12.89375,11.8075,11.8275,12.0275,12.5475,12.91125,11.60625,11.64875,11.96625,12.65375,12.95875,-0.57238625,0,0,-0.171429,2.368952,365.93615075,369.280904125
1,2.75,526.209196425,12.49839705,3723.73151455,5.8325694,109.878821725,3.75798879999999,7.32790604999999,36.533580575,8.059184525,0.687745175,0.009533875,1.471786775,0.7851394,102.8875,99.9,12.2375,4.362391,21.376221925,1.00294625,11.63125,11.86,12.02125,12.5675,12.8975,11.7825,11.7475,11.9875,12.49625,12.905,11.66875,11.625,11.915,12.60875,12.965,-0.095122,0,0,-0.035714375,2.167339,365.8045955,368.79610375
1,3.25,520.114479625,12.429303375,3781.8151481,6.82493125,109.051355075,3.327003,13.499450875,41.820450625,7.7650873,0.764535599999998,0.00799192499999999,1.744877,0.820268899999998,102.906375,99.9,12.38,4.112101875,21.3446778,0.99389425,11.65625,11.765,12.005,12.53125,12.895,11.76375,11.7475,11.94,12.445,12.90375,11.72125,11.62,11.86,12.5675,12.9675,-0.0185755,0,0,0.04285725,2.268145,365.84045225,368.22965475
1,3.75,520.85169385,12.7011952,3814.36415275,5.91070515,89.0015665,2.30317219999999,10.220844425,42.27962175,7.54726407499999,0.821303574999999,0.0094496,1.4600398,0.797325624999996,102.91,99.9,12.31875,3.69143775,21.3307206,0.880885025,11.6375,11.7175,11.985,12.4925,12.895,11.7025,11.7175,11.855,12.38625,12.9125,11.57875,11.525,11.77875,12.52625,12.97375,-0.114427875,0,0,0.135714625,2.236643125,364.833866,367.2769135
1,4.25,531.51902065,13.00044735,3845.5662056,6.062491075,48.8383068,1.79041899999998,7.76591515,39.2473077,7.38075865,0.61284535,0.008043375,1.41796815,0.753107999999997,102.89375,99.9,12.0275,3.684842,20.993795625,0.863279625,11.66125,11.68,11.92625,12.46,12.8925,11.64,11.6475,11.80375,12.33,12.9175,11.54,11.5725,11.7225,12.49125,12.9675,-0.2882285,0,0,0,2.3374495,364.4601825,366.033072375
1,4.75,524.7387488,12.7694309,3876.7722524,5.274191625,50.426440725,1.59125099999999,12.8526884,36.6580036,7.326181725,0.6301213,0.008521,1.19256045,0.684694074999999,102.89,99.9,11.95,3.754511875,20.7929794,1.12692975,11.69125,11.6725,11.87875,12.425,12.88875,11.6925,11.6575,11.8025,12.27875,12.905,11.5275,11.61,11.72125,12.45125,12.9675,-0.32648575,0,0,-0.035714375,2.05393125,363.505455375,365.7251315
