DOY2,HR2,USTAR,TA,WS,NEE,FC,H,LE,TS_1_1_1,TS_1_2_1,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,SC,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TA_1_2_1,TA_1_3_1,RH_1_2_1,RH_1_3_1
1,0.25,0.7043575,-1.77505,3.720825,0.876845,0.738,-4.047,1.132684487,1.185,1.075,90,98.8553133325,424.03,-8.41955,0.017,-0.319875,0.88153,290.8935,308.89,4.7111,0.32179,1.5083,1.825,2.6833,3.299983,5.5,7.1,-1.44085,-0.9347475,96.425,95.48325
1,0.75,0.679265,-1.92,3.5725,0.8401875,0.7435,-4.25985,0.9958875,1.191,1.092,90.273,98.8215058325,424.2,-8.371,0.017,-0.293,0.9356125,292.14,308.1775,4.6775,0.28696,1.5167,1.8333,2.725,3.4251665,5.533,7.15,-1.62555,-0.8964175,96.8664166675,95.5835
1,1.25,0.6975,-1.96715,3.6791,0.8078525,0.766,-2.8491,1.2669,1.1895,1.096,90.55575,98.82175,424.25,-7.95035,0.017,-0.298475,0.863875,291.98,308.33,4.6252,0.26131,1.5167,1.8333,2.7,3.458333,5.55,7.167,-1.70915,-0.9991725,96.9919166675,94.85
1,1.75,0.69231,-2.066825,3.6981,0.89429,0.80016,-3.462,1.205,1.1905,1.1,90.32375,98.8293508325,424.16,-7.548,0.017,-0.27037,1.06175,291.115,307.78325,4.6863,0.321965,1.5167,1.8417,2.7,3.4331665,5.533,7.15,-1.617,-1.041025,96.7333333325,95.12475
1,2.25,0.69698,-2.0762,3.709,0.892075,0.760025,-3.902075,1.1696,1.186,1.1,90.51475,98.83,424.32,-7.340925,0.017,-0.237,1.0053,289.26,308.53425,4.678,0.30427,1.5167,1.8417,2.7167,3.4165,5.5667,7.1333,-1.6144,-0.8825775,96.9582499975,95.342
1,2.75,0.6652925,-1.87695,3.7,0.86878,0.75624,-3.3195,1.325725,1.1745,1.096,90.391,98.86725,424.65,-7.919725,0.017,-0.286,0.995495,289.6865,307.245,4.62,0.309905,1.5083,1.8333,2.725,3.4165,5.533,7.133075,-1.50710833325,-0.7217475,96.7835,94.54975
1,3.25,0.690375,-1.9924,3.6866,0.88973,0.721985,-3.40245,0.9209675,1.1695,1.1,90.6377875025,98.8644958325,424.46,-7.292,0.017,-0.27,0.96127,290.924,307.92,4.5783,0.2864375,1.5167,1.8333,2.725,3.42515,5.533,7.15,-1.449,-0.5824175,96.825,94.508
1,3.75,0.68531,-2.044725,3.683,0.904731443,0.73947,-2.822575,1.296,1.174,1.1,90.4905,98.8475,424.545,-6.739125,0.017,-0.268,0.9467575,291.555,307.135,4.581525,0.27246,1.5083,1.8333,2.7083,3.4165,5.533,7.15,-1.508325,-0.432165,96.35025,94.7165
1,4.25,0.6877,-2.061,3.7298,0.8633325,0.744,-2.905,1.028,1.164,1.1,90.41525,98.842,424.5675,-7.3556,0.017,-0.281,0.95981,291.17,307.33,4.58315,0.2880675,1.5167,1.8333,2.7333,3.4,5.55,7.1333,-1.576975,-0.68825,96.10825,94.217
1,4.75,0.65795,-2.1141,3.575525,0.851095,0.75414904125,-2.602,0.87785,1.172,1.096,90.65925,98.85125,424.685,-7.5523,0.017,-0.26278,0.828,291,306.195,4.56995,0.2894025,1.5167,1.8333,2.6916665,3.4165,5.533,7.166666,-1.5805,-0.9105025,96.117,94.52525
