DOY2,HR2,USTAR_1_1_1,TA_1_1_1,WS_1_1_1,FC_1_1_1,H_1_1_1,LE_1_1_1,TS_1,RH_1_1_1,CO2_1_1_1,PPFD_IN_1_1_1,H2O_1_1_1,T_SONIC_1_1_1,VPD_1_1_1,TA_1_1_2,PPFD_OUT_2_1_1,PPFD_IN_2_1_1,PPFD_IN_2_3_1,NETRAD_2_1_1,SW_OUT_2_1_1,SW_IN_2_1_1,LW_OUT_2_1_1,LW_IN_2_1_1,TA_2_2_1,RH_2_2_1,TA_2_3_1,RH_2_3_1,TA_2_4_1,WS_2_1_1,CO2_2_1_1,H2O_2_1_1,WS_2_2_1,USTAR_2_1_1,H_2_1_1,LE_2_1_1,FC_2_1_1,T_SONIC_2_1_1,TA_2_1_1,RH_2_1_1,VPD_2_1_1,PPFD_IN_2_2_1,TA_2_1_2
1,0.25,0.25,-9.81,1.3,0.07,-47.6925,-1,1.3,66.8375,394.5,0,2,-9.4,0,-9.44,-0.2,-0.1,-0.1,-89.8,0.2675,-3.4625,273.75,192.3425,-9.575,68.525,-9.66,70.125,-5.83,1.775,416.75,1.96,1.7825,0.302,-48.28,-1.455,0.2235,-10.05,-9.32,67.425,0.300825,-0.1025,-5.875
1,0.75,0.26345,-9.9,1.3575,0.1,-48.0475,-0.7,1.3,67.7,394.55,0,1.9,-9.45,0,-9.35,-0.2,-0.1,-0.1,-86.9,0.2375,-3.425,272.975,191.8625,-9.655,68.9,-9.6925,69.875,-5.79,1.8125,416.9,1.89,1.87,0.303175,-47.415,-1.5665,0.2089,-9.9,-9.325,67.4,0.297175,-0.1025,-5.35
1,1.25,0.26,-10.05,1.3825,0.1,-48.036,-0.975,1.325,67.63,394.325,0,1.9,-9.5,0,-9.4,-0.2,-0.1,-0.1,-88.1,0.2175,-3.4575,272.21,191.81,-9.925,69.7,-9.925,70.575,-5.97,1.7825,416.45,1.895,1.9625,0.3194,-50,-1.19925,0.1732,-9.9,-9.375,68.65,0.26458,-0.1,-5.175
1,1.75,0.27,-10.2,1.3425,0.1,-44.18,-0.7,1.3,69.1,394.325,0,1.9,-9.45,0,-9.35,-0.2,-0.1,-0.1,-86.1,0.2,-3.4425,272.75,190,-9.945,70.975,-10.1,71.625,-6.1,1.7675,416.7,1.895,1.82,0.3125,-46.51,-1.198,0.2225,-10.3,-9.5025,69.55,0.2573,-0.1,-4.8
1,2.25,0.28,-10.045,1.38,0.1,-46.75,-0.6,1.3,69.2375,394.425,0,1.9,-9.7,0,-9.855,-0.2,-0.1,-0.1,-87.4,0.2295,-3.4625,270.75,189.8575,-10.45,71.125,-10.325,72,-6.4,1.66,416.6,1.93,1.765,0.2939,-48.39,-1.20275,0.2351,-10.575,-9.725,69.725,0.251155,-0.1,-4.35
1,2.75,0.26,-10.4,1.35,0.1,-45.725,-0.675,1.3,69.33,394.5,0,1.9,-9.7,0,-9.85,-0.2,-0.1,-0.1,-90,0.2175,-3.5,270.75,190.7525,-10.7,72,-10.525,72.7,-6.46,1.6375,416.1,1.8675,1.6925,0.295,-46.63,-1.043,0.1674,-10.775,-9.9,71,0.2376975,-0.1,-4.1
1,3.25,0.28,-10.6225,1.36,0.0957685,-45.8,-0.8,1.3,70.585,394.5,0,1.9,-9.725,0,-10.055,-0.2,-0.1,-0.1,-89.5,0.2,-3.44,270.0075,190.75,-10.525,72.6,-10.425,74.35,-6.5225,1.7425,416.05,1.87,1.85,0.31,-49.4425,-1.464,0.2391,-10.7,-10.2,70.8,0.2053,-0.1,-4.375
1,3.75,0.27,-10.8,1.38,0.07,-50.6825,-0.70719,1.3,72.1,394.35,0,1.9,-10.05,0,-10.06,-0.2,-0.1,-0.1,-87.9,0.215,-3.365,269.975,189.9525,-10.625,72.875,-10.6,74.65,-6.675,1.8975,415.6,1.8775,1.935,0.325,-48.09,-1.53525,0.241225,-11.175,-10.325,71.575,0.20717,-0.1,-4.375
1,4.25,0.26,-10.845,1.39,0.0425965,-46.015,-0.8,1.3,70.825,394.6,0,1.9,-10.2,0,-10.325,-0.2,-0.1,-0.1,-87.7,0.2,-3.3825,269,190,-10.925,73.2,-10.725,75,-6.7225,1.7375,415.175,1.885,1.82,0.274,-44.47,-1.279,0.2223,-11.2,-10.6,71.9,0.22082,-0.1,-4.475
1,4.75,0.2425,-11,1.34,0.005,-51.7,-1,1.3,71.45,394.525,0,1.9,-10.7,0,-10.485,-0.2,-0.1,-0.1,-88.1,0.20075,-3.415,268.35,190,-11.025,73.65,-10.9,75.475,-6.58,1.7625,415,1.94,1.87,0.2705,-41.83,-1.325,0.14465,-10.95,-10.8,71.8,0.197325,-0.1,-4.775
1,5.25,0.26,-11,1.28,0.02,-49.05,-0.577735,1.3,72.05,394.7,0,1.855,-10.65,0,-10.495,-0.2,-0.1,-0.1,-88,0.2,-3.3925,268.75,190.75,-11.0125,74,-10.9,75.575,-6.92,1.6675,415.4,1.9825,1.7,0.272,-44.7,-1.5175,0.194025,-10.975,-10.74,72.125,0.197125,-0.1,-4.675
1,5.75,0.24,-11.2,1.305,0.034598,-47.375,-0.6,1.3,71.975,394.8,0,1.885,-10.85,0,-10.315,-0.2,-0.1,-0.1,-87.5,0.2,-3.34,268.4825,191.75,-11.05,73.525,-10.925,75.275,-7.1525,1.74,415.4,2.0075,1.7925,0.3164,-44.84,-1.226,0.19025,-11,-10.77,72.675,0.2217125,-0.1,-4.6
1,6.25,0.24,-11.6,1.3475,0.06254,-48.2025,-0.975,1.3,72.2,394.8,0,1.9,-10.85,0,-10.45,-0.2,-0.1,-0.1,-87.6,0.215,-3.45,268.09,191.75,-11.0625,73.5,-10.9925,76.125,-7.18,1.6875,415.4,1.97,1.7675,0.303,-43.6,-1.256,0.190925,-11.3,-10.77,73.15,0.19584,-0.1,-4.55
1,6.75,0.255,-11.7,1.385,0.0161405,-50.08,-0.9289875,1.3,72.775,395.2,0,1.9,-10.75,0,-10.55,-0.16,0,-0.0425,-84.5,0.1895,-3.1125,268,191.75,-11.1,75.425,-11.075,76.85,-7.2325,1.6275,415.525,1.97,1.68,0.2833,-43.4175,-1.264,0.184,-11.3,-10.7125,74.075,0.1953175,-0.1,-4.7
1,7.25,0.24,-11.5,1.31,0.08,-45.4075,-0.725,1.3,73.1,395.05,3,1.89,-10.7,0,-10.6,0.1,4.45,0.4,-74.09,0.446,1.295,267,191,-11.425,75.075,-11.4,76.575,-7.4925,1.7075,415.7,1.99,1.7275,0.279675,-43.69,-1.124,0.17,-11.325,-10.6925,73.675,0.179175,1.725,-4.675
1,7.75,0.26,-11.2,1.305,0.01,-32.33,-0.5,1.3,69.95,395.05,21,1.9,-10.6,0,-10,1.1,26.7,2.3,-39,1.6975,13.875,269,190.75,-11.12,73.625,-11.125,74.6,-7.2725,1.5775,415.625,1.95,1.5875,0.30675,-31.5475,-0.988075,0.1607,-11.1,-10.55,72.525,0.197475,10.425,-4.3
1,8.25,0.33,-10.7075,1.43,0,-12.9505,0,1.3,66.8975,394.7,58,1.86,-10.3,0,-9.5,2.95,65.625,5,7,4.0475,34.6,271.36,190.5,-10.555,72.325,-10.525,73.225,-7.0925,1.6975,415.875,1.94,1.68,0.3557,-10.7,-0.3791,0.213425,-10.9,-10.3225,71.175,0.1957375,25.25,-3.8
1,8.75,0.3341,-10.34,1.4575,-0.1,1.469275,0.69103,1.3,64.3425,394.6,99,1.9,-10,0,-8.865,4.95,118.95,8.35,33.5,7.0025,62.375,275,193.075,-9.955,69.325,-10.0575,71.875,-6.46,1.8175,416.3,1.9625,1.82,0.389,1.555,0.719875,0.223875,-10.225,-9.95,69.225,0.21123,38.28,-3.45
1,9.25,0.3742,-9.8,1.5425,-0.18,11.8115,1.9,1.225,61.92,394.55,137,1.9,-9.4,0,-8.46,7.18,147.625,11.5675,56.45,9.105,85.625,277.75,192.975,-9.52,67.475,-9.44,69.4,-6.1925,2.07,416.2,1.9575,2.02,0.44055,13.82,1.447,0.1883,-9.7,-9.45,67.95,0.2551,48.4575,-3.05
1,9.75,0.41,-9.105,1.585,-0.2835925,28.56,2.4485,1.2,59.26,394.15,190,1.9,-8.6,0,-7.8,9.7,202.25,14.35,77.4,11.825,107.5375,280,194.75,-8.8625,64.35,-8.8375,66.175,-5.54,2.0975,415.075,1.915,2.05,0.45675,31.78,1.9725,0.119975,-9.3,-9,64.825,0.29171,72.8,-2.625
1,10.25,0.4525,-8.485,1.59,-0.315,41.835,3.8,1.2,56.7075,394.225,241.75,1.9,-7.8,0,-7.375,12.2,270.9,15.525,100.975,14.1,137,281,193.7175,-8.51,61.925,-8.51,63.75,-4.995,2.07,415,1.825,2.07,0.4915,41.67,3.658,0.07145,-8.9,-8.575,62,0.3621225,96.675,-2.35
1,10.75,0.45415,-7.8725,1.57,-0.385,50.275,4.65,1.2,54.335,394.225,273.5,1.9,-7.075,0,-7.4,10.51,290.9,20.5625,109.075,15.6925,148.5,283.75,196.95,-7.815,58.25,-7.9525,60.5,-4.585,2.0775,415.05,1.8325,2.0475,0.468075,54.81,4.5535,-0.15865,-8.7,-8.1275,59.35,0.460925,108.15,-2.1
1,11.25,0.48495,-7.8,1.67,-0.4,55.19,5.7,1.1925,51.64,394,305,1.9,-6.8,0,-7.175,11.575,304.775,21.975,117.125,16.065,151.725,285.75,202.5,-7.3075,56.1,-7.385,58.8,-3.875,1.9775,415.1,1.8,1.9775,0.4811,57.1925,4.39475,-0.195325,-8.25,-7.545,56.55,0.5434,145.0375,-1.825
1,11.75,0.475,-7.1,1.76,-0.7,54.6,5.925,1.1,50.59,393.9,327,1.92,-6.45,0.0260625,-6.72325,11.8,279.1,26.145,107.15,15.3,146.5625,287.8175,197.175,-6.8525,54.3,-7.0075,56.7,-3.115,2.18,415.2,1.965,1.9825,0.5135,58.7975,5.538,-0.17765,-7.75,-7.2,53.825,0.5978925,150.62,-1.625
1,12.25,0.49,-7,1.74,-0.69,48.91,5.6,1.1,48.4225,393.7,283.25,1.9075,-6,0.216625,-6.3525,11.06,282.7,26.575,107.9,17,139.225,288.6975,200.75,-6.87,53.075,-6.91,55.025,-2.6625,2.06,415.1,1.895,2.04,0.5086,67.81,6.376,-0.2569,-7.4,-6.8175,51.725,0.62055,111.85,-1.35
1,12.75,0.5,-6.8,1.73,-0.6,48.375,4.6,1.1,47.1925,393.25,300.25,2,-5.8,0.33005,-6.005,10.43,259.45,26.7,96.8,14.66,134.7225,288.63,210,-6.55,50.95,-6.4875,53.15,-2.31,2.22,414.75,1.8425,2.035,0.50165,67.47,5.6535,-0.303875,-7.1,-6.625,50.375,0.675575,82.9,-0.975
