DOY2,HR2,CO2,H2O,G_1_2_1,G_2_2_1,G_3_2_1,G_1_1_1,G_4_2_1,SG,USTAR,LE,H,FC,SLE,SH,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,TA_1_1_1,TA_1_1_2,TA_1_2_1,RH_1_1_1,RH_1_2_1,WS,PA,TS_1_2_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_1_1,TS_1_3_1,TS_2_4_1,TS_2_2_1,TS_3_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_3_2_1,TS_4_4_1,TS_3_5_1,TS_4_2_1,TS_5_4_1,TS_4_5_1,TS_2_1_1,TS_2_3_1,TS_6_4_1
1,0.25,393.6,2.582,-3.294,-2.39825,-2.88275,-2.4805,-2.7425,-2.9235,0.2357,0.3353,2.039,0.02429,0.06052,0.05241,1.1525,0.487837,0.274234,257.9425,262.203,0.055575825,0.0004927305,-10.4465,-10.7835,-11.02575,88.4795,89.47775,3.361525,95.8405,-5.118525,-4.771625,-4.629275,-4.2346,-2.648025,-0.3241225,-5.223825,-5.153725,-3.20445,-3.54475,-3.2371,-4.597925,-2.725,-1.21715,0.18981,-4.3035,-4.248875,-4.063725,-7.0618,-6.1997,-5.9653,-4.6862,-4.408,-6.1997
1,0.75,393.4,2.234,-3.2505,-2.448,-2.9875,-2.455,-2.6985,-3.0165,0.22095,0.285525,1.0865,0.04415,0.045065,0.0540675,1.1405,0.478693,0.2662365,255.72025,262.08725,0.05954585,0.001037848,-10.54675,-11.066,-11.2875,88.55925,89.4849,3.36415,95.809875,-5.091175,-4.79045,-4.6363,-4.264975,-2.656075,-0.322535,-5.258775,-5.2701,-3.20255,-3.54,-3.2344,-4.5588,-2.73175,-1.1894,0.22251,-4.315,-4.253525,-4.076425,-7.0711,-6.1926,-5.9664,-4.6011,-4.4619,-6.1926
1,1.25,393.4,2.186,-3.267,-2.391,-2.97475,-2.4775,-2.832,-2.99275,0.2053,0.3028,1.487,0.04196,0.05188,0.06624,1.09075,0.47233875,0.289818,252.5215,261.89025,0.056549125,0.001442075,-10.57525,-11.05,-11.086,88.643,89.52365,3.4317,95.821625,-5.071825,-4.82245,-4.640875,-4.2664,-2.661525,-0.3210225,-5.1564,-5.2351,-3.24305,-3.5297,-3.2593,-4.58215,-2.7227,-1.2105,0.198585,-4.33085,-4.2678,-4.088175,-7.0829,-6.1832,-5.9653,-4.70705,-4.32935,-6.1832
1,1.75,393.725,2.1075,-3.21575,-2.45175,-3.00725,-2.606,-2.73625,-3.0025,0.2078,0.21165,1.769,0.040885,0.06411,0.073825,0.48375,0.44136175,0.26624975,252.5995,262.23425,0.0656822,0.0030664225,-10.67125,-11.179,-11.09,88.652,88.843025,3.2517,95.771875,-5.0595,-4.86275,-4.6496,-4.2443,-2.65905,-0.32342,-5.13675,-5.139675,-3.238175,-3.598975,-3.261975,-4.58565,-2.765575,-1.19085,0.24152,-4.3388,-4.286725,-4.102,-7.094,-6.1918,-5.9682,-4.782875,-4.46235,-6.1918
1,2.25,393.9,2.1355,-3.235,-2.47725,-2.9645,-2.61875,-2.7415,-3.004,0.2172,0.2733,1.907,0.04213,0.0649,0.089535,0.8595,0.526903,0.31157775,252.955,261.2935,0.06250425,0.003156705,-11.04225,-11.50625,-11.32675,88.621,89.514825,3.31455,95.7705,-5.0726,-4.868725,-4.6764,-4.20425,-2.659825,-0.3215675,-5.227675,-5.2059,-3.24645,-3.5691,-3.304425,-4.532875,-2.77645,-1.2301,0.21843,-4.345125,-4.281725,-4.108675,-7.0991,-6.1925,-5.9625,-4.770225,-4.3186,-6.1925
1,2.75,393.7,2.1785,-3.271,-2.4705,-2.92625,-2.608,-2.81475,-3.00825,0.2106,0.2317,1.068,0.0454475,0.07384,0.11955,0.48475,0.56362225,0.324808,252.802,260.5985,0.05757505,0.0027379925,-10.866,-11.33,-11.14725,88.36725,88.91635,3.541975,95.77225,-5.0866,-4.88535,-4.660475,-4.2294,-2.664275,-0.3306875,-5.1855,-5.2657,-3.28045,-3.5446,-3.2621,-4.6313,-2.74385,-1.2279,0.1782775,-4.3444,-4.28465,-4.115675,-7.0934,-6.2081,-5.9499,-4.834125,-4.4632,-6.2081
1,3.25,393.8,2.13575,-3.3455,-2.444,-2.8965,-2.60475,-2.8105,-3.00275,0.224925,0.2466,1.2785,0.05073,0.072595,0.09491,0.63,0.55548725,0.26941775,252.252,259.73225,0.0569568,0.0013750325,-10.66925,-11.282,-11.2,88.46205,88.87835,3.49815,95.7565,-5.07695,-4.88365,-4.6659,-4.226425,-2.67235,-0.3490875,-5.28575,-5.188625,-3.270225,-3.576275,-3.28435,-4.6946,-2.77415,-1.2183,0.22058,-4.3483,-4.290475,-4.1266,-7.0889,-6.2076,-5.9394,-4.902225,-4.457325,-6.2076
1,3.75,393.775,2.1345,-3.4275,-2.3425,-2.86475,-2.67,-2.78025,-2.9975,0.2092,0.369125,1.536,0.0549825,0.056795,0.090105,1.34375,0.52781875,0.270169,252.86625,260.45575,0.050125575,0.00130343,-10.58325,-11.17,-11.23125,88.180675,89.06535,3.37075,95.729,-5.08195,-4.8967,-4.663675,-4.270025,-2.6783,-0.336565,-5.344525,-5.238325,-3.249675,-3.574775,-3.332875,-4.676825,-2.8046,-1.230875,0.2440425,-4.34745,-4.285,-4.135375,-7.036575,-6.210025,-5.893425,-4.744825,-4.44885,-6.210025
1,4.25,393.7,2.15525,-3.40575,-2.362,-2.8365,-2.63225,-2.812,-2.99375,0.19905,0.237,1.103,0.0437,0.073755,0.0974,0.957,0.47683425,0.28261025,254.89425,259.36875,0.03629895,0.0012578,-10.7685,-11.072,-11.298,88.02975,88.980175,3.3806,95.7205,-5.088425,-4.90695,-4.6748,-4.2346,-2.68785,-0.3200075,-5.254525,-5.268725,-3.25225,-3.690175,-3.3977,-4.5588,-2.7391,-1.2267,0.2168725,-4.346925,-4.28055,-4.140975,-7.036,-6.2172,-5.891125,-4.812775,-4.479275,-6.2172
1,4.75,393.6,2.22,-3.461,-2.335,-2.848,-2.63425,-2.7895,-3.027,0.20255,0.2508,1.44125,0.0439675,0.0811675,0.133525,0.62375,0.4353265,0.3383815,254.91575,262.90875,0.0462936,0.00156463,-10.60075,-11.119,-11.198,88.226,89.05255,3.575775,95.73,-5.091275,-4.91275,-4.67765,-4.228625,-2.696625,-0.3341175,-5.095,-5.169225,-3.212375,-3.60345,-3.40235,-4.636475,-2.81685,-1.27,0.208875,-4.344625,-4.280025,-4.14745,-7.023825,-6.229675,-5.8891,-4.787,-4.62515,-6.229675
