DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,PPFD_BC_IN_2_1_1,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1
1,0.25,3.03729857275381,-15.1595797942802,0.124442619771521,0.102034914135066,-0.0414276993936775,0.101007226982982,-1.01809017834693,-0.68093609791293,0.117814239011582,-18.5617484427156,-2.76197680655509,0.379776947481658,2.135,1.6075,0.58,-15.29605,-15.1175,-15.5384,-14.778125,-15.392275,94.277815,72.67,0.273775,-13.8,-12.7675,-12.7925,0.625,-2.695,2.55,-0.045,202.3,246.4,215.55,254.575,0.1,-0.01,0.11,-0.1,0.11,-0.05,0.06,-2.66,-1.8725,-1.44775,-0.6615,0.209,1.87525,3.63325,4.89525,5.496,-3.585,-3.04675,-2.208,-1.41575,-0.76,0.89875,3.329,4.86375,5.31375,-3.57175,-3.11375,-1.966,-1.426,-0.78175,1.12775,3.2495,4.80375,5.8845,-4.2875,-3.7255,-2.2835,-1.32475,1.37525,3.17675,4.7065,5.51075,-1.645,-1.47125,-0.9985,-0.436,0.104,1.392,3.85475,5.087,5.6125,-1.864,-3.9695,-4.479,-54.24,-0.0625,0.964650029296983,1.46676849298996,1.40541130630392,1.57013328537527,1.45283573847572,415.225822037989,419.632225804495,420.302468290264,418.286647908432,420.741362354028,419.274181617565,420.827939755256,419.609787328036,420.693709385112,2025.83193369471,2025.94960162375,2005.06395426872,2025.12532057812
1,0.75,2.63586359774816,-15.2071511634097,0.10347478579738,0.101741371029707,-0.0448698531320657,0.106091632009152,-1.66609976459874,-0.74474622889376,0.112427589929113,-18.4666250603212,-2.04527317579959,0.393745177606908,1.96,1.4875,0.58,-15.39485,-15.1135,-15.8296,-15.005025,-15.727025,94.24711,72.71,0.2646,-13.94,-12.9,-13.175,0.6,-2.7175,2.2,-0.0475,203.2,245.8,212.225,254.85,0.09,0,0.11,-0.105,0.11,-0.05,0.06,-2.7255,-1.8705,-1.463,-0.66725,0.17,1.87425,3.6325,4.89425,5.49575,-3.569,-3.056,-2.2055,-1.41575,-0.76525,0.89825,3.328,4.86275,5.31275,-3.55375,-3.10625,-1.98075,-1.421,-0.78075,1.12725,3.2485,4.80275,5.88375,-4.3505,-3.7365,-2.314,-1.332,1.37425,3.175,4.7055,5.50975,-1.6415,-1.478,-1.008,-0.451,0.0875,1.392,3.8545,5.086,5.6115,-1.899,-3.922,-4.50875,-54.75,-0.06,0.965680801899882,1.41997606065963,1.36035476366974,1.56598538222708,1.45689405058619,414.90381703607,419.707851938639,420.282119119883,418.424632107581,421.023598992659,419.745973119451,420.383689896144,419.872974760745,420.593940862242,2030.08953918259,2028.03097926899,2023.64928074973,2028.69719361015
1,1.25,2.93732318937011,-15.3624561909755,0.11860148102154,0.0872962150175123,-0.0370124185395887,0.105822981157112,-1.10719228841453,-0.556263979270616,0.111735166986962,-16.2875734998348,-2.20985089166453,0.416686187038081,2.0725,1.49,0.57,-15.4631,-15.37525,-15.9233,-14.934925,-16.2952,94.23144,73.17,0.27,-13.8225,-12.475,-13.2325,0.6,-2.6275,2.9,-0.065,203.4,243.2,214.85,253.75,0.1,-0.01,0.11,-0.105,0.11,-0.05,0.06,-2.78425,-1.88075,-1.47925,-0.68725,0.176,1.87425,3.6315,4.894,5.495,-3.55475,-3.059,-2.203,-1.42225,-0.7715,0.89875,3.32775,4.86175,5.31175,-3.52,-3.1025,-1.98475,-1.417,-0.7795,1.1255,3.2475,4.8015,5.88225,-4.37275,-3.74625,-2.34725,-1.34175,1.374,3.16375,4.7045,5.50875,-1.65275,-1.47775,-1.01,-0.434,0.0525,1.3945,3.85375,5.08575,5.6105,-1.871,-4.018,-4.44325,-53.81,-0.07,0.898220504664269,1.38744381790298,1.29568178185522,1.68944801782235,1.43212349756454,414.666286921625,420.276550165537,420.621247514703,420.083378202198,421.965802513718,420.241408396114,420.590682471946,420.899165904907,420.552410916946,2028.44224171902,2031.04174533443,2027.35602805734,2028.52970014266
1,1.75,2.83620842403793,-15.587860201195,0.0969955000367025,0.0800669280592073,-0.0434524779108249,0.0770920240897852,-1.05445444078912,-0.455561424587124,0.110078019693046,-17.6497376539267,-2.16754064626147,0.407417037405979,1.9225,1.31,0.49,-16.2017,-15.514,-16.23235,-14.908375,-16.3606,94.20563,73.175,0.2737,-13.7525,-12.4525,-13.0175,0.6,-2.7175,2.5,-0.08,206.6,243.9,213.975,253.1,0.1,-0.01,0.11,-0.11,0.11,-0.05,0.06,-2.85,-1.93875,-1.504,-0.71175,0.178,1.874,3.6305,4.89275,5.49475,-3.59125,-3.067,-2.20125,-1.437,-0.7775,0.89975,3.32675,4.86175,5.3105,-3.4905,-3.096,-2.02225,-1.41275,-0.77825,1.124,3.24675,4.8005,5.8825,-4.42575,-3.729,-2.36275,-1.3535,1.37225,3.16275,4.7035,5.50775,-1.65225,-1.47325,-1.00575,-0.458,0.073,1.3945,3.8535,5.085,5.61025,-1.91,-3.806,-4.221,-49.76,-0.06,0.878806877926712,1.37331801222021,1.27265965438643,1.53104672681917,1.40219369524999,415.143720025486,419.960617444943,420.740113229112,419.327987833587,421.007793498984,419.424868347416,420.583824030975,420.290600744108,421.250992165263,2026.72102958105,2028.39423009586,2012.80120808717,2026.34879965362
1,2.25,2.60806293818135,-15.7623085329949,0.107658594246528,0.0878806141283728,-0.0650049046845989,0.0876066793496144,-1.83825070086861,-0.452254400982232,0.112657514614268,-21.2357140859894,-2.02712303108133,0.380072703280285,1.875,1.27,0.49,-16.253375,-15.7575,-16.3089,-15.414325,-16.1807,94.202405,74.43,0.2762,-14.1475,-12.5975,-12.925,0.525,-2.65,2.475,-0.09,206.7,245.3,213.775,252.2,0.1,0,0.11,-0.11,0.11,-0.05,0.06,-2.87725,-1.99825,-1.5315,-0.763,0.182,1.87325,3.6305,4.89175,5.49375,-3.6315,-3.0675,-2.22025,-1.459,-0.778,0.8995,3.326,4.86075,5.3095,-3.49375,-3.0905,-2.0215,-1.41675,-0.77775,1.1215,3.24575,4.799,5.8815,-4.48725,-3.725,-2.37625,-1.35,1.37125,3.172,4.70175,5.50675,-1.66025,-1.46775,-1.0075,-0.4625,0.0935,1.393,3.8525,5.084,5.6095,-2.00675,-3.979,-4.35,-50.89,-0.06,0.910637182596962,1.37984131274066,1.32880353051063,1.62831295462807,1.41824634130468,415.448205068788,419.895147275242,420.688641726701,418.364020408065,421.612694295213,419.497781139946,421.01662605685,420.100189961727,421.030866074654,2020.49689151299,2024.04240777023,2012.46295312731,2026.94684475097
1,2.75,2.45700895213812,-15.9755852750606,0.112851936705076,0.11622126868266,-0.0533044218932796,0.104357466936773,-1.86026323844036,-0.435612694582538,0.116179940374608,-19.5840509270789,-1.40758955209384,0.383229055287621,1.805,1.4425,0.52,-16.30085,-16.05875,-16.4475,-15.692725,-16.04075,94.199175,73.21,0.2724,-14.41,-12.695,-12.9,0.6,-2.6,2.4,-0.0275,200.5,238.1,211.075,251.075,0.09,0,0.11,-0.11,0.12,-0.05,0.06,-2.90025,-2.03575,-1.53775,-0.84325,0.23125,1.87325,3.6295,4.8915,5.49275,-3.628,-3.04475,-2.2305,-1.483,-0.779,0.9005,3.325,4.85975,5.30925,-3.48875,-3.145,-2.0155,-1.4175,-0.7765,1.12,3.24475,4.79775,5.8805,-4.493,-3.74875,-2.39025,-1.35375,1.37,3.17075,4.70075,5.505,-1.653,-1.4625,-1.017,-0.4635,0.1355,1.394,3.8525,5.08375,5.6085,-1.844,-3.8045,-4.452,-50.05,-0.06,0.893974891135295,1.38201220910406,1.30973909154238,1.56241305276146,1.4110646673263,415.548898822627,419.915672016419,421.055364420468,419.049657664696,421.408993085713,419.447717294471,420.957977172249,419.576639256078,421.1113714233,2011.87746267935,2017.05698087553,2008.07957553505,2020.66133361435
1,3.25,2.49936945714735,-15.7821373395071,0.107931513670644,0.106993957832674,-0.0444267869203858,0.107166411558434,-1.81122941209389,-0.566914384838209,0.118590196646835,-20.0330265779992,-2.57124362792939,0.398180380788302,1.98,1.48,0.55,-16.3133,-16.17075,-16.6245,-15.95085,-16.132325,94.20826,72.955,0.27315,-14.4625,-12.7975,-12.7975,0.625,-2.64,2.1,-0.11,210.1,238.9,212.025,251.55,0.1,0,0.11,-0.1,0.1175,-0.05,0.06,-2.8695,-2.06575,-1.545,-0.87275,0.23425,1.87225,3.6285,4.89025,5.4925,-3.684,-3.07275,-2.23675,-1.47625,-0.7805,0.90025,3.324,4.85875,5.308,-3.51,-3.17225,-2.01,-1.4055,-0.77575,1.11775,3.244,4.79675,5.8795,-4.49975,-3.68675,-2.40525,-1.337,1.36975,3.16975,4.69975,5.50425,-1.70675,-1.45775,-1.02,-0.46525,0.137,1.3915,3.8515,5.083,5.6075,-1.8415,-3.8455,-4.4135,-50.78,-0.06,0.914680417267567,1.4007745405966,1.23911575339168,1.55961932180574,1.38014484196086,415.423897665271,419.754601759371,420.509765045337,419.274275373518,421.132580280102,419.713505540071,420.707111252,420.472418517011,421.209480606487,2021.63762496609,2019.19875556276,2006.15684824358,2024.66362208373
1,3.75,2.75637484666021,-15.7613501805581,0.106712325769991,0.135810042573813,-0.0404053479917367,0.124338022758676,-1.95193488454413,-0.458100626567193,0.118925963396368,-20.5821814135352,-2.30126355289331,0.416758479633462,2.21,1.5175,0.5875,-16.3801,-16.2,-16.7707,-15.81155,-16.1106,94.16792,74.03,0.2747,-13.655,-12.345,-12.97,0.6,-2.535,2.65,-0.05,209.7,240.6,214.075,252.425,0.1,-0.01,0.11,-0.1075,0.11,-0.05,0.06,-2.847,-2.09525,-1.55575,-0.885,0.2365,1.872,3.62775,4.88925,5.49125,-3.7425,-3.10925,-2.23675,-1.47675,-0.78525,0.90075,3.323,4.858,5.307,-3.5455,-3.1655,-2.0035,-1.399,-0.77525,1.116,3.24225,4.79575,5.8795,-4.4625,-3.68725,-2.41975,-1.33,1.368,3.168,4.699,5.50325,-1.72125,-1.48125,-1.022,-0.4625,0.115,1.391,3.8515,5.082,5.60725,-1.863,-3.7045,-4.3915,-51.82,-0.06,0.957699393710095,1.36398884841569,1.11153987208149,1.50749207288431,1.38129072339464,415.405074392512,420.147701547484,420.796286352473,419.440714929563,421.283242073165,419.707320835991,421.101804987286,420.64944290524,421.450998719802,2021.17836653548,2027.43792839526,2008.58969306684,2015.64861555513
1,4.25,2.74492154005272,-15.9729209294445,0.122220619678808,0.101487574794081,-0.0923343535044187,0.109275290228674,-1.50941855662744,-0.393904493229052,0.118028267881091,-22.405777249725,-1.66222716113985,0.390513754395119,2.03,1.4725,0.5575,-16.27025,-16.22975,-16.7638,-15.278475,-16.87895,94.14864,74.36,0.2841,-14.045,-12.62,-13.2875,0.6,-2.5875,2.525,-0.0475,209.5,240.5,211.65,251.85,0.09,-0.01,0.11,-0.11,0.11,-0.05,0.06,-2.86925,-2.10325,-1.56625,-0.8675,0.236,1.87225,3.62675,4.889,5.491,-3.7955,-3.14375,-2.24075,-1.471,-0.7845,0.90125,3.322,4.857,5.306,-3.5955,-3.1755,-1.9985,-1.396,-0.77525,1.1145,3.24125,4.797,5.8785,-4.424,-3.779,-2.43,-1.337,1.3675,3.16625,4.69775,5.50225,-1.748,-1.52425,-1.013,-0.45875,0.116,1.39,3.8505,5.08175,5.6065,-1.9375,-4.333,-4.59725,-53.54,-0.06,0.903775048152133,1.39758731027328,1.31139698867928,1.68161439783264,1.39056763217876,415.509819044247,419.933976926553,420.328021192233,419.644758085797,420.909473730225,420.037908700913,420.548877012132,420.688928371063,421.207703226858,2012.52784505271,2015.42325875906,2012.43338552299,2017.01099785986
1,4.75,2.73713636695332,-16.3614456807867,0.115192241568573,0.107498227371044,-0.0426483118607804,0.067376222855834,-1.41208058884829,-0.516808806861893,0.123151285112312,-18.707122470855,-2.18040714904365,0.403801777798928,2.02,1.37,0.5775,-16.76475,-16.28925,-17.2993,-15.964,-17.106925,94.117535,74.18,0.27255,-13.895,-12.8425,-13.4225,0.525,-2.58,2.3,-0.0375,207.8,240.3,214.375,251.1,0.1,-0.01,0.11,-0.11,0.11,-0.05,0.06,-2.97825,-2.155,-1.57775,-0.9015,0.2325,1.872,3.62675,4.88725,5.49,-3.82675,-3.17425,-2.24575,-1.477,-0.78175,0.90075,3.322,4.856,5.3055,-3.624,-3.2065,-2.00125,-1.3955,-0.77475,1.11425,3.2405,4.793,5.8775,-4.4495,-3.749,-2.434,-1.34175,1.36575,3.165,4.69675,5.50125,-1.7755,-1.55575,-1.015,-0.4575,0.09775,1.38825,3.8505,5.081,5.6055,-1.9555,-4.468,-4.5545,-54.22,-0.0525,0.912948169807297,1.4324825178673,1.22643804420052,1.69590608741458,1.43002918742258,415.511170719346,419.745623538569,420.744517689903,418.900001182028,421.013460641252,419.80270006773,420.534213854771,420.025536106927,420.678690171426,2011.72173763231,2014.35044220479,2012.92944234037,2011.88827255326
