DOY2,HR2,USTAR_1_1_1,TA_1_1_1,WS_1_1_1,NEE_1_1_1,SC_1_1_1,H_1_1_1,SH_1_1_1,LE_1_1_1,SLE_1_1_1,G_2_1_1,TS_2_1_1,TS_2_2_1,RH_1_1_1,PA_1_1_1,CO2_1_1_1,VPD_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,H2O_1_1_1,FC_1_1_1,G_2_3_1,G_2_2_1,PPFD_OUT_1_1_1,TAU_1_1_1
1,0.25,0.0391,-17.423062166,0.519810719,-0.700254128375,-0.209425373525,-65.653621202,-2.0371483353,-10.88602645825,-1.7327426103,-24.0377875,-1.0407125,-0.44171098,24.8388,96.21314836875,235.5510857,0,-88.40536725,-0.8871158855,-2.5244758,-0.158007075,175.0412775,233.04544,2.212352672375,-0.7512610835,-17.453305,-20.120775,-0.56978,0.005218740125
1,0.75,0.0320125,-17.1675547445,0.547398172,-2.289719004075,-0.24472755195,-64.6301573655,-2.005585499,-10.7931865075,-1.29200823625,-24.886935,-1.06566,-0.4857002,25.79952,96.1969815075,235.4556581,0.09568605,-87.8742005,-0.8526149915,-2.63717625,-0.1287525,175.3784,232.838,2.1376035201,-1.2459110564,-17.98356,-20.058642,-0.561355,0.003231540525
1,1.25,0.04508,-17.1188984135,0.619317348,-2.3941112492,-0.5033378937,-61.1152998775,-2.029078769,-9.063702223,-2.4468174316,-25.640185,-1.020657,-0.4929732,24.167325,96.172232264,235.5696747,0.0845,-85.35455525,-0.8742370655,-2.605354525,-0.1381675,174.897715,233.612,2.118631619,-1.29909370535,-18.42252,-19.98065175,-0.561655,0.00262325025
1,1.75,0.04441,-17.187098935,0.5870804915,-10.596105,-0.84257377975,-67.9448620215,-1.88176398405,-9.340056998625,-1.27800498085,-26.69117,-1.039925,-0.5116529,24.368825,96.14149954525,235.809952,0.044446167,-85.43383875,-0.8035623985,-2.577687325,-0.2345625,175.8796525,233.332575,2.202182841,-3.37662926255,-18.641095,-19.87842625,-0.5661925,0.002777844725
1,2.25,0.044635,-17.43427833,0.493819592,-8.4088068256,-0.8736395027,-69.847850138,-1.71099635975,-8.22852595955,-1.36946848525,-27.4469675,-1.05574,-0.53387714,25.2337625,96.1594446225,235.5508114,0,-84.91023925,-0.79186408225,-2.538122475,-0.2517844,171.30972,233.02635,2.18490865275,-4.819633167,-18.737615,-19.75915375,-0.55987,0.0009245717
1,2.75,0.04352,-17.694852591,0.5812673202,-1.371761294,-0.830177540075,-69.54734696575,-1.7018290238,-9.0839021044,-1.13446687375,-27.667085,-1.0688375,-0.55022583,24.62946,96.17010201625,235.2026266,0,-84.42032625,-0.9249019255,-2.59126115,-0.176056975,173.38949,232.969285,2.167925798675,-0.93721717995,-18.975885,-19.95429975,-0.5839725,0.003799915725
1,3.25,0.0463025,-17.74052306675,0.64754735785,-2.12800979595,-0.399684887175,-63.412938,-2.3261676082,-7.804908332,-1.6303025978,-27.7786675,-1.076935,-0.59521958,24.4391675,96.16097906425,235.4238999,0,-84.385725,-0.88373251875,-2.594918775,-0.2298546,173.825,234.246045095,2.1366009014,-1.0862016435,-18.966835,-20.299036,-0.5684375,0.00533939985
1,3.75,0.055045,-17.7505514685,0.565656504,-1.5186416965,-0.300199948,-69.124011757,-1.780033003,-8.2996493989,-1.929407050525,-27.87515,-1.088715,-0.621033945,22.34468,96.153079612,235.6613007,0,-86.016,-0.99019946175,-2.544025675,-0.2580257,174.0330625,235.212865,1.9910295652,-0.960052842325,-18.930415,-20.368917,-0.5445125,0.001691159625
1,4.25,0.05546,-17.9552982265,0.79046260675,-0.98062529525,-0.291733871025,-61.8440582045,-2.246140318125,-9.0325918327,-1.537149488125,-27.829005,-1.10084,-0.634588,23.59939,96.156901722,235.6039485,0,-85.76475125,-0.90975201225,-2.62345485,-0.213322975,174.799855,234.37654,2.0683992174,-1.0463668624,-18.790785,-20.3258465,-0.57388,0.0015996822
1,4.75,0.0558,-18.3518586,0.632326825,-2.9864909828,-0.25909067345,-58.8783273305,-1.868708698825,-9.044571276,-1.2750009496,-27.81425,-0.9437674375,-0.6593825,23.4205775,96.17330132275,236.004752,0,-85.13499975,-0.8795258045,-2.609783,-0.31989015,176.276715,235.576095,2.092851618575,-2.0119571428,-18.72775,-20.26973075,-0.581101025,0.001664694125
1,5.25,0.0565075,-18.406566674,0.764029524025,-1.654540629,-0.377171963875,-63.310131327,-1.80912755845,-7.7023023535,-2.32722579035,-27.895,-0.82539556,-0.6801533,23.1108375,96.1747256545,236.0766694,0.0099972,-84.38339925,-0.98004579225,-2.60463925,-0.355892075,175.76818,233.09257,2.1209739945,-0.6370238563,-18.67638,-20.374436,-0.578,0.002723958125
1,5.75,0.0532075,-18.401495518,0.7332588358,-1.3797,-0.426898987,-61.55826580375,-1.87761754415,-9.431670693625,-1.34385979645,-27.95725,-0.83054414,-0.7100068,22.4266925,96.13701168225,236.1064136,0.00676233,-85.61385125,-0.99747562675,-2.610121825,-0.4170372,174.371175,233.26329,2.028436185325,-1.0390180985,-18.53466,-20.612486,-0.576155,0.001810389425
1,6.25,0.0537475,-18.7045948665,0.6611787025,-1.42244164715,-0.829561255825,-61.093366305,-1.86410413435,-8.3173209886,-1.581391737,-28.01775,-0.83795974,-0.7447516,22.636805,96.157679948,235.9806183,0.000567875,-85.15226775,-0.9994485815,-2.570725325,-0.4611779,172.992215,232.768562605,2.0899074158,-1.2234322045,-18.35877,-21.0419485,-0.5576375,0.002916641125
1,6.75,0.0539125,-18.72464,0.78106071365,-3.1561263272,-0.7209925005,-57.788493921,-1.733822203,-11.87028580475,-1.60703668975,-27.93475,-0.84793034,-0.7631217,23.47835,96.20383590125,236.2230553,0,-87.035,-1.0322290615,-2.548233825,-0.4530981,172.7344075,230.54224,2.055352070525,-1.3689163225,-18.273755,-21.6953845,-0.6200675,0.002376050925
1,7.25,0.042105,-18.95427752875,0.7730420655,-4.0786,-0.58443777135,-58.732092988,-1.93638501,-7.810016562225,-1.4865693875,-27.73325,-0.85323142,-0.7835087,23.43936,96.207267358,235.67818802,0.0254406785,-86.14164875,-0.630147319,-2.18053,-0.3926157,172.47138,232.823106575,2.0713814878,-3.7448994825,-18.167265,-22.0257,-0.4859875,0.0045971365
1,7.75,0.0561125,-18.70357338275,0.807046486575,-3.910104063875,-0.359526310225,-52.83884095675,-2.053577438375,-11.7110954518,-1.54186322475,-27.785,-0.86719846,-0.8065234,22.34075,96.2092859175,236.3813516,0.0561492175,-79.02358125,3.135385255,1.12357314575,-0.18392391,173.471515,232.062485,2.1087504692,-1.135103489325,-18.3276,-21.55766,-0.11778175,0.0026604271
1,8.25,0.0735,-18.03456916875,0.869440966675,-1.964082471525,-0.4576390402,-36.587763757,-1.461621872375,-4.32107,-1.31693162025,-27.82575,-0.7979252,-0.8707154,22.920545,96.2166094575,236.596522,0.085337434,-57.359406,12.3199687225,5.773951375,0.6047862,172.03899,236.6336,2.13795460735,-1.3480382394,-18.25747,-20.415751,0.8531125,0.0066365381
1,8.75,0.123279297175,-17.82424,0.892399671425,-3.7149,-0.477006703525,-16.572694065,-1.40401079465,-6.4324206793,-0.9068073609,-27.71975,-0.88015606,-0.927793495,23.81312,96.31902901475,236.4074562,0.08976823,-21.26665175,23.855104505,13.33791575,1.473894,170.323725,239.045595,2.12101978475,-2.8730622723,-18.093685,-19.61921725,2.560970933625,0.0174101671
1,9.25,0.119791482,-16.79514,0.8823520021,-3.61750744665,-0.482324428225,-11.965464527,-0.900624370075,-3.9133875,-1.59751087785,-27.34075,-0.84806782,-0.9047385,25.0964,96.29491068775,236.3930825,0.05617035,0.4667434775,54.115563838,20.245522462,2.90971875,171.23125,244.25603,2.24637155905,-4.59972714925,-17.5415,-18.66408925,4.3167125,0.019394722
1,9.75,0.14612198375,-16.247275,1.06938289525,-3.5349711425,-0.54820287075,-9.56254375,-1.090884795825,-3.913415,-1.1558949722,-25.214,-0.82398996,-0.88004025,23.9616,96.33361324,236.622582,0.0164247,2.7752271,78.69696477625,38.9454165,5.500630025,169.541935,247.9059825,2.2783782188,-2.86137990675,-16.995185,-17.20788,6.6302042,0.019187325
1,10.25,0.142760195,-15.871439382,1.0504387729,-1.864087258325,-0.450615477625,-3.9480152463,-0.390574251725,-5.271485,-0.8864739084,-22.84715,-1.097375,-0.813887,24.4534,96.365867363,236.4223638,0.1041235,10.9821755,92.1806975,49.92314875,6.340429625,171.183725,251.79458,2.28677505155,-3.6850570708,-16.521925,-16.694008,7.151980225,0.015849048
1,10.75,0.1558518158,-15.56731657875,0.958870215,-2.229679208575,-0.46513670195,-0.996319853799999,-0.495206142,-4.7771975,-1.242550113275,-20.551175,-1.0894959,-0.7141229075,22.1509,96.3363123595,236.5352807,0.155692241125,19.46578875,120.11802579,48.833,5.543050975,172.85911,256.3045375,2.27695513195,-1.9987810683,-16.224105,-16.30496,7.47698155,0.018548511
1,11.25,0.1257875267,-15.23579835275,0.7695199021,-5.4401,-0.5007750671,-2.6566952441,-1.03591926715,-4.56559,-0.79204496245,-19.4013095,-0.9197945,-0.6184126975,20.6281,96.300381634,236.3926935,0.11439649825,20.113372,88.195499586,46.12285,5.285353875,174.0076175,259.5684225,2.319219732625,-5.1895821786,-15.7735,-15.977796,7.11730675,0.015418101
1,11.75,0.158496997,-15.15843649425,0.8288055206,-5.3297,-0.367479951,0.04379625,-1.393338823025,-8.82910392645,-1.3108966176,-18.3428675,-0.836693,-0.5215874,20.1221325,96.2337705125,236.2321869,0.1215896003,22.16100625,104.9885610575,43.974285,5.822582625,177.0694,261.669085,2.3391088297,-2.78758721175,-15.48650175,-15.7034,7.8220245,0.013815561
