DOY2,HR2,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,TA_1_1_1,RH_1_1_1,CO2_1_1_1,H2O_1_1_1,WS_1_1_1,USTAR_1_1_1,TS_1_1_1,G_1_1_1,G_1_1_2,G_1_1_3,PA_1_1_1,FC_1_1_1,SC_1_1_1,LE_1_1_1,SLE_1_1_1,H_1_1_1,SH_1_1_1,NEE
1,0.25,0.2147503335,0.0107825,0,1.715471917,302.69244875,324.185152,-8.1364645,3.4525,86.0773525,417.2726085,5.4630755,3.85209225,0.53742975,4.21761775,-4,-5.992017,-4.640595,99.4523675,0.681663,0.28470125,2.74822375,1.5406095,-1.797469,0.079272,1.07489775
1,0.75,0.2136525,0.0132201875,0,1.732402,302.8959405,323.37175545,-8,3.22583875,86.375,417.54859475,5.4632415,3.8331445,0.540682,4.15041125,-4,-6,-5.0266975,99.44317,0.67425825,0.2530415,2.80744625,1.607249,-1.6172945,0.18732225,1.09953825
1,1.25,0.214128062,0.0102287935,0,1.850775333,302.0585975,322.37127425,-8,3.053039,87.17597,417.388209,5.39336725,3.7773405,0.538412,4.1092595,-4.5,-6,-5.7118255,99.46429,0.6748375,0.2351385,2.466282,1.578279,-1.74062575,0.34026,0.860377
1,1.75,0.212698679,0.011779019,0,1.80528345075,303.69008305,322.13819075,-8.033850579,2.835,87.3,417.53303875,5.32164675,3.7364275,0.53075725,4.0763125,-4.5,-6.5,-5.920502,99.46046,0.6441655,0.243143,2.75736775,1.30910125,-1.7975395,0.709657,0.911138
1,2.25,0.2144208785,0.0109334945,0,1.79003675,302.22142705,322.2904828,-8.26172,2.602653,87.599,417.53921775,5.3523655,3.77376,0.538113,4.0247,-4.547495,-6.5,-6,99.47132,0.590775,0.287459,2.57458,1.4338955,-1.652968,0.664471,0.903561
1,2.75,0.21495425,0.01272719425,0,1.7473207035,302.5154711,321.5582074,-7.9081745,2.51049,87.99355,417.875633,5.303201,3.8055955,0.519224,4.03066825,-4.931985,-6.637802,-6,99.49171,0.715281,0.25081225,2.3521155,1.350168,-1.36216075,0.5979,1.002327
1,3.25,0.213378241,0.0114734175,0,1.759403011,303.125423,320.51001225,-7.0705105,2.41384025,88.3,417.5584545,5.329955,3.74775025,0.5432745,4.00705,-5,-6.999673,-6,99.48339,0.767512,0.253276,2.7734655,1.433647,-1.25034575,0.122365,0.9480355
1,3.75,0.2109548355,0.00931,0,1.700022583,303.0398085,320.0133415,-7,2.18875,88.9751375,417.6864685,5.317805,3.730305,0.5087735,3.98805,-5,-6.5,-6,99.495855,0.719552,0.28996575,2.20757875,1.576707,-0.944384,0.1566715,0.883194
1,4.25,0.212808823,0.0103411865,0,1.749309516,303,319.8862865,-6.421743825,2.07910575,88.975,417.72596375,5.383643,3.756529,0.542163,3.96956425,-5,-6.885807,-6,99.46404,0.7144765,0.2645615,2.685456,1.70470925,-0.999804,0.302505,0.8965325
1,4.75,0.209728,0.011523503,0,1.742664737,302.8359275,319.1999047,-6.216700276,2.026489,89.5,417.49609025,5.401722,3.756074,0.5343225,3.9423,-5,-7,-6,99.47146,0.743593,0.25095875,2.9151495,1.559517,-1.178278,0.63187525,0.9815225
1,5.25,0.20943822,0.01050475,0,1.68018564,301.9701545,319.09328625,-6.761922,1.966346,89.83587,417.6428985,5.368235,3.808969,0.539374,3.9128005,-5,-7,-6.03822325,99.4437325,0.66259575,0.28221,2,1.1619805,-0.812449,0.726633,0.937652
1,5.75,0.210174,0.011998738,0,1.628667,301.990235075,318.8670925,-7,1.64618425,89.82268,417.5769865,5.389996,3.786849,0.563194,3.90954925,-5,-7,-6.038465,99.486925,0.6774235,0.27906,2,1.252019,-0.9750895,1.31599,0.92060275
1,6.25,0.21457729625,0.01559725525,0,1.6492755105,302,318.0103035,-6.87537952675,1.64175,90.0908875,417.883851,5.351912,3.83816725,0.54986975,3.8829935,-5.236461,-7,-6.03988325,99.4997675,0.728723,0.291934,2.134626,1.38422,-0.798135,1.259743,0.82823
1,6.75,0.22815055875,0.012186,0,1.7439243575,301.77572,317.515893425,-7,1.408,90.1798625,417.92204825,5.3988205,3.749717,0.56272175,3.8698145,-5.47574575,-7,-6.1446375,99.5,0.73190775,0.319903,2.6083095,1.291659,-1.0985265,1.51445275,0.907
1,7.25,5.4752205,0.547896,2.00511394025,2.2613798495,301.942841825,317,-5,1.50123225,89.9834225,417.77082,5.335654,3.7551645,0.538403,3.8157535,-5.67506,-7.096204,-6.35162025,99.5,0.693821,0.3084815,2.645045,2.061686,-0.9999725,1.181754,0.90538275
1,7.75,61.7571553925,7,35,10.2300448725,302.59846725,317,1,1.62112775,89,418.0020435,5.325469,3.81660175,0.55248775,3.766776,-5.608957,-7.33244,-6.36474825,99.51478,0.76218,0.40080875,2.5766415,2.82669875,-0.28860775,1.427565,1.007143
1,8.25,200.73597735,19.82364844,107.77218105,19.58068025,302.44445625,318.3707014,26,1.79525,88.2243075,417.82924925,5.38849925,3.83213375,0.564472,3.805113,-5.5,-7.1518675,-6.57896275,99.5579225,0.864185,0.278779,5,3.77766,9.024751,1.2051175,0.965736
1,8.75,364.4316,32.458929,193.7066295,28.21257672,302,321.2982557,88,2.147515,87.075,417.777176,5.401933,3.85022,0.6304845,3.792825,-5,-7,-6.2159315,99.5446375,1.167981,0.186975,9.379629,4.6253185,29.25604,1.570612,1.0460995
1,9.25,516.3535,42.961473,280.623606,35.93290678,304,324,166.2549339,2.59557275,85.4,417.710384,5.536928,4.11294775,0.673387,3.8102,-5,-6.826869,-6,99.58261,1.12104,0.100906,14.6862975,5.3538225,62.7688825,1.21316475,0.86632
1,9.75,650.1546,50.701763,354.7384758,42.76453966,304,327.5958911,227,3.06575575,84.1,417.2354295,5.38121575,4.2383335,0.7128885,3.81802275,-4.2882495,-6.5,-6,99.5968225,0.96878175,0.0797585,18,4.508831,103.192552,1.17833,0.76769
1,10.25,765.70097735,57.2389341525,423.711292,49.1347713475,305.0259235,332.5151043,285.012224075,3.85576875,81.7975525,416.6867315,5.3554505,4.399581,0.741755,3.87199875,-4,-6,-6,99.6,0.7292065,0.05452225,23.1365905,3.51884,137.18853825,0.533091,0.5005175
1,10.75,853.49854845,62.41002259,476.791263975,54.95781712,305.040202,336.08988885,331.7558123,4.600619,79.84931,416.28699775,5.3732265,4.542251,0.77132975,3.9284735,-3.078941,-5.5,-5.509343,99.57918,0.6828655,0.018192,27.9272935,3.87387025,161.452899,0.113464,0.5680855
1,11.25,916.13205,66.553621655,514.776022,59.537840155,306.2466542,337.9697345,363.1910198,5.217657,78.45898,415.665335,5.514311,4.506803,0.780128,3.96805625,-2.125,-5.4097365,-5.30929625,99.55709,0.702542,0.016045,29.0842145,3.3754665,191.113725,0.0354605,0.630283
1,11.75,957.3125514,68.9886160725,534.72128255,62.603908515,307.5182551,342.4947092,378.91970015,5.76626,77.2,415.51130925,5.4748575,4.5256285,0.81407,4.03545,-1,-4.993808,-4.8241115,99.51131,0.63108225,0.090899,29.234858,3.2291655,207.242449,-0.0085195,0.514402
1,12.25,962.86655,69.402488625,542.8435565,61.779618025,307.883597,345.6446318,386.0491789,6.188378,76.61436,415.483393,5.481781,4.7128485,0.827876,4.088477,0,-3.9614375,-3.3826895,99.4667,0.545331,0.0601525,31.966036,3.3776545,214.009155,-0.00135525,0.601893
1,12.75,935.18055565,65,528.4708795,59.47663598,307.95045745,347.6855301,377.5,6.819628,75.70216,415.2337205,5.49759,4.580685,0.821163,4.1402635,1,-1,-2,99.44249,0.5641185,0.111067,31.82442325,2.668869,219.041236,0.01902,0.612524
1,13.25,882.3662548,61.968002235,504.523188,58,308.21352565,350,353.87478275,7.30378,75.1,415.32483575,5.4710675,4.722641,0.82031375,4.27842125,1.988616,0.375,-0.810141,99.388085,0.439539,0.09729125,28.172512,2.577615,204.013554,0.04488775,0.616231
1,13.75,814.2440144,59.50324777,467.144129425,55,307.56852175,351,320,7.71996825,74.684995,415.4115415,5.48710875,4.7830925,0.81267,4.36943075,2.302801,1.5,-0.052537,99.35614,0.5287095,0.096973,26.94148875,2.96219675,186.5896,0.09644,0.618769
1,14.25,748.4323141,55,419.453980825,50.91953806,307.6018345,352,275.0423915,8.030762,75.05,415.458657,5.452452,4.72951675,0.808997,4.4605305,3,1.743417,0.207595,99.33958,0.426728,0.0999585,25.9528675,2.5550515,170.107948,0.161739,0.592589
1,14.75,615.9458,48.787935265,352.9032528,43.82005211,308.21442875,351.729927775,215.78276685,8.41766625,75.0557925,415.608801,5.43338625,4.89199225,0.82084025,4.50515275,3,1.969049,1,99.37076125,0.455934,0.154707,21.327779,2.74821175,139.98648375,0.66398025,0.6431625
1,15.25,487.2787,39.50956473,274.946871125,36.39875975,306.77135455,351.062157,147.4695915,8.6189075,75.0661525,415.45801,5.370775,4.64187625,0.780599,4.54784,3.281452,1.738027,0,99.3859725,0.4842965,0.149927,19.123457,2.7108055,109.86567825,0.76167825,0.58010275
1,15.75,366.41093925,29,192,29.34938,306.32359625,351.064203625,76.203419315,8.76,76.2130075,415.372279,5.446409,4.64306575,0.7757235,4.596544,2.588702,0.30258,-0.656999,99.3845125,0.438387,0.1928615,15.9111025,2.316936,68.74585525,0.964264,0.6786965
1,16.25,206.58234625,18.093239955,108.847087975,20.59574407,306.24777125,348.980877675,22.6983131775,8.38,77.279345,414.762966,5.3249925,4.46791875,0.696011,4.590295,1.799937,0,-1.401315,99.39474625,0.5040765,0.236231,11,2.0306935,34.89056775,1.031987,0.624391
1,16.75,72.386483875,7,38,10.91231605,307.1551871,345.426635925,-0.69539675,8.13,77.98345,415.140103,5.353347,4.1116855,0.635385,4.599463,1.143925,-1.5,-2,99.38685625,0.5389515,0.3097805,6.755648,2.1265655,6.848155,1.178241,0.936657
1,17.25,10.8184455,1,5.362707819,2.63561149075,306.95403505,341.97065055,-10.84444009,7.71,79.2,414.79801,5.418426,3.948546,0.57449025,4.5526,0,-2.554788,-3,99.39623875,0.471394,0.33482275,4.932509,1.57001075,-1.9069405,1.138165,0.781895
1,17.75,0.299298461,0.0277196875,0,2,306.1210043,339.41813565,-11.591445095,7.23494625,80.0958,415.032142,5.436276,3.878572,0.54833175,4.51794675,-0.4817485,-3.25522725,-3.571386,99.4,0.47948975,0.369166,4.428821,1.3831815,-2.48813,1.22807025,0.88957
1,18.25,0.210528,0.00773690575,0,2,306,338.3546146,-12.36901268,6.820766,80.55,415.64318175,5.4801815,3.8416815,0.55705125,4.4880075,-1.0815205,-4,-4.147484,99.40701125,0.55220525,0.3741945,4,1.73098375,-2.6140795,0.9667565,0.874524
1,18.75,0.211054755,0.0088402545,0,1.99507325,306,336.465039,-12,6.43158925,81.16846,415.4692885,5.468212,3.87271875,0.53534425,4.43481775,-2,-4.5,-4.276081,99.41379875,0.6314005,0.3524285,3.090019,1.397581,-2.213718,1.10501275,0.89217575
1,19.25,0.2124935,0.00704065725,0,1.89444152075,304.6786845,334.754998,-12,6.0122545,81.705845,415.39587775,5.472228,3.9377505,0.55375175,4.43705,-2,-4.859044,-4.9058415,99.4355675,0.662951,0.3397655,3.44448075,1.457338,-1.7932005,0.7087755,0.998879
1,19.75,0.2124765,0.01022,0,1.7932885195,303.6716195,333.28620885,-12.657205,5.7773535,82.2759675,415.79237075,5.40532275,3.9963455,0.5627315,4.4077,-2.5,-5.009583,-5,99.45611,0.747708,0.3667795,3.8376345,1.519409,-2.0746055,0.72067,1.033356
1,20.25,0.2125988025,0.01159478525,0,1.8336275,303.0195777,331.474188825,-12.09409244,5.0851855,82.7692425,415.8607455,5.44340025,3.92286525,0.549819,4.378831,-2.9433285,-5.37096,-5.11586275,99.4727875,0.6915895,0.312722,3.50971125,1.2185785,-2.317039,0.644085,0.942478
1,20.75,0.21346575,0.01017209425,0,1.8289325,303.52421975,329.951809425,-10.9002742125,4.816328,83.4753625,416.6925585,5.39745725,3.865987,0.561358,4.36885,-3.09006675,-5.3970015,-5.1766485,99.4881525,0.7576985,0.326028,3.487524,1.4614125,-2.92648825,0.72147325,0.911889
1,21.25,0.2127112355,0.01035067125,0,1.811011581,302.1870335,329.593741575,-10.8426107875,4.55016925,84.575,416.809943,5.282096,3.8741395,0.548256,4.3333,-3.096252,-5.698197,-5.266674,99.48299125,0.673811,0.2943985,3.8199225,1.322621,-2.13110625,0.57454825,0.888797
1,21.75,0.21323312325,0.0106958925,0,1.73784,303.224930025,328.910288325,-10,4.229,85.4458725,416.7927475,5.404552,3.88405675,0.551144,4.33895,-3.5,-5.98602275,-5.218376,99.4804,0.6507335,0.361176,3.42797,1.29365725,-1.999032,0.717225,0.990967
1,22.25,0.213026,0.011225667,0,1.79660925,302.290826,328,-10,4.10222575,85.575,416.960903,5.28223725,3.8520885,0.555565,4.315163,-4,-6,-5.177262,99.45597375,0.7688195,0.35188775,3.6439035,1.6573995,-1.9520905,0.58730075,1.09692775
1,22.75,0.2141495775,0.00980154025,0,1.746471,302.477299775,327,-9,3.902965,85.771885,417.190647,5.352715,3.8111145,0.5562775,4.26514625,-4,-6,-5.2539055,99.45777,0.64137,0.274028,3,1.591333,-2,0.7801735,1.02648025
1,23.25,0.21422505575,0.01353055425,0,1.74681625,302.95619825,326.428390675,-8,3.75570275,85.894645,417.31064075,5.352316,3.8532475,0.5391465,4.23967125,-4,-6,-5.4284135,99.44848,0.6800825,0.3562925,2.99907825,1.6787685,-1.5931045,0.251912,0.998001
1,23.75,0.21357118225,0.0133,0,1.7775206375,303.884413875,325.59944675,-7.745918,3.7170765,86.3417325,417.6808315,5.38696,3.8226625,0.5411675,4.2347885,-4,-6,-5.7587235,99.4617225,0.72539775,0.2882945,2.709794,1.49724,-1.595147,0.14745,1.037681
2,0.25,0.202448,0.012866009,0,1.8980270765,303,328.9868026,-9.7931812295,4.84725,84.127255,417.918739,5.760844,3.577418,0.4698505,4.553744,-3,-2.5,-2.4689565,99.324055,0.714362,0.3200955,3,1.6470105,-2.10419725,0.281603,0.99215
2,0.75,0.2041855,0.011984663,0,1.9707235,302.97081515,328.903514,-8.725618529,4.774722,84.9050625,418.3367755,5.850653,3.5946745,0.4691925,4.5046975,-3.66074,-3,-2.860043,99.311525,0.70647775,0.319684,2.561447,1.69743375,-1.4861185,0.445943,0.913585
2,1.25,0.2053345,0.0111506905,0,1.913923,303.21857155,328.1474036,-8.6253815,4.4167835,85.7221425,418.423118,5.886885,3.583372,0.46247625,4.476418,-4,-3.56450375,-3.42000325,99.301955,0.74983,0.31389725,2.656653,1.92425025,-0.999902,0.3368805,1.004233
2,1.75,0.205749,0.021169435,0,1.906900984,303.5982373,326.82451525,-8,4.09046175,85.385,418.64333825,5.82058975,3.5766615,0.457692,4.453094,-4,-4.2717835,-3.650779,99.3,0.74983,0.311316,3,1.909006,-0.768147,0.32432,0.929502
2,2.25,0.2075675,0.0190585,0,1.8624238565,304.58832605,326,-8.415913,3.78240475,86.02877,418.595754,5.791404,3.5544425,0.467849,4.4147915,-4,-4.46793575,-3.808219,99.3,0.682532,0.290064,2.677991,2.270022,-1.482212,0.129909,0.9772165
2,2.75,0.202491,0.014986068,0,1.76201519975,303.5437792,326.26327525,-7.6061465,4.02724475,86.674735,418.6701075,5.77228175,3.59163,0.47201725,4.3850135,-4.12315,-4.5,-4.085067,99.2809,0.671457,0.27769675,2.8878045,1.710027,-0.9878245,0.0863655,0.970531
2,3.25,0.202448,0.0192646605,0,1.74818375,303.0582272,326,-7.06160727,3.8425155,87.35,418.981729,5.756841,3.513296,0.4449885,4.35946,-4.322808,-4.5,-4.304946,99.28067,0.731122,0.29119025,2.926054,1.44454775,-1.0001095,0.14000875,0.8919985
2,3.75,0.203728364,0.0208297165,0,1.72145165,302.90805385,324.7092876,-7.1793365,3.82333775,87.09343,419.3345865,5.708747,3.5968035,0.44677625,4.33956,-4.471826,-4.5,-4.612655,99.28769,0.70425925,0.315638,3,1.448775,-1.01033525,0.3862525,0.8905605
2,4.25,0.199571792,0.021649375,0,1.6784510715,302,323.5537635,-7.612429685,3.562095,87.25319,419.519445,5.64993125,3.588379,0.454973,4.280022,-4.5,-4.912003,-4.733515,99.27631,0.74995875,0.3063605,2.5983795,1.556772,-0.92501125,0.70244275,1.059116
