DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1_1_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_2_1_1,WS,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,SG_1_1_A,SG_2_1_A,CO2
1,0.25,0.0392,0.163506214,-9.0966386705,0,-16.5,-5.388,69.23,0.192923304,89.6,0.314,-13.82,0,0.6164795,-5.027,1.9485,-4.9915,-8.37,-7.6165,-4.6855,-6.70825,-6.24575,406.4
1,0.75,0.0539,0.252977,-13.18787067,0,-16.01,-5.376,69.02,0.194146,89.6,0.278,-13.76,0,0.313071,-4.947,1.884,-4.841,-8.24,-7.502,-4.604,-6.584,-6.122,405.7
1,1.25,0.04005,0.1546905,-8.873103852,0,-15.96,-5.393,68.97,0.189244962,89.6,0.3,-15.12,0,0.359176,-4.931,1.917,-5.072,-8.32,-7.657,-4.751,-6.8005,-6.2485,405.5
1,1.75,0.05935,0.4433043135,-8.988618817,0,-16.11,-5.417,69.81,0.1970905,89.7,0.366,-12.43,0,0.327702,-4.957,2.024,-5.149,-8.36,-7.729,-4.864,-6.7885,-6.2835,405.5
1,2.25,0.0315,0.465391,-5.33537,0,-16.12,-5.43,68.91,0.1810535,89.6,0.286,-13.535,0,0.397505,-4.938,2.065,-5.186,-8.38,-7.769,-4.912,-6.816,-6.3315,405.4
1,2.75,0.0196,0.346722,-7.572527982,0,-16.16,-5.409,69.17,0.1805719,89.6,0.313,-15.44,0,0.328037,-4.961,1.773,-5.23,-8.47,-7.778,-4.904,-6.8575,-6.317,404.8
1,3.25,0.06045,0.204436854,-12.1239457,0,-16.38,-5.383,69.13,0.182856979,89.7,0.318,-14.725,0,0.39782,-4.984,1.974,-5.259,-8.46,-7.779,-4.906,-6.916,-6.3165,405.35
1,3.75,0.0194,0.36509,-7.91615,0,-15.98,-5.378,69.4,0.179905,89.7,0.308,-15.615,0,0.334298,-4.955,2.166,-5.253,-8.46,-7.735,-4.928,-6.961,-6.347,405.5
1,4.25,0,0.257627,-7.58256,0,-16.2,-5.351,68.87,0.1905217565,89.7,0.306,-15.56,0,0.388502,-4.957,2.135,-5.241,-8.46,-7.731,-4.949,-6.997,-6.3325,406
1,4.75,0.0438,0.4040685875,-5.0223,0,-16.63,-5.35,68.79,0.189678139,89.7,0.276,-13.45,0,0.341106,-4.973,1.924,-5.245,-8.46,-7.725,-4.953,-6.9985,-6.326,405.3
1,5.25,0.0187,0.528602436,-7.9842,0,-16.64,-5.336,68.72,0.1947259645,89.7,0.281,-13.69,0,0.376529,-4.954,1.879,-5.249,-8.49,-7.726,-4.912,-6.9585,-6.3665,405.7
1,5.75,0.0527,0.3256591045,-7.03678,0,-16.68,-5.342,68.67,0.17747889,89.7,0.269,-13.135,0,0.323893,-4.944,1.816,-5.206,-8.46,-7.741,-4.917,-6.979,-6.3645,405.3
1,6.25,0.0375,0.239099031,-6.174501858,0,-16.29,-5.35,68.94,0.18284895,89.6,0.286,-14.095,0,0.373112,-4.955,1.99,-5.211,-8.45,-7.75,-4.876,-7.0005,-6.272,405.5
1,6.75,0.0233,0.3997194385,-7.07407,0,-16.46,-5.37,68.78,0.1674445,89.6,0.282,-12.35,0,0.328785,-4.923,1.8,-5.215,-8.42,-7.757,-4.879,-6.963,-6.2755,405.35
1,7.25,0.0132,0.328865,-4.23218,0,-16.17,-5.383,68.94,0.165988982,89.6,0.295,-12.78,0,0.369382,-4.958,1.853,-5.229,-8.42,-7.767,-4.906,-6.963,-6.285,405.25
1,7.75,0.0245,0.659939326,-7.146035,0,-16.47,-5.358,68.72,0.18317,89.6,0.302,-12.44,0,0.318823,-4.912,1.705,-5.189,-8.39,-7.765,-4.903,-6.9435,-6.307,404.5
1,8.25,0.02,0.123685735,-9.617475,0,-16.21,-5.302,68.65,0.186694,89.6,0.3,-14.19,0,0.536784,-4.843,1.781,-5.251,-8.46,-7.804,-4.91,-6.926,-6.242,404.65
1,8.75,0.0177,0.361791,-11.24356342,0,-16.2,-5.196,68.79,0.1767839665,89.6,0.388,-15.35,0,0.46639,-4.826,1.873,-5.237,-8.43,-7.823,-4.906,-6.9165,-6.248,405.25
1,9.25,0.0168,0.255203186,-5.50896,0,-16.16,-5.172,68.53,0.158522,89.6,0.319,-16.57,0,0.542874,-4.789,1.785,-5.235,-8.36,-7.838,-4.896,-6.9165,-6.3175,405
1,9.75,0.0174,0.3315514475,-4.6610242055,0,-16.32,-5.185,68.4,0.160275839,89.6,0.418,-16.78,0,0.605451,-4.743,1.811,-5.186,-8.42,-7.86,-4.893,-6.899,-6.2985,405.15
1,10.25,0.0325,0.37664,-8.15687,0,-16.4,-5.163,68.25,0.1852875,89.6,0.689,-14.58,0,1.19566,-4.764,1.947,-5.218,-8.44,-7.812,-4.891,-6.9255,-6.2765,405.55
1,10.75,0.00119,0.435633902,-5.976369726,0,-16.35,-5.175,68.3,0.178223,89.6,1.281,-14.975,0.4875805,2.49188,-4.745,1.824,-5.167,-8.41,-7.802,-4.846,-6.927,-6.2855,405.05
1,11.25,0.003006,0.25449,-5.50567,1.234,-16.33,-5.161,68.15,0.167970594,89.6,2.475,-15.53,3.012335,5.56156,-4.722,1.662,-5.208,-8.42,-7.81,-4.832,-6.9625,-6.266,404.15
1,11.75,0.001135,0.1433163385,-6.07958,3.175,-16.44,-5.167,67.9,0.197780694,89.6,3.898,-16.34,7.15462,10.3272,-4.728,1.689,-5.237,-8.38,-7.817,-4.817,-6.974,-6.2305,404.7
1,12.25,0,0.27027,-11.061820435,4.9425,-16.3,-5.157,68.17,0.195265801,89.6,5.75,-14.88,11.33081137,15.5679,-4.723,1.745,-5.276,-8.35,-7.818,-4.802,-6.986,-6.221,404.8
1,12.75,0.033483944,0.545969,-13.90307872,6.454,-16.33,-5.235,68.77,0.162351,89.6,7.211,-15.475,14.5245,18.7529,-4.691,1.721,-5.261,-8.3,-7.809,-4.819,-6.9525,-6.251,405.2
1,13.25,0.01171,0.239824003,-9.797445,7.3655,-16.225,-5.214,68.66,0.174682,89.6,7.339,-17.12,15.56068865,19.62135,-4.6855,1.6315,-5.277,-8.305,-7.799,-4.8475,-6.97625,-6.32125,405.3
1,13.75,0.025,0.708795084,-11.2719,6.2795,-16.28,-5.178,68.735,0.200419,89.6,6.7185,-18.51,13.66920515,17.48185,-4.6955,1.7215,-5.284,-8.29,-7.76,-4.8315,-6.91125,-6.3085,406.8
1,14.25,0.0025781395,0.208594391,-15.50855251,4.451,-16.36,-5.247,68.4,0.18177904,89.6,5.308,-16.43,9.69513,12.95735,-4.723,1.822,-5.2545,-8.29,-7.739,-4.79,-6.89625,-6.2565,404.7
1,14.75,0.02995,0.106210749,-11.91114321,2.1135,-16.045,-5.3005,68.465,0.2055694255,89.6,3.357,-19.49,5.148105,7.77542,-4.7095,2.0005,-5.264,-8.26,-7.754,-4.7915,-6.8445,-6.178,405.9
