DOY2,HR2,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,-0.0752885363326014,-0.0620729411893788,-1.41957508757831,-0.565176013342508,0.0913482750137724,-25.1129436014205,-3.27653604581084,0.418071251723134,400.427469262112,2.98692629178524,415.368913672062,3.5598101976281,414.397431368333,3.76353604041989,416.30666140783,3.43740792583119,414.704313256108,3.66438640174504,415.675324697116,3.27011374735421,415.048530517368,3.78864805964324,415.890460402178,3.11061631831451,415.279109206459,3.84445431552384,1.43253829917452,-3.58943388021851,0.281797957043382,1.3775,1.1,0.26,-4.0275,-4.4515,-5.0327,-6.2982,-7.44585,83.194145,63.9725,0.8823,-7.155,-6.11,-6.04,0.2,-3.26,0.8,-1.425,-0.145,218.55,280.85,239.8,280.15,-0.19,0.0175,0.0275,0.0375,-0.11,-0.3325,-0.04,-0.13,-2.33,-1.872,-0.55725,0.581,1.3665,4.498,7.8385,8.3725,8.867,-1.758,-0.43025,-0.101,1.1685,5.1525,8.60675,9.37475,10.06875,-2.20075,-0.225,-0.428,0.1035,2.48775,5.33025,7.76475,9.3395,-2.0035,-1.35825,0.6105,1.65825,5.321,8.775,9.317,-1.99025,-0.93775,-0.21775,0.33625,1.63725,-4.466,-5.38825,-4.4375,-62.57
1,0.75,0.0549524166740321,-0.0699356078010279,-0.0420329995562513,-0.899418273404689,0.088857965504014,-23.3908548436156,-2.90520683945261,0.459264764356999,400.029043481127,2.80137997854019,416.214214486785,3.46513707361223,414.382802041272,3.82496831768945,416.164617498182,3.21915354868875,414.85390061718,3.83518398367686,416.161096086332,3.06302841434247,415.079397122517,3.7113866606903,416.424999321266,3.04078706420964,415.69101211021,3.77370568948202,1.37669936104099,-4.30209561366036,0.297537120841783,1.395,1.12,0.26,-4.8431,-5.355,-5.717325,-6.6824,-7.5468,83.21515,63.2225,0.782875,-7.1475,-6.2725,-6.255,0.2,-3.38,0.8,-1.4225,-0.15,216.325,280.35,239.5,279.8,-0.19,0.01,0.02,0.055,-0.1075,-0.33,-0.04,-0.13,-2.375,-1.95025,-0.6405,0.582,1.368,4.498,7.83775,8.3715,8.866,-1.88,-0.4635,-0.11075,1.171,5.163,8.60675,9.37375,10.068,-2.30325,-0.21775,-0.44525,0.096,2.48775,5.33025,7.76375,9.3385,-2.133,-1.4025,0.6035,1.66275,5.3215,8.775,9.31675,-2.049,-0.96125,-0.23575,0.3285,1.64625,-5.1145,-4.9795,-4.751,-58.73
1,1.25,0.0641173020495892,-0.0570456694146329,-1.02612317434668,-0.872190380851578,0.081211657387506,-19.8661005058772,-3.40977202766473,0.408617695886772,395.517226217316,2.90252070828606,416.387917076657,3.16905238193106,414.394552498205,3.85404194350305,416.564501800219,3.17011664089999,414.523604258834,3.79717435405605,416.542920104293,3.15237604358017,415.083954365449,3.67781384744839,416.687037157613,2.92447057279517,415.781740452703,3.6912938445956,1.46668827633073,-4.47186307307548,0.291466435141826,1.345,1.14,0.27,-4.7072,-5.596,-5.420675,-6.41865,-7.7304,83.2241625,64.875,0.7909,-7.6175,-6.505,-6.11,0.2,-3.26,0.8,-1.46,0.02,217.275,279.525,237.4,279.3,-0.19,0.02,0.0175,0.05,-0.12,-0.33,-0.04,-0.1375,-2.439,-2.06675,-0.73575,0.582,1.3685,4.497,7.8375,8.3695,8.865,-1.9625,-0.49475,-0.12375,1.17425,5.1635,8.60675,9.3735,10.0675,-2.47175,-0.21725,-0.45725,0.088,2.4875,5.32925,7.7635,9.337,-2.28025,-1.4465,0.597,1.668,5.32025,8.77475,9.31575,-2.1345,-1.03,-0.22925,0.32225,1.64875,-4.95075,-5.187,-4.467,-65.63
1,1.75,-0.276511159084086,-0.0333061276573987,-0.581823232753682,-0.807153416609471,0.0913151424578718,-22.0889258784894,-2.29262408961088,0.41125551284828,388.014612132101,2.80038045009974,416.116249617038,3.30208603812142,414.162634214325,3.85594426833177,416.240876027146,3.22620071636925,414.8062695909,3.63351526575261,416.449846544295,3.16936255002398,415.252457614676,3.36432965222126,416.504518903793,3.10532609011994,415.419915733766,3.71041644627687,1.47244882489916,-5.07364062256913,0.372729117343463,1.345,1.12,0.28,-4.3749,-4.8805,-5.36165,-6.7237,-7.92765,83.2294575,64.065,0.8695,-7.32,-6.3425,-6.65,0.1,-3.275,0.7,-1.45,-0.0075,216.8,279.125,239.55,280,-0.2,0.02,0.03,0.0475,-0.125,-0.33,-0.04,-0.1375,-2.571,-2.15725,-0.853,0.582,1.369,4.496,7.83675,8.36925,8.865,-2.088,-0.50975,-0.136,1.1725,5.163,8.606,9.3725,10.06675,-2.698,-0.22725,-0.44675,0.106,2.4875,5.32825,7.7625,9.3665,-2.4225,-1.5435,0.58625,1.674,5.319,8.7745,9.31475,-2.23775,-1.09525,-0.232,0.31475,1.6485,-5.685,-6.086,-5.116,-62.72
1,2.25,-0.0365378089943652,-0.0361767852527995,-0.217325871636311,-0.632868891220388,0.0855581544844804,-19.7284109983475,-3.44881245962609,0.432580793836755,387.044701882239,2.60022974971891,415.888594245762,3.24900941901692,414.412669987408,3.57345643027503,416.271727224805,3.26118655138353,414.855072204545,3.66783867552968,416.661375771055,3.05605734443155,414.725013179153,3.78878578285254,416.923972989799,2.79525717447597,415.961049994491,3.70028810016003,1.31423092111094,-4.93062325412691,0.281784676485904,1.37,1.085,0.2475,-4.721375,-5.3555,-5.3059,-6.868675,-8.3373,83.235415,63.28,0.7763,-7.86,-7.06,-6.55,0.2,-3.125,0.8,-1.4225,-0.125,216.35,278.35,241.8,277.9,-0.19,0.01,0.0175,0.05,-0.115,-0.3325,-0.04,-0.13,-2.645,-2.2245,-0.974,0.58375,1.37025,4.4945,7.8365,8.3675,8.86375,-2.15325,-0.515,-0.14925,1.173,5.15425,8.605,9.37225,10.067,-3.02125,-0.29475,-0.439,0.116,2.488,5.3275,7.7615,9.33575,-2.58375,-1.64025,0.58,1.6775,5.31775,8.7745,9.31375,-2.29775,-1.20375,-0.23375,0.3115,1.64825,-5.197,-6.405,-4.97125,-58.3175
1,2.75,0.0382486833326887,-0.058259683907306,-2.04651150894748,-0.565210205806316,0.0985589966001709,-17.2910451663872,-5.5111019660863,0.473673187660032,388.866294921788,2.63369817756205,416.39414358378,3.11122611239262,414.264130214301,3.50535096185588,416.369802027328,2.99543869312655,415.232100169319,3.58658740817342,417.228737610587,2.788401503685,415.445798539573,3.43691909334069,417.155536173205,2.64785866731323,415.413302821344,3.32790615510589,1.40951023232893,-4.83143787169539,0.32202095503652,1.385,1.09,0.26,-5.1722,-5.5855,-5.7103,-7.1672,-8.9817,83.23028,64.36,0.6899,-8.24,-7.4175,-7.075,0.2,-3.33,0.8,-1.4125,-0.13,214.725,276.175,239.65,276.5,-0.1875,0.02,0.0175,0.05,-0.1375,-0.32,-0.035,-0.13,-2.721,-2.255,-1.0795,0.58425,1.371,4.4935,7.8365,8.3665,8.863,-2.31625,-0.5475,-0.156,1.17025,5.154,8.605,9.37125,10.06575,-3.1515,-0.30925,-0.468,0.11275,2.4885,5.3265,7.7615,9.3355,-2.5755,-1.72175,0.5755,1.6825,5.3165,8.7765,9.3135,-2.408,-1.28825,-0.23475,0.31,1.64725,-5.21475,-7.1915,-5.1275,-58.14
1,3.25,-0.00837312015657098,-0.069222467769809,-0.985746336851733,-0.692276897021258,0.0823895497630693,-17.0178437122028,-1.82236711676059,0.399650445471285,389.053065868657,2.57764390253944,416.423497990082,3.24080384834668,414.825492793184,3.25439795700624,416.663779970163,3.21787763926663,414.821771317736,3.22947239492409,416.195481265851,2.84141098999776,415.142358244252,3.24974969921407,416.441601660681,2.92229538512582,415.508365072875,3.23691617900789,1.37908856693938,-4.33040543188022,0.29520104940371,1.3525,1.09,0.27,-4.7393,-5.523,-6.11495,-6.879325,-8.8337,83.232115,64.1,0.7191,-8.075,-7.3675,-7.02,0.2,-3.26,0.8,-1.365,-0.115,215.5,276.175,240,275.85,-0.2,0.02,0.02,0.0375,-0.135,-0.3225,-0.04,-0.13,-2.832,-2.2705,-1.16425,0.584,1.37175,4.4925,7.8365,8.3655,8.862,-2.3715,-0.587,-0.158,1.16975,5.15475,8.60525,9.371,10.065,-3.34,-0.286,-0.494,0.1105,2.48925,5.3265,7.7605,9.3355,-2.62175,-1.79,0.57375,1.6895,5.316,8.77925,9.31225,-2.42075,-1.406,-0.234,0.30975,1.64725,-6.077,-8.368,-5.3255,-63.25
1,3.75,-0.0420252351764576,-0.0788384085320448,-1.28042152434178,-0.739688490614039,0.0958039848130714,-20.2469041262416,-3.33388832013551,0.412067205359889,387.806726673599,2.70313971635775,415.574684433763,3.24172135386909,414.730140958485,3.32488782655287,416.212119464645,3.26520426724684,414.884566258118,3.35170269176502,416.462990609051,2.93824964195198,414.949515727654,3.26562961444513,416.769677140424,2.94528575171333,415.694727276864,3.19179846258817,1.38835424880527,-4.461105715584,0.291276608776657,1.275,1.07,0.2775,-5.1236,-5.645,-5.9427,-7.0557,-8.75975,83.21307,63.585,0.7526,-8.055,-7.0075,-7.205,0.2,-3.235,0.8,-1.385,-0.065,215.9,276.825,238.9,274.85,-0.2,0.01,0.02,0.04,-0.1375,-0.33,-0.04,-0.13,-2.878,-2.3795,-1.2145,0.58425,1.372,4.4915,7.8355,8.36475,8.861,-2.488,-0.61375,-0.1825,1.16975,5.1555,8.60525,9.37,10.06375,-3.362,-0.264,-0.549,0.09075,2.48975,5.3255,7.7595,9.33475,-2.672,-1.82725,0.57125,1.696,5.3155,8.78,9.31,-2.52875,-1.504,-0.2315,0.30875,1.647,-6.31,-8.058,-5.558,-57.135
1,4.25,-0.128364830888632,-0.116827780217999,-1.46670346568252,-0.561676144713486,0.0870462836922915,-22.958287742449,-2.85193150398261,0.42790174285406,394.159557182758,2.76348438650511,416.697298778271,3.05852379469853,414.738367062949,3.35235596839254,417.181783533664,2.94129278359347,414.791618928728,3.33303729105512,416.717847208906,2.93787836588854,415.042546427215,3.52136829712446,417.240032842285,2.74294486806208,415.566510125401,3.41328347767935,1.17258497749535,-4.37816205890107,0.307327854354817,1.19,1.01,0.27,-5.0397,-5.876,-5.9996,-7.0956,-8.660725,83.193405,64.2325,0.818375,-7.82,-6.93,-7.445,0.1,-2.9275,0.7,-1.46,-0.09,217.3,276.875,240.9,275.35,-0.1975,0.01,0.02,0.04,-0.1275,-0.32,-0.04,-0.14,-3.011,-2.43425,-1.3075,0.58075,1.37275,4.491,7.8355,8.36375,8.86,-2.6345,-0.655,-0.20075,1.17075,5.156,8.605,9.36975,10.06325,-3.429,-0.24275,-0.6185,0.0555,2.491,5.32475,7.7585,9.33475,-2.73525,-1.88325,0.569,1.70225,5.315,8.78025,9.309,-2.41375,-1.6155,-0.24225,0.30825,1.64625,-6.235,-7.6325,-5.46375,-61.0025
1,4.75,0.0159151786116595,-0.0468480623111005,0.706811926707007,-0.760554839286612,0.087844812268744,-21.0092892228105,-4.43817693994003,0.397700344193842,384.956205891843,2.67808026784832,416.430960356143,3.09742081483988,414.774082189914,3.39505954429603,416.700242630376,3.13356817707274,414.893801899345,3.44367893801332,416.67732447395,2.89035444846943,415.173368361314,3.61166432271387,416.734071631677,2.67152044885782,415.693621475529,3.62113980375451,1.2871112300992,-4.80412313952789,0.329289639133872,1.32,1.045,0.2675,-5.55745,-5.8895,-5.9744,-7.1318,-8.627,83.197195,63.97,0.76415,-7.6175,-6.74,-6.615,0.2,-3.18,0.9,-1.3825,-0.1775,217.725,277.95,242.7,276.4,-0.19,0.01,0.02,0.0475,-0.125,-0.33,-0.04,-0.14,-2.943,-2.48775,-1.45525,0.57425,1.37275,4.4905,7.8345,8.363,8.859,-2.77725,-0.70875,-0.21275,1.17025,5.156,8.60425,9.36875,10.06325,-3.36125,-0.22725,-0.70525,0.01875,2.491,5.32375,7.7585,9.334,-2.65825,-1.95275,0.5665,1.70775,5.313,8.78,9.3085,-2.444,-1.61625,-0.2795,0.30625,1.6455,-6.527,-8.3045,-5.6115,-60.5675
