DOY2,HR2,TAU,H,LE,FC,SH,SLE,SC,WS,USTAR,T_SONIC,PA,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,TA_1_1_1,RH_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,TS_1_1_1,TS_2_1_1,G_1_1_1,G_2_1_1,T_CANOPY_1_1_1
1,0.25,0.00288,-0.550594,10.486,1.071465,0.163127,0.309933,0.0815,3.61199,0.284436,2.40089,98.0536,435.09725,6.29059,1.06572,0.994847,0.404497,0.304464,1.00599125,92.560725,-4.4756875,-0.37265925,1.0729725,308.94425,315.994,0.48831525,1.24727,1.294055,-4.45951,-3.729405,-0.095
1,0.75,0.00518,-0.754014,10.3718,1.22839,0.43852725,0.309031,0.052575,3.9153,0.308629,2.38111,98.0685,435.756,6.17652,1.16272,1.05082,0.410842,0.307149,0.8928075,92.4129,-4.76873,-0.33649075,1.1264475,307.7205,316.11925,0.4829475,1.2448975,1.2792575,-4.4613025,-3.741845,-0.22375
1,1.25,0.00372,-0.544948,11.84795,1.32484,0.343482,0.25838975,0.0998315,3.853,0.280221,2.43755,98.0663,436.4725,6.2379575,1.12821,1.06596,0.410962,0.340287,0.95774475,93.217175,-3.6159075,-0.39628675,1.1347775,308.63825,316.3305,0.486199,1.2437925,1.293025,-4.4643325,-3.7519775,-0.233
1,1.75,0.0024225,-0.684357,12.229125,1.24396,0.2953925,0.244292,0.071425,3.73785,0.27607925,2.4374825,98.071825,434.847,5.95103,1.19561,1.04865,0.40512725,0.32646625,0.998789,92.3237,-3.91049,-0.298027,1.19435,309.774,316.213,0.482493,1.23593,1.28057,-4.46585,-3.71297,-0.296
1,2.25,0.00337,-0.015724,12.05735,1.2606025,0.220268,0.245162,0.0897,3.97551,0.280263,2.50156,98.086,434.59475,6.031435,1.13958,1.06394,0.420233,0.311993,0.909888,92.6528,-4.36532,-0.39798,1.1008,308.101,315.905,0.494634,1.22915,1.26697,-4.47013,-3.72697,-0.284
1,2.75,0.00615,0.0434,14.45855,1.29153,0.275689,0.34336925,0.0655,4.08056,0.29349,2.49733,98.1062,433.118,5.90911,1.12048,0.998059,0.430062,0.320351,0.929741,92.0453,-4.22737,-0.39115,1.09783,307.147,315.79,0.500842,1.22097,1.26933,-4.46664,-3.73429,-0.291
1,3.25,0.00494,0.3379805,11.64865,1.24574,0.243983,0.3040895,0.107498,3.954845,0.2782525,2.518535,98.1115,434.6535,5.889445,1.11052,1.05198,0.384183,0.3051165,0.898794,91.3417,-3.77447,-0.387652,0.894326,307.295,315.826,0.495948,1.21265,1.25199,-4.42927,-3.80362,-0.2
1,3.75,0.004865,-0.4607895,10.643475,1.16438,0.0622,0.29614625,0.117483,3.909005,0.29729275,2.3832675,98.118875,436.262,5.960185,1.0999975,0.97534075,0.4018135,0.31602275,0.937904,92.7258,-5.10209,-0.46718,0.875474,305.639,316.103,0.516652,1.20819,1.23042,-4.39744,-3.92081,-0.203
1,4.25,0.003945,-0.2180365,12.0134,1.15103,0.165119,0.3052055,0.150432,4.045605,0.310289,2.281705,98.1266,434.897,5.8557025,1.213235,1.07515,0.4052425,0.307542,0.795392,92.9408,-4.67314,-0.314352,0.929992,306.415,316.289,0.494912,1.20416,1.2237,-4.38209,-3.92873,-0.085
1,4.75,0.0028,0.13831175,13.4364,1.174515,0.3589725,0.298533,0.1054385,4.12789,0.332852,2.57648,98.1216,435.8365,5.8480475,1.15006,1.09126,0.435378,0.323065,0.855363,93.0122,-5.40861,-0.462596,0.934133,306.578,315.981,0.465268,1.20064,1.23207,-4.38121,-3.92497,-0.332
1,5.25,0.0021075,-0.442092,12.593175,1.1747525,0.27026125,0.231627,0.0818,4.19505,0.311678,2.65462,98.09095,435.906,5.8598175,1.1037925,0.9924885,0.40806975,0.294464,0.774498,91.3957,-6.5838,-0.480209,0.961022,304.925,315.984,0.38142,1.20105,1.23502,-4.45782,-3.91117,-0.323
1,5.75,0.003385,-0.419904,12.9586,1.3449275,0.18856825,0.2219515,0.08205,4.091145,0.3101905,2.395095,98.10335,434.958,5.6761125,1.18372,1.12124,0.4266335,0.2949625,0.636257,90.5596,-7.4631325,-0.5224315,1.0153325,305.4555,315.572,0.30997475,1.177785,1.2135125,-4.437205,-3.8915625,-0.3945
1,6.25,0.0035,-1.0775975,14.2995,1.223105,0.199319,0.234007,0.09105,3.760325,0.305469,2.4810475,98.121575,434.95075,5.73676,1.170345,1.04202,0.43045225,0.315211,0.619901,91.067175,-6.372945,-0.49295175,0.99863175,305.7445,315.12375,0.30750725,1.179795,1.1957125,-4.4653875,-3.9472075,-0.42575
1,6.75,0.005725,0.020825,13.53755,1.239325,0.14973525,0.306916,0.0621,4.00835,0.30318525,2.3753675,98.14755,435.074,5.729705,1.2089025,1.11345,0.424035,0.32338225,0.76484725,90.484025,-5.0869425,-0.40251125,1.0604225,306.6905,315.339,0.3543815,1.176985,1.1868025,-4.472145,-3.85494,-0.4105
1,7.25,0.00707,0.5591035,13.33825,1.14262,0.231961,0.30602675,0.090325,4.04868,0.291883,2.43859,98.18645,435.6755,5.882825,1.21971,1.0865,0.4042815,0.3228495,0.671569,91.161825,-6.35762,0.0558,1.6269825,305.922,315.2485,2.192215,1.160225,1.1815,-4.4247275,-3.96222,-0.46775
1,7.75,0.00604,0.67977725,14.8119,1.17471,0.314307,0.346769,0.109199,3.8485425,0.30026575,2.385015,98.20975,435.9625,5.83187,1.164715,1.042995,0.41332525,0.33140575,0.61179725,91.8667,-3.2991425,11.70875,9.52453,304.6975,315.205,23.083375,1.144855,1.172195,-4.4684075,-3.9723875,-0.472
1,8.25,0.00358,1.84892,13.54645,1.11257,0.92173225,0.311184,0.102979,3.938085,0.3376505,2.47032,98.2125,435.85525,5.80023,1.23437,1.17681,0.454166,0.31703,0.59940125,92.534525,3.075775,58.822875,32.394725,304.43775,315.7975,91.666125,1.1320375,1.160855,-4.4666925,-3.8864175,-0.37625
1,8.75,0.004745,3.735675,15.70835,1.1306525,1.7248275,0.642744,0.0674,3.85336,0.313421,2.50506,98.2138,433.9625,5.884785,1.25809,1.150425,0.452644,0.3270795,0.63734,88.9504,27.6764,121.965,59.7452,305.647,316.337,194.329,1.11515,1.15113,-4.44319,-3.96347,-0.224
1,9.25,-0.004445,7.57434,20.2147,1.0421275,2.20576,0.69477,0.049675,4.044385,0.3373335,2.556925,98.22215,433.68,5.88362,1.32593,1.227955,0.4409305,0.336311,0.776536,87.6931,53.5824,188.444,89.7083,306.031,316.94,287.29,1.15356,1.14829,-4.48259,-4.04281,-0.047
1,9.75,-0.0053,12.245975,23.345025,0.68079575,2.68478,0.90262075,0.028025,4.3662775,0.337289,2.5176675,98.23355,433.0935,5.66671,1.3371,1.305265,0.47704925,0.32185925,1.33362,86.0004,79.9625,240.831,112.882,306.626,318.566,375.808,1.15833,1.1461,-4.47898,-4.05492,0.182
1,10.25,-0.005705,15.42015,31.121275,0.71685975,2.3727,0.514057,0.00922,4.522165,0.3568035,3.125355,98.23645,432.94675,5.6882825,1.34882,1.32047,0.4685755,0.3093145,1.41696,84.224,98.31495,300.912,130.899,308.134,320.447,471.146,1.145985,1.147895,-4.392265,-3.886865,0.918
1,10.75,-0.011,24.008875,31.6109,0.727635,2.308545,0.519776,0.04655,4.736185,0.39197625,3.121495,98.22265,433.529,5.72499,1.4158725,1.409255,0.48709775,0.3225415,1.812805,82.45675,116.048,352.867,152.995,308.2065,323.165,536.089,1.170055,1.16929,-4.38316,-3.72104,1.2495
1,11.25,-0.0258,27.815125,37.9168,0.599692,2.20127,0.41775,0.0516,4.8869125,0.38114575,3.4631075,98.181125,432.99575,5.64624,1.39458,1.4352575,0.48559225,0.31866475,2.076845,81.22345,140.494,373.593,162.7655,307.8175,324.7975,604.4085,1.1802,1.20657,-4.29181,-3.564875,1.4895
1,11.75,-0.027175,30.584325,41.19335,0.771432,1.793405,0.45541675,0.060225,5.36791,0.3695675,3.665335,98.141975,433.227,5.68106,1.4533125,1.45586,0.52150725,0.28867875,2.6082675,79.41075,148.43975,406.825,182.57425,308.7895,326.66475,675.0885,1.1877225,1.2297975,-4.125605,-3.2182825,1.86375
1,12.25,-0.0286,25.8185,36.15115,0.861327,1.56072,0.563783,0.08835,4.88414,0.364098,4.12642,98.1305,433.309,5.74833,1.44471,1.42827,0.483715,0.277003,2.7395325,79.7485,145.597,443.0355,180.92275,309.14625,328.7365,725.6955,1.1951875,1.241025,-3.825655,-3.1323675,1.83325
1,12.75,-0.0202,28.646,37.8775,0.6761385,1.33742,0.437741,0.00557,5.02176,0.389506,4.12487,98.0972,432.8435,5.8378825,1.46345,1.46048,0.513696,0.265252,2.8786525,81.082575,134.1995,411.18625,164.0695,308.20925,329.42925,672.7555,1.21219,1.234285,-3.619545,-3.0117775,1.92
1,13.25,-0.0219,31.95025,38.218075,0.51835175,1.5738425,0.370324,0.0238,5.0541125,0.3938775,4.162785,98.058075,432.815,5.8196725,1.459995,1.42831,0.496625,0.269933,3.1333,80.6034,129.498,414.443,156.395,308.546,330.138,658.754,1.2095,1.21677,-3.58311,-3.05239,2.092
1,13.75,-0.0249,28.496425,41.80555,0.521798,1.409915,0.48304625,0.0508,4.7287,0.426247,4.480515,98.0302,432.8385,5.8677025,1.40454,1.443495,0.51622325,0.2606305,3.42754,79.8173,122.812,395.658,137.329,308.058,330.899,647.422,1.21946,1.2783,-3.20202,-2.93903,2.123
1,14.25,-0.0167,25.8993,38.3596,0.522189,1.19157,0.383108,0.044575,4.8813,0.382099,4.76989,98.0224,432.133,5.81373,1.46302,1.38743,0.526183,0.253713,3.46197,79.9418,107.238,371.096,132.828,309.015,330.252,544.237,1.30358,1.28492,-3.0655,-2.56368,2.125
1,14.75,-0.026575,16.6962,32.9459,0.6843165,0.9451,0.3930105,0.04325,4.528815,0.38747675,4.9367025,98.0027,432.152,5.8333,1.4210925,1.4804775,0.50009175,0.24461075,3.67401,80.2713,85.315,295.983,101.958,310.898,330.111,448.967,1.3236,1.28538,-2.38368,-2.34493,1.772
1,15.25,-0.0113,8.02232,28.14835,0.73664,0.814606,0.4028685,0.03715,4.47384,0.363782,5.07561,98.0018,432.40525,5.875165,1.40308,1.35654,0.493855,0.212029,3.79152,79.9755,58.9206,223.169,80.8504,310.53,328.302,341.736,1.32788,1.27748,-2.11388,-2.33574,1.64
1,15.75,-0.0091925,2.85698,23.0164,0.76716175,0.344801,0.3688935,0.03835,4.45385,0.364243,5.116395,98.0191,431.7955,6.2120375,1.284545,1.21568,0.45734875,0.1745045,3.74094,80.7036,32.9904,162.91,55.8573,310.894,325.757,243.07,1.3365,1.31815,-2.13173,-2.27359,1.471
1,16.25,-0.00461,-0.0473,21.136075,0.8001235,-0.0125,0.381783,0.05,4.00579,0.323802,4.77972,98.0195,431.935,6.14756,1.26482,1.18607,0.440754,0.179711,3.578445,81.7559,9.9593525,80.290225,36.68995,310.51675,322.6825,133.274,1.3995,1.3563925,-2.315285,-2.2237775,0.90675
1,16.75,-0.0034275,-1.04043125,16.738625,0.986719,-0.14225575,0.272832,0.0597,3.9260225,0.29851425,4.5484575,98.02885,431.977,6.0021425,1.175045,1.06226,0.42727225,0.2282015,3.489285,81.38825,-1.010566,27.17735,12.4194,308.33,319.834,45.92275,1.380405,1.37666,-2.750225,-2.530345,0.3115
1,17.25,0.0029725,-1.1012925,13.7004,1.16792,-0.190449,0.18725075,0.059275,3.7177125,0.29255475,4.3822475,98.0367,432.582,5.98524,1.115455,1.00583,0.40286175,0.250191,3.00368,81.9126,-6.727975,2.75341,2.67206,308.174,318.7605,7.869945,1.401415,1.37897,-3.21532,-2.853665,0.2795
1,17.75,0.0031775,-0.709595,11.903525,1.0017,-0.066,0.261253,0.066,3.86092,0.2750295,4.407435,98.053925,432.964,5.9879275,1.0454425,0.9401475,0.38144775,0.27484825,2.89509,82.5892,-7.44519,-0.506814,1.014265,307.2335,317.874,1.45739,1.40676,1.38117,-3.47908,-2.895735,-0.0035
1,18.25,0.00514,-0.9545445,11.94235,0.99735875,-0.1982185,0.317181,0.0806,3.75821,0.252231,3.897565,98.08445,433.25825,5.91481,1.06463,0.917888,0.3684715,0.2760905,2.477115,83.01675,-6.69505,-0.5407015,0.9880765,309.1675,318.1265,0.991373,1.40605,1.38238,-3.729525,-2.997425,0.163
1,18.75,0.004695,-0.980435,10.330625,1.11117,-0.07341075,0.340484,0.0989,3.87911,0.27111,3.519245,98.0872,433.49175,6.0805625,1.067785,0.9491185,0.373706,0.2791995,2.30916,83.74195,-6.404115,-0.546043,1.12818,308.5755,317.5635,0.9646735,1.395985,1.388225,-4.10969,-3.084435,-0.0265
1,19.25,0.001785,-0.04042,9.98572,1.23323,-0.043,0.499396,0.0996,3.93366,0.275642,3.054085,98.1016,433.957,6.18567,1.123525,0.946229,0.3757455,0.295637,1.93165,85.5198,-6.24469,-0.568778,1.22981,308.333,317.325,0.8976395,1.376375,1.393065,-4.14899,-3.152385,0.029
1,19.75,0.0038875,0.286439,10.067405,1.23697,-0.06685,0.4454155,0.17376675,3.6067725,0.28129225,2.9328425,98.12325,434.1425,6.0988225,1.0213875,0.9490045,0.37359125,0.31095225,1.62133,87.83245,-5.395275,-0.5584265,1.043245,309.845,316.74,1.1202055,1.357375,1.40818,-4.19787,-3.166685,-0.01
1,20.25,0.0033375,-0.75779275,8.9357575,1.09269,0.156368,0.3866695,0.078125,3.5433275,0.2782905,3.17554,98.1098,434.8905,6.059115,1.02076,0.8720145,0.36847325,0.299419,1.45258,88.30345,-5.075745,-0.536725,1.259215,310.8435,316.5715,0.9880435,1.37216,1.405,-4.27978,-3.291505,-0.129
1,20.75,0.00229,-0.406482,10.276375,1.09325,0.1607085,0.253051,0.0667,3.389415,0.264566,3.177545,98.11755,434.2765,5.9704875,1.072005,0.9492965,0.36186,0.3039685,1.4453,89.3541,-4.43113,-0.5431245,1.305725,310.3385,316.3455,1.233385,1.36673,1.387855,-4.31658,-3.47602,-0.1705
1,21.25,0.0040325,-0.39760975,10.1204,1.168675,0.196338,0.377141,0.101888,3.574555,0.3084095,3.019345,98.12075,435.1335,6.10273,1.03839,0.961415,0.37056675,0.3337485,1.34186,89.75965,-4.22132,-0.522835,1.15592,308.9755,316.446,1.1156245,1.33935,1.39523,-4.3344,-3.47566,-0.1515
1,21.75,0.0042175,-0.1697325,9.6263675,1.2267925,0.104398,0.4445695,0.087,3.655485,0.2505925,2.8157675,98.117225,436.39325,6.1842875,1.0650525,0.91580825,0.37509525,0.29316875,1.263995,91.96935,-5.03591,-0.5209815,1.08339,307.503,316.6125,1.0679215,1.31683,1.38624,-4.38366,-3.470675,-0.115
1,22.25,0.00457,-0.0942,10.15379,1.24547,0.312397,0.22848775,0.06965,3.71248,0.270975,2.5544,98.1474,435.388,6.11804,1.03484,0.971689,0.372147,0.294854,0.998291,91.83995,-4.227685,-0.411836,1.14605,310.4705,316.4125,0.954859,1.295305,1.356485,-4.409645,-3.44661,-0.077
1,22.75,0.00622,-0.094717,9.7511575,1.158,0.207712,0.3181765,0.09495,3.75317,0.27451675,2.56647,98.148325,435.84625,6.0744525,1.070965,0.973518,0.40604025,0.35301375,1.04063,91.023225,-4.8699675,-0.39456275,1.05334,308.2255,316.409,1.07395725,1.27264,1.340995,-4.42152,-3.464055,-0.086
1,23.25,0.00415,-0.2784245,12.3005,1.195755,0.158846,0.21386325,0.0874,3.905365,0.29789725,2.4519025,98.1389,437.362,5.9997225,1.1133375,0.97356575,0.40867425,0.3314865,0.93701475,91.490475,-4.0660675,-0.360191,1.1000025,308.87725,316.18775,0.78234225,1.2606875,1.3123225,-4.44788,-3.5102275,-0.14225
1,23.75,0.0029775,-0.63529675,10.68155,1.285745,0.410905,0.30068375,0.068275,3.67201,0.27733825,2.3707875,98.150225,435.5985,6.126855,1.0489925,0.9240655,0.40211325,0.30514525,0.81694775,90.840925,-4.528945,-0.21371,1.3000875,306.6825,316.16025,0.57403475,1.247575,1.2871425,-4.4567725,-3.5202925,-0.18275
2,0.25,0.00472,-0.26443,9.996115,1.150215,0.0088575,0.345376,0.16104075,3.92829,0.273667,3.82365,98.2007,436.641,5.925355,0.993854,0.905176,0.340275,0.429453,2.314835,89.738975,-6.709455,-0.380596,1.524725,306.4755,317.786,0.77912125,1.44546,1.72336,-1.5898825,-0.69820625,-0.03575
2,0.75,0.00451,-0.194868,9.9573325,1.34823,0.153591,0.223087,0.1136065,3.76099,0.257608,3.45928,98.1924,436.208,5.9743,1.03681,0.921623,0.360537,0.394261,1.994985,90.428775,-6.58214,-0.5149445,1.28087,304.729,317.6085,0.7571475,1.40391,1.66329,-1.583415,-0.9920875,-0.08775
2,1.25,0.005255,-0.39331625,11.175825,1.13706,0.180612,0.243338,0.083,4.0482775,0.25429075,3.0078225,98.1942,435.82,6.078645,1.007735,0.9091325,0.34429725,0.389486,1.591975,90.922075,-7.38184,-0.538286,1.31116,307.7105,317.0125,0.71530175,1.48811,1.6108925,-1.7047375,-1.2931525,-0.24275
2,1.75,0.004775,-0.778578,8.985485,1.27453,0.101764,0.217541,0.15045,3.49648,0.250357,2.97083,98.19725,436.495,6.02521,1.020595,0.8340395,0.332116,0.400636,1.4807425,91.3142,-5.99906,-0.404454,1.39233,309.03,316.938,0.70930025,1.4561925,1.57978,-1.90582,-1.3461225,-0.16275
2,2.25,0.00628,-0.0258,12.63055,1.187105,0.15110925,0.1951965,0.145779,3.41202,0.2501625,3.078195,98.1724,436.10525,5.9632825,1.03562,0.8820085,0.3584075,0.46174,1.27635,92.415625,-6.201055,-0.4124945,1.43233,307.68,316.587,0.70818575,1.42006,1.5427,-1.9543175,-1.32264,-0.16025
2,2.75,0.0050925,-0.3356275,9.953755,1.1698825,0.1053535,0.31996275,0.1568005,3.2802325,0.23271275,3.083245,98.130675,435.945,5.9090125,1.007195,0.94629225,0.32917475,0.4203005,1.12339,92.737025,-4.745145,-0.445545,1.502315,308.4535,316.2645,0.67773325,1.3913725,1.5113825,-1.938815,-1.448295,-0.184
2,3.25,0.004825,0.000449999999999999,10.1082,1.3581775,0.05505,0.293528,0.06145,3.345385,0.2480515,2.439655,98.14655,435.6165,5.85587,1.03848,0.8818485,0.326691,0.3738535,0.948313,90.7218,-4.8529075,-0.51335625,1.4238225,306.22875,316.3545,0.644408,1.37521,1.48495,-2.08785,-1.37953,-0.247
