DOY2,HR2,TAU_1_1_1,H_1_1_1,LE_1_1_1,FC_1_1_1,WS_1_1_1,USTAR_1_1_1,T_SONIC_1_1_1,CO2_1_1_1,H2O_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,PA_1_1_1,TA_1_1_1,RH_1_1_1,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,SW_IN_1_1_1,LW_IN_1_1_1,SW_OUT_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,TS_1_3_1,TS_1_1_1,TS_1_2_1,NETRAD_1_1_1
1,0.25,-0.0119192,-3.04002,15.6611,1.6532175,2.7438625,0.211477,9.95487,456.536,10.252275,0.6845155,0.577621,0.279987,0.52727675,102.0215,9.842845,94.515525,0.5425175,0.6131205,2.330455,1.657205,-0.74952625,340.4055,2.4719925,356.4065,0.0173448,-0.0362414,9.5030175,9.4390525,9.41698,-15.8935
1,0.75,-0.01372455,-2.32333,12.1627,1.753545,2.61116,0.20979,9.8183925,455.28275,10.11675,0.62447575,0.56184875,0.2622535,0.48182075,102.01175,9.9479225,95.8133,0.515583,0.584158,2.30398,1.49463,-0.72165025,339.46725,2.2417,356.06175,0.0174667,-0.0343333,9.44992,9.4172475,9.371915,-16.261625
1,1.25,-0.0099791075,-2.70497,9.4979275,1.602035,2.86068,0.20473275,9.6536675,458.53625,9.8162875,0.64872175,0.56166725,0.28653825,0.47833175,102.00075,9.6997525,95.3433,0.481458,0.5492835,2.219725,1.36023,-0.77061675,338.4645,2.5277675,356.0305,0.0173333,-0.0369,9.4319175,9.39417,9.337,-17.508275
1,1.75,-0.01179555,-2.49642,10.2909,1.37251,3.06873,0.20286,9.74244,457.535,9.816335,0.77794,0.584554,0.30309,0.437956,102.02825,9.7495025,95.52,0.43389175,0.46511675,2.1194725,1.2202075,-0.58183325,340.508,2.40691,357.6995,0.0166,-0.0354667,9.42558,9.37167,9.30317,-13.313525
1,2.25,-0.00884846,-1.7221,12.037,1.4960625,2.846835,0.22038125,9.831875,458.91825,9.7682025,0.697755,0.5459035,0.28604325,0.47806725,102.0925,9.7669175,95.37,0.34750025,0.36826675,1.8335525,1.233375,-0.45347525,340.7045,2.1655075,356.173,0.0167333,-0.0342333,9.419835,9.29533,9.26783,-14.129625
1,2.75,-0.0112914,-2.5404625,9.9507625,1.2118025,2.8586525,0.2240805,9.84904,458.0655,9.87928,0.717726,0.553868,0.262084,0.434762,102.1,10.026825,95.7167,0.2499,0.236925,1.4640475,1.3444725,-0.4839415,341.06175,2.1195725,357.29175,0.0164,-0.0358333,9.41292,9.2447525,9.24125,-13.788925
1,3.25,-0.01178915,-2.1395675,10.392825,1.31676,2.6670375,0.1869405,9.612985,458.97075,10.0164575,0.6361895,0.5699885,0.2485375,0.376818,102.08075,9.78775,95.7367,0.12732525,0.053650025,1.19193,1.4333575,-0.54702525,342.1995,2.492675,357.2865,0.0167667,-0.0339,9.407585,9.2306675,9.231335,-12.62135
1,3.75,-0.01069165,-2.259935,10.5376,1.2515075,2.758295,0.20455225,9.23173,459.8915,9.9213425,0.658067,0.57305725,0.25715975,0.41671875,102.07175,9.885585,95.92335,-0.059091775,-0.140517,1.2068775,1.4801325,-0.35505025,341.98,2.19056,357.5645,0.0173333,-0.0367667,9.40025,9.217915,9.2231675,-11.4988
1,4.25,-0.01012535,-1.5358125,10.0245,1.39552,2.675665,0.232299,9.48328,461.894,9.74621,0.72042875,0.5594725,0.2744855,0.42817,102.05175,9.711335,96.0567,-0.201633,-0.21920825,1.253455,1.455235,-0.62762475,344.3665,2.16651,357.416,0.0163,-0.0338,9.3936675,9.2048325,9.21108,-10.471425
1,4.75,-0.0117698,-2.26576,9.3154925,1.479055,2.7002,0.1878725,9.34875,461.25375,9.867515,0.59729025,0.60223925,0.25021725,0.38755875,102.0705,9.8340025,96.6067,-0.199617,-0.24774975,1.3008225,1.4051075,-0.5235915,341.761,2.3289975,357.0035,0.0175333,-0.0349,9.3862475,9.193165,9.1984175,-10.23915
