DOY2,HR2,LE_1_1_A,LE_1_1_1,LE_1_1_2,H_1_1_1,PA,RH,SW_IN,LW_IN,USTAR,WS,TA,TAU,T_SONIC,T_SONIC_SIGMA,VPD,FC,CO2
1,0.25,3.15615481320125,2.13324781016375,29.2088331162644,-8.49230305861431,97.0530365,60.330129350431,4.2341609e-05,211.13082,0.12760114,3.1289348,-15.9619335,-0.71054265,-16.19929,0.074348496,0.242582270127313,-6.78463932840558,352.531825375853
1,0.75,4.40609508671579,3.57196130892009,22.3368424362744,-5.19931287712954,97.06453125,60.0931942404074,4.40562375e-05,208.526285,0.14073467,3.3600121,-16.460641,-0.791778655,-16.157544,0.07669527,0.22545949022603,-7.26493761221746,352.590655723059
1,1.25,-1.26719456893961,-3.74977894066557,28.0704375311876,-5.01213180471708,96.97687975,60.8542776232001,4.176591025e-05,212.81688,0.10846768,3.4018986,-16.284536,-0.7376876875,-16.244336,0.079212787,0.208069732969,-8.2049898873649,352.557272934261
1,1.75,2.31132396322695,2.17530644836755,34.2167303845811,-6.12802647970195,96.9291975,62.214553508384,6.081424625e-05,214.02628,0.11732216,3.4130558,-16.490962,-0.5803780525,-16.20313,0.079426559,0.209198959046154,-6.15442782655528,352.5141692521
1,2.25,-3.14611199667727,-3.30304498217165,25.7452137917483,-4.6418287636376,96.88303,62.4825958824556,6.77656815e-05,212.652085,0.12037456,3.4030318,-16.3935045,-1.01549946,-16.147735,0.08044514,0.211211875940236,-7.9963333616709,352.27059710523
1,2.75,-2.76783399247459,-3.48512854421884,29.5402365824402,-5.36799485113296,96.8540615,62.9802210474768,6.046474025e-05,207.31725,0.119751475,3.0096676,-16.162206,-0.6914085625,-16.2031275,0.0687552275,0.277785753956192,-5.93375620627407,352.289653324875
1,3.25,-1.49096384458151,-2.03353945054834,24.3897178398561,-4.98614740694966,96.87908875,62.0822363577478,2.628897625e-05,213.951645,0.1344764,3.1733403,-16.2647725,-0.667907745,-16.342985,0.07468856,0.262874831581087,-6.45686511789093,352.487025972841
1,3.75,-0.60160960771116,-1.10097759488038,19.4609376795371,-6.42229856114298,96.9093145,63.5102238997925,4.895599575e-05,220.93633,0.1136041225,3.234144,-16.1943315,-0.63548922,-16.28118425,0.0644165495,0.282657331791964,-5.65543221259802,352.213100927332
1,4.25,-2.05505338513792,-3.71032093281364,29.8468198872095,-5.71071489761303,96.8681355,63.7514992442837,3.0605015e-05,216.17163,0.10031905,2.7579897,-16.1854765,-0.535636845,-16.3242325,0.06571581,0.263832894630311,-5.75868170489461,352.258662213182
1,4.75,2.95420499363822,1.94248344250105,31.8091458552599,-6.11012448115484,96.832467,64.355402853424,4.6020132e-05,212.43083,0.1066261675,2.4945725,-16.302533,-0.6340170675,-16.3867895,0.071125666,0.254112590297591,-6.0189050115768,352.341460951929
