DOY2,HR2,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.173365560481929,0.00949642498800678,0.188628694505985,-0.473022513850239,0.0748804223880258,0.313408398583966,-13.6407451665968,-0.424729704091169,0.722828809374108,416.884372428935,2.6738650692886,427.667112813036,3.29032269070164,421.598237231764,429.271587876505,3.92983788266041,421.527504644737,427.755904987795,3.22464345462061,422.034161838816,427.963685688656,3.23845126415748,422.047279018988,5.98865583889014,-12.4472450151421,0.197233221667696,5,4.1,1.95,-12.4971,-8.8015,-12.4446,-13.1166,-12.68905,94.845985,82.29,0.3371,-8.23,-4.04,-6.925,1.05,-1.385,2.8,-0.09,245.7,275.25,256.55,292.95,0.13,0.02,0.04,-0.03,0.12,0.03,-0.03,0.08,-2.2435,-2.0885,-1.259,-0.7425,0.358,1.205,2.3765,4.703,-1.895,-1.554,-0.911,-0.0145,-0.385,0.429,2.153,3,4.7575,-2.165,-1.608,-0.948,-0.56,0.054,0.35,2.207,3.37,5.3395,-2.447,-2.031,-1.898,-0.7555,-0.4655,0.12,1.6835,2.6795,5.034,-3.628,-2.3105,-1.7755,-1.13,-0.287,0.2615,1.619,2.8045,4.98,-2.5545,-3.356,-2.77,-34.21
1,0.75,0.169258501177304,0.0220083007218528,0.249712115604912,-0.649097730210055,-0.0355053717553419,0.317153190844943,-13.2278476213879,-0.446213234506743,0.686389939609302,417.147875740034,2.71127245872604,427.77794274899,3.3361400444789,421.776525252492,429.511439363067,4.02232439002304,421.583963604938,428.011238592955,3.20186395720222,422.1161742,428.010668351819,3.20944101280766,421.996545589956,6.26111554454048,-12.3415400510123,0.18975854973451,4.96,4.2,2.045,-12.639,-9.066,-12.4084,-12.7829,-12.0328,94.82925,82.09,0.3351,-8.34,-3.985,-7.595,1,-1.45,2.8,-0.12,242.75,275.2,254.85,293.15,0.14,0.02,0.04,0.07,0.125,0.035,-0.035,0.075,-2.2855,-2.091,-1.255,-0.7425,0.358,1.204,2.3755,4.702,-1.938,-1.5885,-0.9145,-0.017,-0.3875,0.428,2.153,2.999,4.7565,-2.189,-1.6405,-0.933,-0.5535,0.055,0.35,2.2065,3.3695,5.3385,-2.4615,-2.0515,-1.89,-0.758,-0.434,0.121,1.6835,2.679,5.033,-3.611,-2.305,-1.777,-1.1345,-0.285,0.2595,1.6155,2.8035,4.979,-2.5755,-3.3715,-2.738,-35.73
1,1.25,0.174198044117756,-0.0154728595524443,0.270327611980548,-0.656969145503319,0.216751243129388,0.327154303888236,-13.6839829237997,0.221094984533234,0.661817531545645,417.22226733055,2.75970912699528,428.171301660678,3.37057607935887,421.862247201142,429.825654930345,4.06792671467424,421.625203734751,428.107715154011,3.26038814582177,421.876119973244,428.139145867782,3.22940504995208,422.054097312292,6.21406530407481,-12.2333970944302,0.194386064550104,4.94,4.16,2.045,-12.41975,-9.28,-12.02265,-12.4171,-11.6154,94.82431,82.11,0.33225,-8.54,-4.035,-8.005,1,-1.21,2.7,-0.12,242.95,272.9,257.45,292.95,0.13,0.03,0.03,0.07,0.125,0.035,-0.035,0.07,-2.3535,-2.0895,-1.2585,-0.743,0.358,1.2035,2.375,4.701,-1.9805,-1.611,-0.917,-0.02,-0.3885,0.425,2.154,2.9985,4.7555,-2.202,-1.626,-0.934,-0.5535,0.058,0.35,2.2055,3.353,5.3375,-2.473,-2.0585,-1.882,-0.782,-0.493,0.124,1.6835,2.679,5.032,-3.61,-2.311,-1.7785,-1.1375,-0.274,0.2575,1.601,2.801,4.9785,-2.571,-3.307,-2.694,-28.33
1,1.75,0.159201769763202,-0.0299706690417603,0.254160649467486,-0.538190899106202,0.446428749552736,0.308947641357123,-13.2789745142226,0.0831431888367384,0.669827910869066,417.141133261579,2.76827199495914,427.922665685677,3.50259182006066,421.703705679795,429.688610083986,4.14177636440986,421.472530726115,428.414942211235,3.50291368479364,421.94412909585,428.385629056598,3.41420842573753,421.903999629921,6.05449257516295,-11.7209735390675,0.187327172010417,5.01,4.21,1.97,-11.976,-9.4145,-11.74925,-12.0396,-11.4757,94.81331,81.99,0.33305,-8.215,-4.045,-7.81,1.1,-1.23,2.75,-0.095,240.7,273.35,259.2,293,0.14,0.02,0.04,0.07,0.125,0.035,-0.03,0.085,-2.367,-2.0915,-1.26,-0.7445,0.3585,1.203,2.374,4.6995,-2.002,-1.618,-0.922,-0.0225,-0.3885,0.422,2.154,2.9975,4.7545,-2.2135,-1.635,-0.9365,-0.5535,0.058,0.344,2.205,3.352,5.3365,-2.4515,-2.065,-1.874,-0.828,-0.49,0.124,1.6835,2.6785,5.0315,-3.6205,-2.3395,-1.782,-1.141,-0.2715,0.255,1.5995,2.802,4.9775,-2.5845,-3.358,-2.759,-29.28
1,2.25,0.158411828991685,-0.00883811556618535,0.22435804250067,-0.332622462946827,0.0494935376115654,0.286705329887903,-17.307966255913,-0.273664244166855,0.678083142616174,417.218817564946,2.71185020326756,427.92580826222,3.49811172030974,421.604367134635,429.673244107145,4.14749260552113,421.547539896898,427.983762576658,3.50437892158932,421.81793274,428.186425051261,3.35573758442639,422.098453788889,6.14123555340409,-11.4900531384462,0.191837876752303,5.04,4.25,1.78,-11.59565,-9.6475,-11.2503,-11.5093,-11.0416,94.81274,81.72,0.3275,-8.07,-4.04,-7.55,1.1,-1.19,2.8,-0.11,245,274.45,261.3,292.6,0.13,0.04,0.04,0.06,0.11,0.03,-0.025,0.09,-2.3815,-2.0995,-1.262,-0.7485,0.353,1.202,2.374,4.6985,-2.0125,-1.614,-0.9265,-0.0255,-0.389,0.417,2.1535,2.997,4.7545,-2.234,-1.672,-0.9385,-0.5545,0.058,0.328,2.198,3.351,5.3355,-2.4505,-2.0795,-1.871,-0.792,-0.488,0.124,1.6835,2.678,5.0305,-3.636,-2.3795,-1.7905,-1.1435,-0.2695,0.255,1.598,2.791,4.977,-2.555,-3.364,-2.683,-25.27
1,2.75,0.169752080457271,0.0170375112187535,0.104636825606934,-0.628083150462436,0.0935101194256807,0.306967837823498,-15.1909301820145,-0.0110053856223673,0.692078652778386,417.180205771408,2.79944918815626,427.765467475661,3.48087212218673,421.774695896739,430.286763467555,4.09419135659118,421.601731337431,427.868983950537,3.34762479119795,422.181558188531,428.117671380246,3.32180668513179,422.018757728758,5.75003378647891,-11.759411110515,0.178205915505577,4.93,4.155,1.86,-12.50335,-9.556,-11.4887,-11.8146,-11.1167,94.78904,81.67,0.3305,-7.805,-4.08,-7.115,1.1,-1.11,2.75,-0.12,243.7,275.7,260.8,292.85,0.13,0.06,0.03,0.06,0.12,0.035,-0.035,0.1,-2.396,-2.102,-1.261,-0.7495,0.354,1.2015,2.373,4.6975,-2.02,-1.6075,-0.929,-0.032,-0.3905,0.4105,2.154,2.996,4.7535,-2.2335,-1.663,-0.944,-0.5555,0.058,0.3285,2.197,3.35,5.3345,-2.461,-2.078,-1.868,-0.7665,-0.485,0.12,1.684,2.678,5.03,-3.649,-2.3405,-1.797,-1.183,-0.2675,0.254,1.597,2.794,4.976,-2.5795,-3.42,-2.713,-25.69
1,3.25,0.181904358158606,-0.0117995070913068,0.196238930900923,-0.647374238279685,-0.13135295939648,0.310776773801135,-11.5963912045942,-0.525956080526046,0.714827811528183,416.901135682628,2.71180227266096,428.055128359192,3.45119923758475,421.747049689498,429.815104336142,4.12196826028168,421.70280753621,428.204633368678,3.46105808264727,421.800331263113,428.302409379041,3.33878766218601,421.867352506862,5.78713357496919,-11.818958206988,0.187890026787502,4.83,4.14,1.96,-12.1507,-9.6005,-11.72125,-12.2742,-10.6911,94.78604,81.515,0.3083,-7.85,-4.015,-7.055,1,-1.145,2.7,-0.14,241.25,275.35,259.35,292.25,0.13,0.06,0.05,0.06,0.115,0.025,-0.035,0.105,-2.4105,-2.1045,-1.246,-0.749,0.3545,1.2015,2.372,4.6965,-2.034,-1.609,-0.9315,-0.034,-0.39,0.406,2.1545,2.996,4.7525,-2.1845,-1.6575,-0.943,-0.556,0.0585,0.344,2.196,3.349,5.333,-2.4725,-2.088,-1.866,-0.759,-0.457,0.114,1.684,2.677,5.0295,-3.665,-2.349,-1.7995,-1.192,-0.2655,0.254,1.5955,2.792,4.9755,-2.599,-3.415,-2.7395,-22.28
1,3.75,0.164244721099756,-0.0339296055380591,0.176074782135455,-0.526823334919311,-0.265410300938314,0.32183621306787,-14.2049670093743,-0.461537650831817,0.683627816891481,416.769577561073,2.83641674717766,427.548192716882,3.51319534168117,421.65569295368,429.534132988418,4.02704202553705,421.45073328013,427.991235625039,3.51991911721761,421.924242162988,427.916310624962,3.44585903149231,421.93285066523,6.05813521146466,-12.2281086223392,0.17509791810729,4.73,4.05,1.82,-11.80785,-9.7475,-10.805,-12.5454,-10.578,94.77604,81.74,0.3066,-7.825,-4.235,-7.11,1,-1.15,2.7,-0.15,241.55,275.9,259.5,291.85,0.13,0.03,0.05,0.06,0.115,0.02,-0.04,0.085,-2.3965,-2.111,-1.2505,-0.752,0.3525,1.2015,2.372,4.695,-2.05,-1.6235,-0.9335,-0.039,-0.39,0.4045,2.1555,2.9955,4.752,-2.156,-1.6295,-0.943,-0.5575,0.057,0.344,2.199,3.365,5.3325,-2.485,-2.106,-1.8635,-0.753,-0.455,0.107,1.684,2.677,5.0285,-3.6585,-2.369,-1.799,-1.201,-0.2635,0.253,1.5965,2.781,4.975,-2.562,-3.5,-2.729,-28.44
1,4.25,0.178071914559406,-0.00775742283977053,0.222518096597542,-0.600958513822079,-0.208455595146317,0.301011581898812,-13.007489182292,-0.747792636881944,0.678694425628257,416.789676325742,2.90421743614643,428.228844243451,3.63433995534709,421.456285644539,429.61174224889,3.95412251582249,421.252247548386,428.081279400238,3.63743151419792,421.708782950974,428.17737638702,3.5372555186924,421.608489472222,5.82134600736656,-12.2021169286806,0.188773874222342,4.68,4.11,1.805,-12.55655,-9.4975,-12.6562,-12.6376,-10.2618,94.77554,81.6,0.2881,-7.77,-4.58,-6.905,1.1,-1.2,2.75,-0.085,240.8,276.7,258.9,290.4,0.13,0.03,0.04,0.07,0.12,0.03,-0.035,0.085,-2.3875,-2.1165,-1.2555,-0.7525,0.354,1.1985,2.3715,4.694,-2.068,-1.626,-0.94,-0.039,-0.3905,0.4,2.157,2.996,4.751,-2.157,-1.613,-0.9455,-0.558,0.054,0.3515,2.1965,3.365,5.3315,-2.4945,-2.112,-1.863,-0.763,-0.429,0.1115,1.684,2.675,5.028,-3.661,-2.3895,-1.801,-1.184,-0.264,0.252,1.5935,2.779,4.974,-2.6035,-3.43,-2.717,-34.69
1,4.75,0.164577817652795,-0.00155393824923126,0.187037674703695,-0.62623885724521,-0.321091431517381,0.303136974333166,-18.2168020216855,-0.453088340020766,0.715580072160397,416.941667520486,2.74610771979755,427.833636088494,3.58968451981311,421.491658270588,429.688046107449,3.98318477150439,421.517453983364,428.036318595679,3.61808401836484,421.978735232138,427.855971744285,3.56382235744173,421.676142700637,6.16234782500374,-11.708456453899,0.198919014198813,5.08,4.43,1.835,-12.1699,-9.655,-12.1393,-12.34605,-10.6538,94.7932,81.825,0.2986,-7.785,-4.61,-6.89,1.1,-1.07,2.7,-0.115,243.8,277.1,260.75,289.45,0.13,0.02,0.04,0.07,0.11,0.025,-0.035,0.095,-2.397,-2.1265,-1.262,-0.755,0.35,1.196,2.37,4.693,-2.0795,-1.63,-0.9475,-0.043,-0.3915,0.3945,2.158,2.9955,4.7505,-2.117,-1.606,-0.9405,-0.56,0.057,0.351,2.193,3.347,5.33,-2.4825,-2.132,-1.8635,-0.81,-0.428,0.121,1.6835,2.673,5.027,-3.673,-2.411,-1.812,-1.205,-0.266,0.251,1.592,2.777,4.9735,-2.568,-3.443,-2.814,-23.02
