DOY2,HR2,FC,LE,H,FCH4,CO2,H2O,CH4,USTAR,WS,T_SONIC,TA,RH,PA,TS_1_1_1,PPFD_IN,FCH4_1_1_1,FCH4_1_1_2,CH4_1_1_1,CH4_1_1_2,SW_IN
1,0.25,-1.24494675,-6.9000242,-39.899731425,-13.9814,387.4314353,0.9139556,1849.603075,0.020700825,0.05406295,-27.943125825,-33.13,67.738,93.74626795,0.0979,0,9.09,5.833625,1766.4829,1968.948575,-5.309375
1,0.75,-1.472635725,-7.72266125,-42.50268175,-11.008675,387.30400285,0.9365231,1860.063375,0.0233791,0.06205255,-28.376218575,-33.30325,68.7635,93.730793,0.0939,0,-2.7036,6.44,1819.1307,1969.8093,-5.325625
1,1.25,-1.56192865,-8.767534875,-37.0261906,-15.921575,385.91830105,0.957201875,1858.1795,0.023395,0.083465,-28.68294865,-33.5565,68.833,93.7192744,0.095,0,-16.75625,5.248075,1863.4959,1969.53715,-4.65975
1,1.75,-0.824204925,-7.4241477,-35.3728969,-35.042825,385.817578625,0.90267355,1849.51115,0.028143,0.048766,-28.62783825,-33.44975,68.59725,93.7136848,0.0959,0,8.24565,6.933325,1823.1419,1972.4861,-4.468
1,2.25,-1.3584362,-8.4841358,-36.00113435,-10.2086,386.6231661,0.9538775,1844.626975,0.019628,0.048534,-28.59584715,-33.65075,68.999,93.798449,0.092025,0,7.82025,8.1893,1829.6106,1964.939875,-3.962
1,2.75,-1.28331585,-7.467647,-33.443016625,-55.1675,386.65266275,0.75090695,1804.3975,0.02403235,0.0499584,-28.5900878,-34.0805,69.298,93.7710403,0.093675,0,8.089375,7.5682,1789.8728,1972.4764,-3.941125
1,3.25,-2.1260698,-6.660429075,-31.3941017,-45.8473,387.22528965,0.7555472,1839.327,0.023166225,0.06865015,-28.665751475,-34.325,68.96025,93.728306,0.098225,0,8.81925,7.3633,1823.1948,1977.565725,-3.9534
1,3.75,-1.204627975,-7.27071075,-32.78369125,-13.9017,387.337557225,1.009034975,1832.1625,0.021567675,0.06508395,-28.7297677,-34.59325,68.088,93.6593795,0.092925,0,8.5103,8.93675,1803.2578,1974.45355,-3.965375
1,4.25,-1.608384125,-6.97417705,-34.1932828,-2.7353,387.342767675,1.003533775,1831.7237,0.0213417,0.08414935,-28.764065575,-34.80075,68.57,93.6328619,0.0927,0,-63.570875,6.0615,1820.912875,1971.6042,-3.631375
1,4.75,-0.9750412,-8.0318953,-37.929338,1.724,387.2069035,0.88305,1845.0584,0.02337,0.06999455,-28.66220605,-35.17225,68.10175,93.6456035,0.0927,0,10.98575,6.66125,1809.891375,1967.7822,-3.68475
1,5.25,-1.412090775,-7.51193445,-35.9430565,4.0628,387.632718675,0.652709225,1845.537125,0.020450725,0.0598127,-28.70421655,-35.193,68.41275,93.6818847,0.092475,0,8.86815,8.28175,1846.768125,1962.6543,-4.086125
1,5.75,-0.98003225,-5.8122952,-29.761504875,-15.700875,387.7568082,0.6745551,1845.80255,0.020944875,0.082906875,-28.863795675,-35.4185,68.74,93.70716,0.093025,0,9.359225,4.9219,1843.629875,1963.497175,-3.9015
1,6.25,-1.0535927,-6.2730712,-41.927718275,-1.37115,387.936588,0.8321816,1829.6296,0.0173605,0.0577165,-28.51264075,-35.75625,68.83475,93.7214394,0.09135,0,10.5365,7.29205,1759.9725,1968.902075,-4.09375
1,6.75,-0.81825315,-6.09617415,-35.80235665,-8.5355,387.926506275,0.8607475,1845.265725,0.0272157,0.04888045,-28.192938425,-35.88,68.893,93.7650921,0.09745,0,8.182025,7.4918,1784.473125,1971.165375,-3.789625
1,7.25,-2.24350375,-5.1012612,-39.16718295,-1.860875,387.9081135,0.852298,1846.6535,0.0249435,0.068876,-28.2149455,-36.37325,68.557,93.7865209,0.098675,0,9.07965,6.813525,1794.163625,1963.28595,-3.87855
1,7.75,-0.637884,-4.6898933,-31.82748515,-14.0405,387.8448931,0.796796125,1859.3397,0.025843,0.084352,-28.43210395,-36.6175,68.66475,93.8075276,0.096225,0,8.9638,7.8416,1856.716875,1964.2921,-1.075625
1,8.25,-0.895098425,-5.29798645,-36.38571775,-16.06785,387.87675,0.841224575,1857.968825,0.0217742,0.0865112,-28.2920112,-36.3275,68.64,93.8379087,0.096,0,8.602975,6.358375,1822.005375,1967.336,2.16825
1,8.75,-1.278027725,-7.30955765,-32.87954675,-52.616375,387.96359895,0.8274493,1857.4446,0.02401265,0.07781465,-28.7991761,-35.683,68.9865,93.8622206,0.09635,0,-50.34305,6.0052,1836.2075,1970.87525,10.3225
1,9.25,-1.35845005,-6.3446293,-36.5276136,-50.2689,387.9080653,0.792963,1838.6564,0.027850625,0.07596925,-28.172489,-33.96525,68.5415,93.910075,0.09225,4.135865,7.5975,6.7488,1842.224,1970.376,19.83875
1,9.75,-1.1969706,-6.2586115,-34.0085402,4.27095,388.1357909,0.80078035,1825.58205,0.03161425,0.1365305,-28.1979994,-31.59325,66.188,93.9874056,0.097125,7.7843075,-9.44555,5.67535,1789.3683,1971.09005,29.06125
1,10.25,-1.4745055,-4.89972875,-28.13118325,-31.54995,388.24213865,0.9115429,1844.90235,0.0410227,0.1359926,-28.048515175,-28.72325,62.69025,94.000794525,0.09945,20.8048,4.8462,4.8073,1849.07125,1971.5992,33.35625
1,10.75,-1.3038273,-3.0311493,-28.16663615,-32.9497,388.55947725,1.002486,1849.24155,0.0450327,0.1905589,-27.141024875,-27.40325,57.06825,94.004998275,0.104225,30.921,6.34875,4.9388,1886.046375,1970.769125,45.61075
1,11.25,-1.22144735,-2.888185425,-26.734562575,-2.2195,388.21388025,1.080616,1857.232,0.051105,0.2317062,-26.43952715,-26.27925,55.48925,93.964853,0.106575,38.5317,6.1782,4.83635,1859.858,1967.60865,33.966
1,11.75,-1.32124095,-3.1637008,-23.0981584,-21.9696,388.24758125,1.112262375,1844.349175,0.053617,0.34384075,-25.5657341,-25.35425,49.22775,93.9121121,0.112675,52.3585,-166.34285,4.98865,1803.90585,1964.531575,41.136
1,12.25,-1.4038484,-1.039005,-24.7707615,3.7962,388.371554025,1.1051792,1857.707,0.055162675,0.4154454,-24.67985325,-24.54,48.77575,93.863481,0.10245,52.57525,-121.233,3.8672,1829.66225,1961.2698,52.62
1,12.75,-1.315420925,-1.21565425,-24.997595575,-35.757125,388.2270733,1.112099375,1851.46975,0.055742,0.354625,-24.08936,-24.003,43.57925,93.8301536,0.103,52.2555,-16.537,7.12785,1744.688125,1958.844975,49.691
1,13.25,-1.6711357,-0.5523745,-29.4249608,-6.395125,388.128110225,1.127369625,1851.2383,0.055960125,0.153531375,-23.6732461,-23.61725,43.11675,93.7994639,0.113225,57.16175,-12.5972,5.7327,1748.726625,1957.3982,54.258
1,13.75,-1.465959,-1.1384153,-25.418323725,1.158325,388.2812346,1.1148314,1840.936,0.06863515,0.2153172,-23.24849515,-23.0625,41.219,93.7811726,0.117225,50.3475,-50.218875,4.6321,1786.064875,1955.155775,47.933
1,14.25,-1.0534265,-2.37595815,-30.673707125,-33.663625,388.2299985,1.1106025,1844.05345,0.063326875,0.4515605,-22.849524125,-22.50975,41.5735,93.797182675,0.11245,37.9215,-16.1526,6.5231,1786.4697,1956.8715,47.173
1,14.75,-1.0967032,-2.7999432,-29.2180578,-6.0686,387.87730645,1.1099013,1855.0957,0.06075065,0.2948066,-22.61315275,-22.398,40.80925,93.830884875,0.112225,42.301,9.7265,4.3296,1786.0724,1955.8526,36.956
1,15.25,-1.036693875,-2.25939325,-31.165293625,-26.294675,387.875857,1.111108,1844.508725,0.057536575,0.386956925,-22.4679881,-22.5255,40.25775,93.83565925,0.112225,24.73625,5.347925,5.6236,1777.9425,1956.1645,23.709
1,15.75,-1.01272745,-3.16309725,-38.22348745,-6.977,388.03574865,1.11210315,1846.16045,0.047115875,0.316339225,-22.6021574,-22.6505,42.403,93.8516372,0.111225,13.666375,-12.10325,4.8352,1781.535875,1959.9744,9.916
1,16.25,-1.2152081,-4.554787975,-39.15617525,-2.33865,388.3229236,1.076732875,1837.458475,0.0460787,0.1296367,-23.17696035,-23.11625,43.58475,93.828915875,0.1089,6.2096,-55.463675,4.586175,1802.764875,1961.376,6.4464
1,16.75,-1.063439,-3.63515485,-47.1644999,-23.350375,388.44080075,1.11609865,1823.7432,0.03629105,0.1291631,-24.666743875,-24.94,46.73825,93.85122765,0.10835,1.048025,-31.6573,4.1892,1837.3214,1963.916175,-0.703975
1,17.25,-1.178178675,-3.7662172,-41.904563,3.0489,387.8113225,1.135533,1839.2228,0.023848,0.067555625,-25.456603125,-25.8085,48.175,93.85605195,0.108125,0,9.571225,4.2428,1787.8665,1968.2738,-4.73805
1,17.75,-1.356158,-5.13467625,-45.15988485,-2.7557,387.73119645,1.13801085,1824.06165,0.0278344,0.053569,-25.6854726,-26.5075,51.0115,93.8785642,0.10545,0,8.54245,7.8565,1825.6542,1974.900875,-4.7945
1,18.25,-1.044376575,-4.684284,-39.9381486,-76.976,388.31433625,1.155287,1841.466,0.026286375,0.05429375,-26.83354915,-27.64425,54.74825,93.9032391,0.101,0,6.731225,3.62465,1795.9054,1971.1044,-4.033
1,18.75,-1.0100204,-6.0926585,-39.230798,-10.247,388.22298215,1.1472307,1838.806875,0.02618945,0.056885775,-27.213963,-28.533,56.60575,93.894294375,0.101,0,9.7938,4.68005,1784.4303,1972.187725,-3.8413
1,19.25,-1.125327125,-5.6583736,-40.6908425,-39.3715,388.669713725,1.0515637,1861.4014,0.0226264,0.0448391,-27.2259306,-29.2495,58.84375,93.869331875,0.102125,0,10.029,6.03825,1795.219375,1971.1863,-3.64465
1,19.75,-1.502172,-6.700876575,-46.437268125,-40.2385,388.472983575,1.00809595,1860.2306,0.0256634,0.0434697,-27.2260202,-30.14775,59.10975,93.864728625,0.10145,0,-39.2302,7.2219,1778.575125,1973.498725,-3.882725
1,20.25,-1.57694615,-7.759758,-39.1974364,-6.8476,388.09044675,0.931174175,1856.986,0.0248884,0.0387051,-27.01325395,-30.86775,59.79075,93.856439875,0.101,0,-52.778375,6.7878,1770.813375,1969.9974,-4.4696
1,20.75,-0.861847075,-7.889356175,-39.1492153,-29.9682,388.101378725,0.949268,1854.945375,0.028227725,0.0484634,-27.2771137,-31.57925,61.66075,93.869340125,0.10145,0,-44.4753,5.94425,1755.88,1968.5301,-3.77235
1,21.25,-0.79212635,-7.299136075,-36.01867215,-13.1318,388.3683924,0.7448836,1857.86775,0.025958275,0.046623625,-27.5495072,-32.1125,62.29525,93.8542645,0.101,0,6.140375,7.18015,1766.73825,1969.493075,-3.605975
1,21.75,-2.0875547,-7.757506325,-42.97200065,-5.28935,388.13899735,0.8750929,1858.503375,0.027985375,0.0685427,-27.695920325,-32.4355,62.7665,93.84450275,0.102,0,8.6518,7.297075,1785.1585,1970.228375,-3.59335
1,22.25,-1.1329575,-6.7112675,-33.8565833,-57.3865,388.4542121,0.7221776,1859.47075,0.02420035,0.05329715,-27.931816625,-32.53075,64.869,93.815817,0.101,0,-13.59295,5.3042,1823.25425,1971.1806,-3.6929
1,22.75,-1.0585805,-7.08590165,-39.0276427,-38.578875,388.355110275,0.914072625,1855.9358,0.0221894,0.072553925,-27.845012825,-32.54075,65.93675,93.793552,0.101,0,-17.599675,5.9814,1824.3,1969.9651,-4.16595
1,23.25,-1.1661855,-7.28626135,-40.979161875,-14.34795,387.642245275,0.917168675,1857.4691,0.021739,0.066724,-27.71486425,-32.62425,67.288,93.788978125,0.103,0,-22.757575,5.5428,1835.87025,1969.8527,-4.650225
1,23.75,-1.159839225,-7.218740575,-41.71767755,-12.940225,388.17059335,1.0744534,1857.172725,0.023806,0.064583,-28.2546718,-32.9385,67.82725,93.761089,0.101675,0,-1.0165,7.36585,1826.748375,1968.234275,-4.507225
2,0.25,-1.545402875,-6.82498625,-39.61446215,2.081125,387.93529665,0.81945755,1842.02725,0.0294666,0.0322783,-26.4168575,-29.32,58.408,93.89508055,-0.02,0,6.571875,3.3398,1832.50005,1958.777725,-3.8833
2,0.75,-1.7497116,-7.0770222,-35.48283835,3.020875,387.85280175,0.835905375,1845.1373,0.024868475,0.0673287,-26.6237328,-29.876,59.896,93.9106778,-0.0234,0,-31.9442,2.76735,1797.358325,1959.644,-3.6422
2,1.25,-1.108651925,-7.917741425,-37.8370467,4.3799,387.778389,0.56591675,1854.0334,0.02693525,0.055263675,-26.36416195,-30.302,61.322,93.935267025,-0.029,0,8.30305,3.147,1818.23905,1960.640675,-3.4772
2,1.75,-1.789041625,-7.7764407,-36.17736965,-16.092725,387.466795625,0.463811325,1854.31705,0.0247072,0.0435706,-26.17445525,-30.586,60.052,93.96125835,-0.031,0,-15.3575,1.259,1800.0584,1959.444,-3.0909
2,2.25,-2.0746449,-7.611291,-34.9683246,-3.693125,387.6560198,0.4128388,1858.0406,0.02282575,0.03506335,-26.856365725,-31,59.538,93.999714675,-0.0306,0,7.1639,3.13325,1805.4016,1959.2875,-3.4214
2,2.75,-0.9952277,-8.85556305,-30.2164927,-5.7437,387.864531625,0.399665925,1853.6154,0.02570275,0.037003,-26.969715075,-30.998,59.36,93.97718735,-0.0306,0,6.9468,3.172775,1776.8346,1958.854525,-3.78235
2,3.25,-1.231485,-6.502384375,-36.8751752,3.193475,388.141023,0.610837125,1844.3043,0.02206715,0.0414624,-27.0179274,-31.414,60.8,93.968157225,-0.0302,0,7.434825,1.724125,1819.2683,1963.0149,-3.59795
