DOY2,HR2,USTAR,TA,WS,FC_1_1_1,H,LE,G,TS,RH,PA,CO2,VPD,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O
1,8.25,0.116,4.935,0.9945,-0.467,-5.66,1.94,-40.0745,3.235,34,90.413,372.359,2.54,19.6845,99.65,20.879,248.198,320.9145,4.77
1,8.75,0.1085,7.4125,0.719,-0.9095,11.625,4.4375,-36.35,3.5385,26.5325,90.4,373.0075,3.95,81.45,182,30.75,253,334.9255,4.925
1,9.25,0.119,8.68,0.74,-1.20725,34.628,8.8975,-27.3,4.64,24.9445,90.4,373.941,5.45,160.754,276.194,39.3,259,348.423,4.75
1,9.75,0.147,9.38,0.9605,-1.34,61.45,13.15,-13.8,5.901,23.94425,90.4,374.0485,6.285,227.5,372.5,51.8745,262.5,359.7275,4.9
1,10.25,0.1515,10.4725,1.11,-1.2555,85.55,14.9,0.289,7.582,22.52575,90.4375,373.965,7.495,286,455.5,66.25,266,369.6305,4.81
1,10.75,0.173,11.4355,1.1885,-1.1605,104.818,16.05,16,9.2805,21.338,90.4,374.1215,8.18,325.5,513.5,79.447,268.8965,380.447,4.765
1,11.25,0.1745,12.25,1.215,-1.12,121.33,17.1,29.75,10.942,19.7,90.4,373.967,9.24,362.5,583,92.3075,270.5,392.894,4.72
1,11.75,0.157,13.05,1.22,-1.13,136.01125,17.875,41.05,12.35,18.585,90.4,374.0275,9.87,380.5,617.054,99.65,274,401.1975,4.53
1,12.25,0.179,13.7,1.315,-0.916,141,17.8,50.45,13.5,17.5,90.3,373.88,11.14,379.5,613.6745,102.5525,275.5655,405,4.43
1,12.75,0.1845,14.2,1.38,-0.99175,142.84375,18.35,57.35,14.55,16.6,90.297,373.848,11.64,380.604,630.7305,107.61,279.5,409.643,4.4175
1,13.25,0.205,14.6,1.422,-0.90975,144,15.85,62.3,15.6,16.143,90.2,373.44125,12.65,362.94,611.5,108.639,281.5,414.5,4.3735
1,13.75,0.1975,14.65,1.455,-0.8605,140.1575,14.875,64.9,16.55,15.1,90.2,373.31775,13.57,322.5,569.5,101.053,283,416,4.305
1,14.25,0.2205,15.2,1.61,-0.77525,129,13.625,66.05,16.9,14.296,90.2,373.01825,13.5575,286.5,525,95.3475,285,416.522,4.3125
1,14.75,0.2215,15.45,1.7345,-0.6575,113.032,12.35,63.6,16.75,14.093,90.1845,372.77275,13.155,242.5,466,84.6885,283.699,413.5,4.2175
1,15.25,0.229,15.5,1.801,-0.60275,89.625,10.825,55.95,16.55,13.39075,90.1815,372.666,13.4975,182,384.0985,69.3665,283.71,408,4.195
1,15.75,0.2405,15.75,1.87,-0.566,65.3,9.25,47.65,16.2505,13.92475,90.188,372.794,13.2175,116,291.5,56.2,282.2335,402,4.26
1,16.25,0.2525,15.2825,1.838,-0.42175,37.425,7.155,36.85,15.85,14.924,90.1685,372.95575,12.55,51.8,197.5,40.1535,282.842,393.5,4.125
1,16.75,0.2455,14.9185,1.74,-0.325,7.93,4.6,27.5,15.059,16.1685,90.2,373,11.71,-14.1,102.5,22.7,279.55,384,4.19
1,17.25,0.1585,14.25,1.285,-0.196,-9.5595,2.005,16.0385,14,18.675,90.2,372.9925,10.665,-71.1695,32.6705,9.68,277,374.0375,4.435
1,17.75,0.065,12.479,0.931,-0.06675,-16.975,-0.02625,3.86,13.1,20.766,90.2,372.98725,8.91,-91.3,-1.83,1.41,273.5,360.6765,4.4125
1,18.25,0.063,10.773,1.045,-0.088,-18.25,-0.22,-7.3125,12.3,23.818,90.266,373.195,6.455,-89.4235,-4.525,1.025,271,350,4.665
1,18.75,0.0845,9.03,1.195,-0.11825,-24.6,-0.34225,-15.6,11.6605,27.45325,90.3,373.15325,5.5775,-85.75,-3.51,1.495,267.5,344,4.755
1,19.25,0.1035,8.123,1.4075,-0.097,-28.2,-0.0695,-21.75,11.1,28.50875,90.3,373.267,5.255,-84.15,-2.935,1.935,266,341.011,4.7425
1,19.75,0.11675,7.462,1.4725,-0.1065,-30,-0.1655,-26.3,10.5,30.23225,90.3,373.2375,4.615,-82.8645,-2.715,1.918,264.944,339.5715,4.82
1,20.25,0.12725,7.154,1.4925,-0.11225,-27.606,-0.06175,-29.418,9.975,31.12925,90.3065,373.719,4.2425,-81.6205,-2.566,1.98,262,337.5,4.7305
1,20.75,0.1225,7.112,1.47,-0.111,-26.798,-0.06875,-31.6,9.458,32.167,90.354,373.2855,4.23,-80.8925,-2.493,2.145,261.1175,334,4.7725
1,21.25,0.1175,6.495,1.5065,-0.127,-26.85,-0.017,-33.6685,8.932,33.65575,90.3745,373.18175,3.7575,-79.585,-2.51,1.9925,261,334,4.8575
1,21.75,0.126,6.157,1.505,-0.14025,-27.75875,0.08,-35.154,8.4475,33.525,90.389,373,3.43,-78.7,-2.37,1.96,260,332,4.84
1,22.25,0.1145,5.81,1.415,-0.1585,-26.3,0.1375,-36.4585,7.996,34,90.3875,372.9535,3.42,-78,-2.33,1.908,259,330,4.805
1,22.75,0.1135,5.485,1.535,-0.15925,-26.95,0.178,-36.8,7.57,36.16975,90.4,372.91525,3.4475,-76.9245,-2.355,1.94,258,328,4.8425
1,23.25,0.122,5.075,1.595,-0.151,-26.2,0.102,-38.4385,7.26,36.6955,90.4,373,3.09,-75.3655,-2.305,1.885,258.9345,326,4.8
1,23.75,0.1205,4.645,1.5325,-0.191,-24.5,-0.079,-39.234,6.963,36.139,90.4,372.413,3.05,-74.6305,-2.205,1.8,257.5,324.5,4.8
2,0.25,0.1515,4.93,1.643,-0.13675,-27.45,0.08375,-42.6775,7.658,40.257,90.2,377,2.78,-81.25,-2.33,1.99,256,328.1765,5.77425
2,0.75,0.1415,4.785,1.643,-0.13625,-27.9,0.23975,-43.6445,7.2735,40.5795,90.286,376,2.61,-80.4085,-2.336,1.97,255,328,5.775
2,1.25,0.143,4.41,1.615,-0.1445,-27.7,0.1575,-44.0545,6.975,40.4855,90.3,376,2.475,-79.6,-2.31,1.98,255,326.5,5.8515
2,1.75,0.1305,4.319,1.52,-0.1385,-26.75,0.271,-44.129,6.725,40.445,90.3,376,2.18,-78.55,-2.268,2.01,256.5,325,5.865
2,2.25,0.12,4.075,1.535,-0.152,-26.148,0.174,-44.289,6.485,41.822,90.2,376,2.08,-77.6685,-2.186,1.9245,255.5035,324.455,5.875
2,2.75,0.1265,3.835,1.44,-0.1325,-25.47,0.222,-44.8645,6.275,42.6,90.2,376,2,-77.2295,-2.255,1.9025,254.645,322.284,5.8375
2,3.25,0.114,3.745,1.48,-0.1495,-25.075,-0.12875,-45.4,6.15,45.43075,90.2,376.25,2.0475,-76.7,-2.226,1.785,254,322,5.8025
2,3.75,0.124,3.325,1.547,-0.151,-24.2,0.067,-45.1025,5.81,44.3875,90.2,376,1.84,-76.05,-2.195,1.769,252.81,320,5.768
2,4.25,0.121,3.04,1.43,-0.14,-23.5735,0.15225,-45.174,5.58,46.792,90.2,376,1.8575,-75.474,-2.2,1.77,253.208,319.6015,5.75175
2,4.75,0.11725,2.65,1.4025,-0.1495,-23.8365,0.05725,-44.9945,5.43,44.22475,90.2,376,1.605,-75.126,-2.215,1.81,253,318.292,5.72
2,5.25,0.111,2.63,1.42,-0.1415,-23.6,-0.1095,-44.8,5.215,47.025,90.2,376,1.5175,-74.632,-2.29,1.795,252.5,318,5.69
2,5.75,0.1115,2.505,1.51,-0.1305,-24.5,0.066,-44.9,5.065,47.27275,90.2,375.9465,1.7425,-74.6,-2.14,1.885,252,318,5.705
2,6.25,0.118,2.675,1.46,-0.149,-23.4,0.097,-45.05,4.83,44.8,90.2,375.9265,1.93,-73.5,-2.0605,1.891,251.0375,316.9435,5.68
2,6.75,0.115,2.395,1.42975,-0.1415,-24,-0.1855,-46.15,4.672,46.6,90.291,375.6005,1.57,-72.8,-1.6465,2.0305,250.5,316,5.675
2,7.25,0.109,2.4,1.36,-0.20575,-21.275,0.164,-46.1,4.5475,46.272,90.3,376.75,1.44,-61.35,4.505,3.18,250,315.5,5.76
2,7.75,0.117,3.673,1.18875,-0.4795,-13.25,1.385,-44.65,4.559,42.1,90.3,376.2905,1.995,-16.2,56.15,14.8775,250,321.5,5.78
2,8.25,0.1165,6.395,0.8,-1.1425,1.4225,5.86,-41.45,4.8015,36.407,90.3,376,3.28,44.1055,140,25.271,254,334,5.9475
2,8.75,0.1155,7.915,0.7465,-1.514,24.603,10.7,-34.8995,5.3805,30.8935,90.3,377,4.645,124.797,240.5,35.1,259,346,5.91
2,9.25,0.1405,8.805,0.9225,-1.8,56.7,19.6,-24.05,6.445,29,90.293,378.622,5.33,211,356.774,50.00475,262.8655,358,5.79
2,9.75,0.16425,9.2185,1.1425,-1.843,82.825,23.25,-9.205,7.7475,27.29025,90.28175,379,6.245,270.25,422.5,64.1215,266.25,369,5.615
2,10.25,0.17,10.2,1.17,-1.71,102.96325,26.05,6.331,9.68,24.79075,90.264,378.31975,6.8125,315,510,77.6,271,381,5.64825
2,10.75,0.167,11.2,1.22,-1.72,122,31.2,21.5,11.2,22.24475,90.236,378,8.235,374,599,93.5,273,392,5.45
2,11.25,0.194,12.1,1.31,-1.695,147,33.425,37.5,13,21.6,90.2,378,9.07,414.46,655.43,105.799,277.957,404,5.365
2,11.75,0.20125,12.725,1.43,-1.6875,160.4535,32.0505,47.525,14.585,19.99,90.2,378,9.37,438.0865,704.5,115.146,279,412.23625,5.23
2,12.25,0.213,13.125,1.535,-1.385,175.5,32.95,57.975,15.94625,17.63575,90.2,378,10.67,440.75,720.137,118.107,281,419.25,5.12
2,12.75,0.229,13.88125,1.725,-1.38,179.429,29.1,64.85,17.1,16.6665,90.1,378,11.49,440.54775,713.25,123.4335,282.1415,423.25,4.88
2,13.25,0.238,14.239,1.77,-1.3275,180.70225,29.25,71.3,18.2,15.404,90.1,377.25,11.9075,426.2855,704.5,124.813,282.5675,428,4.925
2,13.75,0.2485,14.51625,1.7925,-1.115,174.5,27.75,73.425,18.625,14.6435,90.1,377.5,12.835,386.5,649.5,117.03325,284.1875,431.5,4.6
2,14.25,0.27725,14.81975,2.0275,-1.085,164,25.9295,71.65,19.05,14.3705,90,377.25,12.72,346,578,108,286.176,426.61925,4.485
2,14.75,0.287,15.038,2.054,-1.02,152.783,23.904,65.35,19.3,14.5995,90,377.5,13,289.9595,530.099,95.9,287.287,422.5,4.525
2,15.25,0.2815,15.133,2.14,-0.947,132,21.6,59.2,19.15,14.99925,90,377,13.195,235.3105,432.2275,81.7,287.5825,421.6285,4.57
2,15.75,0.3005,15.17,2.135,-0.82825,107.973,18.975,51.6,19,15.1885,90,377.25,13.0625,176.149,372,69.16725,286.76,412.5,4.5825
2,16.25,0.3035,15.1,2.165,-0.806,75.8595,15.8005,42.3,18.5,15.1,90,377.5,12.94,109,277.4685,52.75025,285.444,406,4.71
2,16.75,0.303,14.8075,2.135,-0.712,40.967,12.1,32.644,17.6,16.257,90,377,11.845,41.1,188.958,39.32,284.401,395.1405,4.76
2,17.25,0.283,14.35,2.035,-0.533,10.625,8.945,20.95,16.65,16.487,90,378,11.6,-21.55,92.05,21.171,279.605,384.5,4.5725
2,17.75,0.21475,13.5,1.565,-0.234,-13.3975,3.405,9.55,15.65,18.055,90,378,10.2125,-79.55,28.85,9.565,278,374,4.7
2,18.25,0.09025,11.65,0.94725,-0.039,-22.042,0.3515,-2.019,14.45,21.3325,90.1,378,8.15,-101,-2.81,1.645,275,362.225,4.7775
2,18.75,0.063,10.233,0.909,-0.07,-20.5,-0.43,-12.227,13.5,24.59,90.1,376.7095,7.0275,-99.05,-4.32525,1.43,271,354.5,5.04
2,19.25,0.076,9.24,1.135,-0.111,-23.375,-0.2545,-20.407,12.532,28.62,90.1,377,5.99,-94.15,-3.725,1.80325,269.153,350,5.2575
2,19.75,0.097,7.815,1.36,-0.0775,-24.35,-0.0455,-26.35,11.7725,30.64425,90.131,378,4.7375,-91.3725,-3.19,2.095,266,346,5.33
2,20.25,0.1065,7.186,1.395,-0.071,-26.276,-0.014,-30.6955,11.1,30.1695,90.2,377,5.0425,-89.65,-2.841,2.18,263.423,343.5,5.32
2,20.75,0.1255,6.8935,1.515,-0.07425,-27.372,0.39025,-33.45,10.6,31.35,90.2,378,4.065,-88.7,-2.715,2.14,262.504,341,5.47475
2,21.25,0.1325,6.745,1.5475,-0.1015,-28.4495,0.2705,-36.1685,10.143,34.104,90.2,377.593,3.79,-86.8555,-2.54,2.1675,263,338.5,5.485
2,21.75,0.135,6.3365,1.64,-0.097,-27.5,0.314,-37.85,9.6725,36.19525,90.2,377,3.445,-85.826,-2.575,2.145,262.108,337,5.49
2,22.25,0.127,5.9325,1.58,-0.0965,-26.27775,0.24425,-38.7485,9.2305,37.52625,90.225,377,3.1775,-84.8,-2.54,2.105,261.868,335,5.495
2,22.75,0.1335,5.68,1.615,-0.1085,-28.1,0.169,-39.35,8.895,37.672,90.2645,377,3.14,-83.85,-2.405,2.157,259.4335,334,5.57
2,23.25,0.1325,5.72,1.595,-0.11925,-27.55,0.2775,-40.1105,8.6915,38.53775,90.2495,377,3.0075,-82.85,-2.375,2.08,258.5,332,5.6125
2,23.75,0.14,5.36,1.66,-0.133,-27.25,0.19825,-41.55,8.243,38.8015,90.2,377,2.945,-82.8,-2.422,2.061,256.273,330,5.764
3,0.25,0.141,9.061,1.71,-0.07175,-33.225,0.43525,-43.4,12.75,29.9215,90.2,380.50475,4.96,-88.794,-2.5825,2.38,268.9415,348.47975,4.781
3,0.75,0.136,8.7565,1.71,-0.089,-32.25,0.4875,-44,12.35,30.33075,90.2,380.45625,4.65,-87.59025,-2.5325,2.3325,267,346.472,4.91075
3,1.25,0.148,8.085,1.69,-0.098,-31.5,0.503,-44.3,12,30.1695,90.2,380,4.405,-86.4,-2.5325,2.3845,267,345,4.95
3,1.75,0.141,7.99,1.58,-0.108,-31.05,0.43,-45.2,11.6,31.594,90.2,380,4.02,-85.7,-2.6,2.3035,267,343,4.961
3,2.25,0.135,7.8815,1.56,-0.114,-29.85,0.3065,-45.6365,11.35,32.6305,90.2,380.455,3.66,-84.8,-2.525,2.22025,266.3575,341.25,4.83
3,2.75,0.13,7.56,1.57,-0.118,-29.4,0.36,-45.7555,11.075,34.386,90.1875,380,3.53,-83.45,-2.5,2.2325,265.916,340,4.99
3,3.25,0.126,7.275,1.55,-0.1245,-30.231,0.4435,-45.8965,10.7115,33.504,90.1,381,3.605,-83.5,-2.4305,2.29,263.333,339,4.82
3,3.75,0.131,7.025,1.5,-0.119,-28.9,0.514,-46,10.5,34.797,90.1,381,3.44,-82.88175,-2.43,2.24225,262.25,337,4.76
3,4.25,0.137,6.905,1.6,-0.1325,-31.025,0.55825,-46.25,10.2,35.4715,90.1,381,3.3675,-82.4975,-2.415,2.226,262,336,4.78
3,4.75,0.129,6.755,1.66,-0.1345,-29.125,0.4615,-46.4,9.965,36.2615,90.1,381,3.1225,-81.45,-2.4045,2.23,261,335.94525,4.9375
3,5.25,0.127,6.71,1.56,-0.143,-29.939,0.4955,-46.45,9.7785,36.967,90.109,380.5,2.975,-80.80575,-2.375,2.18,260.36075,335,4.94
3,5.75,0.118,6.386,1.56,-0.14775,-28.45,0.19975,-46.492,9.535,38.369,90.13,381,3.075,-79.875,-2.32,2.15,260.073,334.1535,4.9425
3,6.25,0.119,6.04,1.541,-0.1905,-25.85,0.2685,-46.685,9.255,38.68025,90.1995,380.5,2.6625,-76.939,-1.655,2.34775,260.25,333,5.09
3,6.75,0.126,6.05,1.42,-0.33,-24.7995,0.996,-46.26,9.01,36.8075,90.2,380,3.165,-65.95,5.7755,3.6475,260.22625,333.5775,4.986
3,7.25,0.12325,7.68,1.08575,-0.931,-14.25,3.6075,-45.5,9.0045,30.82,90.2,380,3.9725,-17.75,62.95,17.1,262,341,5.1005
3,7.75,0.119,10.388,0.76425,-1.695,8.45,9.86975,-41.2305,9.39,27.49025,90.2,380,6.2275,57.575,170.5,32.10925,266,354,5.44
3,8.25,0.126,12.1545,0.803,-2.142,35.7275,15.35,-33.5945,10.163,25,90.2,381.43525,8.2,147,284.5,42.85,270.25,367,5.21725
3,8.75,0.1505,13.021,0.97475,-2.25,65.12525,21.90025,-23.2,11.35,22.575,90.2,381,8.58,232,396.4385,58.2,274,380,5.15
3,9.25,0.17475,13.673,1.19425,-2.2325,99.313,26.55,-9.5275,13,20.29375,90.2,381.30325,9.62,312.5,507.25,76.75,278,396.5,5.12125
3,9.75,0.1775,14.71425,1.29,-2.3,126,29.4,8.492,14.9645,18.4475,90.2,381,11.0775,377,611.5,97.5,281,412,4.94
3,10.25,0.184,15.885,1.35,-2.2525,155.32925,30.75,27.00725,17.2,16.77475,90.2,382,11.765,427.5,697.67175,113.954,285.8595,425.8205,4.875
3,10.75,0.20275,16.726,1.52225,-2.21,177,33.692,43.6165,19.138,15.466,90.18,381.954,13.54,472,773,129.988,289,441.58025,4.8
3,11.25,0.216,17.452,1.66,-2.115,205.5445,33.3735,57.475,21.06925,14.00225,90.12425,381.687,14.345,504.5,822.5,142.884,292.0955,453.2925,4.605
3,11.75,0.24,18.075,1.797,-1.886,214.5,34.1,68.1235,22.7,12.82025,90.1,381.82675,15.12,526,863.8395,153,294.9845,465.5,4.3575
3,12.25,0.257,18.37425,1.94,-1.87,222.541,30.7,76.9765,24.3,12.09775,90.1,382,15.5725,525,869,157.003,296.6025,471,4.24
3,12.75,0.283,18.86875,2.03,-1.59,231,31.4,82.468,25.7235,11.549,90.0075,380.991,16.725,526,893.75,163.588,298.9295,475.678,4.29
3,13.25,0.29325,19.55,2.26475,-1.394,226.7415,28.35,86.158,26.45,11.025,90,381.677,17.27,500.75,862.8035,161.71,300,481.47,4.27
3,13.75,0.3175,19.75,2.4635,-1.318,223.5,29.1,87.526,27.2,10.4,90,382,18.12,457.75,822,153.444,300.75,480.458,4.0775
3,14.25,0.3235,20.05,2.565,-1.34,212.5,28.8065,84.033,27.5,10.815,89.905,382,18.73,416,761.1505,144,302.969,478,3.97
3,14.75,0.3435,20.15,2.65,-1.1615,198,27.23925,80.5765,27.6,10.81875,89.9,382.07225,18.9125,376,685,130.948,304,473,3.95
3,15.25,0.3375,20.35,2.495,-1.05875,171.5,24.7325,72.0095,27.45,10.862,89.8985,382,18.9725,308,588,116,303.854,467,3.99
3,15.75,0.3415,20.483,2.551,-1.01,137.016,22.7,63.8,26.9,10.8,89.865,382,18.58,229,494.5,97.8,302,461,3.93
3,16.25,0.349,20.327,2.5,-0.96325,107.75,18.3835,53.1605,26,10.84075,89.8455,382,18.39,159,384.5,76.5,300,451,3.9355
3,16.75,0.3575,20.1,2.629,-0.938,69.875,15.9,39.85,25.061,10.9285,89.8605,381.267,18.065,84.4,271.7205,55.95,299,438,4.035
3,17.25,0.3655,19.426,2.60725,-0.73475,27.9,11.28675,27.4,24,11.22025,89.873,382,17.4975,8.8,155,35.7,296,423.134,4.025
3,17.75,0.321,18.9,2.328,-0.52425,1.5025,8.255,16.477,22.798,12.339,89.9,381,16.6825,-45.9,73.086,18.9,294,410.117,4.21
3,18.25,0.19925,17.7025,1.623,-0.136,-21.4,2.635,5.597,21.45,13.3525,89.9,380.956,15.03,-101.296,13.375,5.039,290,398,4.165
3,18.75,0.08425,16.133,0.9995,-0.0295,-30.705,0.261,-5.965,20.3,15.4,89.912,382,13.06,-113,-4,2.02,286,385,4.29
3,19.25,0.071,14.48,1.02,-0.0595,-26.3,-0.2205,-17.05,19.2,18.9025,90,381.768,11.35,-107,-4.32525,1.99,283,375,4.5
3,19.75,0.09,13.273,1.25,-0.079,-27.273,-0.288,-23.95,18.3,19.956,90,382,9.81,-103,-3.915,2.32,281,371,4.68
3,20.25,0.109,12,1.437,-0.005,-26.573,0.239,-29.598,17.6,21.643,90.0825,381,8.27,-99.106,-3.445,2.55,278,366,4.83
3,20.75,0.112,11.9,1.55,-0.005,-29.2,0.392,-33.597,16.85,22.33675,90.1,381,7.02,-96.9,-2.99,2.64,277,364,4.52
3,21.25,0.135,11.15,1.594,0.00825,-31.05,0.75425,-36.292,16.101,23.745,90.1,381,7.14,-95.2,-2.91375,2.5375,275,360.716,4.676
3,21.75,0.142,10.7265,1.631,-0.031,-32.575,0.6575,-38.514,15.5,24.7155,90.101,381,6.78,-94,-2.8725,2.53525,274,358,4.53625
3,22.25,0.148,10.35,1.667,-0.01325,-31.675,0.8205,-39.622,14.85,26.7145,90.2,380.25,6.065,-93.2,-2.88,2.55025,272,356,4.825
3,22.75,0.146,10.05,1.68,-0.05175,-31.87,0.41275,-41.5195,14.35,27.7135,90.2,381,5.93,-91.7,-2.7825,2.52,271.757,354,4.875
3,23.25,0.143,9.61,1.678,-0.057,-32.06025,0.35375,-42.203,13.8,27.136,90.2,380.98875,5.85,-91,-2.72,2.43,271,352,4.9075
3,23.75,0.139,9.435,1.7,-0.08025,-31.125,0.361,-43.3,13.3365,28.9625,90.2,380,5.525,-89.9,-2.655,2.40225,271,351,4.87075
4,0.25,0.14825,11.7,1.604,-0.0235,-32.989,-1.1365,-36.4375,17.6,23.76425,90,374.04225,7.9375,-95.3,-3.055,2.63775,280.25,364,5.825
4,0.75,0.144,11.35,1.6,-0.06725,-32,-0.918,-37.25,17,24.072,90,373.78975,7.405,-93.275,-2.8415,2.63925,279,363,5.885
4,1.25,0.1445,11.1165,1.595,-0.08325,-30.359,-0.98775,-38.1,16.55,26.0045,90,373.83075,6.865,-91.52275,-2.86,2.59,278,360,6.01
4,1.75,0.138,10.6475,1.545,-0.075,-31.9575,-0.819,-38.75,16.1505,25.093,90,373.4455,6.29,-90.5,-2.72,2.63,277.25,358,5.9075
4,2.25,0.13325,10.3,1.54,-0.0935,-29.136,-0.7755,-39.3725,15.85,26.1315,90,373.676,6.015,-88.8225,-2.74,2.5475,276,356.25,5.785
4,2.75,0.13725,9.89,1.59075,-0.0945,-28.99825,-0.60075,-40.0875,15.55,27.08475,90,373.697,5.995,-88.65,-2.745,2.49,276,354.21875,5.76
4,3.25,0.12725,9.52,1.53,-0.127,-28.2,-0.896,-40.7,15.1,27.686,90,373.56,5.77,-87.59425,-2.658,2.5225,274,352.009,5.8225
4,3.75,0.138,9.425,1.625,-0.105,-29.3,-0.669,-40.9425,14.648,28.7,90,373.085,5.33,-86.75225,-2.59,2.51,272.25,349.152,5.875
4,4.25,0.12925,9.35,1.48625,-0.12775,-26.6545,-0.525,-41.1,14.2665,30.05475,90,373.08875,5.245,-85.539,-2.53,2.49375,272,349.67825,5.92
4,4.75,0.12725,9.246,1.459,-0.129,-27.75,-0.48375,-41.05,13.781,29.975,90,372.68375,4.565,-84.592,-2.50525,2.465,272,348,5.8975
4,5.25,0.12725,9.036,1.4925,-0.1225,-30.05,-0.493,-41.084,13.4105,30.09425,90,373.068,4.785,-84.13325,-2.393,2.4725,271.6925,346.25,6.12
4,5.75,0.116,8.99,1.4425,-0.15275,-28.85,-0.59575,-41.1,13.15,29.3695,90,372.55,4.935,-80.37575,-1.449,2.7825,270.25,346.862,5.9925
4,6.25,0.1175,9.22,1.38,-0.292,-22.743,-0.107,-40.9,12.8875,29.197,90.009,372.476,4.73,-63.781,15.725,6.3825,270.25,348.25,5.995
4,6.75,0.125,10.426,1.11,-0.83875,-8.325,2.62025,-40.466,12.8255,27.1615,90.099,372.49775,6.725,-10.3,86.2805,21.85,272,356.25,6.21
4,7.25,0.128,13.5,0.8455,-1.44,11.0375,7.645,-38.25,13.1605,23.688,90.0865,372.4765,9.16,64.22475,187.25,33.75,278.25,371,6.3145
4,7.75,0.14575,15.2845,0.98025,-2.05,46.7,14,-32.5165,14.15,22.2305,90.0865,373.522,10.475,160.3625,305.2835,46.84675,282.25,386,6.245
4,8.25,0.162,15.9285,1.13,-2.1925,81.725,17.11,-22.6,15.656,20.892,90.095,374.3105,11.62,253.25,431.5,64.82525,286.208,400.5,6.22
4,8.75,0.189,17.374,1.295,-2.155,122,20.2,-10.754,17.45,18.877,90.0935,374.59775,13.15,332,546.75,87.1,291.0555,417.5,6.23
4,9.25,0.198,18.375,1.425,-2.24,151.5,24.0705,2.14925,19.5,17.7965,90.0785,374.857,13.985,403,655,109,296.944,435,6.001
4,9.75,0.213,19.3745,1.5425,-2.2525,185.25,25.41075,18.12125,21.9,16.27825,90.074,374.36075,14.9875,464.25,750.75,127.25,298.8945,453.01275,5.9
4,10.25,0.212,20,1.696,-2.1,212.5,24.4155,32,24.4,14.77525,90.049,373.841,16.0425,504.75,825.5,143.567,303.97475,468.81975,5.77
4,10.75,0.244,20.75,1.868,-1.7825,250.56175,27.175,45.3815,26.706,13.0195,90,373.68475,16.975,550.0875,902.25,161.46975,306,482.75,5.6325
4,11.25,0.2565,21.049,2.041,-1.72,266.5,27.6765,57.1,28.8,12.402,90,373.619,18.28,569.72325,945.1085,172.75475,308.25,496.25,5.415
