DOY2,HR2,CO2,H2O,FC,H,LE,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,353.425,1.106975,-5.6626,-109.708,-6.9471,0.31805,0.0348,0.12215,0.139025,0.05,98.5402,33.327,-8.0553,0,-7.566,0.056725,4.06885,6.26,0,-3.2696,0.0672,170.756,275.556
1,0.75,351.9,1.268,-13.1487,-100.532,-5.4623,0.2874,0.024,0.13375,0.148875,0.039625,98.49685,34.192625,-7.856,0,-7.7652,0.07125,4.0672,6.252,0,-3.2366,0.1,167.48,274.992
1,1.25,355.532,1.1875,-10.611375,-87.8995,-10.4885,0.266625,0.027,0.107625,0.130375,0.041875,98.529575,34.2299,-7.9745,0,-7.73195,0.052,4.06855,6.244,0,-3.4868,0.1166,165.93,274.476
1,1.75,355.422,1.1684,-2.84125,-100.29035,-11.654,0.313,0.040425,0.14975,0.140375,0.047,98.512625,34.5019,-8.4165,0,-7.9638,0.045375,4.0661,6.234,0,-3.448,-0.0626,164.676,274.044
1,2.25,355.32375,1.05495,-5.43495,-93.58655,-22.8425,0.2958,0.03635,0.13795,0.14325,0.0462,98.49225,36.2373,-8.133125,0,-7.81335,0.04395,4.07105,6.236,0,-3.252,-0.1276,164.498,274.176
1,2.75,354.79625,1.00425,-4.923125,-99.12485,-16.71335,0.2682,0.0282,0.115025,0.13705,0.043,98.4924,37.3834,-8.193975,0,-8.197125,0.041075,4.06905,6.228,0,-3.2938,-0.2142,164.582,273.704
1,3.25,352.636,1.1316,-39.1491,-109.494,-11.028275,0.2542,0.0312,0.1345,0.15475,0.044875,98.4922,37.5666,-8.832,0,-7.823325,0.058625,4.06695,6.238,0,-3.5496,0.0296,163.708,273.61
1,3.75,354.5125,1.0793,-6.8436,-89.838,-42.1961,0.28245,0.02935,0.12175,0.143875,0.049,98.41165,37.9579,-9.5515,0,-8.2449,0.0615,4.0692,6.23,0,-3.2502,-0.0594,164.126,273.242
1,4.25,351.872,1.0553,-3.58995,-77.398,-24.9773,0.295375,0.03275,0.0992,0.1596,0.0386,98.3989,38.5512,-9.612,0,-8.2685,0.0718,4.06135,6.216,0,-3.295,-0.0388,164.02,272.048
1,4.75,353.46875,1.087175,-10.247375,-76.36425,-35.56595,0.2902,0.0361,0.1436,0.166025,0.045575,98.3882,37.5268,-9.1652,0,-8.2064,0.048775,4.06205,6.214,0,-3.1662,-0.0584,164.104,271.21
1,5.25,330.872,1.049575,-9.40325,-81.6915,-30.879,0.29255,0.036,0.118,0.176875,0.0401,98.377,37.1039,-9.4986,0,-7.321,0.05215,4.0512,6.208,0,-3.1986,0.032,164.082,271.06
1,5.75,353.314,1.1654,-12.395875,-85.59065,-27.47745,0.3192,0.037,0.12915,0.17375,0.05215,98.45055,37.6246,-9.477925,0,-8.2506,0.072175,4.0518,6.172,0,-3.0764,0.0724,163.48,271.12
1,6.25,353.7625,1.082125,-3.6286,-76.9898,-13.493,0.30665,0.026575,0.13625,0.13265,0.048,98.482975,38.062,-9.554425,0,-8.4388,0.04495,4.04175,6.17,0,-3.6582,-0.017,163.168,271.672
1,6.75,350.13875,1.07875,-3.6672,-65.87005,-45.93885,0.263425,0.031375,0.12625,0.137625,0.03925,98.56635,38.9823,-9.693775,0,-8.89905,0.047625,4.0408,6.154,0,-3.2032,0.0276,162.79,272.52
1,7.25,347.72,1.22475,-26.23625,-71.4594,-18.63125,0.2769,0.03425,0.135625,0.13975,0.0475,98.59265,40.52615,-9.883425,0,-8.6974,0.04575,4.0342,6.16,0,-0.976,-0.00139999999999998,162.46,273.732
