DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_2_1,RH_1_2_1,WS_1_2_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_CANOPY_1_1_1,T_CANOPY_2_1_1,PPFD_OUT,PPFD_IN,TS_1_1_A,TS_1_2_A,TS_1_3_A,TS_1_4_1,TS_1_5_A,TS_1_6_A,TS_1_7_A,TS_1_8_A,TS_1_4_A
1,0.25,-58.5375,-26.695244275,3.29251305,-5.183075,0.22295,0.33105,412.604003575,7.89844683375,11.88565,89.409435,10.02,67.7403,1.61,10.58,63.82015,2.9146,0,1.90125,293.225,352.8,7.893,6.20375,0.10595,0.0344,11.74145,12.5215,13.994,14.01525,13.70025,14.27975,15.656125,15.6675,12.120875
1,0.75,-59.551,-26.2181894125,3.6841,-6.07043032375,0.2081778818,0.326219075,412.41868255,7.947036057,11.836025,89.3978,9.85,67.5566319675,1.61975,10.54,64.037675,2.95808518775,0,1.84425,292.2,353.2,7.76325,6.0935,0.1114639259,0.0355,11.5249125,12.29175,13.8545,14.021625,13.71375,14.2795,15.647,15.6675,12.1155
1,1.25,-58.424,-24.42605,3.60950380975,-5.603325,0.216853717825,0.326975,412.44974415,7.9688079985,11.93331,89.3910575,9.915,68.0787,1.619,10.5675,64.8636448925,2.8814169965,0,1.803,293.2,352.3,7.4395,5.9415,0.11399103885,0.037575,11.248175,12.098125,13.722,14.029,13.72725,14.288625,15.64375,15.6675,12.107125
1,1.75,-57.9,-24.847429605,3.692360144,-6.483916629,0.2505,0.3275219,412.4824958,7.9008721405,11.8952,89.3850675,9.7575,68.4317824525,1.62425,10.24,64.81957603,2.8425,0,1.827,291.277,351.15,7.57525,5.6805,0.1093018952,0.0374265,11.0355875,11.92875,13.602,14.052625,13.751375,14.290375,15.645,15.66,12.10025
1,2.25,-56.68,-24.895796575,3.38414926925,-6.94823184625,0.258140254125,0.3261,412.373197425,7.78787255525,11.66995,89.38017,9.715,68.84221182,1.59125,10.235,64.534975,2.879325,0,1.808,291.5,350.75,7.4355,5.4235,0.11082968425,0.032775,10.8636625,11.765625,13.452375,14.051,13.76675,14.28875,15.650875,15.65,12.07825
1,2.75,-56.695,-24.2703,3.4211,-7.26035,0.253297518,0.331782,412.238719,7.8022,11.51808,89.37485,9.5,69.8122,1.6175,10.1975,65.49845269,2.87666628575,0,1.808,290.2,349.9,7.18875,5.3195,0.111852083325,0.034279,10.71085,11.624875,13.363875,14.02075,13.787,14.295875,15.64125,15.66,12.047875
1,3.25,-54.84125,-22.749896145,3.6879396375,-6.4458,0.21620352615,0.320175,412.17744725,7.65475401825,11.3943925,89.3736,9.44,69.893274125,1.61325,10.0775,65.0294592475,2.8713406565,0,1.8485,290,348.925,7.12125,5.193,0.105308979225,0.0363,10.531,11.463,13.226,14.033,13.7975,14.301375,15.637375,15.65,12.021625
1,3.75,-55.685,-23.13475,3.87644338025,-6.3439237195,0.2313787,0.3160538,411.987490975,7.584720823,11.43467,89.361175,9.4625,68.88993495,1.59125,10.0275,64.50634408,2.836375,0,1.8555,289.3,348,7.0515,4.9955,0.1078768508,0.0308055,10.357,11.283,13.141375,14.018625,13.804125,14.305625,15.633625,15.6575,11.991625
1,4.25,-53.4625,-22.468,4.062225,-6.20120900575,0.21988264635,0.316275,412.188506225,7.60835,11.3629525,89.345015,9.3775,69.0288881875,1.56725,10,64.94535209,2.80739233075,0,1.81925,288.4,347.125,6.917,4.8465,0.104695371275,0.0307,10.2345,11.14,13.030125,14.038,13.818,14.301375,15.637875,15.65,11.95725
1,4.75,-54.955,-22.024943505,4.144613374,-6.0204940415,0.208450980125,0.31615,412.0504153,7.53915,11.23065,89.3422425,9.335,68.7615093375,1.57075,9.8775,64.7023822525,2.81586002775,0,1.8525,288.4,347.225,6.7315,4.805,0.11145663495,0.028944,10.055,11.024375,12.922875,13.98775,13.807125,14.307125,15.637125,15.65,11.9315
1,5.25,-54.31,-22.01195052,3.674005926,-6.1588,0.228225,0.32480875,411.681932,7.645770587,11.1241425,89.34811,9.23,69.392325,1.605,9.8775,65.2779,2.8225672895,0,1.847,289.8,347.425,6.844,4.809,0.1118139621,0.028025,9.8605,10.889,12.813,13.98325,13.818,14.310625,15.631375,15.6725,11.884875
1,5.75,-54.06,-21.61075,4.145676276,-7.85465,0.246,0.315475,411.328215975,7.5881521155,11.041175,89.353245,9.27,69.829875,1.55475,9.9125,64.7806746275,2.83429530175,0,1.846,288.5,346.625,6.6895,4.5685,0.106223888925,0.029382,9.7365,10.731,12.711125,13.954375,13.811875,14.313625,15.63325,15.6725,11.851125
1,6.25,-55.344,-21.71683261,3.699780116,-7.1197,0.2392070054,0.3212,411.181542475,7.58848507125,11.0212,89.36948,9.075,69.523348995,1.552,9.7525,65.6648002175,2.8514019915,0,1.8755,288.3,347.1,6.822,4.44075,0.1070894285,0.0260835,9.5775,10.606125,12.6225,13.9725,13.8325,14.318875,15.632625,15.665,11.8165
1,6.75,-57.515,-20.59515,3.54165,-5.6625391765,0.22845,0.3263,411.5205682,7.5497,11.0241,89.389525,9.04,69.51225,1.568,9.8775,65.54425,2.7859317955,0,1.87025,288.7,346.4,6.72875,4.413,0.1110265398,0.049,9.421,10.47675,12.510875,13.911,13.8045,14.314,15.6185,15.6575,11.7605
1,7.25,-54.595,-19.98246963,3.9379,-5.9221,0.2124159208,0.3271421,411.46476675,7.4944,11.09886,89.40654,9.26,69.029717015,1.5555,9.895,65.828925,2.814633715,0.63675,2.30325,287.925,345.9,6.77425,4.5705,0.7459,6.875945,9.230075,10.35575,12.35825,13.89275,13.8045,14.33825,15.6125,15.6575,11.725
1,7.75,-35.4775,-13.979,4.8038,-6.33395,0.1911,0.33678845,411.5939418,7.4699,11.0359375,89.42165,9.4375,68.222554865,1.5605,10.065,64.391210785,2.7710075975,29.1975,8.54,287.425,347.8,7.266,5.18575,7.8624,69.43845,9.140625,10.229125,12.2515,13.85525,13.786,14.318125,15.6365,15.6575,11.678875
1,8.25,21.615,5.629475,9.9801978805,3.306582337,0.225038033975,0.325497725,412.6532311,7.612939448,11.73405,89.4345225,11.005,61.4351721025,1.4045,11.02,60.98021789,2.470325,130.4,31.6425,288.775,354.75,9.055,6.832,29.88021699,280.31325,9.1435875,10.10525,12.1565,13.81075,13.7715,14.337125,15.629,15.65,11.640125
1,8.75,96,29.0742506275,20.2306,36.3709,0.2404104562,0.319284675,413.26685965,7.81825,13.2360275,89.450935,13.73,53.04425,1.1745,12.81,54.99691809,2.026660246,231,45.3075,291.7,367.8,12.14,9.69,50.1779,487.416525,9.2222,10.04,12.04825,13.81175,13.7735,14.340125,15.633,15.6575,11.606875
1,9.25,175.6,57.2708,30.57725,74.8212,0.278825,0.33511085,413.3482519,7.79375,14.463825,89.4688525,15.55,49.338385645,1.1645,14.155,52.681853035,2.007753696,330.2,54.95,295.7,381.3,14.345,12.58,69.4872,689.472,9.5452,10.075375,11.96975,13.796,13.770125,14.35925,15.63375,15.66,11.5695
1,9.75,250.1,83.1974,35.7425,112.174159275,0.3995990726,0.369839475,413.2599568,7.922628714,14.909915,89.4886,16.245,47.07485,1.54175,14.935,50.1164,2.318515228,423.8,64.905,297.6,391.9,15.96,15.39,87.647075,875.532,10.137925,10.2015,11.868,13.7535,13.7445,14.344,15.637,15.66,11.52375
1,10.25,316.6,98.4591,40.1502103775,149.91511775,0.5080004017,0.383000325,413.4343891,7.887393125,15.545765,89.492905,16.84,45.50445,1.73775,15.46,47.97305,2.3954,506.9,76.9175,300.1,402.725,17.2675,18.21,104.211075,1037.775,10.9823,10.572,11.809,13.7025,13.696,14.3605,15.637,15.65,11.478875
1,10.75,366.6,112.539825,46.028675,177.89190565,0.5174,0.3790612,413.167130825,7.872525,16.202425,89.48638,17.33,43.46030332,1.78275,15.92,45.886269505,2.433343749,575.8,87.1,300.7,412.125,18.4625,20.61,119.216,1169.385,11.8872,10.9735,11.7875,13.672,13.689,14.3575,15.6305,15.64,11.43175
1,11.25,405.5,125.0345,47.36767392,202.0605251,0.6014,0.40415335,413.389086875,7.8707,16.614245,89.4653,17.88,41.83164377,1.85125,16.385,43.82296243,2.695068527,630.2,96.8,303.2,421.725,19.39,22.735,132.1609,1264.89,12.934,11.5325,11.785,13.6345,13.687,14.3585,15.642,15.65,11.3955
1,11.75,430.6,129.156718575,49.64627444,215.9978079,0.717695615,0.444952425,413.350759275,7.8122083425,17.19075,89.42689,18.7375,38.7507448575,1.9945,16.915,42.009475,2.6947,669.8,105.35,306,430.325,20.595,24.615,146.8027544,1335.147075,14.073,12.162,11.849,13.61325,13.669,14.352,15.6305,15.66,11.349875
1,12.25,436.3,128.290868625,49.49720829,227.651663,0.75165,0.46965,413.0284847,7.6455,17.8812,89.3843,19.42,37.46411522,2.1555,17.57,40.91315,2.9604002505,688.85,112.95,309.075,438.2,21.48,26.065,162.183,1368.96,15.2631,12.88325,11.926,13.572,13.62775,14.35975,15.61875,15.66,11.312
1,12.75,434.4,124.2951,50.833825,237.7029131,0.7712501253,0.47458615,412.9835615,7.5371,18.464725,89.34238,19.975,35.2371901025,2.317,18.1825,38.779862185,3.294044874,692.7,116.1,310.9,443.775,22.1,27.015,164.8146,1372,16.239075,13.625,12.03725,13.5425,13.628,14.35525,15.61475,15.645,11.275875
1,13.25,420.225,113.8282,47.83388753,232.006790875,0.7967,0.5082,413.01180975,7.42225,18.8878,89.2982,20.25,34.5934,2.43425,18.69,37.21781725,3.5585855825,679.2,114.2,313.5,447.85,22.9125,27.32,160.813775,1347.71025,17.05625,14.3565,12.246,13.5165,13.618,14.361,15.627,15.64,11.251
1,13.75,396.8,98.8418,47.994286715,226.7312,0.7726,0.539,412.9961726,7.36785,19.2128,89.26576,20.78,32.98133691,2.5075,18.99,35.67153502,3.733455803,648.125,107.5,314.3,447.7,23.24,26.92,151.053,1288.523,17.9793,15.111,12.491,13.49425,13.598,14.3575,15.646,15.66,11.229875
1,14.25,359.025,83.1365,45.94550494,214.5455,0.785171922,0.5291543,412.805473025,7.35258770025,19.5212625,89.24096,21.13,32.76935,2.54425,19.235,35.355458925,3.742904979,598.725,97.3,316.3,445.45,23.3,26.025,137.478322,1180.6219,18.604,15.7415,12.7365,13.50375,13.592,14.361,15.6085,15.66,11.222375
1,14.75,306.9,66.6679,40.2658,187.468453875,0.67447939105,0.54071875,412.6937143,7.37492966,19.7288675,89.2275325,21.24,32.325375,2.5845,19.47,34.875264195,3.8071,535.2,86.925,316.125,441.95,23.03,24.445,122.0944,1053.12,19.12,16.2375,12.9925,13.5085,13.585,14.3345,15.627,15.67,11.227375
1,15.25,248,47.0993,35.9929,161.3389,0.60985,0.5333,412.6100782,7.268,19.86056,89.228665,21.27,31.77709578,2.60575,19.53,34.24755,3.909975,458.875,74.82,316.9,435.8,22.31,22.6,104.580475,900.24,19.2708,16.6405,13.282,13.46825,13.548,14.34,15.6435,15.67,11.253375
1,15.75,177.35,25.79006796,31.38285726,128.575486375,0.5632,0.54195,412.8447314,7.357012526,19.710735,89.23425,21.13,32.636769575,2.653,19.45,34.78745,3.922322092,369.975,62.49,316.15,428,21.22,20.495,84.86986512,720.4905,19.32375,16.956,13.5955,13.466,13.5315,14.338,15.6205,15.67,11.298
1,16.25,96.9,3.27920961075,24.832412315,85.321125,0.477311352,0.52210925,412.7813466,7.3786,19.49445,89.2424,20.45,34.2038,2.522,19.0925,35.38176005,3.8300149645,271.85,51.155,312.7,418.4,20.0025,18.435,64.0342870425,525.30225,19.0486375,17.074625,13.882625,13.478125,13.527875,14.338625,15.621375,15.6725,11.34925
1,16.75,21.515,-16.6856,18.44106017,42.44706075,0.392625,0.50045,413.06942885,7.40475,19.0605875,89.24495,19.48,36.181974935,2.323,18.4825,37.38705,3.6593395485,168.85,38.7,311.85,407.3,18.18,16.425,41.71,325.2671,18.5046,17.0685,14.14875,13.5235,13.53025,14.33425,15.626,15.66,11.403875
1,17.25,-36.23,-31.050053785,10.7732397625,4.0603296015,0.311345297325,0.448429225,413.013113875,7.51035,18.237,89.2556425,18.14,39.1418,2.102,17.725,38.8891091575,3.4166,73.69,21.825,310.15,394.325,15.7675,14.21,17.7347,136.052,17.778875,16.89425,14.363375,13.529625,13.520625,14.324125,15.637875,15.66,11.464875
1,17.75,-68.3075,-39.5008679675,5.97615,-2.23972800525,0.300524074975,0.358411775,412.7636359,7.67285,17.21115,89.269465,16.0425,44.464975,1.601,16.3275,43.02224747,2.8253,7.5095,3.7425,305.2,381.725,13.02,11.505,2.443058829,22.0108,17.0808,16.586,14.5405,13.55875,13.5125,14.319,15.614,15.66,11.533875
1,18.25,-70.595,-40.951725,4.2789982115,-1.91645,0.28285,0.310525,412.9332642,7.9,16.060875,89.29704,14.3725,49.572925,1.398,14.995,47.073825,2.6949667605,0,1.7305,302.425,372.4,11.53,10.19,0.1590592982,0.4269,16.4102,16.261,14.64675,13.591625,13.525125,14.30775,15.607625,15.65,11.62325
1,18.75,-68.7475,-39.3158,4.2573260045,-5.00495,0.312325,0.311725,413.6815354,7.9381672985,14.952325,89.32053,13.265,53.727225,1.453,13.7075,50.49360507,2.721215537,0,1.87675,300.725,368.425,10.845,9.565,0.1370114747,0.1088,15.7915625,15.878625,14.731125,13.632375,13.5195,14.304875,15.612,15.65,11.714125
1,19.25,-66.98,-35.77438402,3.6035260585,-7.3030573415,0.28966316045,0.310475,413.7444054,7.9361,14.198575,89.335465,12.54,57.11456046,1.464,13.1725,53.992525,2.8073335105,0,1.89925,298.3,365.225,10.235,9.12,0.1377988969,0.0864,15.1995,15.4735,14.807,13.6825,13.5515,14.301,15.608,15.66,11.791
1,19.75,-68.6725,-34.3731,3.967025,-7.182225,0.287300419,0.3189,413.9595783,7.92407254475,13.92595,89.354855,12.2825,59.660125,1.524,12.79,56.296897445,2.909506644,0,1.9635,295.75,363.9,9.8825,8.83,0.1295897073,0.0643,14.63475,15.1425,14.805,13.73475,13.5515,14.297,15.6125,15.65,11.854
1,20.25,-67.99,-33.3194,3.4182692365,-7.47435,0.2661,0.318,413.7882523,8.0158,13.56545,89.370225,11.87,61.344828065,1.599,12.3775,58.31325,2.8962,0,1.865,295.125,361.9,9.58,8.285,0.1259875629,0.0512,14.201,14.7815,14.763,13.78375,13.6075,14.291,15.6125,15.66,11.913125
1,20.75,-66.595,-32.2920788325,4.1873,-7.6324216565,0.2557682287,0.3245,413.5000042,7.8745,13.18572,89.378325,11.5775,62.85885,1.654,12.1225,59.455728085,2.913825,0,1.948,294.95,360.825,9.07,7.8145,0.1176417201,0.0461,13.80325,14.441,14.6915,13.85525,13.583,14.28,15.6185,15.65,11.972875
1,21.25,-62.49,-30.6121609875,4.0734316655,-6.8758,0.25462496625,0.3265,413.4316191,7.9203,13.033425,89.3867,11.375,63.69068419,1.659,11.7725,60.88285,2.97603300675,0,1.878,296.4,359.15,8.8675,7.472,0.1157510734,0.0374,13.458,14.111,14.665,13.8885,13.5955,14.277,15.6175,15.65,12.050625
