DOY2,HR2,TS_1_1_1,TS_1_3_1,TS_1_1_2,TS_1_3_2,G_1_1_1,G_1_1_2,TS_1_2_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TA_1_1_1,RH_1_1_1,VPD_1_1_1,H2O_1_1_1,WS_1_1_1,PA_1_1_1,CO2_1_1_1,NETRAD_1_1_1,NETRAD_1_1_2,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,SW_IN_1_1_2,SW_OUT_1_1_2,LW_IN_1_1_2,LW_OUT_1_1_2,USTAR_1_1_1,TAU_1_1_1,H_1_1_1,FC_1_1_1,SC_1_1_1,NEE_1_1_1,LE_1_1_1,WS_1_2_1,FC_1_1_2,NEE_1_1_2,LE_1_1_2,TA_1_2_1,RH_1_2_1,TA_1_2_2,LW_BC_IN,LW_BC_OUT,USTAR_1_2_1,TAU_1_2_1,H_1_2_1,FC_1_2_1,SC_1_2_1,NEE_1_2_1,LE_1_2_1,WS_1_3_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_6_1_1,TS_6_2_1,TS_6_3_1,TS_6_4_1,TS_6_5_1,TS_6_6_1,G_2_1_1,G_2_2_1,G_2_3_1,G_2_4_1,G_3_1_1,G_3_2_1,G_3_3_1,G_3_4_1,G_4_1_1,G_4_2_1,G_4_3_1,G_4_4_1,G_5_1_1,G_5_2_1,G_5_3_1,G_5_4_1,TA_2_1_1,RH_2_1_1,VPD_2_1_1,H2O_2_1_1,WS_2_1_1,PA_2_1_1,NETRAD_2_1_1,NETRAD_2_1_2,PPFD_IN_2_1_1,PPFD_OUT_2_1_1,SW_IN_2_1_1,SW_OUT_2_1_1,LW_IN_2_1_1,LW_OUT_2_1_1,USTAR_2_1_1,TAU_2_1_1,H_2_1_1,FC_2_1_1,LE_2_1_1,LE_2_1_2,LE_2_1_3,WS_2_2_1
1,0.25,0.09,0.18,0.1855,0.2169495,-1.04,-1.335,0.3865,0.702,0.56,0.61,0.9,-0.184,-0.19,0.27,0.09,0.56,-9.001365,71.6325855,0.684156,2.871478,7.485,68.5153565,398.513805,-52.3884205,-64.15645,0.001315,0.006273,0,0,199.410091,271.414608,-2.291741,0.637453,221.6533,274.1634,1.331836,-1.590358,-55.990045,0.37595,0.0002285,0.374131,19.296828,5.874086,0.5358535,0.5321555,0.2039255,-9.2249455,72.79021,-7.72386,263.6267,273.39425,0.437583,-0.1717025,-20.72733,0.2856535,0.000683,0.2948755,10.874276,1.2089265,-0.22146,-0.275463,-0.143241,0.096818,0.320084,0.529734,-0.296665,-0.304802,-0.203953,-0.034368,0.170524,0.508736,-0.422604,-0.35192,-0.227606,-0.101336,0.061942,0.286728,-0.114356,-0.024052,0.057441,0.195161,0.349221,0.601739,-1.46191,-1.364912,-1.335578,-1.271422,-1.465803,-1.351313,-1.49624,-0.917395,-1.032873,-1.166496,-2.09837,-0.765285,-1.302985,-1.484228,-1.612235,-1.36705,-8.305,74.755,0.6185,2.9806,8.65,68.507,-33.05,-51.9,0,0,0,0,192.4,249.35,1.164519,-1.1995965,-42.09442,-1.904021,19.256051,13.4877525,15.739181,7.530102
1,0.75,0.09,0.18,0.183,0.2207745,-1.0475,-1.33,0.3845,0.7,0.544,0.59,0.88,-0.184,-0.18,0.27,0.09,0.56,-8.9586165,71.84548,0.6833405,2.870877,7.5256655,68.4975,398.541678,-49.85608,-63.8762925,0.001205,0.005439,0,0,199.5645245,271.5938335,-2.294864,0.663683,226.1928,274.9029,1.333221,-1.597433,-57.228166,0.337595,0.0024815,0.313228,18.177568,5.896154,0.545582,0.576075,0.154837,-9.185748,72.07568,-7.718834,264.18145,273.824,0.452987,-0.184584,-20.8877595,0.326348,0.000942,0.321783,11.762599,1.200663,-0.222421,-0.286859,-0.147299,0.094086,0.316362,0.529877,-0.301617,-0.306938,-0.208307,-0.035681,0.172836,0.502503,-0.425813,-0.353261,-0.243383,-0.102482,0.059961,0.288803,-0.120696,-0.020858,0.057882,0.194761,0.3491,0.600738,-1.461689,-1.365156,-1.335618,-1.271875,-1.465257,-1.353944,-1.496137,-0.918523,-1.032149,-1.166558,-2.098557,-0.764739,-1.304528,-1.483508,-1.612758,-1.364402,-8.51,75.02,0.6195,3.0281,8.865,68.494,-34.85,-62,0,0,0,0,186.35,247.7,1.2388755,-1.377876,-39.8517285,-1.664474,18.080041,9.736255,15.1122785,7.851862
1,1.25,0.09,0.1855,0.184,0.211,-1.0395,-1.33,0.383,0.7035,0.56,0.61,0.9,-0.184,-0.175,0.27,0.09,0.56,-8.794142,71.5049745,0.689236,2.8553425,7.5779805,68.4889,398.372698,-47.2333335,-64.683265,0.0013115,0.006198,0,0,199.953392,271.3625,-2.572501,0.673438,224.8489,275.1032,1.3249805,-1.5628555,-57.2337815,0.3923425,0.001488,0.4006755,19.181008,6.026842,0.592955,0.644112,1.37379,-9.238483,72.573105,-7.683807,262.81165,273.4593,0.4444675,-0.179629,-23.4525975,0.3782875,4.65e-05,0.3892975,11.4894225,1.2088355,-0.225977,-0.28361,-0.149703,0.093249,0.317002,0.529426,-0.299179,-0.305758,-0.208687,-0.033437,0.171591,0.513699,-0.421794,-0.341794,-0.223426,-0.104027,0.060885,0.2896775,-0.111848,-0.027121,0.054629,0.195099,0.347797,0.602692,-1.459676,-1.364003,-1.334646,-1.272928,-1.466463,-1.351572,-1.496715,-0.918507,-1.031783,-1.16658,-2.098406,-0.764973,-1.304785,-1.483479,-1.611697,-1.368175,-8.58,74.725,0.5935,3.0283,9.015,68.487,-34,-61.95,0,0,0,0,187.5,248.9,1.258345,-1.3860135,-41.132122,-1.307708,20.469325,12.550794,17.057567,7.953738
1,1.75,0.09,0.181,0.19,0.219427,-1.04,-1.3375,0.38,0.7,0.5415,0.59,0.877,-0.18,-0.13,0.27,0.09,0.56,-8.8869645,71.931233,0.689443,2.83094,7.5091675,68.4926665,398.179241,-46.817121,-61.804466,0.0014255,0.00576,0,0,202.507,271.5714835,-2.547267,0.617799,224.257,275.0399,1.3674085,-1.6807595,-60.004391,0.3766695,-0.0039065,0.364766,19.351859,6.0786715,0.578167,0.56657,0.579697,-9.269185,72.79458,-7.704581,262.83525,273.49015,0.448049,-0.18265,-24.563275,0.3443905,-0.00179,0.3298255,11.9742795,1.216295,-0.227437,-0.283416,-0.150692,0.093616,0.317245,0.53246,-0.298136,-0.305268,-0.207342,-0.034982,0.168993,0.511357,-0.427088,-0.339894,-0.238603,-0.11116,0.059271,0.281202,-0.112723,-0.026467,0.055518,0.195415,0.346648,0.600927,-1.458503,-1.364186,-1.334357,-1.271662,-1.468028,-1.355476,-1.496052,-0.918012,-1.031693,-1.166816,-2.09914,-0.766027,-1.304301,-1.48352,-1.611121,-1.369603,-8.575,75.56,0.6165,3.0021,8.87,68.488,-32.85,-58.75,0,0,0,0,185.8,248.85,1.2216065,-1.310734,-40.853304,-1.512416,19.134485,11.198507,17.4635675,7.8130745
1,2.25,0.09,0.19,0.180896,0.217638,-1.039,-1.33,0.38,0.701,0.559,0.61,0.895,-0.181,-0.17,0.27,0.09,0.56,-8.9,71.7458335,0.6922665,2.7929995,7.5202555,68.4933945,397.991156,-48.4,-65.3052115,0.001098,0.005174,0,0,197.9320415,271.2465915,-2.36174,0.615664,221.483,274.1363,1.350693,-1.634318,-59.138018,0.369945,-0.005836,0.355874,20.654155,6.0314945,0.541415,0.562213,0.659913,-9.230616,72.76107,-7.690183,261.55935,273.58875,0.435212,-0.174489,-24.777728,0.4195075,0.000252,0.4274005,11.401665,1.209485,-0.227482,-0.283948,-0.152579,0.092981,0.318367,0.530308,-0.295141,-0.306245,-0.210067,-0.03648,0.172421,0.508023,-0.417936,-0.344745,-0.221308,-0.112166,0.06116,0.2857,-0.108038,-0.026112,0.055237,0.194648,0.345123,0.60031,-1.460443,-1.36398,-1.334066,-1.271113,-1.463507,-1.352494,-1.494207,-0.917834,-1.031383,-1.166388,-2.099442,-0.765468,-1.303495,-1.483006,-1.609237,-1.36635,-8.645,75.255,0.633,2.9771,8.785,68.494,-33.25,-59.2,0,0,0,0,186.05,247.5,1.241421,-1.276259,-44.118134,-1.561324,16.9958775,10.762246,17.385825,7.764241
1,2.75,0.09,0.19,0.19,0.22,-1.04,-1.34,0.38,0.7,0.5415,0.59,0.876,-0.181,-0.135,0.266,0.09,0.56,-8.8620505,71.9481345,0.67309,2.787676,7.6733405,68.4908315,398.310924,-47.95,-64.739089,0.0008785,0.00467,0,0,199.5586835,271.7313915,-2.29334,0.586357,224.2472,275.3557,1.347819,-1.651659,-60.7105,0.3727565,-0.00229,0.354937,20.355944,6.127873,0.600876,0.628171,0.60865,-9.117604,72.726475,-7.671589,263.07575,274.31735,0.441501,-0.176543,-27.577434,0.334744,-0.000572,0.344036,11.937658,1.183595,-0.226728,-0.288806,-0.151056,0.095783,0.315619,0.529439,-0.29541,-0.309077,-0.209454,-0.037943,0.167793,0.499448,-0.42343,-0.357104,-0.239046,-0.113366,0.060047,0.286433,-0.110652,-0.024819,0.053486,0.193489,0.344924,0.596994,-1.460071,-1.363217,-1.334238,-1.270391,-1.468949,-1.351521,-1.495508,-0.917725,-1.031516,-1.166867,-2.099973,-0.765432,-1.304212,-1.483108,-1.611993,-1.368762,-8.67,75.265,0.6245,3.007,8.62,68.483,-34.3,-54.05,0,0,0,0,189.15,247.15,1.187421,-1.2259795,-39.764676,-1.8238825,20.544152,12.56054,19.869606,7.439633
1,3.25,0.09,0.1830465,0.180133,0.216,-1.04,-1.3325,0.381,0.7015,0.558,0.61,0.9,-0.182,-0.14,0.266,0.09,0.56,-8.8471315,71.9442795,0.67202,2.7754385,7.635779,68.477465,398.4693045,-42.7666665,-55.7238105,0.000988,0.005588,0,0,204.5987665,271.700725,-1.887907,0.602574,225.6435,275.6173,1.3721425,-1.7093845,-57.4934845,0.431561,-0.0049855,0.424985,20.6081455,6.1452185,0.601084,0.563134,1.1582015,-9.12318,72.577775,-7.546165,263.35365,274.9302,0.46663,-0.19657,-29.22102,0.407253,-0.0019765,0.413647,11.751699,1.263644,-0.22696,-0.289479,-0.147612,0.095439,0.318977,0.529815,-0.295269,-0.308259,-0.208097,-0.035954,0.168454,0.504778,-0.423828,-0.370437,-0.238167,-0.112801,0.058573,0.2830085,-0.110011,-0.026635,0.052883,0.193479,0.345515,0.597342,-1.461748,-1.364211,-1.333547,-1.270876,-1.466915,-1.349729,-1.494173,-0.918219,-1.031605,-1.167401,-2.099958,-0.764676,-1.301235,-1.479316,-1.611303,-1.363507,-8.92,74.995,0.6245,2.9622,8.86,68.477,-35,-58.45,0,0,0,0,184.9,247,1.264075,-1.3970715,-43.594464,-1.974745,21.490495,13.981138,21.905578,7.776137
1,3.75,0.08,0.18,0.187204,0.212,-1.04,-1.33,0.38,0.7,0.5415,0.59,0.8725,-0.181,-0.125,0.266,0.09,0.56,-8.98067,72.1106665,0.66493,2.7753235,7.508397,68.4639625,398.180372,-42.4127965,-56.557489,0.000985,0.005611,0,0,207.642367,271.7380085,-2.085819,0.570059,226.2241,275.9868,1.351439,-1.655032,-58.494075,0.33168,-0.0026845,0.306933,19.951954,5.980375,0.641118,0.634558,-0.1756045,-8.982426,72.950095,-7.577263,262.9747,275.45265,0.451731,-0.1833305,-26.215066,0.405732,-0.001319,0.418979,11.140133,1.2081545,-0.2255525,-0.280777,-0.1464675,0.104175,0.3214225,0.528949,-0.2957045,-0.308584,-0.206971,-0.0340675,0.1696865,0.495689,-0.421976,-0.3436685,-0.229552,-0.1116265,0.0617185,0.286762,-0.1167255,-0.0285325,0.053766,0.19416,0.348686,0.601349,-1.4621395,-1.3631365,-1.335604,-1.2712145,-1.468628,-1.3433975,-1.4948515,-0.917792,-1.03239,-1.1662705,-2.100149,-0.7633965,-1.298026,-1.4811785,-1.608928,-1.364927,-8.935,75.67,0.6355,2.9264,9.06,68.476,-33.8,-59.95,0,0,0,0,179.9,246.35,1.26228,-1.418889,-39.28043,-1.930225,19.1339775,11.525378,18.23845,7.956541
1,4.25,0.082938,0.18,0.19,0.221999,-1.04,-1.33,0.38,0.701,0.56,0.61,0.9,-0.18,-0.14,0.268,0.09,0.56,-9.0082955,72.1180835,0.684984,2.778831,7.54,68.44459,398.3168375,-43.758531,-59.431375,0.000986,0.005335,0,0,206.492492,271.1848415,-2.156191,0.560456,226.1181,275.1245,1.313655,-1.541289,-53.464022,0.377002,0.0029665,0.394611,18.065819,5.947722,0.583318,0.5647795,0.3991985,-9.07861,72.798915,-7.575223,263.50335,275.4961,0.44439,-0.178268,-24.9570705,0.390078,-7.1e-05,0.3848205,12.247681,1.228188,-0.2253165,-0.281074,-0.1435065,0.104139,0.320055,0.528751,-0.297287,-0.308398,-0.2064315,-0.0348455,0.171036,0.49067,-0.4218325,-0.314072,-0.2219495,-0.1126355,0.062635,0.280771,-0.1209285,-0.0300985,0.052919,0.193512,0.34781,0.598963,-1.4634125,-1.362521,-1.3349185,-1.271959,-1.4677045,-1.3446205,-1.4956075,-0.917963,-1.032155,-1.165486,-2.1003865,-0.7650445,-1.3011165,-1.4817985,-1.60843,-1.3664185,-8.71,74.81,0.616,2.9427,8.92,68.465,-32,-62.95,0,0,0,0,179.55,246.75,1.2598765,-1.416114,-40.9653105,-1.619613,18.8156505,15.6480575,21.778015,7.8527055
1,4.75,0.08,0.1845,0.19,0.216249,-1.0365,-1.33,0.38,0.697,0.542,0.59,0.88,-0.18,-0.145,0.268,0.09,0.56,-9.0276525,71.721943,0.6870675,2.767022,7.48,68.439,398.313253,-43.24575,-57.793786,0.0009885,0.006198,0,0,204.3032915,271.495817,-1.986025,0.601419,226.8799,275.7303,1.315174,-1.552572,-56.300761,0.417831,-0.006931,0.391832,19.655351,6.000888,0.65648,0.621469,0.085472,-9.011271,72.534745,-7.4851,263.39465,275.2013,0.441927,-0.178529,-28.318869,0.446597,-0.000811,0.44991,13.055354,1.2144265,-0.2239995,-0.276413,-0.1450045,0.100319,0.319849,0.528693,-0.293052,-0.3067045,-0.208242,-0.03686,0.1717155,0.4873965,-0.4192835,-0.3086895,-0.222519,-0.113834,0.0605725,0.283025,-0.129877,-0.0314945,0.053942,0.1937405,0.349334,0.5991895,-1.4646585,-1.3623925,-1.334784,-1.271705,-1.4660195,-1.3448795,-1.494713,-0.917569,-1.0321015,-1.165665,-2.09966,-0.7628285,-1.299502,-1.4823695,-1.6064925,-1.3670075,-8.825,74.9,0.6425,2.9187,9.105,68.468,-31.55,-60.25,0,0,0,0,187.45,248.35,1.230751,-1.355203,-46.8555365,-1.939953,23.385051,15.061639,22.909101,7.8393195
