DOY2,HR2,CO2,H2O,FC,LE,H,USTAR,WS,U_SIGMA,V_SIGMA,W_SIGMA,PA,T_SONIC,TS_1_1_1,TS_1_2_1,TS_1_3_1,G_1_1_1,G_2_1_1,G_3_1_1
1,0.25,337.73172995,1.385722192,-0.8843218531,-10.030440152,-64.688131199,0.02892468495,0.346147553725,0.1354702054,0.1750434653,0.030975610775,96.600717499,-17.6926812655,-1.844384875,-0.4743351625,-0.8679448325,-15.5806545,-15.4886875,-13.430976
1,0.75,336.92348993,1.3870543918,-1.05386944385,-17.640015,-60.05165428,0.028351715,0.22661440675,0.1663547265,0.156461500325,0.0352568081,96.6233176575,-18.12268695575,-1.732651425,-0.489499115,-0.9320462475,-15.1450285,-14.8144195,-13.479294
1,1.25,337.100333,1.126667398,-0.998974996275,-10.1459,-49.838804426,0.03114815505,0.265755,0.14724514265,0.154141635475,0.03126063045,96.634695019,-18.19999617425,-1.6183905,-0.5012793,-0.8937805625,-14.702355,-13.8828425,-14.1683005
1,1.75,339.3457620075,1.5078259288,-0.862984302675,-10.44342884,-53.338573847,0.022654403125,0.35829437975,0.1439850927,0.14677509825,0.030293406525,96.59938,-19.01616160125,-1.7626498,-0.47283696,-0.87471488,-14.441656,-13.846468,-14.179096
1,2.25,338.2535612425,1.4543795267,-1.15255366835,-10.967909,-59.8251615,0.0313053105,0.2529706415,0.1664445525,0.1606,0.02960043,96.576465,-18.899202765,-1.730600475,-0.4669738725,-0.8978944,-14.7974125,-14.78311125,-14.9198535
1,2.75,335.1459551125,1.5838532155,-1.006887865225,-8.4158570164,-47.707044374,0.0258561972,0.28331614745,0.14893600225,0.14867108325,0.031281845325,96.5579,-19.2052779435,-1.6550357,-0.469414215,-0.90971508,-14.7409,-14.318864,-15.2934925
1,3.25,339.63954398,0.868213359,-1.3050983164,-6.71144663495,-58.825355196,0.02999239105,0.2755655,0.1662765188,0.1445267486,0.0283445,96.5636975,-19.52861387125,-1.74705095,-0.47882514,-0.82234724,-15.1485,-14.2769355,-14.841152
1,3.75,339.2981845,1.0913822805,-1.624094437675,-7.266769102,-59.55017452675,0.0253729207,0.32765083515,0.1521158454,0.1348844688,0.0309740601,96.5900061975,-19.1769941535,-1.81368935,-0.478548885,-0.85721522,-15.03326,-14.8859225,-14.805755
1,4.25,338.9835760175,1.2709238083,-1.11706516475,-10.08184703125,-58.19371238975,0.031632900625,0.3071794076,0.1525657068,0.1767053462,0.0356311178,96.5852965325,-19.09862214525,-1.78531225,-0.482309885,-0.8802362,-15.08018,-14.9976745,-14.8154565
1,4.75,338.50605189,1.52861001765,-0.87984872745,-10.548236635,-52.6068212785,0.03364162245,0.27429819315,0.16701347905,0.1489348137,0.0327427293,96.5852194775,-19.0034640115,-1.8086355,-0.487186805,-0.9045585,-14.71959,-14.876706,-15.064955
1,5.25,338.246415405,1.423291899,-1.4286684227,-10.17412989,-51.851246572,0.0272360741,0.310238639575,0.131017554375,0.134334927375,0.03217638845,96.5820983675,-19.502673457,-1.8408,-0.48843462,-0.91153916,-15.0869,-15.8624005,-15.8657955
1,5.75,337.2036501,1.2818706596,-1.064859363375,-10.62092629665,-53.69708464625,0.03319042575,0.33095423575,0.1603316835,0.145177130875,0.033738671,96.570815335,-20.137206542,-1.833444375,-0.4949856125,-0.93495506,-15.1848755,-15.981325,-16.3643595
