DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_OUT,TS_2,WS,G_1,G_2,G_3,G_4,SG_1,SG_2,CO2,LW_IN,LW_OUT,VPD
1,0.25,0.383388049,-0.010529,-3.20536,0,-21.4856,-0.136147,74.366,0.0689544,99.3093,0.330492,-1.93685,0.0013672,-0.355114,0.436214,-6.1169,-5.9454,-9.27374,-6.15609,-4.437245,-8.008375,428.9977,230.51,248.16,0.23987
1,0.75,0.363925572,0.0293242,-2.7077,0,-21.3439,-0.179469,74.7755,0.0759,99.3507,0.348843,-1.872065,0.00141774,-0.377648,0.45036,-5.6003,-6.01835,-9.72757,-6.33788,-4.56591,-8.33247,433.0959,230.88,247.92,0.234355
1,1.25,0.278756884,-0.00894959,-1.91335,0,-21.561,-0.16076,75.66,0.06858025,99.3456,0.377897,-2.066965,0.0015305,-0.362803,0.431196,-6.380455,-6.386315,-9.827,-6.37409,-4.584545,-8.495275,433.9747,230.86,247.365,0.23368
1,1.75,0.252831,0.0139,-1.669,0,-21.8982,-0.16504,74.829,0.061,99.3724,0.355478,-1.853555,0.0013584,-0.36909,0.429686,-6.5707,-6.405,-9.69778,-6.38859,-4.60334,-8.50587,431.1926,233.56,246.25,0.240005
1,2.25,0.365034177,-0.0616,-3.1738459825,0,-21.2363,-0.166062,75.042,0.06396895,99.4189,0.353854,-1.742125,0.000667246,-0.388909,0.41885,-7.0321,-6.57935,-9.70012,-6.40756,-4.607445,-8.624872142,433.39665,237.9,247.24,0.22659
1,2.75,0.30717174,-0.116699,-2.395545,0,-21.4829,-0.18613,75.416,0.06495,99.42555,0.380465,-1.818595,0.000896025,-0.409457,0.420317,-7.1334,-6.56775,-9.80359,-6.42904,-4.6195125,-8.48045,431.6205,239.01,246.37,0.2163
1,3.25,0.316530728,-0.027,-1.549590248,0,-21.35605,-0.191665,74.9988,0.061188,99.4377,0.343837,-2.373435,0.000934181,-0.406267,0.444775,-7.2601,-6.72335,-9.96781,-6.48747,-4.62428,-8.585175,433.154,237.37,245.52,0.217205
1,3.75,0.251742191,-0.118759,-2.125529938,0,-21.95385,-0.187955,74.42585,0.0586,99.4821,0.2933635,-2.2315,0.001089565,-0.4116895,0.418166,-7.35285,-6.507665,-10.017005,-6.481345,-4.6285225,-8.5649925,432.6885,238.43,246.65,0.220545
1,4.25,0.3263207555,0.10683,-1.750209015,0,-21.4995,-0.1915865,74.44025,0.0716,99.49975,0.291391,-1.99808,0.0002645605,-0.403954,0.445177,-7.447915,-6.497775,-10.1077,-6.462985,-4.6324475,-8.5518625,432.0866,242.59,245.36,0.215135
1,4.75,0.252823,0.14201,-2.4696641925,0,-21.52845,-0.1936105,74.21635,0.0776,99.46025,0.326433,-1.8444,0.000922229,-0.392609,0.42901,-7.4405,-6.608585,-10.133345,-6.48759,-4.6408825,-8.5432075,430.4519,240.345,246.7,0.21982
1,5.25,0.360457249,0.0118,-2.147497737,0,-21.33525,-0.182783,74.1979,0.06565,99.44705,0.3261445,-1.77033,0.00089272,-0.3946425,0.416841,-7.45631,-6.71355,-10.077635,-6.491785,-4.644155,-8.5330175,432.3371,241.575,245.755,0.21769
1,5.75,0.2718793875,0.0225,-1.58398,0,-21.57635,-0.210131,74.45335,0.0607,99.4292,0.264465,-1.65051,0.00083352,-0.3918135,0.40426,-7.44785,-6.57444,-10.014725,-6.55165,-4.6574225,-8.4969375,432.543,237.84,244.09,0.22736
1,6.25,0.321451303,0.05464665,-2.8642,0,-21.61045,-0.204108,74.18175,0.06135,99.4846,0.36076,-1.75815,0.00052435,-0.3888465,0.412448,-7.45983,-6.59432,-10.02768,-6.56834,-4.6579275,-8.531395,431.9634,235.24,241.645,0.226365
1,6.75,0.329912275,0.0602,-2.28091,0,-21.70985,-0.2069155,73.92815,0.0672099,99.489,0.3671155,-1.92437,0.000947681,-0.357785,0.4403325,-7.441755,-6.4494,-10.04374,-6.585375,-4.664225,-8.4121320565,431.50085,234.99,241.47,0.22406
1,7.25,0.289473014,0.140278129,-3.0566,0,-21.76505,-0.2090835,74.0128,0.0666,99.46575,0.3057365,-2.04396,0.000681265,-0.382311,0.42664,-7.411745,-6.62466,-10.055415,-6.608755,-4.665225,-8.3659025,429.1456,233.885,241.35,0.22687
1,7.75,0.2496119025,0.115597,-2.909755,0,-22.0915,-0.2151435,73.9023,0.0641,99.5221,0.323001,-1.65159,0.000846182,-0.394616,0.4184255,-7.5542,-6.5311,-10.07,-6.62278,-4.6694975,-8.4097325,429.7671,233.135,242.135,0.21188
1,8.25,0.28479,0.0340578,-2.895065,0,-22.1586,-0.220129,74.2016,0.0605,99.4805,0.3556555,-1.71136,0.00141395,-0.39408,0.449972,-7.63685,-6.61306,-10.10805,-6.611375,-4.675505,-8.4546575,429.959,231.625,242.77,0.214535
1,8.75,0.32483102,0.132407,-2.9101,0,-21.9058,-0.2204735,74.0789,0.0742,99.408,0.3656005,-1.60949,0.008706425,-0.4039995,0.435224,-7.59975,-6.5974,-10.20155,-6.61575,-4.6829925,-8.696815,428.754,227.935,243.635,0.217965
1,9.25,0.377906626,0.059,-4.017,0,-21.96075,-0.21158,73.7554,0.06605,99.336,0.486437,-1.55288,0.0900032,-0.41118,0.4369895,-7.6438,-6.5127,-10.2746,-6.61535,-4.6888975,-8.67561,426.9638,234.87,242.11,0.227535
1,9.75,0.386438555,-0.0753511,-2.7164127085,0.127043,-22.06355,-0.229239,73.53245,0.0669,99.3181,0.8626555,-1.54947,1.20105,-0.402734,0.4425275,-7.594,-6.48315,-10.29795,-6.61809,-4.6958025,-8.6604575,429.1133,236.2,241.58,0.2255
1,10.25,0.323378,0.0052,-4.52285,1.539435,-21.77595,-0.2264945,73.33305,0.0663,99.38265,2.16857,-0.98658,6.09109,-0.394992,0.4444365,-7.61045,-6.75255,-10.2741,-6.61724,-4.6965325,-8.642115,428.93395,237.86,243.365,0.23012
1,10.75,0.348814,0.2349245,-1.8028447385,4.40348,-21.586,-0.2114285,73.70315,0.0688,99.3652,4.96669,0.233768,15.2729,-0.3899365,0.45504,-7.60108,-6.7752,-10.243,-6.58893,-4.70342,-8.6182925,427.866,238.57,245.69,0.235905
1,11.25,0.283534195,0.1584915,-2.5814,10.5895,-20.8392,-0.2071175,72.94785,0.0682071,99.4169,8.987025,2.79082,28.1187,-0.390126,0.4636835,-7.5206,-6.7473,-10.28345,-6.55547,-4.69732,-8.6340775,425.4392,239.725,245.89,0.24429
1,11.75,0.353361129,0.1311785,-2.810775,20.5,-19.8433,-0.195397,73.2417,0.0707259,99.4496,13.5117,6.43603,40.9705,-0.403112,0.49071,-7.4354,-6.6804,-10.3272,-6.548425,-4.69728,-8.6606875,425.6584,243.02,247.825,0.260815
1,12.25,0.3266348665,0.17336,-3.072985,24.931,-19.408,-0.1980475,73.4806,0.0795,99.47515,15.8779,7.6404,50.40235,-0.3846415,0.496843,-7.43355,-6.711625,-10.36665,-6.55291,-4.692005,-8.66043,423.83105,242.67,247.41,0.33713
1,12.75,0.204437576,0.319056,-1.67945,30.32875,-18.74645,-0.169536,72.621,0.082,99.4829,18.855,8.629075,56.9506,-0.388385,0.51758,-7.4513,-6.74393,-10.37945,-6.553625,-4.6918875,-8.6585675,423.111,242.73,248.675,0.372205
1,13.25,0.272979971,0.384314,-1.8335,30.9,-18.32865,-0.1382395,72.65735,0.0905726,99.5855,20.90395,9.0065,56.2962,-0.38087,0.5599135,-7.36701,-6.70967,-10.40145,-6.56292,-4.6854525,-8.6217225,422.62355,245.31,250.95,0.465385
1,13.75,0.29360219,0.2447505,-1.91925,26.4654,-17.46245,-0.131595,72.26275,0.0778,99.647,19.65495,7.661205,53.0237,-0.3666155,0.509557,-7.3399,-6.6428,-10.44365,-6.567025,-4.6892525,-8.6225325,422.41285,244.49,251.205,0.44548
1,14.25,0.3319815,0.228532,-2.198081786,21.05085,-17.6329,-0.173245,72.2812,0.0939,99.61445,15.77115,6.1923,42.6779,-0.358016,0.556926,-7.479305,-6.5807,-10.5061,-6.587525,-4.68606,-8.5806925,421.8308,244.87,250.795,0.39021
1,14.75,0.289701,-0.00865,-2.612485,13.51495,-18.0393,-0.1938935,73.52655,0.0684,99.5626,10.487,3.61325,28.4193,-0.3454275,0.524334,-7.45445,-6.51295,-10.56955,-6.596225,-4.6943075,-8.5405675,423.0287,245.17,250.515,0.359095
1,15.25,0.310515766,-0.05835,-3.1745,4.772395,-18.41745,-0.14395,73.73135,0.0858458,99.525,4.5247,0.9660895,14.84515,-0.3453925,0.4994085,-7.5087,-6.51115,-10.54715,-6.5909,-4.6995675,-8.4765,420.8734,242.56,252.47,0.317665
1,15.75,0.371099,-0.0757,-3.76465,1.058255,-18.5517,-0.174746,74.1154,0.06965,99.5299,1.48122,-0.518162,5.250875,-0.369065,0.4709485,-7.24481,-6.4603,-10.31365,-6.574535,-4.68522,-8.493215,421.85415,241.84,254.625,0.303765
1,16.25,0.370491164,-0.173067,-2.445840666,0,-19.14405,-0.1757125,74.37905,0.0648,99.525,0.510777,-1.152115,0.917682,-0.344155,0.43062,-7.345,-6.4344,-10.33845,-6.53311,-4.69043,-8.5456190435,421.1736,240.405,253.895,0.27781
1,16.75,0.3055305485,-0.24025,-2.59535,0,-19.87775,-0.164175,74.7605,0.0677,99.484,0.254852,-1.03637,0.07080025,-0.33131,0.429638,-7.4885,-6.3876,-10.33105,-6.506015,-4.7047,-8.608645,422.2008,241.75,251.335,0.26646
1,17.25,0.30856,-0.177777624,-3.462515601,0,-20.10345,-0.13691,74.91695,0.06315,99.4456,0.20336,-1.284505,0.01223335,-0.3076115,0.4437595,-7.49817,-6.4436,-10.28715,-6.498465,-4.70855,-8.5671325,422.447,243.885,246.51,0.25241
1,17.75,0.324124103,-0.123848408,-3.24838,0,-20.10595,-0.1383365,74.80035,0.06775305,99.4154,0.207038,-1.67667,0.005512585,-0.3232835,0.46813,-7.46266,-6.4778,-10.14995,-6.49474,-4.71705,-8.6137025,424.8682,241.775,247,0.25805
1,18.25,0.295742,-0.1334745,-2.857059387,0,-20.10945,-0.147411,75.0127,0.0726223,99.365,0.2671885,-2.08151,0.004078475,-0.322124,0.475703,-7.4808,-6.5483,-10.053,-6.474775,-4.728845,-8.7305075,426.31245,239.87,246.36,0.251955
1,18.75,0.27132828,0.0289765,-2.733480023,0,-20.42965,-0.160414,74.51215,0.06694755,99.371,0.23849,-1.73099,0.002575865,-0.3024425,0.44619,-7.4733,-6.6079,-9.983835,-6.45366,-4.73726,-8.7228775,428.58255,240.825,250.215,0.247945
1,19.25,0.405478155,-0.0927,-3.9944,0,-20.4015,-0.172358,74.52745,0.0719,99.3717,0.2782395,-1.917565,0.0020214,-0.3027535,0.436501,-7.5944,-6.6108,-9.91927,-6.429005,-4.729915,-8.809365,427.784,241.52,249.705,0.24987
1,19.75,0.3720785,-0.0868,-3.303410492,0,-20.4759,-0.184532,74.5111,0.0709,99.3775,0.298663,-1.99511,0.002432,-0.340253,0.43337,-7.4063,-6.6123,-9.9598,-6.42868,-4.714585,-8.80964,428.4266,240.325,251.155,0.243325
1,20.25,0.3215701595,-0.00694841,-3.20984,0,-20.958,-0.18198,74.2559,0.0703,99.283,0.32379,-1.78621,0.00241986,-0.344373,0.43339,-7.3821,-6.6179,-10.1858,-6.41459,-4.699615,-8.770545,428.754,238.34,248.675,0.236035
1,20.75,0.273325,-0.174016,-2.8338,0,-21.106,-0.174018,74.4385,0.0631787,99.29575,0.337437,-2.10759,0.0019785,-0.34903,0.437602,-7.5022,-6.61591,-10.383,-6.40304,-4.68365,-8.72944,429.26125,237.475,249.15,0.221795
1,21.25,0.3202452315,-0.025855,-2.80465,0,-21.0456,-0.18362,74.5785,0.0713,99.277,0.353429,-1.7617,0.00227677,-0.360132,0.4547995,-7.34103,-6.6526,-10.3406,-6.42277,-4.670405,-8.746885,428.68545,237.79,248.39,0.231485
1,21.75,0.355688109,-0.083984,-2.762745,0,-20.7835,-0.2151,74.9794,0.07275,99.31835,0.329143,-1.56262,0.00123924,-0.377994,0.431537,-7.36601,-6.6519,-10.2968,-6.45462,-4.655755,-8.743285,425.9108,242.07,249.635,0.250505
1,22.25,0.272441,0.06634875,-2.6103,0,-20.9308,-0.19729,74.6317,0.07475635,99.3308,0.33182,-1.72653,0.0014958,-0.39193,0.464896,-7.48074,-6.7452,-10.3586,-6.49406,-4.64033,-8.7253,425.7179,238.12,250.14,0.235675
1,22.75,0.2420679355,0.0307,-2.467153515,0,-20.905,-0.20442,74.338,0.0736,99.356,0.295401,-1.9355,0.00123418,-0.39928,0.43513,-7.48522,-6.5593,-10.2614,-6.52693,-4.644005,-8.739775,426.39855,235.505,250.53,0.246725
1,23.25,0.29,0.0227,-2.6485763885,0,-21.1995,-0.19279,74.3595,0.0656,99.3627,0.301481,-2.05705,0.00067168,-0.37963,0.4109765,-7.4709,-6.66104,-10.1837,-6.50534,-4.664925,-8.746505,428.8057,234.335,250.18,0.2482
1,23.75,0.2777112,0.03575,-1.62335,0,-21.771,-0.204156,74.4361,0.0753,99.3777,0.259504,-2.23569,0.000968533,-0.394114,0.402586,-7.4273,-6.51981,-10.1129,-6.23158,-4.5212,-8.406385,428.315,233.185,247.265,0.219215
2,0.25,0.251273572,0.1021355,-3.03796,0,-18.02265,-0.384938,76.3553,0.062775,99.835,0.2896005,-2.73164,0.000794551,-0.4785,0.41812,-6.0728,-5.5438,-5.192575,-3.538595,-2.485035,-4.5027875,420.7929,214.735,224.955,0.197015
2,0.75,0.307576796,0.16128,-3.44615,0,-17.9891,-0.4082525,75.92055,0.0646,99.82,0.35488,-2.87602,0.00136413,-0.497938,0.414221,-6.0291,-5.667,-5.419435,-3.556385,-2.618645,-4.61488,421.706,217,225.37,0.19714
2,1.25,0.27,0.234678608,-2.574685,0,-17.92355,-0.419324,76.37325,0.0652,99.83085,0.3080955,-2.42427,0.001263265,-0.491776,0.401195,-6.19156,-5.6741,-5.64552,-3.817345,-2.65308,-4.71392,422.5493,216.135,227.355,0.199785
2,1.75,0.30510218,0.0898115,-3.793945883,0,-18.06125,-0.42837,76.586,0.06795,99.85375,0.3217565,-2.7276,0.001024575,-0.513872,0.3997385,-6.13155,-5.6279,-5.69652,-3.91165,-2.662015,-4.78448,421.18645,214.7,227.81,0.207205
