DOY2,HR2,CH4,CO2,FC,FCH4,H2O,SC,SCH4,H,LE,SH,SLE,PA,RH,T_SONIC,TA,VPD,NETRAD,PPFD_IN,PPFD_OUT,TS_1_3_1,TS_1_2_1,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS,NEE
1,8.25,1948.34511375,395.960700825,-0.049951208,-17.4,4.221552076,-0.09605,-1.71,0.357761414,-1.44029287075,-0.020295,-0.0499,100.9625,68,4.63012865000001,-3.75,0.98424115365,11.441910335,45.5,9.7636313335,2.40926134571419,-0.445948062191273,-0.261710618,0.667789315202905,0.2208147585,0.536672600420294,0.314436285296062,1.572877527,-0.0689128915
1,8.75,1950.7264285,396.11085205,-0.1748418515,-3.0125,4.1520232865,-0.08525,-1.135,3.8194322225,-1.339070523,0.1600887455,-0.1094320435,101.05,63.5,4.96254770000002,-2.35,0.7918331332,21.58249167,88.5,10.05538467,3.16300744322076,0.557531453175822,-0.268981962,0.646934460282963,0.2405751725,0.552233187933857,0.31734570585229,1.46428532425,-0.25804484225
1,9.25,1944.86615,396.091196875,-0.1907278785,-13.325,4.20156714675,-0.0752,-1.8425,10.185844199,-1.574197779,-0.203430338,-0.33369435225,101.0625,60.5,4.98940440000002,-1.5,0.884026819125,38.469126665,120.85,15.46193167,3.51469004026301,0.866294380981081,-0.23760022,0.66515961768586,0.27014865,0.561918752668957,0.344499206094876,1.7496815075,-0.2678278785
1,9.75,1943.6537675,395.158211,-0.26140642775,-19.52,4.3036821165,-0.08095,-0.5525,8.54311430925,-0.6378018075,-0.06428339525,-0.47433827625,101.125,56.5,4.98469510000002,-0.8,0.825481982675,48.705795,175.65,18.6963799975,3.7909057288709,1.48606568109693,-0.244414521,0.7031739784719,0.295812431,0.608575859758318,0.354559336359938,1.6593630735,-0.27347840225
1,10.25,1933.3310445,395.039479275,-0.179838539,-28.5,4.211497988,-0.063825,-0.3915,8.7220921005,-0.771852915,0.13277990925,-0.22446895225,101.1,53.5,5.23463302500003,-0.4,0.774250205575,49.458133335,218.6,17.42703267,4.21603222692329,2.02744619265235,-0.2595005775,0.67370230625563,0.27762334775,0.626957043498709,0.344603180793472,1.764663869,-0.185916534
1,10.75,1935.962639,394.16678545,-0.12452584525,-23.75,4.0625678455,-0.06605,-0.731,3.7893265605,-1.668421231,0.217546769,-0.4408404655,101.025,50,5.85519920000002,0.15,1.50802083,50.6551425025,214.05,20.96118667,4.35268002986871,2.27073223488172,-0.2837333175,0.663380087121061,0.227682685,0.590680621222962,0.303345841750553,1.632142502,-0.14710084525
1,11.25,1932.99894625,393.764525125,-0.2320392485,-19.6,3.8133627755,-0.0786,-0.737,-0.9124638355,-1.63721987875,-0.2239380765,-0.4831485545,100.97419065,49,6.1300224,0.2,1.9263828115,58.076606665,250.6,20.1617700025,4.76129158722764,2.71370487588832,-0.24066591925,0.671184473089121,0.27881979475,0.628005600162322,0.323754301648765,1.8433206075,-0.2287842485
1,11.75,1933.380119,393.54544965,-0.20788257325,-34.5,3.619098697,-0.0572,-0.652,-2.153527579,-0.43058068,0.17513654675,-0.36538797675,100.9641256,47.5,6.66624885000004,0.4,2.39286045075,75.12902,333.3,23.570746665,4.92963742008268,2.88317667865931,-0.2857770485,0.661633256726019,0.268571308,0.577123460113244,0.351807489514502,1.66495423425,-0.233938199
1,12.25,1928.9974305,394.17015355,-0.18816097775,-12.88,3.4341609075,-0.053875,-0.62775,-7.1582911345,-2.2194898855,-0.47584113975,-0.4836470915,100.9550049,44.5,7.01590560000002,0.5,2.5090266325,86.292388,300.9,23.30150767,4.82335579556957,2.88317667865931,-0.2721854495,0.619376756540285,0.251282164,0.620429346534102,0.333733568472693,1.763665904,-0.21118647375
1,12.75,1932.18977125,394.127451625,-0.06745,-19.9,3.36718140425,-0.05835,-0.67725,-6.475059365,-0.7998859165,-0.001055,-0.29874600925,100.8375,43,6.96456595000003,0.7,2.720406765,96.04139667,318.7,25.109645835,4.88408815243421,2.95303222853742,-0.303182871,0.652031310597888,0.249684177,0.59267304596028,0.294108823397055,1.701970021,0.005162583
1,13.25,1920.295146,393.955323375,0.16087391875,-1.725,3.46800751825,-0.0476,-1.1185,-10.38981173,-0.9103121925,-0.548813757,-0.2660641175,100.825,42,7.057056225,1,2.19458983825,67.90877,320.85,25.061633335,5.05110213381194,3.07119187506558,-0.236214588,0.633312201050951,0.240934355,0.594775773363638,0.300998338865848,1.56266368125,0.14616587
1,13.75,1922.18205125,394.554822225,0.2365651885,-21.2,3.42684430525,-0.0395,-0.7525,-3.733540978,-2.151308871,-0.5102868015,-0.4091090025,100.81841735,42.5,6.78411472500004,1.15,2.74645058475,43.99672,286.3,24.08603,5.08146831224424,3.06935807954728,-0.240071536,0.565538070131917,0.22675966675,0.562776219027823,0.296680241400666,1.55670770475,0.21067149225
1,14.25,1923.876483,394.784885425,-0.202349104,-8.8125,3.593700117,-0.032025,-0.50175,-7.89863004,-0.818367622,-0.5556759605,-0.25195462575,100.8,42.5,6.79458707500001,0.85,2.89785292975,31.26347067,251.05,16.0653,4.97518668773114,2.86992013530925,-0.24718292425,0.632822383596902,0.19999045475,0.506210973094219,0.281806760193171,1.6481418335,-0.211589104
1,14.75,1922.0144615,394.6976108,0.13880924225,-7.4875,3.5675623535,-0.035,-0.258,-11.434171682,-1.400644139,-0.7810784855,-0.348507446,100.8,42.5,6.07124282500003,0.7,2.49389096,31.13509,174.4,9.967956,4.89399106823031,2.75596783290058,-0.217667089,0.617198733796498,0.223143618,0.527944813875107,0.273130005674953,1.5317117365,0.10641236725
1,15.25,1926.74157625,395.08562915,-0.1197994435,-12.5,3.631626663,-0.035225,-0.28925,-7.434340272,-0.74099973075,-0.8563990385,-0.2939466065,100.8,43,5.91463625,0.5,1.99035589175,16.59492,129.1375,7.927009917,4.9866945702806,2.86441874875436,-0.299819554,0.513070705881113,0.173045692,0.456704406410598,0.230434372436058,1.25635961025,-0.113488365
1,15.75,1922.152249,395.032266725,0.17322691125,-4.2775,3.599414356,-0.01065,-0.53575,-14.35713445,-0.7999868395,-1.65130184375,-0.48538953975,100.8,43.25,5.73030222500002,0.3,1.7226116605,0.597257387,81.625,5.2204281665,5.03679405413878,2.81736131558538,-0.239398468,0.502662109174742,0.176338444,0.392306312275341,0.218632111090754,1.120842354,0.21328494475
1,16.25,1916.40267575,395.3668397,0.131688585,0.197,3.62165236675,-0.015875,-0.8425,-21.88345723,-1.207119914,-1.69862352425,-0.6747250505,100.8,44.25,5.62222855000003,0.3125,2.0697405845,-33.09322133,46.2875,3.186435417,4.8157642509615,2.70707660421329,-0.163143751,0.404822319701293,0.143439794,0.359207472595243,0.189454572022839,1.141026169,0.10923561525
1,16.75,1926.405623,395.5457146,-0.1592610775,0.367,3.554515552,-0.020725,-0.2335,-25.252461995,-0.4517311035,-2.6148994585,-0.654044863,100.8,47.5,5.92822205000003,0.0625,1.584885719,-59.94234333,15.625,1.731312667,4.25398994996369,2.22828089855195,-0.161932479,0.312089730686545,0.11454063,0.298444192325943,0.151327459504216,0.86809208725,-0.1455262645
1,17.25,1929.5190685,395.48028875,-0.15887153925,-6.8,3.633966798,-0.016425,-0.5545,-31.665918765,-0.5508915815,-1.42125512775,-0.290163224,100.7625,50.5,6.12022197500002,-0.3375,1.5524761,-60.18655,0.9125,1.476983,3.82127190730322,1.73056010567034,-0.16447421625,0.333168615706136,0.09294051125,0.301270745621001,0.128070184888528,0.89415192675,-0.1040845635
1,17.75,1934.4927385,395.207192525,-0.082580832,3.54,3.43399311625,-0.029825,-0.7305,-23.56951041,-1.2865234745,-1.3996267995,-0.16504119775,100.8,54.25,5.81583150000001,-0.925,1.1320992785,-63.56650333,0,0.425211267,3.48724394454776,1.34635458134069,-0.14923806,0.363585702414163,0.108391921,0.367042409393694,0.151657508881031,0.9860065545,-0.0312151675
1,18.25,1927.0491415,395.274592325,-0.227720419,-4.345,3.43726147475,-0.0426,-0.05905,-23.903786145,-0.70186046875,-0.89636700575,-0.17993743575,100.825,58.5,5.65103885000003,-1.375,0.953096589475,-64.02183,0,0.3669268,3.06211744649536,0.857365732193859,-0.171406605,0.379490719786409,0.092575,0.301988443051777,0.136009452082849,0.976825061,-0.224529588
1,18.75,1925.66449775,393.9131206,0.057475,-10.245,3.6137628695,-0.0216,-0.7215,-31.325663745,-0.62724620325,-0.94651930025,-0.291602197,100.8625,57.75,5.23937390000002,-1.4125,0.996856327725,-70.14235333,0,0.355005067,2.9786104558065,0.761314351111447,-0.187421629,0.424341072356891,0.122031511,0.323363944215698,0.155648749324545,0.9164017355,0.07496652125
1,19.25,1927.5030415,393.5102564,0.02885,-14.1,3.7436374785,-0.09576231225,-1.015,-38.834703925,-0.85819757375,-0.94562363825,-0.175766964,100.8625,58.625,5.03787867500002,-1.6,1.1461106554,-70.82193333,0,0.345732567,2.98620200041457,0.770046294846211,-0.177603939,0.389726125824327,0.13503357425,0.33801093782973,0.154638477429075,1.0419416585,-0.02175893725
1,19.75,1923.966409,393.37500715,-0.15133780675,-7.99,3.686343857,-0.041475,-0.6915,-37.08735047,-0.9528282415,-0.52744687675,-0.293326344,100.82648845,60.625,4.94610010000001,-2.1625,1.24881159305,-65.1051,0,0.3497065,2.71290639452375,0.455696320394677,-0.19921843,0.367550908742595,0.107237861,0.320538540938045,0.148323969741913,0.71945081875,-0.1178301935
1,20.25,1923.939087,393.3120095,-0.0958938875,-11.8,3.903456861,-0.042425,-0.68875,-32.129077315,-1.0872735395,-0.80779283875,-0.37373816175,100.9,61.25,5.09995135000003,-2.4875,1.174657869975,-64.48219667,0,0.355005,2.50034314549755,0.211201895821261,-0.23506939375,0.335568923722941,0.09228556,0.300141699918193,0.121961952273084,0.7785187225,-0.07026205225
1,20.75,1930.32911175,393.446622,-0.14872897625,-2.6425,3.62572557375,-0.026175,-0.492,-31.97814419,-1.450991241,-0.38938867525,-0.19472350275,100.8625,62.125,4.85531320000001,-2.7375,1.105297536575,-63.12320667,0,0.3523559,2.53070932392987,0.0930289669845874,-0.23887061325,0.299028253963098,0.104592321,0.30687054475997,0.122131764494337,0.735553272,-0.1598776695
1,21.25,1937.011974,393.57747555,-0.27575390875,-2.55,3.90312614425,-0.027575,-0.634,-47.5503404725,-0.343962869,-0.4853180005,-0.1436027185,100.9,59.75,4.93064710000005,-2.725,1.121873057675,-65.72403667,0,0.351031067,2.51552623471371,0.22866578329079,-0.28961732025,0.361238521473576,0.110955006,0.303725205173252,0.127335172526392,0.78513892825,-0.27143838675
1,21.75,1923.072914,393.8809361,-0.17219641775,4.93,3.91073486925,0.00466525,-0.221,-55.905155975,-0.46239466975,-0.596779671,-0.19666908875,100.925,59.125,5.13975980000002,-2.9375,1.11152439525,-66.16665333,0,0.355005133,2.43201924402485,0.132614402208377,-0.220990253,0.396112474765773,0.112152127,0.325306394318106,0.138581168227508,0.841930477,-0.150491102
1,22.25,1923.352249,394.2913853,-0.224075274,-4.46,3.88323556325,-0.016475,-0.4515,-45.0637861475,-0.91543251375,-0.61832278025,-0.249943428,101,63.125,4.83001480000001,-2.9125,1.0762327895,-61.35297667,0,0.366926933,2.26500526264712,-0.0594883599564499,-0.27453834825,0.312746375545424,0.1091032985,0.300243999624378,0.139382220648149,0.5956433105,-0.159779844
1,22.75,1927.1930315,395.3316032,-0.3845785645,-10.76,4.048532789,-0.0294,-0.536,-31.658748685,-0.9093128725,-0.767734941,-0.2697360295,100.9,64,5.15380945000004,-3.025,0.9764877093,-60.36094,0,0.3497064,2.13594900430978,-0.207931403447453,-0.160104382,0.293211351142544,0.10424365025,0.268698966017087,0.116044508054181,0.7310639925,-0.3482537205
1,23.25,1923.6315325,396.34562445,-0.0057,-3.2675,3.827501359,-0.0505,-0.73475,-33.10546878,-0.800138543,-0.507302401,-0.266517427,100.9,65,4.90286105000001,-3.0875,0.9839552469,-62.3984,0,0.358978933,1.99930120136437,-0.36510639067322,-0.215218615,0.289859995079555,0.077,0.278556633294997,0.122431080282598,0.5212710145,-0.000193411500000005
1,23.75,1919.47970875,396.2430525,-0.03085,-9.2775,3.8181516475,-0.0759,-0.6565,-38.66047106,-0.683967183,-0.333892068,-0.2549796025,100.9,65.25,4.57135210000001,-3.2125,0.9785272962,-61.97964333,0,0.366926767,2.17390672735018,-0.318683490119551,-0.20385352,0.303235948092998,0.0881,0.28638399335308,0.105355468629799,0.650686831,-0.03
2,0.25,1955.0995535,389.47005275,-6.975e-05,-1.275,3.4922571745,-0.0172,-0.148,-33.335874405,-0.6233140175,-0.748771743,-0.4485360825,101.07604675,61.5,4.16576830000002,-5.175,1.421147818,-73.1061625,0,-0.0089249983325,0.972983998003163,-1.89354375515496,-0.13549274875,0.220313107318167,0.08125,0.26454245408836,0.0715333542773044,0.483315441,-0.034546945
2,0.75,1954.29681225,390.744402525,-0.073525,5.0275,3.66840747275,-0.03775,-0.9675,-36.0993724075,-1.43659236475,-0.7749703475,-0.493081197,101.069097225,60.5,4.3006987,-5.4,1.75022354475,-72.95303167,0,-0.019225,1.0449190746709,-2.0090603842054,-0.134954062,0.290683379477246,0.057,0.22827017445448,0.0627883585269761,0.3950825655,-0.101027725
2,1.25,1964.66044325,389.3508726,-0.01822,3.755,3.5963449515,-0.043625,-0.295,-25.24600221,-0.196735583,-0.4575383885,-0.4087955845,101.10580035,60.625,4.3296727,-5.4375,1.596832812,-71.184436665,0,-0.013925,0.893056135039016,-2.09555274675275,-0.1497489855,0.225955594493436,0.0547,0.240778434516032,0.0703553390593274,0.196677944,-0.1557487985
2,1.75,1964.026631,391.1451641,-0.0258,-3.54,3.6276755395,-0.0494,-0.47,-36.09238884,-0.5214751195,-0.4664122355,-0.254953807,101.11648415,60.5,4.40854957500002,-5.2125,1.5245224375,-72.473008335,0,0.2599375,0.877070562446187,-2.10554879914455,-0.149883555,0.216838946360494,0.06225,0.197571792053235,0.0677657241926666,0.4407258465,-0.097396342
2,2.25,1957.7312525,391.1159696,1.253e-05,-2.6325,3.64308843,-0.03715,-0.814,-25.32164186,1.075e-05,-0.457342063,-0.430601882,101.1087052,58.75,2.98891980000002,-5.2375,1.6233004935,-68.5108883325,0,0.22716666675,0.757178767999968,-2.28613401232149,-0.1576928245,0.259074788884289,0.0518,0.205548011926886,0.0774837063517093,0.5666552345,0.00252498
2,2.75,1980.68384825,389.85811465,7.065e-06,-0.7,3.585418769,-0.03,-0.3315,-19.49117498,-0.00021,-0.260129882,-0.336337924,101.15334185,59.125,2.93895730000004,-5.4625,1.6946974845,-71.5716108325,0,-0.0212,0.62130140096092,-2.61431935804909,-0.221699022,0.258425020903836,0.04955,0.164630810187709,0.0691824378675477,0.565733071,0.019046815
2,3.25,1950.575644,385.3901026,-6.7e-06,-6.87,3.585809721,-0.0385,-1.8675,-12.732651665,-0.6533532065,-0.3371910725,-0.227264103,101.2,60.125,2.99543497500003,-5.4125,1.771403721,-65.277545835,0,-0.0053,0.733200409110724,-2.49150245890112,-0.204063561,0.221303623253767,0.0527,0.166281192228685,0.0697136633376961,0.3877913855,-0.0468416785
2,3.75,1977.403076,386.62116815,-0.12721844275,-1.79,3.60322639275,-0.08205,-0.2725,-12.44096754575,-0.34343541275,-0.52092680575,-0.32106881,101.2,64,2.31607327500001,-5.5,1.94191221625,-70.1881208325,0,0.0146,0.757178767999968,-2.46255593441937,-0.1600980445,0.271824589161553,0.04345,0.181871572496729,0.0590333577567718,0.42341317575,-0.164509908
2,4.25,1982.0327385,386.3692775,1.14475e-05,-9.715,3.56643664975,-0.0541,-0.366,-14.375507225,-0.131551192,-0.0052675,-0.219848342,101.2,61.25,3.58637985000003,-5.75,2.22517590625,-65.35966667,0,0.66731250025,0.662556832162132,-2.40466288545589,-0.171878502,0.243540426998729,0.05495,0.219093424973774,0.0590970229873784,0.4284931285,0.0304769575
2,4.75,1967.4833245,386.1068501,0.07386571525,-2.35,3.5169140225,-0.01545,-0.34525,-11.9644302225,-1.24188246075,-0.45708935975,-0.39022883775,101.2,63.375,3.44678805000004,-5.425,2.0411370405,-57.08866667,0,0.70143250025,0.663189350342552,-2.4143117269498,-0.18699258375,0.253331573614572,0.0644,0.249115049406409,0.0678943618891287,0.436009513,0.19170618775
2,5.25,1957.38930425,385.82201465,-0.0102125,-6.7975,3.47918838175,-0.05715,-0.571,-11.11526056,-0.43307656575,-0.11329586075,-0.236756165,101.1625,65.625,3.26199092500003,-5.1875,2.04245508525,-52.34666667,0,0.59874047475,0.648006261126396,-2.43360940993763,-0.212427349,0.219729889005134,0.04615,0.218193804127353,0.0475980768703928,0.42240538425,-0.0203
2,5.75,1953.153189,385.3211695,-3.425e-05,-19.475,3.46346188775,-0.053125,-0.61225,-13.58359176,-0.285925893,-0.4041266065,-0.25647432525,101.196157375,63.625,3.17409072500001,-5.3375,1.87548041375,-49.27233333,0,0.615961175,0.526541547397139,-2.29473330305172,-0.170750369,0.246170672501823,0.0477,0.25738633007571,0.0480624593627917,0.347234848,-0.06107677275
2,6.25,1944.84122825,385.691858075,-0.048275,3.305,3.42738699625,-0.0292,-0.59775,-13.159697505,-0.00012675,-0.63811813575,-0.2492615875,101.2,62.25,3.38509830000004,-5.1625,1.9102256725,-45.864,0,0.7779175,0.613396389318636,-2.18305183001808,-0.15041971125,0.252136491238312,0.0428,0.236429866350982,0.0382710645395818,0.384546814,-0.1559096905
2,6.75,1951.96690375,386.501363425,-0.154763602,-4.855,3.225078331,-0.0811,-0.688,-11.6271054,4.76e-05,-0.069975,-0.22825264625,101.2,63.25,3.35180339999999,-5.3875,2.10889392525,-37.3558949975,0.6625,1.75581733325,0.503503589610512,-2.44501014206103,-0.180165281,0.257875939164553,0.0627,0.223262562139909,0.0426614580154031,0.26401569775,-0.127915459
2,7.25,1959.6621885,385.8712579,7.44e-05,-27.45,3.065988726,-0.0967,-0.564,-7.530541433,-4.83e-05,-0.00919,-0.170079704,101.2,61.75,3.3972311,-5.225,2.204853633,-10.7600395575,15.6,6.2847795,0.644966292815959,-2.10428469048751,-0.237960623,0.338126243615143,0.0934,0.330905587743695,0.106224917227049,0.661260651,0.0417
2,7.75,1961.361387,385.639830625,-0.30225443075,-12.7,3.100659988,-0.23274914425,-0.63575,0.000181,1.344184444,0.22904386,-0.0845,101.2,60,3.9008437,-3.9875,2.292346269,12.076905455,54.4375,11.52044967,0.850772528081058,-1.84080488184848,-0.299399134,0.441369838290283,0.1477571695,0.386613861624231,0.220058424543303,1.005915674,-0.3612532755
2,8.25,1960.9598705,385.2073603,-0.040285,-7.455,3.3638895,-0.291689049,-1.795,4.0542850685,0.7571343435,0.3140628465,-0.0403,101.1625,56.625,4.50001582500003,-3.4375,2.6558429075,43.703696665,104.425,14.376043415,1.24473873208126,-1.53518685113171,-0.26963943675,0.569489544155553,0.17512377675,0.459674394220614,0.274085913683411,1.29425435075,-0.430230325
2,8.75,1955.5217535,384.84514805,0.0001657,-17.195,3.38613929,-0.163279024,-0.6105,10.9363874145,0.632775464,0.026263525,-0.275984218,101.125,54,5.05442675000004,-2.525,3.0623864125,58.358435,143.3625,18.70134667,1.97208228505498,-0.881109820089723,-0.2530242795,0.689625293911316,0.2134666365,0.56748379762588,0.313888046851163,1.563236659,-0.2903868535
2,9.25,1937.40344175,385.2397214,0.000443,-21.925,3.409114795,-0.105763306,-0.508,23.9661993525,5.47e-05,-0.023375,-0.308094091,101.1125,50.5,5.02216545000003,-2.2125,3.204366762,96.169085,203.875,27.517511665,2.32376488209723,-0.524539718671621,-0.30718907375,0.587786703780005,0.23759635125,0.620111165034141,0.303890682417502,1.451589739,-0.0014
2,9.75,1938.76261675,383.213201075,2.604e-05,-20.3,3.280807751,-0.135296094,-0.58025,23.2637850925,-7.68e-05,-0.0462,-0.565278103,101.125,48,5.51899527500002,-1.9,3.729061884,110.04073665,273.6375,26.37369,2.93920942692116,0.171577793419247,-0.33089746325,0.768424508412196,0.2200497295,0.630718220761062,0.309471204288102,1.342963311,-0.099418934
2,10.25,1940.15723575,383.4878614,-0.106001658,-30.75,3.137009291,-0.058525,-0.44525,12.33673228,-1.864469935,-0.232111557,-0.593301664,101.143514425,46,6.10379757500002,-1.525,4.015420327,157.996725025,324.6625,37.7679650025,3.32286316914905,0.634722185127137,-0.3407047295,0.601673592610879,0.2443578945,0.747938664597572,0.290506969948517,1.298759945,-0.190383161
2,10.75,1936.49615525,382.9794641,0.015755,-19.85,3.15957923,-0.0812,-0.736,5.57e-05,0.00018185,-0.130924592,-0.286134995,101.15,44.625,5.81516855000001,-1.225,3.915996076,168.8287333,392.6125,41.24284333,3.68253855248771,1.06892005235328,-0.30769660125,0.627810893901049,0.22938225125,0.538081825561875,0.274981313340341,1.792824704,0.02740977025
2,11.25,1932.627511,383.5879814,-0.001575,-37.4,3.159350087,-0.043,-0.34975,3.63e-05,0.465415584,-0.651903121,-0.317136299,101.1,44,5.97903525000002,-0.8625,4.113727702,176.2433833,428.3375,44.7677,4.11414901249409,1.58995749302466,-0.321929121,0.483967506944232,0.1661861915,0.450166303714527,0.206971166945875,1.415771907,-0.13568954425
2,11.75,1937.4462095,383.6804855,0.0984,-14.525,3.177764829,-0.0329,-0.40725,-5.13420060025,0.000231125,-0.715977468,-0.32665204,101.0625,42,6.54361637500001,-0.5,4.276768269,234.2795167,474.3125,62.326,4.31396866990446,1.83117853037252,-0.3710630955,0.521501410634235,0.1443740615,0.399146340331463,0.203534794881307,1.790677913,0.136883757
