DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,CO2_1_6_1,CO2_1_7_1,CO2_1_8_1,FC_1_1_1,SC_1_1_1,TAU_1_1_1,H_1_1_1,H_1_1_2,LE_1_1_1,G_1,SH_1_1_1,SLE_1_1_1,SG_1,SG_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_2,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,PA_1_1_1,TA_1_1_1,RH_1_1_1,VPD_1_1_1,TA_1_2_1,RH_1_2_1,VPD_1_2_1,TA_1_3_1,RH_1_3_1,VPD_1_3_1,WS_1_1_1,USTAR_1_1_1,T_BOLE_1,T_BOLE_2,T_BOLE_3,TS_1,TS_1_1_1
1,0.25,383.721,383.67175,384.3425,384.375,383.92275,384.30475,386.9025,388.172,-0.54855,-0.70915,-5.81375,-157.0175,-133.258,-15.938,-3.3255,-9.87,-2.95225,-1.04075,-0.481275,-4.244,-0.18,142.01,233.329,-106.51,-0.37745,-0.555,68.65,-18.8,11.9995,0.1521,-19.763,13.3745,0.258125,-19.455,24.78175,0.2423,1.05,0.084275,-19.095,-18.1585,-17.99525,-3.01925,-1.97
1,0.75,383.358,383.368,384.12725,384.192,383.358,384.012,393.61425,394.18525,-0.4612,-0.7335,-5.8635,-140.456,-152.8325,-20.0915,-3.31,-7.64,-2.88,-1.04,-0.4432,-4.116,-0.1224,142.0965,233.4335,-105.5075,-0.408,-0.562775,68.624,-19.19,12.8685,0.15565,-19.801,13.618,0.25725,-19.37375,25.0965,0.243075,1.045,0.0837,-19.232,-18.21375,-17.9555,-3.01925,-1.96275
1,1.25,383.71,383.8,383.988,384.097,384.01,384.16,387.578,388.121,-0.49105,-0.619725,-5.73,-152.337,-158.262,-15.93525,-3.32325,-7.915,-2.603,-1.08175,-0.479,-3.924,-0.1224,141.2955,233.6225,-105.2825,-0.427575,-0.553,68.61,-19.395,12.23825,0.1516,-19.813,13.873,0.260125,-19.41625,24.61,0.241,1.1445,0.0804,-19.4785,-18.36275,-17.90375,-3.01925,-1.96
1,1.75,383.3765,383.4175,383.785,383.94,383.50425,384.12125,393.88,394.2995,-0.541325,-0.5397,-5.482,-152.32,-154.1475,-20.8905,-3.33325,-8.28625,-2.946,-1.03025,-0.481,-3.894,-0.12,141.89625,233.987,-104.555,-0.40725,-0.5556,68.61425,-19.2025,12.69,0.158,-19.842,14.245,0.25875,-19.43375,23.269,0.24205,0.99585,0.0837,-19.746,-18.58825,-17.794,-3.01925,-1.95275
1,2.25,383.57025,383.472,384.2325,384.25,383.6345,384.2635,387.775,388.312,-0.487275,-0.770075,-5.846,-151.77125,-141.7535,-13.1875,-3.3455,-10.3275,-2.8475,-1.08175,-0.481,-3.916,-0.0677999999999999,141.26825,233.0655,-104.091,-0.412,-0.5631,68.62,-19.0455,13.15625,0.15695,-19.83,13.52625,0.2602,-19.46125,21.85775,0.23505,1.0012,0.084,-19.837,-18.968,-17.86925,-3.02,-1.95275
1,2.75,383.48375,383.44475,383.864,383.815,383.6195,384.15,393.974,394.487,-0.46655,-0.6,-5.62025,-161.465,-143.09975,-17.078,-3.3655,-7.8,-2.714,-1.07,-0.481275,-4.088,-0.0588,140.93875,232.8535,-104.98925,-0.35655,-0.5617,68.6275,-18.89825,12.32775,0.16605,-20.0505,14.33125,0.2576,-19.59375,21.712,0.23805,1.07125,0.0746,-19.952,-19.1635,-17.9355,-3.02925,-1.95
1,3.25,383.5705,383.58025,384.0425,384.11,383.731,384.2315,387.71,389.019,-0.555675,-0.74545,-5.6255,-155.366,-162.824,-15.54,-3.3755,-9.3525,-2.73175,-1.04,-0.48465,-4.018,-0.0192,140.8455,232.7495,-104.32575,-0.3181,-0.5687,68.57,-18.81575,12.41775,0.16805,-20.3235,13.3725,0.257,-19.9025,21.47,0.236,1.1335,0.09065,-19.971,-18.96275,-17.75325,-3.03,-1.94275
1,3.75,383.16475,383.285,383.7605,383.891,383.555,383.7795,394.012,394.549,-0.614375,-0.7305,-5.862,-164.71,-156.2805,-21.0415,-3.39325,-7.7425,-2.45225,-1.04025,-0.482275,-4.036,-0.0751999999999999,140.856,231.66575,-104.822,-0.349,-0.57265,68.57,-18.91825,11.085,0.1685,-20.382,13.516,0.25815,-19.91625,23.47125,0.247975,1.16,0.08975,-20.02,-19.28775,-17.92225,-3.03925,-1.94275
1,4.25,383.41175,383.541,384.2325,384.3275,383.695,384.61175,387.465,388.838,-0.5472,-0.682,-6.0615,-156.56625,-144.454,-29.442,-3.40325,-8.08625,-2.605,-1.0505,-0.481275,-4.032,-0.0412,140.8945,231.38525,-104.14175,-0.4061,-0.576,68.5735,-18.8185,10.725,0.1705,-20.375,12.76,0.258,-19.9625,22.241,0.241975,1.1115,0.0758,-19.712,-19.475,-17.93825,-3.03925,-1.94275
1,4.75,383.1385,383.11025,383.7915,383.889,383.27,383.821,393.965,394.566,-0.5055,-0.703,-5.9795,-163.105,-148.17625,-22.04,-3.3955,-8.1325,-2.72825,-1.08175,-0.482,-4.066,-0.0858,141.13375,231.0535,-106.085,-0.383175,-0.57,68.59,-18.85575,10.6535,0.159525,-20.2675,13.232,0.264,-19.93125,21.89,0.241,1.03975,0.096,-19.798,-19.395,-17.992,-3.04,-1.94275
1,5.25,383.5415,383.52175,384.3175,384.7025,383.69075,384.3235,387.8325,388.576,-0.5027,-0.517375,-5.94,-156.5085,-154.41375,-18.1725,-3.39775,-9.14875,-2.88,-1.54,-0.482275,-4.03,-0.0608,141.8895,230.57625,-106.11775,-0.385375,-0.569,68.577,-19.0675,10.91325,0.153675,-20.42125,12.736,0.258875,-19.96875,21.98525,0.239975,1.135,0.093275,-19.972,-19.47625,-18.21025,-3.04925,-1.943
1,5.75,383.028,383.088,383.8705,383.95575,383.424,383.704,393.51325,394.7015,-0.666925,-0.83325,-6.21625,-144.7675,-140.8365,-16.48375,-3.39775,-9.38375,-2.4525,-1.0525,-0.501725,-4.252,-0.0822,142.3585,231.0925,-105.68075,-0.351825,-0.575,68.5735,-19.1725,10.181,0.1658,-20.18375,13.054,0.258025,-19.91875,22.17575,0.24205,1.0925,0.09725,-20.021,-19.86675,-18.42775,-3.04925,-1.9355
