DOY2,HR2,FC,H,LE,USTAR,TA,PA,RH,VPD,WS,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,0.2205605,-14.4378,15.4651,0.303804,-2.49249999999998,98.52085,100,0,3.73406,0.919423732562957,0.652430072881378,0.39457445431756
1,0.75,0.339991,-11.8512,12.18065,0.279892,-2.99299999999999,98.5099,100,0,3.33967,0.843046855162867,0.599855789982501,0.3354080843886
1,1.25,0.38537,-14.6398,10.07434,0.293914,-3.13299999999998,98.4264,100,0,3.34056,0.843692177660816,0.598095310130417,0.351206491967333
1,1.75,0.4700175,-9.29421,12.3167,0.283552,-2.96699999999998,98.3354,100,0,3.768395,0.852841720367854,0.630694062125211,0.370181518596809
1,2.25,0.30103,-14.3499,12.9451,0.268169,-2.96299999999997,98.321,100,0,3.44681,0.774605097878829,0.589734686108932,0.349739903356766
1,2.75,0.315895,-12.72685,13.4828,0.278951,-2.94499999999999,98.2593,100,0,3.71456,0.832344880443197,0.632204871857217,0.376527555432534
1,3.25,0.223291,-14.72845,11.6266,0.275245,-3.25,98.3681,100,0,3.60239,0.807212943412157,0.641679047499605,0.365727579238225
1,3.75,0.22939,-12.6047,9.494695,0.272404,-3.27299999999997,98.3932,100,0,3.58222,0.751622245546258,0.613259325245039,0.353199660248987
1,4.25,0.361001,-12.8902,14.2338,0.2610185,-3.19399999999996,98.4316,100,0,3.25725,0.793066643483265,0.579555001703894,0.333460458023768
1,4.75,0.2558195,-11.7953,13.2496,0.281241,-3.10199999999995,98.4118,100,0,3.55847,0.779069316556621,0.590095509096113,0.348948420257207
1,5.25,0.2577885,-11.814,12.4699,0.248561,-3.11799999999999,98.4157,100,0,3.35658,0.773076969001147,0.556879533368942,0.333033179019384
1,5.75,0.380661,-11.39385,11.1222,0.2819525,-3.30799999999999,98.4634,100,0,3.09519,0.719539638538713,0.586067402267009,0.33783871891777
1,6.25,0.517339,-9.0743,13.8649,0.2727965,-3.54799999999994,98.4892,100,0,3.043735,0.73651612338088,0.628070078258898,0.335268876103042
1,6.75,0.400676,-11.52055,14.53905,0.264829,-3.38799999999998,98.4691,100,0,3.11025,0.747553119197064,0.561622046895793,0.329298595189747
1,7.25,0.51773,-17.9833,14.4998,0.2412215,-3.12699999999995,98.4384,100,0,2.73477,0.685461158637016,0.565145998835699,0.302489669245083
1,7.75,0.422254,-9.611,15.3229,0.223409,-3.42249999999999,98.41785,100,0,2.79456,0.672186730008857,0.522335141456134,0.299833287011299
1,8.25,0.307261,-2.83873,14.8819,0.22367,-3.54599999999994,98.4093,100,0,2.51587,0.611755098195558,0.482387810791276,0.275753388514204
1,8.75,-0.0955,8.14242,17.0055,0.230622,-3.37799999999999,98.4616,100,0,2.68037,0.630647723189071,0.536827719105487,0.305450486986025
