DOY2,HR2,CO2,FC,H,LE,TA,T_SONIC,T_SONIC_SIGMA,RH,VPD,PA,NETRAD,PPFD_IN,TS,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,416.29245,0.533151,-20.05902,6.167972,1.2895165,2.3427865,0.1948147,71.35305,1.722842,92.826565,-28.32706,0.070111875,0.6999999,3.800911,0.2715985,0.6300329,0.7712485,0.3234819
1,0.75,416.313,0.552214,-17.57767,5.195503,1.211849,2.2085505,0.1787447,71.084335,1.840993,92.74282,-29.19744,0.07162253,0.7233333,4.384626,0.277299,0.6506195,0.7825841,0.3331518
1,1.25,416.4192,0.5023325,-13.20649,6.888084,1.2600235,2.254231,0.1640521,71.402145,1.805395,92.905035,-26.717385,0.074331495,0.6983333,3.614909,0.2606803,0.6077553,0.7194809,0.3390746
1,1.75,416.4803,0.573799,-17.246795,8.702579,1.3593085,2.22406,0.1670787,69.97173,1.8217255,92.82263,-25.98614,0.07529497,0.6999999,4.106454,0.26809025,0.6374623,0.72465505,0.33615075
1,2.25,416.4777,0.4933415,-16.83382,8.84764,1.393277,2.171895,0.1639567,70.65292,1.7913895,92.818895,-24.57246,0.07495687,0.6999999,4.0083055,0.2721724,0.6419666,0.715829,0.3047192
1,2.75,416.3949,0.578437,-16.94256,4.58807,1.368257,2.463042,0.1788755,70.69574,1.677998,92.83141,-28.95327,0.07302246,0.6999999,4.118883,0.26105885,0.62296605,0.7075356,0.326343
1,3.25,416.5501,0.470393,-14.79943,6.091097,1.304483,2.505604,0.1722264,70.958825,1.763827,92.888485,-22.66923,0.07653123,0.6783333,3.9350285,0.2636303,0.643919,0.7455413,0.3331425
1,3.75,415.626,0.5154605,-14.348945,4.918752,1.285478,2.377347,0.177666,71.29706,1.74289,92.880215,-21.660465,0.07383993,0.6766666,3.6988715,0.26273685,0.64344815,0.7442224,0.3145611
1,4.25,416.3894,0.520946,-13.90519,5.784853,1.192242,2.168287,0.1655806,70.06476,1.6860365,92.813375,-23.718,0.06859542,0.68999995,3.5838075,0.2537976,0.5945712,0.6601982,0.3163782
1,4.75,416.18,0.527887,-15.68459,9.272242,1.137821,2.2232865,0.19232195,70.66418,1.70223,92.8378,-23.57857,0.067099955,0.6566666,3.665138,0.25159315,0.6071655,0.7084294,0.31849415
1,5.25,416.5285,0.560441,-15.68864,7.3633275,1.0119625,2.25731,0.1791714,70.26573,1.694882,92.79002,-23.10803,0.06761184,0.6,3.640998,0.2562622,0.6020676,0.7224149,0.3239498
1,5.75,416.6182,0.600655,-17.7532,8.974437,0.88719,2.1750055,0.1616842,69.13347,1.717901,92.82564,-27.43747,0.070656525,0.62666665,3.711974,0.2540972,0.67174945,0.722784,0.3276708
1,6.25,416.5219,0.63711,-15.850825,9.235185,1.14408,2.272383,0.1563631,68.85473,1.716855,92.82567,-29.1534,0.0981425,0.6,3.856273,0.2744517,0.62924035,0.7058498,0.3244261
1,6.75,416.4698,0.50754,-16.77405,6.27565,1.095225,2.399221,0.16776795,69.12932,1.882536,92.942145,-30.49891,2.330447,0.6766666,3.899838,0.2694902,0.65654345,0.67555885,0.343382
1,7.25,416.6932,0.635106,-18.34477,9.581908,1.126668,2.330752,0.16801465,69.208,1.8697235,92.91621,-21.21163,23.34094,0.6366666,3.9206515,0.2608956,0.58360935,0.6649715,0.3389897
1,7.75,417.406,0.523509,-15.9683,10.6806505,1.0830909,2.293144,0.13899685,70.73535,1.956958,92.9714,-2.814022,65.19585,0.6,3.730498,0.280109,0.59447755,0.6971803,0.3310415
1,8.25,416.9035,0.491164,-9.5502345,13.6686,0.8850105,2.2855335,0.1523509,68.79424,1.979518,92.964155,9.561639,127.93465,0.6,3.9453805,0.2655334,0.5905005,0.6818247,0.3467738
1,8.75,416.5988,0.494576,-6.331106,15.38618,1.1784335,2.2584095,0.1606861,69.23096,1.972996,92.921435,28.58168,202.15845,0.615,3.783958,0.2374884,0.5987189,0.6725639,0.3262228
1,9.25,416.5253,0.4913415,-5.344471,19.193,1.6089305,2.40997,0.1791286,69.1016,2.006262,92.9276,42.94719,279.3801,0.6933333,3.896028,0.2667112,0.64596,0.6782421,0.337994
1,9.75,416.8143,0.4059375,7.360738,18.5361,1.885193,2.778051,0.1996016,70.13461,2.147174,92.88295,51.25621,318.13975,0.6999999,3.926205,0.2688363,0.6527067,0.761242,0.3317873
1,10.25,417.113,0.341091,4.665907,25.543475,2.3324925,3.071616,0.19794405,68.431645,1.988184,92.89167,77.82325,395.003,0.6999999,3.892966,0.2674138,0.6455513,0.75438015,0.3301708
1,10.75,415.98435,0.527591,7.180522,28.365855,2.559289,3.2864065,0.1892927,71.07161,2.126958,92.85117,81.68744,385.69145,0.6999999,4.004862,0.2820605,0.6830518,0.7940028,0.3571055
1,11.25,415.6875,0.4851675,9.350015,35.596965,2.661225,3.500023,0.19015435,69.853655,2.257164,92.86958,88.66217,411.78085,0.6999999,4.218012,0.2913562,0.66041925,0.74839545,0.3397341
1,11.75,415.63775,0.390503,15.88977,34.02366,2.932702,3.8223445,0.2141123,69.52776,2.365042,92.86774,86.15108,377.9749,0.8483333,3.953617,0.2876008,0.7001762,0.765982,0.3209814
1,12.25,415.6141,0.4229445,21.916545,34.32113,3.1583,4.083807,0.2184795,68.74799,2.228236,92.84068,74.010735,339.3194,0.6999999,3.748411,0.2759878,0.700717,0.7845748,0.3254423
1,12.75,415.6295,0.5181345,12.026405,34.86109,3.268996,3.88208,0.2236544,68.865145,2.192166,92.789275,39.47213,312.9087,0.7966667,3.692152,0.2732413,0.6617356,0.7617993,0.3189952
