DOY2,HR2,FC,CO2,H,LE,G_1_1_1,G_1_2_1,G_2_1_1,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,CH4,FCH4,SC_1_1_1,SC_2_1_1,NEE,G_2_2_1,SH_1_1_1,SH_2_1_1,SLE_1_1_1,SLE_2_1_1,WS_1_1_1,WS_2_1_1
1,5.25,0.101495,404.568497,-12.103,-0.0265535,-2.515,-2.8155,-2.5375,0.3117845,0.71968,0.557188,0.384957,100.5,77.425003,-21.4650005,-22.17305,0.165823,-3.119,-0.821,-0.461,-0.144,1.13,2.673,-0.139,0.093,0.389,0.858,1.964,3.243,0,0.398131,204.6221525,220.7054415,0.744498,2039.73999,0.851694,0.0098635,0.002997,0.109665,-2.71,-0.408944,-0.215169,-0.0268165,-0.0204105,4.03645,4.225335
1,5.75,0.098418,404.158997,-14.2546,-0.0272685,-2.508,-2.831,-2.5375,0.307848,0.767189,0.569933,0.39044,100.5,77.4449995,-21.5,-21.908899,0.174051,-3.0925,-0.8145,-0.462,-0.145,1.1295,2.671,-0.1385,0.095,0.385,0.857,1.9615,3.242,0,0.3915885,203.065094,221.0726795,0.745841,2038.540039,0.8779445,0.003635,0.00241,0.110988,-2.7135,-0.886847,-0.1980865,-0.023158,-0.0165515,4.09695,4.26038
1,6.25,0.093057,404.397995,-17.0117995,-0.0628615,-2.514,-2.831,-2.537,0.310978,0.76189,0.5860705,0.4038745,100.5,77.139999,-21.71,-22.0787,0.178156,-3.093,-0.813,-0.461,-0.143,1.129,2.67,-0.138,0.095,0.385,0.8565,1.9605,3.241,0,0.3752335,203.6759875,221.473389,0.739298,2044.859985,1.49844,0.007733,0.001814,0.1184455,-2.71,-0.709824,-0.1208135,-0.023451,-0.018997,3.9897,4.03787
1,6.75,0.105562,404.244995,-12.604,-0.028534,-2.516,-2.8355,-2.5335,0.304303,0.749671,0.55971,0.388553,100.5,77.325001,-21.7749995,-22.149401,0.195688,-3.107,-0.8165,-0.4615,-0.1435,1.1275,2.669,-0.138,0.095,0.384,0.856,1.9595,3.2405,0,0.3817755,204.6279635,220.8528,0.737905,2050.73999,1.46766,0.004832,0.004969,0.11604,-2.7195,-0.358794,-0.3383185,-0.052701,-0.034179,4.0469,3.96315
1,7.25,0.0871085,404.1504975,-17.139799,-0.045354,-2.51,-2.8195,-2.5325,0.293137,0.734443,0.5678095,0.378614,100.5,77.2350005,-21.705,-21.8863,0.180133,-3.1085,-0.821,-0.462,-0.147,1.1265,2.669,-0.1375,0.095,0.384,0.856,1.9585,3.2395,0,0.405607,204.231379,220.263013,0.7326425,2050.580078,1.73588,0.0032435,-0.000192,0.0903305,-2.7205,-0.3092755,-0.194788,-0.0238835,-0.0151955,3.9893,3.95311
1,7.75,0.0806905,404.5099945,-17.92175,-0.002107,-2.519,-2.813,-2.5305,0.2984335,0.721387,0.5462165,0.3578145,100.5,77.209999,-21.8649995,-21.549,0.194169,-3.121,-0.824,-0.464,-0.148,1.127,2.669,-0.138,0.094,0.387,0.856,1.958,3.24,0,0.401402,205.4779455,220.174672,0.740842,2051.699951,1.16533,0.003874,0.0025925,0.080675,-2.7215,-0.520861,-0.2270745,-0.029134,-0.0191655,3.9807,3.83056
1,8.25,0.0931685,404.794006,-16.9681005,0.001712,-2.531,-2.826,-2.531,0.304144,0.730103,0.572407,0.396659,100.5,77.084999,-21.8199995,-22.031401,0.1793025,-3.112,-0.825,-0.465,-0.149,1.127,2.668,-0.138,0.091,0.387,0.856,1.958,3.239,0.1350465,0.9616815,206.652402,218.782391,0.733485,2058.820068,1.87175,0.001777,-0.001391,0.092918,-2.717,-0.117445,-0.13404,-0.023537,-0.0143765,4.0243,3.84335
1,8.75,0.0832895,405.001007,-17.0767495,-0.036437,-2.531,-2.8345,-2.5305,0.306956,0.748527,0.590503,0.379772,100.5,76.8800015,-21.695,-21.7069,0.218595,-3.127,-0.825,-0.465,-0.15,1.126,2.668,-0.138,0.091,0.387,0.856,1.957,3.238,7.278034,6.6383145,207.1792545,220.150673,0.730791,2050.909912,1.39705,0.0036965,0.001868,0.094188,-2.712,-0.074704,0,-0.0070345,-0.0009885,4.0029,3.8041
1,9.25,0.115641,404.595001,-16.1788495,-0.002206,-2.548,-2.851,-2.5295,0.298068,0.785207,0.600814,0.376747,100.5,77.040001,-21.5699995,-21.6236,0.2287725,-3.119,-0.826,-0.466,-0.149,1.125,2.668,-0.138,0.091,0.387,0.855,1.957,3.238,32.542042,25.3644745,206.283445,222.63812,0.747908,2049.449951,1.66331,0.0043325,-0.007475,0.115116,-2.7125,0.4694965,0.516006,0.0393985,0.0429675,4.2328,3.916085
1,9.75,0.114574,404.080994,-15.20135,-0.00742,-2.5395,-2.849,-2.5275,0.333221,0.781342,0.621057,0.413995,100.5,76.915001,-21.3450005,-21.7973,0.253843,-3.126,-0.831,-0.466,-0.148,1.125,2.667,-0.138,0.092,0.386,0.855,1.957,3.238,69.3364145,51.3083875,206.2768685,224.4645995,0.71873,2045.47998,3.90297,-0.02055,-0.018244,0.1017445,-2.715,1.126285,1.318611,0.093999,0.117073,4.4385,3.902565
1,10.25,0.094333,405.012497,-11.6859,0.0665245,-2.5345,-2.8565,-2.5265,0.31794,0.809921,0.6503665,0.408392,100.5,76.9049985,-21.1899995,-21.9894505,0.279414,-3.124,-0.833,-0.468,-0.148,1.124,2.666,-0.138,0.094,0.387,0.855,1.957,3.238,111.72892,80.3270645,206.8328355,225.0662825,0.760322,2033.670044,4.01106,-0.025824,-0.020996,0.083434,-2.7165,2.2276,1.744131,0.174256,0.162851,4.71625,4.0656
1,10.75,0.103322,404.8809965,-9.76395,0.1813475,-2.52,-2.8615,-2.526,0.335707,0.836244,0.648402,0.4125785,100.5,76.5149995,-20.7699995,-21.2510995,0.243252,-3.124,-0.83,-0.469,-0.147,1.124,2.666,-0.137,0.094,0.385,0.854,1.956,3.237,142.2429275,104.6261175,206.701899,226.036745,0.775294,2029.7700195,2.96498,-0.0435935,-0.0264305,0.087648,-2.7165,2.483755,1.87798,0.180244,0.1470565,4.8961,4.359535
1,11.25,0.1148185,404.806,-4.85402,0.2763085,-2.5225,-2.8595,-2.526,0.332196,0.819398,0.701816,0.410298,100.5,76.170002,-20.29,-20.680901,0.211247,-3.121,-0.831,-0.471,-0.145,1.123,2.665,-0.135,0.093,0.385,0.854,1.956,3.237,178.2242205,127.8971365,207.962354,226.7400755,0.800506,2029.290039,4.370985,-0.028407,-0.0203255,0.08464,-2.717,2.84455,1.896459,0.1364715,0.1446455,5.07045,4.437695
1,11.75,0.094163,404.6959995,-1.09887,0.2935885,-2.561,-2.879,-2.526,0.3328725,0.8305565,0.76736,0.4032825,100.5,75.3450015,-19.8699995,-20.4904995,0.1966465,-3.12,-0.838,-0.4715,-0.151,1.123,2.664,-0.135,0.093,0.385,0.854,1.956,3.236,207.7101825,142.0092775,203.741486,228.942011,0.785541,2026.630005,4.36692,-0.034547,-0.016417,0.073421,-2.7165,2.53608,1.760513,0.149497,0.136164,5.247,4.34733
1,12.25,0.0972955,404.692993,4.52763,0.474527,-2.547,-2.878,-2.5255,0.358311,0.913074,0.840694,0.435765,100.5,74.2200015,-19.415,-20.065201,0.210222,-3.132,-0.8425,-0.4725,-0.156,1.1255,2.6685,-0.1355,0.093,0.3855,0.8585,1.9575,3.2365,219.3924255,158.411148,203.4655625,230.1666125,0.780057,2029.75,2.566995,-0.0260875,-0.012132,0.087202,-2.7195,2.51051,1.673596,0.118988,0.12603,5.26805,4.69764
1,12.75,0.098479,404.428986,1.9231,0.3772115,-2.558,-2.884,-2.5275,0.330409,0.836146,0.779187,0.41191,100.400002,73.4349975,-18.95,-19.6625,0.1826655,-3.126,-0.84,-0.473,-0.1535,1.125,2.668,-0.136,0.094,0.386,0.8605,1.9575,3.236,227.5232545,159.3924485,202.5055695,231.452593,0.775043,2028.469971,5.18722,-0.010194,-0.008979,0.071818,-2.7225,2.12072,1.443492,0.105217,0.11479,5.267,4.47113
1,13.25,0.100089,404.384003,2.251155,0.470416,-2.559,-2.8945,-2.5315,0.33657,0.885575,0.771485,0.421631,100.400002,72.825001,-18.655,-19.6073,0.216097,-3.126,-0.836,-0.472,-0.156,1.124,2.6665,-0.1355,0.0975,0.3845,0.86,1.957,3.235,227.0559695,165.1401135,200.9426605,232.926544,0.772304,2028.310059,5.819455,-0.013283,-0.008936,0.091153,-2.7215,1.98213,1.135781,0.095726,0.0979225,5.42625,4.5837
1,13.75,0.0738375,404.269012,-1.38085,0.5264805,-2.547,-2.9115,-2.5335,0.346556,0.869204,0.750284,0.408621,100.400002,72.260002,-18.345,-19.437901,0.169171,-3.1495,-0.8385,-0.473,-0.155,1.1235,2.666,-0.1355,0.099,0.384,0.8595,1.956,3.2345,204.7662505,145.654137,198.226587,234.078709,0.771284,2025.830017,7.06471,-0.012156,-0.002796,0.063363,-2.717,1.47898,0.9175365,0.065197,0.0742025,5.4111,4.51791
1,14.25,0.084993,404.084015,-3.03159,0.3067315,-2.548,-2.925,-2.534,0.346538,0.921881,0.790035,0.431705,100.400002,72.0549965,-18.115,-19.621099,0.154583,-3.136,-0.8435,-0.4745,-0.1535,1.1225,2.6655,-0.1365,0.1005,0.3855,0.8595,1.9555,3.234,188.1307525,138.364418,198.3747725,234.261075,0.771369,2021.040039,4.03571,-0.008842,-0.003585,0.0841145,-2.718,1.0428,0.615493,0.020163,0.059102,5.40375,4.50036
1,14.75,0.087712,404.192993,-3.08655,0.288004,-2.563,-2.92,-2.5365,0.3463,0.970654,0.806013,0.462674,100.400002,72.080002,-17.995,-19.8095,0.142198,-3.098,-0.845,-0.473,-0.154,1.12,2.66,-0.136,0.099,0.385,0.857,1.953,3.233,153.691513,111.261631,195.7646145,233.5199615,0.776785,2020.869995,5.04276,0.000898,0.001503,0.096317,-2.7175,1.01369,0.421689,0.039701,0.043777,5.40625,4.87308
1,15.25,0.0937065,404.237,-7.732785,0.07834,-2.562,-2.893,-2.5385,0.351171,0.951325,0.772252,0.436565,100.400002,72.375,-18.0300005,-19.626699,0.143722,-3.112,-0.849,-0.473,-0.154,1.12,2.659,-0.136,0.1,0.385,0.858,1.953,3.233,115.046677,82.7569695,196.4704885,231.853917,0.788397,2020.550049,5.1757,0.003135,0.00061,0.095744,-2.715,0.347567,0.2266955,0.00261,0.0218065,5.30145,4.68235
1,15.75,0.101579,404.217987,-8.5433,0.110974,-2.571,-2.88,-2.542,0.326679,0.8811,0.724809,0.408329,100.400002,72.7450025,-18.1400005,-19.5513,0.135956,-3.0605,-0.8455,-0.475,-0.151,1.118,2.6575,-0.1365,0.0995,0.3825,0.8585,1.9515,3.229,70.1775325,52.355116,191.626158,229.3583815,0.7878295,2019.319946,4.33061,0.005746,0.005686,0.1109685,-2.7125,-0.448644,-0.2569845,-0.025426,-0.014724,5.1364,4.65832
1,16.25,0.108183,404.1285095,-12.8897,-0.140009,-2.572,-2.878,-2.5455,0.3124945,0.81653,0.6359095,0.3841945,100.5,72.704998,-18.4200005,-19.6477995,0.15557,-3.0505,-0.8445,-0.4765,-0.151,1.1175,2.6575,-0.137,0.098,0.3785,0.854,1.9505,3.228,33.018675,25.7289605,193.954138,228.3779195,0.7988165,2019.27002,4.68821,0.015939,0.009264,0.115212,-2.7135,-1.21257,-0.746926,-0.010583,-0.049016,4.81005,4.350595
1,16.75,0.089369,404.4474945,-14.573,-0.095118,-2.562,-2.875,-2.5445,0.302648,0.7427565,0.547958,0.3499385,100.5,73.2949985,-18.799999,-20.1346005,0.213844,-3.0525,-0.8415,-0.4775,-0.1505,1.117,2.6565,-0.137,0.097,0.3795,0.853,1.9505,3.227,7.080838,6.7654175,194.99548,227.137686,0.813759,2022.494995,2.850265,0.010858,0.005196,0.092108,-2.71,-1.537965,-1.222779,-0.0462085,-0.0780295,4.38075,3.838065
1,17.25,0.076975,404.4559935,-12.8523,-0.0268315,-2.547,-2.863,-2.544,0.2709945,0.6722715,0.492404,0.32511,100.5,74.7750015,-19.2449995,-20.5663995,0.207867,-3.0585,-0.84,-0.479,-0.151,1.117,2.6555,-0.1385,0.097,0.378,0.853,1.95,3.227,0,0.958411,194.6349305,226.2422035,0.795449,2020.835022,2.01088,0.0055805,0.005126,0.099348,-2.7095,-1.79535,-1.465117,-0.089706,-0.120487,4.2208,3.47326
1,17.75,0.0616415,404.072998,-12.6129,-0.039926,-2.53,-2.866,-2.54,0.25382,0.6718665,0.50352,0.3119785,100.5,76.119999,-19.66,-20.9909,0.1896755,-3.065,-0.8375,-0.48,-0.151,1.116,2.6555,-0.139,0.09,0.3775,0.8515,1.9495,3.2265,0,0.394392,194.3588175,223.881944,0.7859995,2017.4450075,2.240555,0.0068585,0.004616,0.066839,-2.711,-2.15275,-1.137439,-0.053498,-0.0767815,4.1635,3.6525
1,18.25,0.0642355,404.211487,-10.9202,-0.0113505,-2.528,-2.8655,-2.534,0.2534475,0.6364995,0.531883,0.338476,100.5,76.6599995,-19.96,-21.1746005,0.1857605,-3.0815,-0.8355,-0.48,-0.1515,1.116,2.655,-0.139,0.09,0.3775,0.8505,1.9495,3.226,0,0.376635,195.321479,223.172879,0.7822175,2017.8649905,1.86989,0.018919,0.0096445,0.078481,-2.712,-2.078705,-0.946494,-0.0837835,-0.068728,4.1503,3.82591
1,18.75,0.0788135,404.370499,-14.5719,-0.034582,-2.5455,-2.8595,-2.534,0.2842345,0.6802975,0.5251085,0.352134,100.5,77.1149975,-20.13,-21.2130005,0.1819005,-3.0835,-0.8295,-0.4785,-0.1525,1.116,2.6545,-0.139,0.09,0.3765,0.85,1.949,3.2255,0,0.3401865,199.433582,222.946749,0.805267,2018.7800295,2.885885,0.009372,0.0055405,0.097408,-2.7105,-1.59869,-0.859089,-0.042245,-0.055134,4.3025,3.836425
1,19.25,0.097925,404.5444945,-12.7308,-0.076471,-2.55,-2.862,-2.534,0.3280405,0.762921,0.602419,0.403879,100.5,77.3950005,-20.2650005,-21.29875,0.1719695,-3.085,-0.826,-0.478,-0.154,1.1155,2.654,-0.139,0.089,0.3745,0.85,1.949,3.225,0,0.3822425,200.3535595,222.8775445,0.810272,2021.290039,2.20719,0.0073845,0.0042755,0.100115,-2.71,-1.73748,-0.568785,-0.0413275,-0.049137,4.29775,4.07476
1,19.75,0.0994945,404.4965055,-16.24115,-0.059514,-2.558,-2.856,-2.5335,0.3117715,0.745166,0.562048,0.3687795,100.5,77.470001,-20.3850005,-21.1777495,0.1875005,-3.0845,-0.8265,-0.4775,-0.1555,1.115,2.654,-0.139,0.089,0.374,0.8485,1.9485,3.2245,0,0.376168,200.9972885,223.066439,0.810832,2020.910034,3.08137,0.007167,0.002894,0.101191,-2.7095,-1.296155,-0.461557,-0.0311045,-0.041449,4.372,4.10674
1,20.25,0.100282,404.606506,-17.553699,-0.0722995,-2.548,-2.8485,-2.5395,0.311044,0.765255,0.587757,0.3859435,100.5,77.155003,-20.3400005,-21.27755,0.1828595,-3.0775,-0.8265,-0.477,-0.157,1.1145,2.653,-0.139,0.0885,0.374,0.848,1.948,3.2235,0,0.376168,201.306299,223.6529185,0.805668,2019.609985,2.92729,0.0002535,0.003643,0.111975,-2.709,-0.677527,-0.3712195,-0.0548255,-0.0259615,4.37,4.12607
1,20.75,0.091557,404.695007,-14.80045,-0.0363195,-2.56,-2.8345,-2.5395,0.298125,0.8006755,0.551413,0.368734,100.5,77.360001,-20.4350005,-21.5001495,0.1613035,-3.0775,-0.8255,-0.4765,-0.157,1.1145,2.653,-0.139,0.088,0.374,0.848,1.948,3.223,0,0.4042055,202.0578495,224.1209365,0.796895,2020.849976,1.0775195,0.006228,0.0041635,0.099464,-2.7085,-0.5143625,-0.3700975,-0.03928,-0.0316875,4.381,4.06121
1,21.25,0.097517,404.647995,-21.0609,0.003339,-2.555,-2.851,-2.538,0.3046345,0.7284185,0.5478575,0.370377,100.5,77.215,-20.45,-21.548751,0.175083,-3.0755,-0.827,-0.4765,-0.158,1.114,2.6525,-0.139,0.0875,0.374,0.8475,1.9475,3.2225,0,0.366355,203.9265575,223.934249,0.786076,2022.140015,1.59822,0.0062515,0.0052675,0.1066675,-2.708,-0.5160815,-0.3398325,-0.0332295,-0.037217,4.1866,3.903095
1,21.75,0.103591,404.3805085,-17.4258,-0.042769,-2.554,-2.849,-2.5395,0.26874,0.688915,0.551472,0.3613535,100.484409,77.455002,-20.5150005,-21.64205,0.1758675,-3.106,-0.831,-0.4755,-0.1575,1.1135,2.652,-0.139,0.0865,0.3735,0.847,1.9475,3.2215,0,0.423364,200.068095,222.8502015,0.790821,2023.829956,1.53021,0.0063035,0.002593,0.103485,-2.7,-0.7709055,-0.313309,-0.033545,-0.028943,4.18715,3.86535
1,22.25,0.098688,404.4205015,-15.359,-0.0109705,-2.53,-2.8405,-2.5385,0.291938,0.734327,0.5569185,0.3543485,100.400002,77.2649995,-20.6949995,-21.703549,0.184993,-3.1025,-0.829,-0.474,-0.1585,1.1135,2.651,-0.139,0.0855,0.3735,0.847,1.947,3.2215,0,0.406542,203.3212075,221.658133,0.783381,2022.0499875,2.43981,-0.0004745,0.0055325,0.109032,-2.6985,-0.8538455,-0.311347,-0.024641,-0.0257935,4.1705,3.996445
1,22.75,0.109291,404.33049,-14.0675,-0.030487,-2.528,-2.839,-2.537,0.275993,0.7400075,0.573683,0.375433,100.400002,77.1849975,-20.7,-21.8649995,0.170932,-3.0945,-0.8315,-0.472,-0.1595,1.1135,2.65,-0.14,0.085,0.3735,0.847,1.947,3.2205,0,0.348598,203.108205,220.323575,0.787882,2024.6699825,1.47363,0.0120125,0.006813,0.1125275,-2.701,-0.319052,-0.41665,-0.051935,-0.031516,4.072,4.005425
1,23.25,0.1325835,404.139511,-12.89315,-0.0892105,-2.531,-2.8265,-2.538,0.3026645,0.7182475,0.582497,0.3926855,100.400002,77.0599975,-20.72,-22.0962495,0.173188,-3.0845,-0.8305,-0.4715,-0.1595,1.113,2.6495,-0.141,0.084,0.3735,0.847,1.946,3.2205,0,0.3710275,206.603649,220.651851,0.7781655,2023.3899535,1.74683,0.005746,0.001259,0.130482,-2.701,-0.740162,-0.4352435,-0.035739,-0.0342785,4.0205,3.93849
1,23.75,0.1039275,404.326996,-13.2315,-0.0464065,-2.53,-2.837,-2.5305,0.269465,0.719426,0.568322,0.352757,100.400002,77.365002,-21.03,-22.0411,0.178175,-3.0915,-0.8305,-0.473,-0.1605,1.113,2.649,-0.141,0.084,0.373,0.8465,1.946,3.22,0,0.3845795,208.280663,219.9553465,0.7770615,2022.659973,1.41388,0.005584,0.001907,0.112808,-2.695,-0.730145,-0.3822615,-0.028727,-0.028713,4.0601,3.879765
2,0.25,0.074399,405.355988,-13.9146,-0.039761,-2.4395,-2.516,-2.888,0.213727,0.523617,0.417737,0.267722,100.468818,74.5250015,-21.884999,-21.053499,0.178304,-2.859,-0.863,-0.64,-0.415,0.689,2.019,-0.256,-0.084,0.159,0.553,1.462,2.606,0,0.5514015,182.339282,209.764385,0.763278,2021.25,2.80292,0.008969,0.005663,0.085215,-2.938,-1.27458,-0.677829,-0.050304,-0.047166,3.6752,3.122495
2,0.75,0.056723,405.407013,-13.30605,-0.01992,-2.4375,-2.5145,-2.899,0.219644,0.533633,0.422844,0.271714,100.5,74.9000015,-22.1450005,-21.276501,0.188484,-2.849,-0.861,-0.639,-0.412,0.6895,2.019,-0.256,-0.084,0.1595,0.5535,1.463,2.6045,0,0.5546725,182.856407,210.576526,0.750482,2027.599976,2.385945,0.010454,0.007072,0.077169,-2.938,-0.846856,-0.652202,-0.067218,-0.050691,3.6975,3.00419
2,1.25,0.081313,405.8470005,-13.2634,-0.041342,-2.4355,-2.5165,-2.8965,0.215926,0.5262705,0.4124915,0.269663,100.5,74.935001,-22.6350005,-21.4513505,0.196394,-2.844,-0.8605,-0.637,-0.4115,0.6895,2.0185,-0.2555,-0.084,0.1595,0.5535,1.4625,2.6045,0,0.5654205,181.313711,209.6933585,0.738247,2024.3649905,2.33285,0.0018775,0.002567,0.0857415,-2.941,-1.202885,-0.571439,-0.036514,-0.051851,3.655,3.15786
2,1.75,0.070645,406.062012,-13.8605,-0.0423215,-2.438,-2.516,-2.893,0.201962,0.500653,0.412999,0.260956,100.5,75.2299995,-22.8000005,-21.6124,0.194629,-2.847,-0.859,-0.635,-0.4115,0.689,2.0185,-0.256,-0.084,0.1595,0.5535,1.463,2.6035,0,0.5476635,183.0550055,209.5439055,0.7340305,2027.86499,2.58736,0.010007,0.003985,0.089747,-2.9495,-1.25808,-0.571334,-0.057928,-0.044248,3.6135,3.03933
2,2.25,0.0922395,405.761993,-16.111401,-0.0427745,-2.435,-2.5135,-2.883,0.209244,0.497787,0.423373,0.268109,100.5,75.1450005,-22.99,-21.493401,0.19225,-2.852,-0.86,-0.631,-0.41,0.69,2.018,-0.255,-0.084,0.161,0.554,1.463,2.603,0,0.547663,183.012205,210.3377025,0.7360085,2031.655029,1.65088,0.007608,0.004691,0.105285,-2.9385,-0.659291,-0.532989,-0.041747,-0.037099,3.528,3.053695
2,2.75,0.07806,405.826004,-14.1215,-0.049347,-2.434,-2.4995,-2.8855,0.223624,0.511088,0.448354,0.269535,100.468818,75.285,-23.1049995,-21.81355,0.1814805,-2.855,-0.86,-0.63,-0.4105,0.689,2.017,-0.256,-0.084,0.161,0.553,1.461,2.603,0,0.5644855,182.0952735,209.9004125,0.7273765,2037.75,3.19699,0.007831,0.0040935,0.082857,-2.93,-0.3805075,-0.633491,-0.0377755,-0.043547,3.5838,3.065105
2,3.25,0.097644,405.912491,-14.45,-0.042512,-2.433,-2.4975,-2.8805,0.23812,0.537745,0.445686,0.290915,100.400002,75.244999,-23.2750005,-21.8755505,0.1852495,-2.868,-0.859,-0.63,-0.41,0.689,2.017,-0.2565,-0.084,0.161,0.553,1.463,2.603,0,0.563084,183.877766,209.521371,0.7164735,2039.400024,2.09197,0.001073,0.000852,0.101958,-2.93,-0.615435,-0.566851,-0.030185,-0.039859,3.6234,3.12604
