DOY2,HR2,WS,U_SIGMA,V_SIGMA,W_SIGMA,RH,PA,T_SONIC,T_SONIC_SIGMA,CO2,H2O,CH4,FC,NEE,H,LE,USTAR,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_A,TS_1_1_1,TS_1_1_2,TS_1_1_3,TS_1_1_A,TS_2_2_1,TS_2_2_2,TS_2_2_3,TS_2_2_4,TS_2_2_5,TS_2_2_6,TS_2_2_A,TS_2_3_1,TS_2_3_2,TS_2_3_3,TS_2_3_4,TS_2_3_5,TS_2_3_6,TS_2_3_A
1,0.25,1.374955,0.065255,0,0,2.14866,99.4025,-27.7994925,0.00638,400.03415,0.01072,325.69089,-8.46581,-8.46581,-37.5199,-8.0536,0,135.686,164.566,0,0,-16.6901,-14.5324,-18.2105,-16.0175,-20.9784,-20.8792,-22.1676,-21.4499,-15.74802,-24.40028,-18.76248,-16.9659,-17.29956,-18.54874,-18.32336,-14.62886,-21.15624,-16.8241,-15.3306,-16.06416,-16.44808,-16.35902
1,0.75,2.05345,0.1020675,0,0,11.46382,99.4376,-27.8311375,0.006655,390.5681,0.0107525,326.819415,-0.6502,-0.6502,-44.006685,-3.96975,0,137.559,165.369,0,0,-16.6829,-14.6507,-18.1208,-15.9861,-20.9773,-20.8899,-22.1646,-21.4491,-15.76884,-24.46224,-18.77926,-16.97982,-17.31838,-18.56328,-18.3301,-14.63508,-21.16556,-16.8404,-15.34722,-16.07088,-16.44372,-16.37106
1,1.25,1.61169,0.07409,0,0,10.771695,99.4773,-27.84014,0.00091,389.4207875,0.0104875,833.13584,-3.4974,-3.4974,-32.20988,-2.5025025,0,138.156,168.905,0,0,-17.0181,-14.5585,-18.181,-15.859,-20.9573,-20.9356,-22.1555,-21.4363,-15.77898,-24.51444,-18.78142,-16.98878,-17.33472,-18.56336,-18.3377,-14.65126,-21.18372,-16.87004,-15.35916,-16.08428,-16.4407,-16.37708
1,1.75,1.21126,0.0822425,0,0,5.015705,99.5215175,-27.82033,0.00383,388.6783875,0.0074425,833.982895,-5.226775,-5.226775,-22.8994,-9.53124,0,136.672,170.518,0,0,-16.7918,-14.3241,-18.0759,-15.9312,-20.9134,-20.9419,-22.1491,-21.4118,-15.78918,-24.56986,-18.78804,-17.00752,-17.34492,-18.57242,-18.33858,-14.6567,-21.21674,-16.8932,-15.36252,-16.0988,-16.4421,-16.38992
1,2.25,1.39606,0.0474,0,0,5.41016,99.52665,-27.6396575,0.004935,402.54908,0.0070825,832.2262,-2.7426,-2.7426,-45.9180925,-21.620475,0,138.185,170.955,0,0,-16.7892,-14.3224,-18.0235,-16.0309,-20.9013,-20.9837,-22.1462,-21.3946,-15.79956,-24.59868,-18.81248,-17.0093,-17.37186,-18.57624,-18.34258,-14.6601,-21.2248,-16.9069,-15.38224,-16.12254,-16.4362,-16.39536
1,2.75,1.102405,0.02784,0,0,9.65619,99.52785,-27.500985,0.00387,400.45153,0.006775,791.6348375,-4.5800125,-4.5800125,-31.53028,-12.180185,0,137.072,170.489,0,0,-16.813,-14.1009,-17.8762,-15.9004,-20.901,-21.0203,-22.1534,-21.3929,-15.82032,-24.6375,-18.84368,-17.03276,-17.39234,-18.59132,-18.34488,-14.68014,-21.23002,-16.93694,-15.39774,-16.12198,-16.43512,-16.4091
1,3.25,1.4868,0.05425,0,0,4.47481,99.50255,-27.48109,0.00314,399.904095,0.00674,295.4787575,-4.6329675,-4.6329675,-38.4412175,-19.2959925,0,137.04,169.847,0,0,-17.2904,-14.7472,-17.977,-16.1532,-20.8964,-21.0443,-22.1825,-21.4087,-15.84058,-24.67218,-18.87784,-17.04124,-17.40486,-18.59942,-18.33494,-14.6852,-21.24162,-16.95556,-15.396,-16.13878,-16.4484,-16.41768
1,3.75,1.225195,0.0681025,0,0,7.96025,99.4595,-27.452695,0.0036,400.7909375,0.0065,293.227845,-4.6859225,-4.6859225,-33.713835,-19.17388,0,138.79,167.704,0,0,-16.9562,-14.5994,-17.7316,-16.055,-20.8948,-21.0765,-22.1695,-21.4076,-15.84848,-24.69732,-18.90388,-17.0528,-17.43084,-18.60298,-18.32812,-14.70148,-21.25046,-16.97724,-15.42002,-16.1473,-16.43482,-16.42786
1,4.25,2.09366,0.06318,0,0,1.51708,99.4508,-27.49561,0.0009075,408.3320325,0.0093875,293.9138275,-3.4059125,-3.4059125,-28.57128,-20.2937025,0,137.227,166.547,0,0,-17.1323,-14.5919,-17.8856,-16.2777,-20.8778,-21.0954,-22.1321,-21.3754,-15.86546,-24.72328,-18.93496,-17.06462,-17.45156,-18.60082,-18.31586,-14.70576,-21.2521,-16.999,-15.42348,-16.15564,-16.43918,-16.43622
1,4.75,1.8851,0.10646,0,0,7.44777,99.4548,-27.0867175,0.00065,404.02985,0.0070225,293.094225,-4.2358975,-4.2358975,-38.2731375,-20.96485,0,138.76,167.786,0,0,-17.2735,-14.4744,-17.7073,-16.227,-20.8857,-21.1126,-22.1332,-21.3772,-15.88886,-24.7305,-18.96396,-17.07162,-17.46342,-18.6038,-18.29492,-14.71982,-21.26128,-17.02664,-15.45164,-16.17102,-16.43728,-16.44302
