DOY2,HR2,FC,LE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,H2O_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,NETRAD
1,0.25,-4.05815877609931,-7.11854653900345,0.0577359327084995,-112.427381791024,-37.9036469911772,0.166829026346232,421.525782581112,3.26756910421124,408.164734104035,6.57069967496687,416.157272492984,7.0070379287437,410.35735588452,6.76713839524915,419.611094435404,8.30159082128488,408.852482147127,6.69567579040536,417.77750185326,7.04863372278839,409.10689158647,6.6965657101006,420.365111923946,7.16639400465522,411.928503544325,6.72073712715345,417.399574183747,6.61766378121929,432.600591934015,8.68626338928494,435.940641445447,5.53074055261628,0.496163064505644,4.46836366896844,0.0617255750661912,0.5275,0.44525,0.331,0.3405,0.211,3.4352925,3.180675,3.1921775,3.2461975,3.14172,2.605555,1.412175,96.174101,31.74,0.3927525,2.56225,2.70325,3.5085,3.528,3.316,0,-4.53875,0.41,-2.8385,-0.96475,252.515,338.2,306.43,329.7775,-0.03,-1.98,-0.27,-0.13,-0.3395,-0.78,-0.25925,-0.2,0.03925,-0.11,4.6906,6.60615,8.8173,2.04515,3.11105,5.7703,7.0745,9.4408,10.104,12.22485,13.00225,15.19955,3.84365,4.9539,7.4522,8.9174,10.4644,11.689,13.146975,14.0501,15.87795,4.4802,5.59665,7.9391,8.90775,10.7872,12.1053,13.5107,14.4084,15.45135,2.60135,3.8578,6.2906,7.42325,8.9922,11.84845,12.68975,14.71295,-12.6205,-20.81455,-90.76825
1,0.75,-4.55660441572968,-13.9659184969354,0.0502844438148495,-92.5142136518292,-24.5353990859761,0.137928375433665,421.285457475941,3.16455577323133,418.044175936182,7.61293949327704,416.214087093054,6.99940805594423,420.235938052732,7.33359235141024,420.223938419947,6.62238614213236,419.582830134935,7.31021013819589,417.542482580716,6.91117531222061,421.546356988392,7.26398419015016,418.146858383899,7.1916363721761,422.880705249265,7.32322075845064,418.096383767549,7.87530159173442,433.779554884617,8.61057485608411,431.441725543608,5.24049848725077,0.47149657527037,3.25459114963497,0.0494804033286292,0.46225,0.48,0.3505,0.26,0.151,3.3863375,3.092025,3.2775675,3.2202,3.00055,2.558425,1.798815,96.1616035,31.64,0.30963,2.27875,2.477,3.237,3.35,2.73275,0,-4.62125,0.6,-2.66,-0.907,252.65,337.09,302.355,329.765,-0.03925,-1.98,-0.26925,-0.13,-0.33,-0.7895,-0.25925,-0.2,0.04,-0.11,4.6116,6.5491,8.7821,1.95135,3.04845,5.69385,7.0308,9.43635,10.08995,12.2244,13.00245,15.19855,3.76265,4.89425,7.4004,8.8917,10.4629,11.69,13.08315,14.05,15.87795,4.39485,5.53,7.8931,8.872,10.78915,12.11285,13.5116,14.4088,15.449525,2.4912,3.7854,6.22705,7.4006,9.0001,11.84845,12.6907,14.7139,-11.54595,-21.165,-91.9575
1,1.25,-2.22332799686204,-15.2855659912786,0.0465552864362588,-61.6452261514523,-37.3674568999943,0.147368012650202,421.553046078687,3.06457307383436,409.96893230598,5.93409343573408,417.607536120749,6.45435188829241,410.594539560064,6.08763479527078,418.393290508068,6.55944749826775,411.029209784245,6.01339662388027,417.079306514483,8.16407540871711,412.431828968968,6.25130613416893,414.835105470813,8.06265580611125,417.153134789769,6.87493261432674,419.535741628229,6.41599459800266,433.817635503013,8.96966188267156,433.595303913018,5.95773189062378,0.667833267455699,3.16550891421062,0.0422706567884953,0.466,0.4815,0.3315,0.2525,0.19,3.40388,3.146275,3.27467,3.23755,2.941585,2.45987,1.45128,96.13570525,30.77,0.2756,2.039,2.218,3.032,3.1085,2.8525,0,-4.67425,0.605,-2.46775,-0.93625,251.4175,335.945,302.755,329.685,-0.03925,-1.98925,-0.26925,-0.12925,-0.33,-0.78,-0.25925,-0.2,0.04,-0.11125,4.52535,6.47825,8.7483,1.821,2.9477,5.61905,6.9861,9.431275,10.0768,12.22385,13.0034,15.19755,3.6143,4.78625,7.34235,8.86305,10.4581,11.6912,13.08315,14.0509,15.87795,4.28425,5.44215,7.8431,8.8382,10.7912,12.1157,13.5116,14.4082,15.448525,2.35985,3.6842,6.16375,7.38005,9.0051,11.8219,12.6907,14.7139,-12.026275,-21.28,-91.404
1,1.75,-2.39750290626323,-23.7091648608954,0.0603293550433919,-48.9476591251761,-21.6611848568642,0.201509554315562,421.555454937986,4.9404770453541,410.339227588204,6.1472903637288,417.504958244706,7.01532355709701,413.246837495709,6.40311964766706,419.84889416157,6.81122654266987,410.62497910513,6.25167307976285,419.432311740273,8.18746144180388,411.689058721028,6.19579907419506,389.663368026316,8.9336752400464,416.321126027547,6.79285091573793,420.919004190624,7.79387246514284,432.764968832452,8.60742794092404,430.496555657364,5.09262902867619,0.583937457343694,3.84229344606251,0.0349033589547376,0.5815,0.59,0.34075,0.27075,0.19025,3.522475,3.17885,3.33971,3.23878,2.560105,2.2843425,1.52592,96.265659,30.79325,0.40358,1.9685,2.2275,2.88,3.06675,2.83,0,-4.61,0.4,-2.799,-0.963,252.21,335.805,301.82,329.36,-0.04,-1.98,-0.2695,-0.13,-0.33,-0.78,-0.26,-0.2,0.04,-0.11,4.444,6.393325,8.71185,1.70265,2.8473,5.542,6.9396,9.4241,10.075025,12.21845,13.004025,15.1941,3.5063,4.687225,7.2596,8.830525,10.455775,11.6926,13.085075,14.0298,15.877925,4.1996,5.36705,7.790225,8.810775,10.778525,12.09935,13.51225,14.4084,15.4476,2.2363,3.579625,6.1024,7.35125,9.001175,11.7978,12.6914,14.713775,-12.102125,-20.519975,-90.704
1,2.25,-0.155077460380876,-71.7265625140871,0.0484293533644414,-65.840434775875,-34.5962291113992,0.1759002378729,421.661762721546,5.02612963619137,410.334739225337,5.57883011319739,420.500584596819,6.19657867316993,411.705490689538,5.97978986562652,420.730082309611,6.34391640631393,411.699042589904,5.89047841315198,420.349802319172,6.59816724657012,413.081537641103,5.9227786768686,416.77037191718,8.30837755663785,415.531838662575,6.30748180080427,420.59207895396,6.5595459531307,433.083434824104,7.82010288693691,433.584516251963,5.41112143931617,0.505899843401522,3.87401435987371,0.0510837549614147,0.5725,0.5215,0.39175,0.3105,0.19,3.43781,3.0502,3.27195,3.16743,2.9499475,2.0362475,1.3478975,96.2817345,31.2635,0.490865,1.9575,1.9495,2.712,2.997,2.69,0,-4.611,0.4025,-2.729,-1.1685,249.2,336.11,301.19,327.02,-0.04,-1.9895,-0.2695,-0.13,-0.33,-0.78,-0.26,-0.2,0.04,-0.12,4.37185,6.3848,8.6775,1.61445,2.763375,5.473925,6.895975,9.415925,10.0769,12.21635,13.004025,15.1922,3.423075,4.612825,7.1864,8.8009,10.452525,11.6948,13.087,14.02895,15.877925,4.125875,5.299525,7.742525,8.798425,10.77855,12.09645,13.51225,14.4081,15.4458,2.125875,3.483975,6.0417,7.330425,8.992375,11.7834,12.6914,14.71385,-12.437275,-18.895625,-89.3855
1,2.75,-1.28575537302495,-13.5108801446643,0.0513450108261736,-50.2905523775012,-29.9042164672355,0.190986841093369,421.25205049978,5.18829254482845,409.442203568525,5.38232140057771,416.920873378627,5.43505445790294,410.372992143424,5.51541230797707,420.073031675551,6.11525384945624,411.101202415821,5.44723355875021,417.6794495835,6.72478034330168,414.161865096407,5.63940352818981,420.640082405066,7.01242613073412,419.907721159703,6.20464578924312,418.58536493974,6.19644979036166,434.15628609229,8.10331319295656,430.882951358572,5.03708973542326,0.776844341868064,5.19962218165267,0.0676551584510697,0.51,0.3525,0.37,0.30125,0.19025,3.93102,4.03645,3.805155,3.51138,2.80058,1.6826175,1.0801275,96.233263,30.9315,0.503415,1.7565,1.7385,2.5515,2.7565,2.409,0,-4.616,0.4025,-2.702,-1.2385,250.22,334.72,302.17,326.84,-0.03,-1.9895,-0.26,-0.13,-0.33,-0.78,-0.2595,-0.2,0.04,-0.11,4.400925,6.3817,8.640975,1.5229,2.681825,5.400375,6.85135,9.416175,10.077925,12.216175,13.004875,15.1912,3.310775,4.519275,7.118375,8.770275,10.4482,11.696,13.088925,14.028025,15.877925,4.030925,5.220725,7.6946,8.7836,10.77865,12.09085,13.507625,14.40745,15.4457,2.024925,3.390925,5.98065,7.3086,8.9842,11.782825,12.692325,14.7147,-11.14675,-21.39685,-90.33025
1,3.25,-1.53617825473862,-33.5337681877488,0.0497830346442311,-86.5853262963481,-44.2376269003356,0.164605305223844,416.774831536216,5.05554848902534,416.615647841514,5.66777490986909,416.555045011667,6.09738903842718,416.473720900595,5.44668278819007,418.608977171617,5.97201962739032,419.174904781342,5.4062087745561,417.976610149506,6.26307674192391,415.903664756819,6.5140825625409,418.578385270525,6.83124651482393,419.020381884625,6.8002122307956,419.727036932096,8.71754325114818,432.954473691432,7.63842449769765,435.470327908623,5.02008042023361,0.643680151025106,4.84941233653027,0.0329092188834283,0.5025,0.4105,0.31075,0.27075,0.18,3.72271,4.0297,3.67973,3.239035,2.5150625,1.6514825,0.623105,96.233078,29.942,0.43108,1.5475,1.7475,2.5535,2.64075,2.373,0,-4.57575,0.3025,-2.805,-1.315,249.435,333.675,303.11,326.95,-0.0395,-1.9895,-0.2595,-0.13,-0.33,-0.78,-0.2595,-0.2,0.039,-0.1115,4.336075,6.33585,8.602125,1.44315,2.60215,5.32875,6.80665,9.414425,10.079025,12.2153,13.004875,15.1914,3.216,4.428275,7.05575,8.738725,10.443875,11.698,13.09085,14.027175,15.87885,3.938925,5.140925,7.6483,8.769075,10.777975,12.08455,13.50095,14.40745,15.444,1.920925,3.300275,5.92225,7.28585,8.97595,11.7824,12.69225,14.7147,-11.31265,-20.94595,-91.40525
1,3.75,-0.463856331374758,-81.0946337395494,0.0638465900418433,-32.4697491465516,-22.5987612890544,0.152678680620029,421.567003405735,5.0565030401336,407.205839570642,5.31640526204582,416.08567329766,5.44653282164606,410.187779082405,5.64987018073467,417.429968450544,5.4273474462187,410.368364125871,5.50864542778038,420.611410961003,6.19727317265602,412.654154339646,5.59554245021964,399.598086986628,7.03265369942292,416.045580523623,6.09041093980833,418.790656788361,5.78394505690867,433.012777356244,7.49012246439948,431.155997505526,4.98727083127869,0.489714162752863,5.41633404563799,0.0402323356366622,0.4105,0.31075,0.33025,0.25075,0.1505,3.492135,3.7586,3.563325,3.63041,2.6889625,1.540955,1.3222,96.2214925,31.197,0.2152775,1.2715,1.5015,2.146,2.41,1.899,0,-4.562,0.4025,-2.964,-1.427,249.7,334.1,299.79,325.04,-0.03,-1.9895,-0.26,-0.13,-0.33,-0.78,-0.25,-0.2,0.03,-0.11,4.25725,6.229075,8.58065,1.388275,2.53575,5.258275,6.762875,9.4126,10.0802,12.2155,13.0058,15.1904,3.103075,4.330275,6.99375,8.7061,10.437625,11.699,13.09185,14.02625,15.877925,3.84575,5.05905,7.60015,8.7547,10.776975,12.0774,13.49945,14.408,15.4446,1.820075,3.210775,5.86515,7.26125,8.9684,11.78205,12.69225,14.71555,-12.48975,-21.2607,-88.585
1,4.25,-4.07549855158238,-31.5645481563366,0.0430936213009034,-62.0699513915227,-33.7680823537986,0.152164301629259,421.671234204578,5.03107691437259,409.032898014984,5.51632077148728,420.798074787611,9.26227263871945,409.799844495998,5.54256147567329,422.159327914292,5.35422138970906,409.642297026089,5.38900429807597,423.2462117725,6.13146960338814,413.82934784503,5.66114462393967,394.477980977067,6.93367674803904,414.575840011935,6.11817636785538,422.874876087824,9.07918766950144,435.766557849624,7.33161107686952,434.980393274811,4.90308099065242,0.584583043855674,5.14211023937922,0.0445779977054187,0.52075,0.513,0.34,0.251,0.1605,3.4815275,3.7554,3.517915,3.116785,2.59223,1.90295,0.833255,96.17071825,29.08,0.2035,1.27125,1.46625,2.2585,2.3965,1.888,0,-4.616,0.5,-2.75625,-1.43075,248.6425,333.245,300.505,324.8875,-0.03,-1.99,-0.27,-0.13,-0.33,-0.78,-0.25925,-0.2,0.04,-0.11,4.15655,6.079,8.5812,1.3457,2.4845,5.1973,6.7213,9.4099,10.080525,12.224,13.00715,15.1906,2.97325,4.23,6.93355,8.67375,10.4332,11.700875,13.08635,14.0256,15.877,3.73375,4.9698,7.56065,8.7426,10.79185,12.0875,13.49935,14.4076,15.4454,1.72045,3.12395,5.815125,7.24705,8.96095,11.7838,12.6934,14.71665,-11.171,-21.5707,-90.9755
1,4.75,-0.809033385538368,-20.9019007101104,0.05680750154098,-58.3296134498345,-32.6371723795728,0.183480613378703,421.607031645368,4.77921178517015,409.349940847843,5.31424565939961,416.424867224395,5.18110738532784,410.87162379216,5.38783199562894,417.527625798063,5.28109533319942,413.089231627111,5.70757289500203,418.282839875444,6.06566603412025,414.309922055933,5.86607533036959,420.440925350222,6.83469979665516,417.408886202109,5.99673923620365,418.625335968056,5.53274895392397,436.213872013965,7.27106907840582,433.886956463919,4.95495292635811,0.512606013368438,5.33336092779683,0.0813242812816117,0.4315,0.44225,0.333,0.302,0.1805,3.2604275,3.532,3.24623,3.251155,2.375925,1.473705,0.39124,96.1379915,28.98,0.2026,1.00375,1.18775,2.11,2.204,1.70625,0,-4.554,0.505,-2.698,-1.3125,248.2275,332.59,300.4725,324.255,-0.03,-1.98925,-0.26925,-0.13,-0.3295,-0.78,-0.24925,-0.2,0.04,-0.11125,4.1082,6.0676,8.5776,1.30755,2.4416,5.13475,6.6794,9.40725,10.081775,12.2241,13.0081,15.1896,2.83125,4.1219,6.87535,8.64005,10.4257,11.701875,13.07975,14.02565,15.87695,3.62605,4.87845,7.51705,8.72845,10.7901,12.08055,13.49845,14.407825,15.4444,1.6508,3.04675,5.76075,7.2245,8.95865,11.785,12.6858,14.7167,-12.8442,-21.65535,-89.66825
