DOY2,HR2,CO2,FC,CH4,FCH4,H,H2O,LE,LW_IN,LW_OUT,NETRAD,PA,RH_2_2_1,RH_2_3_1,TA_2_2_1,TA_2_3_1,TAU,T_SONIC,USTAR,WS,VPD,U_SIGMA,V_SIGMA,W_SIGMA,SW_IN,SW_OUT,TS_1_1_1,TS_1_3_1,NEE
1,0.25,414.8718,-2.8526985,1952.1025,-55.8375,-43.52451,1.6601145,-12.88406,225.771564583333,303.246046833333,-89.1248883333333,100.96685,48.5890269833333,54.4629599333333,-1.84014850083333,-1.17032860541667,-0.507706,0.393950000000018,0.032005,0.3531616,1.906879,0.162429199564125,0.146490869193508,0.0429708845305576,0,0,11.697418875,8.42775830166667,-0.332405
1,0.75,415.2718,-3.701358,1967.71175,-26.245,-37.500575,1.59403625,-9.00391,226.301233416666,302.35665325,-87.3105863333332,100.9485,49.8388821666667,56.0681983333333,-2.12890651333333,-1.4144807375,-0.3615308,0.187250000000023,0.047195,0.2042413,0.738714,0.159180306046555,0.141055419114104,0.0475349248962033,0,0,11.7095421833333,8.43620881416667,-0.704876349999999
1,1.25,416.66985,-1.4590295,1987.525,-25.04,-40.6704125,1.547606,-8.99466625,226.551796333334,301.77983475,-87.74231325,100.9015,53.6533996583333,61.196495975,-1.99039129166666,-1.58575382416666,-0.4443245,0.587750000000017,0.0308625,0.240695,1.835308,0.154345480707129,0.142772540065168,0.0389650966461592,0,0,11.7070749833333,8.44436173166667,-0.1975262
1,1.75,415.947,-2.576764,1952.75425,-21.66,-46.01125,1.58746175,-23.638805,225.214998,300.687448,-87.8535029999999,100.9182,52.3864337,58.5081340666667,-1.83084860666667,-1.53274802333333,-0.45895605,0.71570000000004,0.042245,0.3741838,1.7989325,0.151420508493541,0.139175215951813,0.040633471068469,0,0,11.6929605333333,8.39389890666666,-0.8454232
1,2.25,415.686425,-4.81219725,1954.37125,-22.4225,-47.1143625,1.536044,-27.98219,223.953607,299.042430333333,-87.81587,100.9085,52.8194499666667,57.6804220666667,-1.75148238666667,-1.64192435333333,-0.4491665,0.541625000000006,0.0352125,0.313058875,2.319817,0.149836947202385,0.146540145565353,0.0425010765462078,0,0,11.6859233,8.34229088333333,-1.2268704
1,2.75,416.479775,-2.90058575,1963.27925,-14.3775,-39.1905275,1.46889,-8.313045,223.815460090909,298.727124333333,-87.7670863030302,100.8945,52.6781472333333,57.5007747,-1.83942885666667,-1.70279619666667,-0.48750625,0.44025000000004,0.03549,0.41938155,2.04666,0.145035248373026,0.118323795927718,0.0400106810611787,0,0,11.6781570333333,8.29064141,-0.047635825
1,3.25,416.52455,-3.45881975,1970.24,-24.56,-37.10608,1.396015,-9.09785375,223.772705166666,298.915763833333,-88.2100146666667,100.837,50.9136020666667,55.8682801833333,-1.95346565166666,-1.77716447333333,-0.434771825,0.238175000000005,0.0449475,0.312136375,2.31951,0.187838307484062,0.14117210392911,0.0371262378715932,0,0,11.6545288,8.22178516166667,-2.252729
1,3.75,413.5694,-3.98731775,1961.44125,-37.275,-46.474895,1.363355,-7.25277,222.61336375,299.264166666667,-88.1115754166667,100.823,51.5488891666667,56.6451747916667,-1.84600166041667,-1.54664169583333,-0.3674262,0.378525000000009,0.0509525,0.265568,1.869825,0.179146181662437,0.156708248393428,0.0399639295808104,0,0,11.6379479166667,8.16269602083333,-1.3896425
1,4.25,413.3495,-1.257025,1947.74775,-16.18,-53.780975,1.34876325,-5.8317,221.198120416667,299.319709166667,-88.74356875,100.72,53.1218564166667,57.9008400833333,-2.016151225,-1.71891904375,-0.48904515,-0.0984499999999783,0.038375,0.3154211,1.6612045,0.145712393599001,0.130583894985414,0.0347168119987495,0,0,11.628185,8.112714375,0.05411435
1,4.75,412.1318,-2.4303275,1956.64,-48,-55.57645,1.32714475,-9.127207,219.512791333333,299.192749333333,-87.0230493333334,100.536925,53.6569989333333,58.2911745333333,-2.42039144666667,-2.09272413333333,-0.5308925,-0.425500000000002,0.0366,0.2882655,1.254468625,0.138864390109808,0.151547532151501,0.033906519559618,0,0,11.6104536666667,8.0553008,-1.237849125
