DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,TA,RH
1,0.25,0.1875608,21.2864,35.847545,4.550247,3.945678,0.4152688,7.89876024999999,485.3141,4.8614955,1.618998,1.678158,0.7219978,0.8910874,0.231018,3.1861274,343.02990168,348.8847524025,1.2954,9.428,97.48
1,0.75,0.1720744,12.20274,30.1778625,3.659126,3.79308,0.387065,7.86957799999999,424.0657,4.93216025,1.578738,1.757214,0.7018118,0.454594800000002,0.49332176,3.3305668,343.17142822,348.52209561,1.2904,9.906,97.58
1,1.25,0.2126054,18.4648625,33.394645,2.507916,4.0398605,0.4029528,7.64025600000002,485.6487,4.947053,1.57425525,1.8046385,0.7185714,0.5210958,0.35638502,3.0089406,342.4809664525,347.81990766,1.3058,10.328,97.62
1,1.75,0.162988925,19.48143,40.49164,5.6051,3.969916,0.378745575,7.53490000000002,453.5364,5.0822975,1.70921675,1.799482,0.771077549999999,0.564994824999999,0.39168734,3.1790942,341.2678370125,347.3199549,1.2976,10.506,97.5
1,2.25,0.25605555,19.8074425,30.49453,8.12996100000001,3.67804475,0.4398785,7.33615200000001,440.8473,5.1826975,1.6589185,1.76629575,0.7265931,0.419390949999999,0.5399072,2.8943146,340.64453009,346.49961416,1.3082,10.442,97.54
1,2.75,0.2738141,76.2469499999992,29.9473575,5.87326200000001,3.87069675,0.46523665,7.22561600000001,450.9822,5.2827855,1.6129705,1.7711315,0.696275824999999,0.572281499999997,0.48593424,3.1007292,340.145058415,346.29175696,1.3424,10.248,97.58
1,3.25,0.210379975,30.7170024999999,38.8656,2.506062,4.01141675,0.449505275,7.15460800000001,461.7168,5.3903665,1.626751,1.68578725,0.678699349999999,0.345598449999999,0.51205904,2.7400258,341.441774665,346.44785346,1.2394,10.176,97.52
1,3.75,0.1458153,15.5609875,26.8897875,4.5723075,3.756784,0.42936365,7.05340000000001,581.66925,5.467054,1.500424,1.68015225,0.671704249999999,0.374121075,0.0138351539999999,2.729184,342.614532325,346.1798348,1.2056,9.412,97.64
1,4.25,0.25952895,22.60634,19.8714175,30.13169,3.50603525,0.44959095,6.90921600000001,569.02775,5.727783,1.48529325,1.5793625,0.625136924999999,0.466347249999999,0.0745744739999998,2.8621198,341.158833635,345.64576714,1.2008,8.7072,97.66
1,4.75,0.185470675,25.1534999999999,27.54871,1.616737,3.7040835,0.414428225,6.81747600000001,572.7523,5.7285875,1.580418,1.68336675,0.668955249999999,0.608220124999999,0.13300843,2.8457628,339.91122321,345.46402474,1.2994,8.199,97.68
