DOY2,HR2,CO2,FC,G,H,LE,WS,USTAR,PA,RH,TA,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,T_SONIC,TS_1_1_1,TS_1_2_1,TS_1_3_1,FCH4
1,21.25,438.2195,0.175171,-2.6180168335,-1.74231,0.0791,0.667698,0.0640022,101.458317,95.0163635,4.161402,-12.646907,0,0.38821,316.56357,329.499542,4.372084024,5.21,5.03398,6.63,7.035
1,21.75,446.4125,-0.0308127,-3.048105,-1.05822,0.0336,0.740705,0.067,101.450807,94.675244,4.04669,-11.2686365,0,0.3862105,316.855,329.4145,3.906140376,5.21,5.071299,6.625932,0.0657
1,22.25,446.95,0.0964,-3.19006,-1.96755,0.220035,0.613845,0.071,101.4775,94.780898,4.02001,-9.578695,0,0.4151015,318.0306245,329.0928045,3.77482605,5.2372935,5.088825,6.6304,1.26525
1,22.75,449.6275,0.106312,-3.1534566665,-3.210185,0.341357,0.609658,0.0758316,101.51,94.9171105,4.168719,-9.2871945,0,0.446274,315.49,329.8305,4.305982536,5.24,5.058138,6.630725,3.85
1,23.25,450.38,0.150483,-3.1973816665,-2.65444,-0.112459,0.639606,0.08244195,101.5003905,95.014401,4.2297825,-9.219635,0,0.4054765,314.705,329.731,3.6951,5.22,5.016884,6.64994,1.60295
1,23.75,451.645,0.234419,-3.3265016665,-1.178615,0.28769,0.50861,0.0794,101.5033445,94.87,4.3604245,-7.37,0,0.3792835,316.175659,329.424178,3.617235,5.21,5.049106,6.641425,1.93542
2,0.25,431.541,0.2134615,-4.7094395,-2.96407,0.1961985,0.741602,0.0719736,101.825,94.934181,3.185,-14.713509,0,0.9989505,307.51,326.14,3.12556,6.335125,6.094692,6.964171,2.73
2,0.75,430.779,0.155158,-4.896604,-3.029255,0.411904,0.791695,0.0891,101.8483,95.031387,2.985,-13.7371565,0,1.020024,310.489044,326.1604145,3.063,6.321185,6.1171325,6.958192,5.24
2,1.25,430.8065,0.165217,-5.096667,-4.54893,0.199383,0.778105,0.0803,101.84,95.23,3.005,-12.782197,0,1.0757985,306.8605,325.4851685,2.95744,6.3227475,6.143285,6.961164,2.715
2,1.75,431.929,0.123471,-5.1903433335,-3.95813,0.01301,0.871276,0.0894,101.803558,95.29,2.99,-11.4459385,0,0.945,308.77,325.4195,3.056,6.302946,6.126742,6.9594095,5.48
2,2.25,430.729,0.0867,-5.4653775,-4.169125,0.188241,0.807118,0.0951,101.819468,95.47,2.87984,-10.675,0,0.954393,309.71,324.5335845,2.926,6.289159,6.148037,6.9787965,2.06
2,2.75,431.587,0.165631,-5.4403891665,-3.81229,0.344333,0.6685155,0.0853268,101.8186915,95.63,2.7331,-11.8573,0,1.028235,307.807535,324.4545,2.85623,6.2745785,6.145,6.958044,4.3
2,3.25,430.879,0.122059,-5.3822165,-3.1621,0.351982,0.784408,0.0836,101.825375,95.42,2.4561865,-12.77,0,1.053495,308.1769605,324.58,2.543907384,6.277024,6.129715,6.934921,3.07
2,3.75,431.273,0.1381485,-5.4318531665,-3.88331,0.175923,0.861198,0.08545485,101.8226085,95.491348,2.25,-12.34135,0,0.955,308.7718555,323.054652,2.53955,6.2626165,6.13123,6.945,3.64
2,4.25,431.632,0.1624755,-5.42192,-3.97512,0.4616415,0.849232,0.0926,101.812389,95.465874,2.315,-11.938952,0,0.99,309.67,322.4154315,2.464,6.249053,6.134297,6.9525615,2.815
2,4.75,433.303,0.1360855,-5.497839167,-3.6717,0.3675115,0.863839,0.0892,101.8004595,95.133835,2.3510035,-8.980857,0,0.9141335,309.3510285,322.869,2.4755649,6.2298245,6.11,6.962931,2.47
2,5.25,430.945,0.18046,-5.5009665,-3.3308,0.312686,0.839881,0.0932,101.791794,95.066521,2.355641,-9.495993,0,0.873749,308.93,323.233,2.374,6.20012,6.108275,6.947325,3.55
2,5.75,431.553,0.1800135,-5.521824833,-5.441565,0.245892,0.765548,0.0877,101.797066,95.09,2.15401,-8.875,0,0.9592435,308.621314,321.9345905,2.27183945,6.12,6.085,6.9536865,4.18
2,6.25,431.141,0.110635,-5.5504715,-4.74491,0.2661265,0.862173,0.0934671,101.781776,95.17,2.090291,-8.071134,0,1.000912,308.3669005,321.632,2.293568405,6.111095,6.089205,6.9551775,-0.32945
2,6.75,432.714,0.08599475,-5.603865333,-4.49862,0.0955895,0.732206,0.0975785,101.7737825,95.44,2.2019935,-7.914789,0.001067095,0.9558035,309.598,320.825,2.379315,6.1,6.06922,6.958086,2.845
2,7.25,432.956,0.163488,-5.605724333,-4.70962,0.257873,0.8207535,0.0939561,101.785,95.1390825,2.07365,-5.6372,0.564366,1.18579,310.061279,321.776245,2.28494425,6.03,6.035041,6.94,3.05
2,7.75,433.537,0.17187,-5.615804833,-2.73655,0.375417,0.699083,0.108841,101.8078405,95.27,2.092534,-1.202315,8.46,2.37,309.46,322.017,2.64292505,6.005,6.06956,6.9608065,4.65
2,8.25,434.654,0.0746,-5.563695833,-1.41387,1.261395,0.844158,0.10585,101.805534,94.280556,2.198795,7.47,28.5143655,4.47388,311.770935,324.4413025,2.60412,5.95,6.0406015,6.939733,1.885
2,8.75,435.119,-0.09617345,-5.5042186665,1.966145,2.66015,0.990949,0.114748,101.779091,93.309036,2.705,23.6405625,55.49817,6.465,314.6441955,326.774491,3.261,5.92,6.0243495,6.9382395,4.09
2,9.25,435.18,-0.02874035,-5.325,5.989035,5.46516,1.15011,0.117879,101.785543,91.33,3.442926,50.43354,91.17,10.86115,315.22039,331.4,4.007,5.87731,6.0255435,6.9350825,4.96
2,9.75,431.3655,0.077,-4.7973406665,14.0829,11.00525,1.201475,0.13954,101.814846,89.26,4.194766,85.005,121.147048,14.689629,314.7717505,336.085,4.429135,5.85,6.0046705,6.9306775,4.07
2,10.25,426.854,0.057,-4.2385071665,17.1099,17.12435,1.17127,0.152326,101.835983,85.94,4.86956,109.887869,158.9332735,19.5064595,313.081,340.01,4.852960857,5.839805,6.006025,6.9378395,5.6
2,10.75,425.326,-0.172255,-2.8608323335,24.9565,21.6041,1.4634,0.182532,101.8501405,83.830742,5.4987045,133.341364,190.3007145,21.605182,312.808647,344.855,5.486965,5.846475,6.004815,6.960439,4.61
2,11.25,421.864,-0.271048,-0.594004125,34.1599,24.1089,1.46726,0.1896715,101.847367,82.51,5.923075,146.271795,221.230789,24.3375,309.15,347.1480255,5.97083,5.872758,5.9896165,6.973749,5.08
2,11.75,420.265,-0.176804,1.502973833,31.5642,26.9586,1.667785,0.188861,101.845,79.67981,6.255,145.885626,206.852,23.3806625,311.8517315,350.6456345,6.301645,5.891434,6.023346,6.98165,5.6
2,12.25,418.3405,-0.261209,2.996115,32.2794,29.3985,1.69843,0.192608,101.85916665,77.07,6.5040045,157.99,233.8201065,25.93,310.751251,352.232,6.606,5.933053,6.009293,6.998089,5.795
2,12.75,416.992,-0.215436,4.706245,36.4308,32.2064,1.817,0.191676,101.87333335,75,6.8166865,152.653105,220.24,26.230896,309.854858,354.117,6.61942,5.96533,6.020815,7.005193,3.69
2,13.25,415.349,-0.0608208,5.860302667,38.7249,34.16795,1.95852,0.215015,101.87,75.600533,6.951196,144.19,249.417937,30.8,303.08,355.11,6.789,5.959,6.00393,7.001773,5.205
2,13.75,415.048,-0.152942,6.937985,34.92675,33.1891,1.995325,0.210922,101.865,75.950722,7.015292,149.925926,223.45835,29.67,302.937,356.405,7.038,5.97,6,6.999937,7.98
2,14.25,414.754,-0.140887,7.204197333,31.8353,35.6012,1.914135,0.206776,101.86,74.814484,7.03696,141.89,206.4492875,28.9,302.53,355.759,7.167,5.968952,6.01092,6.987002,5.75
2,14.75,413.0395,-0.141599,8.728786,25.8256,31.2159,1.838285,0.2006395,101.855,74.67,7.1131045,117.3765,200.046223,23.0749935,299.397,354.4726265,7.08604,6.020237,6.019335,7.0266245,6.98
2,15.25,413.9705,-0.078797,9.0492525,22.2606,26.4864,1.987775,0.20534,101.8575,74.493225,7.0997315,84.936287,169.4239735,24.82444,296.860611,353.34,7.042,6.038067,6.03503,7.0139275,6.83
2,15.75,413.5945,-0.0174641,8.6821025,12.3619,20.1517,2.06502,0.210615,101.8591685,76.099362,6.880646,47.8447,121.4111995,17.810606,296.982322,352.2605,7.262,6.1151855,5.998595,7.041688,6.12
2,16.25,414.071,-0.0271,8.21649,3.861155,15.4503,1.978985,0.2038825,101.865,77.282158,6.75,20.28,76.403801,12.48,299.545593,350.126709,7.225259117,6.15033,5.99,7.055662,6.865
2,16.75,413.821,0.0276,7.3099166665,-2.48233,9.630135,1.71952,0.170807,101.865,79.12,6.440916,-0.7675115,38.10948,6.75,299.595,347.244911,6.94005005,6.24,6.07642,7.079249,5.695
2,17.25,412.625,0.048714,6.3171475,-5.5761,3.09764,1.41988,0.1464975,101.863742,81.3165835,5.765,-21.440061,11.214597,2.76695,296.9443995,343.26,6.492,6.3259315,6.079573,7.086101,4.36
2,17.75,413.572,0.096111,4.7125796665,-5.85633,1.36689,1.08303,0.115563,101.8497,83.974432,5.2571945,-32.9649885,0.790592,1.3836225,297.645,339.015,6.022,6.33,6.0706155,7.0462985,4.47
2,18.25,415.413,0.130847,3.1169848335,-4.23257,0.970187,0.94217,0.0929,101.8430495,86.662237,4.605,-37.2086145,0,1.215,296.439276,336.9915,5.747,6.363944,6.063895,7.0255775,4.09
2,18.75,417.719,0.152697,1.433186,-4.376815,0.340325,0.79117,0.07805,101.834984,88.89275,4.33,-36.0408,0,1.24895,297.959913,335.015573,5.131977501,6.35099,6.0545665,7.010162,4.2
2,19.25,422.191,0.109614,-0.6452939665,-3.35996,0.320752,0.722832,0.0802,101.8393165,90.270682,3.895,-37.122643,0,1.255741,294.8422155,331.958,4.769,6.3362095,6.0537325,6.999063,5.21
2,19.75,423.642,0.110529,-1.8455365,-3.60831,0.227393,0.68417,0.07954185,101.834158,91.3437275,3.673326,-33.3729005,0,1.3272135,298.3251285,330.5795,4.412,6.356439,6.0777085,6.9874365,3.005
2,20.25,425.226,0.18678,-2.546481333,-3.58044,0.716528,0.7577005,0.079,101.839432,91.9222925,3.370578,-26.3629015,0,1.2910505,301.278,330.0003715,4.1419503,6.342007,6.054824,6.9748235,5.6
2,20.75,424.937,0.1181435,-3.2875215,-3.650205,0.4240225,0.835439,0.0876,101.8556085,93,3.371853,-27.08,0,1.175,303.4472875,329.16,3.436201927,6.326875,6.029588,6.967493,4.86
2,21.25,429.916,0.1953265,-3.854986,-2.856445,0.540632,0.7882105,0.08585,101.871577,93.374196,3.212049,-22.3844375,0,1.1623355,305.73,328.969351,3.761575,6.3169105,6.02468,6.9819595,5.85
2,21.75,429.873,0.208034,-4.2045565,-3.70095,0.520016,0.7592095,0.0802,101.872833,94.239542,3.312215,-21.8221615,0,1.102435,306.0226685,329.105,3.93383,6.33073,6.045,6.9706975,5.85
2,22.25,432.8945,0.1981795,-4.3352468335,-3.48194,0.3908915,0.762296,0.0796,101.8720995,94.435291,3.294808,-20.702301,0,1.0898575,305.945473,327.6317285,3.600446966,6.358122,6.06,6.977005,4.92
2,22.75,431.391,0.2611185,-4.5377921665,-2.95215,0.506617,0.860219,0.0878327,101.88,94.44595,3.142984,-19.2693885,0,1.075,305.9239135,326.6333245,3.446152677,6.3549255,6.079709,6.96,5.98
2,23.25,432.5,0.157169,-4.6180725,-3.01036,0.416481,0.701885,0.0841,101.87,94.84,3.09,-17.835762,0,1.0654685,309.1605,326.515469,3.259423629,6.3410115,6.115,6.9599645,6.03
2,23.75,432.895,0.205078,-4.7504406665,-3.29668,0.1213525,0.582009,0.08094235,101.8583415,94.807817,2.962455,-16.0785315,0,1.02,308.267334,326.533,3.053490693,6.3540025,6.090863,6.96,3.24
3,0.25,435.093,0.190129,-5.7846161665,-4.82018,0.215876,0.79957,0.08485,101.6561735,94.045,5.17065,-22.3551085,0,1.34388,306.61,335.1063595,5.0806926,8.7215255,8.323097,7.64,6.1
3,0.75,436.866,0.245445,-6.1187325,-3.9298,0.3721115,0.8032775,0.0781769,101.6565345,93.5000345,4.7952695,-22.2327105,0,1.361665,310.515851,333.8435,4.9278119,8.69,8.298757,7.634112,4.56
3,1.25,435.873,0.249313,-6.5921451665,-4.114785,0.270398,0.848617,0.0975204,101.6747905,93.2974905,4.7168165,-21.1695715,0,1.442062,308.7625,334.35874,4.925,8.6560595,8.3179495,7.606869,6.8
3,1.75,437.0695,0.1868525,-6.604809,-4.428965,0.407954,0.76346,0.08415,101.7079435,93.57,4.6336905,-19.1682335,0,1.431848,308.5227665,334.3574445,4.928289402,8.657461,8.3168345,7.6389,5.57
3,2.25,434.3225,0.253998,-7.1469506665,-4.635135,0.263265,0.770204,0.0872,101.7108495,94.141342,4.6827745,-17.5367985,0,1.41925,309.8332365,333.9130595,4.985,8.6091095,8.325672,7.6430755,4.455
3,2.75,434.839,0.188915,-7.0556,-3.22897,0.1672475,0.727369,0.07835,101.7055285,94.3447105,4.4377,-16.614929,0,1.3438395,313.3,333.8645,4.617444167,8.5611065,8.287995,7.612244,6.59
3,3.25,436.543,0.1618985,-7.412107,-4.40806,0.238588,0.800417,0.0871872,101.7074735,95.0657715,4.256565,-16.919076,0,1.31417,314.403,332.3835,4.399525,8.5472515,8.27385,7.6365045,3.72
3,3.75,434.867,0.17737,-7.6040501665,-4.60605,0.0925,0.807632,0.08329215,101.7175985,94.6584435,4.1894655,-16.1857,0,1.238445,311.127579,331.540799,4.464,8.534394,8.258715,7.637948,7.02
3,4.25,435.135,0.14385,-7.8119915,-4.35246,0.427887,0.915284,0.0893926,101.7375,94.9255355,4.029405,-15.521353,0,1.2471825,312.1911775,331.955104,4.337,8.482415,8.2472765,7.6453965,7.1
3,4.75,434.9405,0.2113935,-7.8091418335,-4.383745,0.2738125,0.825235,0.0884,101.735,94.835,4.171087,-14.369433,0,1.23,312.8311045,331.9673385,4.181285,8.427198,8.219636,7.6536325,5.295
3,5.25,438.5205,0.187628,-8.031025,-4.41486,0.133339,0.7781825,0.0791,101.7430575,94.155,3.932322,-14.0902265,0,1.256575,312.8539125,332.0598925,4.1055,8.4012535,8.206022,7.654039,5.85
3,5.75,440.4075,0.23418,-7.9679733335,-4.57181,0.281062,0.708143,0.0758,101.722042,94.372329,3.762057,-13.5725,0.00428157,1.302955,312.8057545,330.569681,3.719,8.379555,8.180722,7.656061,6.775
3,6.25,443.928,0.2344235,-7.9860861665,-3.4359,0.250262,0.716974,0.0764,101.7158155,94.309542,4.054074,-10.645189,0.366363,1.443865,312.5811785,330.6645,3.995469653,8.3532675,8.16245,7.664861,5.19
3,6.75,444.058,0.2270365,-8.1339978335,-2.831985,0.567317,0.639924,0.08165,101.72,93.22,4.4311535,-3.71328,8.0854525,2.06205,313.753107,332.6828095,4.38271,8.3136605,8.125887,7.642497,5.71
3,7.25,441.745,0.212072,-7.881089,-2.2358,1.246855,0.843692,0.0952,101.7775,93.155,5.012195,8.385331,33.62329,3.96452,315.4135,336.3072215,4.873864923,8.2761095,8.09638,7.6329525,7.05
3,7.75,441.629,0.0626,-7.558333,1.71654,2.42958,0.88252,0.107092,101.8,92.775,5.7757385,32.030465,60.55355,6.8261195,316.688934,340.681788,5.63046,8.1972185,8.084422,7.633398,6.03
3,8.25,439.481,0.0594,-6.8196495,6.38116,4.920075,1.1287,0.125867,101.815,89.73179,6.173291,70.2510355,111.5672495,10.9487375,316.2380755,343.3820365,5.99052,8.125161,8.06118,7.6351575,4.68
3,8.75,439.062,-0.103627,-6.213675,15.0863,16.45275,1.221525,0.140377,101.807359,85.5417175,6.846475,103.334,153.58,15.75259,313.2,348.655,6.5492474765,8.104529,8.03423,7.6691385,5.34
3,9.25,433.949,-0.0504005,-4.3870068335,25.36455,23.96155,1.591485,0.1613375,101.840166,82.33325,7.3675715,143.87,208.927728,18.8049,314.805,351.674,7.1973693225,8.1024875,8.045,7.712682,5.975
3,9.75,428.811,-0.180998,-2.0501125,46.288,33.1839,1.548265,0.172758,101.8561655,81.23,7.65,186.735,264.3759155,22.59645,314.113796,355.635,7.772,8.160599,8.055,7.746218,4.065
3,10.25,422.7255,-0.344754,0.20333335,55.2578,39.6392,1.747865,0.1875565,101.8504525,78.967613,8.15,251.6035,331.3049345,29.9531,310.974059,360.489842,8.22447,8.167619,8.0621975,7.7674075,4.205
3,10.75,421.043,-0.34408,3.8479933335,61.44485,44.76015,1.802145,0.20125,101.8408245,76.9000645,8.330652,253.3025035,340.275,31.853156,312.7055,363.708,8.753099221,8.148799,8.07908,7.745,3.56
3,11.25,419.2005,-0.342313,7.3616435,69.6606,51.86605,1.96275,0.212566,101.825,76.84,8.77699,258.117,337.8005,31.938,317.7,365.25,9.079649278,8.095,8.0466945,7.72,4.21
3,11.75,417.274,-0.361465,11.1925,72.8863,54.3311,2.172215,0.2225995,101.806123,74.46,9.062575,279.1562185,374.3356475,35.02,315.73273,366.662,9.33481,8.055,8.05121,7.744605,3.6
3,12.25,416.135,-0.293205,14.221828665,82.6401,64.0481,2.056155,0.220691,101.8003485,74.1692615,9.194745,296.7735,396.010529,38.562065,313.245473,371.0245,9.519735,8.08,8.0557035,7.748538,4.59
3,12.75,415.556,-0.320139,17.34333,81.7492,69.25185,2.16242,0.22263,101.792391,73.2891545,9.5227275,339.2479145,461.3378245,46.2072575,312.303465,374.5135,9.972871132,8.095,8.0550285,7.74,4.51
3,13.25,416.146,-0.3482695,19.703158335,84.2808,71.2218,2.20498,0.238416,101.7757415,71.23,9.53,305.6056705,410.485962,40.495,312.79,376.3834185,10.075,8.156978,8.07,7.752491,3.3
3,13.75,415.713,-0.258255,21.925333335,83.8289,75.1247,2.28861,0.2268455,101.748909,70.19,9.565532,303.616666,422.9527095,40.558935,307.711204,378.167363,10.32227425,8.174372,8.04,7.779455,4.65
3,14.25,415.668,-0.1591025,23.634991,77.91305,73.81695,2.27061,0.2343545,101.7122085,68.79,9.6886235,274.655,375.79,35.6870285,307.94,376.8845,10.6404,8.20904,8.064585,7.75,5.95
3,14.75,415.718,-0.214954,23.61595,65.2671,70.19965,2.33073,0.2425165,101.6943575,68.594879,9.782579,224.212899,336.791941,33.9560835,307.8141115,375.016266,10.6092,8.332995,8.08,7.750776,5.025
3,15.25,415.016,-0.113835,22.926665,56.79835,64.3683,2.261905,0.224318,101.6796505,69.391844,9.787981,212.3505495,323.53,31.357824,310.8235,372.2115,10.4338809,8.369835,8.09555,7.76,5.18
