DOY2,HR2,TAU,H,LE,FC,CO2,H2O,T_SONIC,PA,VPD,WS,USTAR,TS_1_1_1,TS_1_2_1,TS_1_3_1,G_1_1_1,G_2_1_1,PPFD_IN,RH,TA,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,-0.0429,-23.61025,-0.649386,1.09004,426.100025050615,7.19362,6.07699999999999,101.886,0.629771,1.04762783510956,0.0432406,6.9075,9.2175,9.305,-35.9975,-47.9525,0,83.575,5.5185,-2.0985,0.706,278.5225,329.28
1,0.75,-0.0481659025,-30.9367,-1.35161225,1.00513961000668,425.21675,6.37181,5.877,101.9645,0.644993,0.989526150008933,0.0494861380629208,6.794,9.145,9.3275,-35.7175,-48.5275,0,82.725,5.41125,-2.0925,0.5165,272.4975,327.6825
1,1.25,-0.05124615325,-32.9667775547687,-1.4695224107841,1.234175,426.691379513959,6.549125,5.689,101.75875,0.592775914105878,1.12532596723644,0.0541675712694569,6.579,9.025,9.3425,-36.24,-48.6125,0,83.6,4.7455,-2.04375,0.61325,277.475,327.9575
1,1.75,-0.0624222395,-34.2509668783721,-0.2774445,1.11297,426.996716405688,6.17748176059238,5.35050000000001,101.7555,0.641574407706054,1.12121682887799,0.0596265,6.3245,8.8925,9.36,-36.8375,-51.3875,0,84.3,4.47475,-2.00325,0.55175,279.4375,328.0225
1,2.25,-0.0692983,-30.034675,-0.972109,1.520515,427.5335,5.88166,4.98125000000003,101.772,0.62463,0.988936850686254,0.05480925,6.1965,8.84,9.36,-36.8375,-48.6925,0,84.925,4.409,-1.99,0.44775,283.635,327.1525
1,2.75,-0.08825,-25.136,0.503055327721005,0.9735305,427.075942827416,6.0356857493826,4.42997446823103,101.7835,0.560829,1.06946702182184,0.0472845668399169,6.03275,8.79,9.36,-37.3725,-48.615,0,84.525,3.94975,-2.0295,0.7025,282.92,325.4025
1,3.25,-0.071075,-28.7731124647824,-0.766794,0.647207,426.051,5.8862025,4.42137928623603,101.78975,0.541026,1.06159104856872,0.053759475,5.9205,8.6775,9.3625,-37.3725,-48.615,0,82.525,3.80775,-2.0395,0.60375,290.7425,326.2375
1,3.75,-0.059326654,-30.3040414505885,-0.355978070098375,1.0208092223107,426.5585,5.5108825,4.21039760928601,101.873,0.57306075,1.00347,0.058797,5.81325,8.545,9.375,-38.39,-48.545,0,83.175,3.641,-1.90575,0.58775,296.8125,326.5925
1,4.25,-0.0374222885,-24.5713146313784,-1.63267425540261,0.5025035,427.93725,5.6958625,4.27225000000004,101.87225,0.541743472564821,0.861937819687605,0.058400725,5.62225,8.4225,9.3775,-36.515,-48.5275,0,83.825,3.6065,-1.87075,0.6465,294.59,325.555
1,4.75,-0.039325,-23.7351564499225,-2.21583,1.407455,427.901,5.39068,4.09583748594902,101.7995,0.61306576688202,0.937553131369718,0.0457462460969194,5.45625,8.3025,9.3825,-36.515,-47.765,0,84.125,3.47325,-1.971,0.6155,296.94,323.2175
1,5.25,-0.036773222,-20.457738548302,-0.0632028573224708,1.12291,429.256731571199,5.1353975,4.03050000000002,101.8115,0.631513045628273,0.8628485,0.053545808295978,5.3135,8.1775,9.385,-35.7175,-47.755,0,84.075,3.289,-1.83725,0.494,295.95,323.85
1,5.75,-0.0536117,-22.8756,0.927730487945615,1.243715,431.227,5.3750590390779,3.68,101.882,0.778978357239195,1.03593,0.0545,5.24325,8.09,9.38,-35.79,-46.765,0,84.825,3.062,-1.96675,0.6175,298.1225,323.485
