DOY2,HR2,USTAR,H,SH,V_SIGMA,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_4_2,H2O_1_4_2,CO2_1_5_2,H2O_1_5_2,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.471046859752469,-2.0042601252928,1.37791976485955,0.803734126456069,433.139704235144,12.5456959766882,437.76356348202,435.685318996819,12.5484961685664,435.894295811366,439.717706796704,12.6046389576271,445.081782116014,10.8094167691386,457.227910621633,12.6520005949724,461.804858782897,12.8954982368068,463.776465268414,2.64747833214715,13.5191230691755,0.261906256844512,2.325,1.745,0.985,0.45,0.3025,12.7955,11.233,12.859975,12.89325,12.4973,12.2038,12.4527,102.5409025,86.1,3.4251,13.13,11.5075,13.815,12.425,12.765,1.7,-0.6625,3,1.1525,363.925,381.7,365.1,372,0.065,0.04,0.0175,0,0.02,-0.1,0.52,0.14,0.265,0.15,12.4585,12.591,12.717,13.15575,13.12575,13.87675,15.476,16.22275,16.7315,12.032,11.9495,12.45025,12.64775,12.9625,14.07275,14.874,15.60075,16.31025,12.7735,12.9735,13.3445,13.33875,14.784,15.5405,16.0875,16.75375,12.3855,12.63625,12.93475,13.2255,13.27625,15.34875,16.08625,16.38325,12.91175,12.9095,13.1505,13.6705,13.73525,15.77225,16.747,16.7065,0.40275,0.3615,-1.774,-6.4875
1,0.75,0.468770207979008,-1.39103188313132,-2.6006055872698,0.777705997100858,436.538014599096,12.9978910728657,436.484064349359,436.561436663677,13.0519199092404,434.65217476163,439.867543790481,12.5449734942444,448.707818060843,10.3317286257342,459.577877736282,12.9497115034261,465.133078828419,12.7585848398823,461.468687365611,2.56712560446027,13.4262963930487,0.281611094378251,2.3,1.6775,0.9775,0.4125,0.3125,12.68115,11.331,12.698,12.6578,12.5122,12.132,12.2021,102.5284675,90.6225,3.1848,12.9025,11.17,13.6475,12.0575,12.64,1.6,-0.6575,3,1.16,366,380.825,364.6,372.4,0.06,0.04,0.0125,0,0.02,-0.1,0.51,0.14,0.27,0.15,12.439,12.55875,12.7115,13.1465,13.125,13.8725,15.47675,16.22275,16.72625,11.981,11.95275,12.401,12.6355,12.94825,14.071,14.872,15.60125,16.311,12.77075,12.92875,13.352,13.34075,14.78775,15.5405,16.092,16.75225,12.34075,12.64525,12.91325,13.2115,13.2845,15.349,16.08575,16.3835,12.89575,12.89225,13.1505,13.6865,13.73575,15.78,16.7455,16.706,-0.4775,-1.493,-1.6295,-5.705
1,1.25,0.466038914004013,-0.904774207702432,-3.09897144192616,0.849720872746102,440.005166750349,12.9821529513975,437.654099414845,439.523405711975,12.9095240386624,437.134877881979,440.477561408212,13.4361440394771,447.040794249543,9.87769798054481,458.517787473347,13.005044500555,464.471933754203,13.2072407899147,467.290037425868,2.76194696370566,13.3001689417577,0.27401714963955,2.46,1.7275,1.005,0.43,0.3025,12.645,11.2655,12.48355,12.40535,11.8313,11.7214,11.9762,102.5484625,89.75,3.12445,12.5975,11.3875,13.58,12.1025,12.77,1.5,-0.655,3,1.135,366.55,378.825,364.5,372.2,0.0625,0.03,0.0125,0,0.02,-0.1,0.48,0.14,0.265,0.14,12.375,12.534,12.70275,13.13775,13.123,13.86825,15.47875,16.22275,16.725,11.949,11.94925,12.319,12.621,12.93025,14.07,14.87,15.601,16.311,12.764,12.88625,13.35925,13.333,14.7925,15.541,16.09175,16.75125,12.3105,12.63075,12.873,13.1735,13.28825,15.347,16.08625,16.38275,12.87125,12.8795,13.1375,13.70325,13.74375,15.781,16.7445,16.706,-0.3845,-1.2785,-1.151,-7.855
1,1.75,0.490229489242773,-1.03789751833644,0.876079108657198,0.816744682874437,439.573167191759,12.3749641655495,439.866974421121,440.52184270544,12.6891986772805,438.807333112078,443.367505113647,12.4048876492333,449.031114211559,9.32262360753538,463.011899156699,12.6335199286418,468.061365064587,12.8907180168924,463.850086584671,2.61975124201713,13.0070179852888,0.239756324145752,2.225,1.6375,0.895,0.4225,0.31,12.50695,11.27325,12.41225,12.4351,11.6805,11.5581,11.9533,102.525545,92.8175,2.932775,12.575,11.09,13.4825,12.04,12.755,1.6,-0.725,3,1.1125,365.65,378.5,364.5,371.2,0.07,0.03,0.0175,0,0.02,-0.1,0.46,0.135,0.26,0.15,12.34175,12.5015,12.69,13.1265,13.12125,13.8645,15.47875,16.223,16.72425,11.934,11.9385,12.32025,12.608,12.8815,14.06875,14.8675,15.5985,16.30925,12.7355,12.85275,13.36225,13.33225,14.79625,15.54225,16.091,16.75025,12.27775,12.5935,12.8645,13.15175,13.2835,15.34575,16.08625,16.382,12.84275,12.8695,13.134,13.70125,13.73075,15.782,16.744,16.706,-1.068,-1.664,-2.004,-8.145
1,2.25,0.484782566103892,-1.56213531687741,4.42654938774082,0.8183915551671,437.49436244566,12.1337168750179,439.708200030928,440.024854011055,12.0990642328491,438.769712696486,442.679648977459,12.3087045335868,448.032685416775,9.10982337189905,463.295307915021,12.2300413800719,470.381117251874,12.7673342801594,463.512004578076,2.85467539305658,12.8216858260271,0.251671382230436,2.435,1.8325,0.9625,0.445,0.33,12.3439,11.12,12.24375,12.1627,11.731,11.5874,11.9215,102.5314,90.515,2.83965,12.505,11.38,13.295,12.0875,12.375,1.6,-0.62,3,1.13,366.1,378.325,364.5,371.9,0.065,0.04,0.015,0,0.02,-0.1,0.4675,0.14,0.265,0.15,12.312,12.47225,12.6865,13.11525,13.11775,13.86075,15.4795,16.2215,16.72275,11.914,11.9295,12.34025,12.59475,12.86975,14.0675,14.86475,15.596,16.30575,12.69,12.84775,13.36,13.339,14.80025,15.5425,16.09,16.75,12.2445,12.5915,12.873,13.17225,13.28175,15.345,16.087,16.38075,12.81175,12.85775,13.136,13.692,13.71725,15.783,16.7425,16.7055,-3.357,-4.267,-4.31575,-7.355
1,2.75,0.510357937498022,-2.90833781890761,1.23668281844988,0.868008314608407,440.053852610023,11.296358551812,442.79440690625,440.719406996096,11.2847525953911,438.851384645227,441.763125394656,11.3364636512309,450.474776641018,9.75512622338793,465.763210050323,11.3752958585723,470.508951935648,11.6284414283399,467.744702582524,2.8797241463389,12.5928646955139,0.273659061037379,2.495,1.875,0.99,0.48,0.295,12.036775,10.86375,11.9806,12.0032,11.732975,11.80665,11.848325,102.5416875,90.85,2.806575,12.4675,11.23,13.0325,12.18,12.25,1.6,-0.78,3,1.14,365.15,378.45,364.2,371.9,0.07,0.04,0.085,0,0.02,-0.1,0.4625,0.14,0.275,0.14,12.304,12.4895,12.6855,13.1095,13.114,13.9005,15.482,16.2215,16.73,11.90575,11.9245,12.33175,12.57975,12.87025,14.0655,14.874,15.601,16.3065,12.698,12.8405,13.3695,13.34525,14.80325,15.54175,16.0935,16.749,12.2295,12.59125,12.86675,13.16,13.28,15.345,16.08725,16.38075,12.809,12.913,13.13675,13.67875,13.7035,15.784,16.74375,16.70475,-3.94375,-4.7365,-4.33775,-7.2
1,3.25,0.4811690891712,-2.19698764289463,-1.76254828374486,0.884980537530232,443.511770654745,11.6860855785112,441.89538308968,445.459567907175,11.6744582477864,441.26128989814,445.733074127123,11.7277925677887,452.580331782427,9.55108415553586,466.543748875439,11.7284606942368,468.421462798409,11.9472694152502,462.640925128291,2.93112949859272,11.746164017019,0.268026299851397,2.64,1.9375,1.04,0.4325,0.2925,11.83865,10.487,11.79435,11.6605,11.45935,11.7847,11.679,102.54806,91.8925,2.713125,12.3925,11.0925,12.895,12.34,12.335,1.6,-0.835,3,1.11,361.95,377.175,365.6,371.9,0.07,0.04,0.0225,0,0.02,-0.1,0.4625,0.14,0.275,0.15,12.25,12.4065,12.68525,13.1075,13.11125,13.85275,15.48125,16.22175,16.7205,11.8725,11.912,12.29975,12.6555,12.87375,14.06475,14.89025,15.60125,16.30825,12.70825,12.83675,13.365,13.352,14.807,15.542,16.08975,16.74875,12.17575,12.60175,12.85675,13.1375,13.273,15.34075,16.0865,16.38,12.79375,12.84225,13.1355,13.6695,13.69025,15.7845,16.741,16.70475,-4.141,-4.71825,-5.182,-6.49
1,3.75,0.450525490338935,-2.84507459470559,3.19626489653011,0.799111632248993,443.215473574677,11.7489654519077,445.971311266761,444.271316631692,11.7208103023087,446.880900798559,448.455818782584,11.7911813321154,454.307015049067,9.52244402462772,465.962137955671,11.8869656511683,468.340791340675,12.1098585281903,468.877253156757,2.74565825234789,11.4985835943444,0.235949993426747,2.5,1.8175,0.98,0.415,0.29,11.57895,10.27375,11.54875,11.5351,11.33475,11.3997,11.5516,102.52426,92.92,2.6814,12.1275,11.18,12.7475,12.2025,12.13,1.6,-0.7525,3,1.1675,366.275,375.125,364.7,370,0.07,0.04,0.0175,0,0.02,-0.1,0.4725,0.135,0.275,0.1475,12.22575,12.355,12.68475,13.10525,13.108,13.84925,15.47975,16.22175,16.71975,11.84425,11.862,12.27,12.70675,12.8975,14.0635,14.89625,15.5935,16.31,12.718,12.8245,13.40975,13.3755,14.81025,15.5415,16.0895,16.74775,12.149,12.6135,12.84975,13.07125,13.34975,15.33975,16.076,16.3795,12.75225,12.83925,13.1345,13.664,13.6715,15.787,16.7405,16.704,-1.84975,-1.455,-2.2935,-6.29
1,4.25,0.507282926286239,-3.35851242028387,0.72045920421478,0.856496895049203,444.966150204159,11.8890623776457,443.412415477187,445.732889271165,11.8478187869866,440.366969700634,449.082477169864,11.7694644538177,455.909036595937,9.46605366130165,465.607783416608,12.0644774408407,473.180186234854,12.1239237269857,468.528532712893,2.87287093618722,11.1916683826426,0.250356030877924,2.46,1.78,1.015,0.47,0.305,11.19755,10.22725,11.238,11.2991,10.9582,11.3283,11.337,102.5143,93.375,2.4366,11.9025,11.085,12.5325,12.085,12.075,1.6,-0.54,3,1.1425,363.125,374.125,364.3,367.5,0.0625,0.0425,0.0125,0,0.02,-0.1,0.4775,0.135,0.275,0.14,12.195,12.2935,12.6715,13.102,13.1045,13.8455,15.4785,16.221,16.70575,11.83725,11.78025,12.254,12.685,12.9235,14.0605,14.89475,15.5935,16.3145,12.71675,12.8135,13.42225,13.39625,14.81425,15.541,16.0885,16.74775,12.1535,12.601,12.8435,13.0505,13.306,15.33925,16.07625,16.37575,12.73025,12.83575,13.13125,13.66,13.65375,15.7865,16.74,16.704,-4.166,-4.6805,-5.485,-5.2675
1,4.75,0.438984050162018,-0.459552436078279,1.66202888642362,0.794883611410671,446.485881452849,11.8455018004328,448.548376936189,446.268767187316,11.8656733812371,446.107501875,449.090422749003,11.8685096705459,454.524674104157,9.28749253543663,469.089994845064,11.9840350674859,473.721457854752,12.1094341001148,475.868810235139,2.82326173338895,10.9124990934965,0.222570161332348,2.435,1.75,1.005,0.45,0.29,10.94945,9.905,10.91375,11.0273,10.64495,11.35,10.891,102.5295175,93.425,2.25895,11.715,10.935,12.3375,12.03,11.87,1.6,-0.59,3,1.1175,363.9,372.975,362.8,367.5,0.07,0.04,0.01,0.0075,0.02,-0.1,0.4725,0.13,0.28,0.14,12.1615,12.20475,12.65575,13.10175,13.1375,13.84275,15.4785,16.22,16.71775,11.8815,11.791,12.2535,12.66325,12.93925,14.13075,14.89475,15.59425,16.2965,12.68225,12.80925,13.419,13.39225,14.81725,15.53925,16.08925,16.7475,12.17375,12.54825,12.83425,13.0385,13.25775,15.3375,16.07625,16.37575,12.71575,12.83225,13.12025,13.6555,13.6485,15.78575,16.739,16.704,-1.789,-1.94575,-2.8995,-5.495
