DOY2,HR2,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,5.52033033428704,2.08840912389063,42.9813753387545,8.17235610893439,0.7855761849119,49.2668582453705,6.8732678604957,2.27910770251677,439.565603082819,12.578218830444,441.181743510453,11.5695031616388,440.496696829475,444.917283906846,11.6365025301012,439.775978648217,447.649450120505,11.9127473770019,444.883141540835,457.335602333102,12.6168312105879,455.546962563038,479.853609598135,12.3575774049605,481.047442972441,4.47073282306829,11.7000055907652,1.02058336419439,3.876,3.29875,1.802,0.603,10.270965,9.973975,10.25871,10.16154,9.876115,8.4610475,98.77688075,99.4,4.2154,9.6355,9.585,9.52825,9.508,3.1,0.33,4.5,1.9245,364.47,362.805,372.815,359.92,0.1405,30.7625,6.815,0.29675,0.392249999999999,0.2905,0.17,0.07,0.16,7.1683,7.26215,7.0355,7.163275,7.452375,7.433725,8.16335,9.86775,7.4587,6.93015,6.93195,6.76935,6.777475,7.615825,8.08325,9.074,7.41105,7.54605,6.848825,6.82365,6.85615,6.823425,7.1884,8.728675,9.3308,7.337625,7.268925,6.9622,7.00545,6.75685,6.952175,7.227675,7.945775,8.8126,7.5674,7.58245,7.291075,7.102375,7.585475,8.33,9.015325,9.63755,2.721525,4.196,3.468725,11.5185
1,0.75,14.4392386503748,2.59258554866207,46.6935550929567,10.0637494159877,0.821637300354004,8.90904566391068,10.7092268339175,2.27261264317444,445.84435592742,12.9580535596642,442.104348246431,11.6620743225952,438.443372665523,444.791498324287,11.638423331932,442.82456790487,448.465662216252,11.6337132728401,445.043961987268,455.764347465213,12.7665510505484,454.630846335431,478.689295453162,12.4335266232006,474.467183160505,4.01593232809047,11.1232917207957,1.29351357844083,3.99825,3.355,1.6465,0.533,9.9309075,9.5266,9.8677175,9.7014,9.642655,8.35405,98.7726315,99.626,4.29532999999999,9.62,9.5715,9.643,9.52325,3,-0.0965000000000001,4.5,2.081,365.9075,361.7675,373.4225,360.0075,0.14075,31.18075,6.94,0.28675,0.383,0.29075,0.17,0.07,0.16,7.173975,7.250375,7.025525,7.1683,7.453225,7.4332,8.15815,9.8675,7.44445,6.92685,6.9375,6.7721,6.776125,7.61475,8.082025,9.074075,7.401225,7.556175,6.84435,6.828025,6.85995,6.82085,7.19505,8.7225,9.329775,7.3101,7.26365,6.943375,7.00995,6.758975,6.9511,7.2266,7.945,8.812825,7.550475,7.5858,7.28625,7.110075,7.574525,8.329575,9.0144,9.637825,5.70394999999998,4.0165,3.3108,11.3375
1,1.25,16.0490108355974,2.21161929758315,117.273722875762,7.23121113823665,0.791131223296476,21.0394041786194,13.8366293747809,1.94556730451926,427.796673813267,13.1306325155632,441.96979096992,11.2931381902,442.719360965405,443.4695248823,11.2942951669833,445.226917138733,450.298998015739,11.3561829941478,448.058930130791,453.370303781611,11.9023153279325,450.332359976209,474.645471648844,11.6500488696233,474.509276439622,4.24472017440598,11.0406525042217,1.31808714265997,3.691,3.09,1.8705,0.552,9.85959,9.451375,9.73654,9.6029875,9.26277,8.54123,98.763007,99.4575,3.95846499999999,9.72875,9.619,9.668,9.494,3.33,0.14625,4.61,2.284,366.61,362.13,372.52,359.84,0.142,30.918,6.86375,0.28,0.39525,0.291,0.16,0.07,0.17,7.1129,7.2221,6.9959,7.0991,7.4482,7.43315,8.1534,9.867525,7.4012,6.8791,6.8445,6.7749,6.774775,7.6149,8.081025,9.0741,7.2627,7.4756,6.6957,6.7827,6.86275,6.81875,7.1958,8.7192,9.3288,7.2152,7.1511,6.7031,6.9351,6.6557,6.9509,7.2267,7.944,8.8122,7.5159,7.4508,7.25,7.1045,7.5687,8.3301,9.0142,9.6381,3.64455,4.2657,2.787,11.055
1,1.75,7.71085455530457,2.39348773255816,53.8202774675463,3.825394214611,0.766296319322336,2.17464181202214,10.2220393369985,1.92282454676116,428.350736648401,13.0615789416762,442.652350178195,11.5003927034368,446.016930897839,448.537057186343,11.5494306335886,443.069183809435,450.168259027964,11.5418568869426,447.025732322162,458.794353844435,11.9117742603706,456.634487091341,479.404068572825,11.6717001715608,478.331391549875,4.44398056737144,11.36781417156,1.23989524669286,3.707,3.15925,1.7705,0.551,9.99529,10.091375,9.86627,9.85495,9.72966,8.94499,98.737083,99.4715,4.08984,9.8685,9.725,9.737,9.566,3,0.264749999999999,4.5,2.685,369.2,363.12,373.83,359.88,0.141,28.538,6.914,0.28,0.40675,0.281,0.178,0.071,0.161,7.1482,7.2321,6.9928,7.1033,7.4289,7.4321,8.15245,9.866525,7.406,6.8706,6.8486,6.7778,6.773425,7.6138,8.0798,9.0731,7.3484,7.5072,6.6533,6.7751,6.865825,6.816175,7.1948,8.7162,9.3279,7.2119,7.1516,6.7075,6.9312,6.6535,6.9498,7.2256,7.943,8.8121,7.5191,7.4805,7.2464,7.1025,7.5698,8.3292,9.0132,9.6371,3.9095,4.054775,2.704,11.286
1,2.25,8.96562472250821,2.92189412524267,33.7247166146454,5.20411175327178,0.660815229501007,18.4020191205356,7.63101871707874,1.82447634679823,456.049136881412,13.3461905965037,444.413013450627,11.5561276914477,444.248686769138,446.241772437913,11.5909119291495,449.560096657655,448.347838932767,11.6265975470507,448.546143216489,456.08447292035,12.0364129428737,451.900392654833,476.661947690037,11.7470768043978,471.604527997059,4.12880831285098,11.0244771433945,1.47319150396881,3.63,3.079,1.53125,0.522,9.8031,9.6759,9.86081,9.842795,9.29022,8.95196,98.775893,99.509,4.07432,9.94625,9.785,9.77,9.622,3.1,0.045,4.5,2.561,366.21,363.63,374.45,360.31,0.13,28.877,7.09,0.29,0.39075,0.28,0.161,0.07,0.17,7.1799,7.2425,6.9881,7.1047,7.4241,7.431525,8.15335,9.8658,7.4616,6.8644,6.8498,6.7803,6.7732,7.6127,8.079575,9.0721,7.4112,7.5383,6.6326,6.77,6.868625,6.8136,7.199875,8.7265,9.3269,7.219,7.1658,6.7143,6.9263,6.6514,6.9488,7.2236,7.943,8.8115,7.5467,7.5268,7.2456,7.1005,7.5702,8.3292,9.0131,9.6371,2.95725,4.103,2.30885,11.0225
1,2.75,5.93206845111961,4.6924494152095,19.5126642726362,5.25140690653638,0.643426186956094,34.6409915319943,15.2900131546684,1.78275200102851,452.465904399497,13.5403920414498,443.684387405028,11.5597405792226,446.788801070634,445.957056664065,11.5957670859634,448.937568254072,449.000115724456,11.611493469955,447.421192764611,458.590665778963,12.2382638239883,458.199983696998,480.279283557957,11.7437091905708,475.09990764965,3.49497306756491,10.7763203547468,1.42532333379234,3.36,2.737,1.44125,0.481,9.62439,9.6651,9.63782,9.563125,9.3596,9.01116,98.760993,99.4875,4.26911,9.978,9.833,9.921,9.642,3,-0.0940000000000003,4.5,2.172,367.71,364.07,373.23,360.28,0.13,29.642,7.175,0.287,0.3915,0.28,0.171,0.07,0.17,7.2575,7.2535,6.977,7.1097,7.4256,7.432625,8.15145,9.8648,7.5508,6.8605,6.8587,6.7842,6.7732,7.6107,8.07835,9.0711,7.5143,7.5455,6.6413,6.765,6.87215,6.812025,7.2075,8.7362,9.327,7.241,7.2251,6.7245,6.9224,6.6492,6.9477,7.2216,7.942,8.811375,7.6347,7.5658,7.2434,7.0976,7.5706,8.3282,9.0122,9.637,4.63344999999999,4.11555,2.83475,11.066
1,3.25,8.49414721145905,1.85033580167829,23.2426335724238,5.77249474048615,0.605761575648562,33.6261751710795,18.0835154842421,1.52595099695434,437.339047419174,13.3520105235826,445.584938595455,11.6057368110029,441.350417164035,449.850713724625,11.6528347059786,444.127194466094,450.852748412585,11.675379678662,446.988937667517,456.065953729322,12.1498917136852,454.392218548344,480.158048219925,11.7415717821671,466.21575847138,3.65441820968888,10.8610051358373,1.33324686089013,3.109,2.579,1.38375,0.481,9.59429,9.6094,9.66583,9.50908,9.3523,9.0507,98.75455,99.516,4.56692,10.02,9.895,9.88,9.722,3.3,-0.0560000000000002,4.71,1.796,367.75,363.97,372.83,360.43,0.13,29.436,7.19,0.28,0.38,0.28,0.16,0.07,0.16,7.3254,7.2662,6.9758,7.1552,7.4253,7.431525,8.15325,9.86335,7.6106,6.8552,6.8702,6.7877,6.773425,7.6096,8.07735,9.0701,7.4919,7.5613,6.65645,6.7608,6.87495,6.809925,7.215,8.7425,9.3256,7.2969,7.252,6.733,6.9193,6.6471,6.9458,7.2196,7.941,8.810375,7.6621,7.5748,7.2406,7.0947,7.5703,8.3273,9.0112,9.6361,2.744,4.1795,1.93,11.568
1,3.75,6.53448519877978,2.19614754912271,35.0204598138917,7.98557379270623,0.505828608829328,13.6518158298543,8.53701946434445,1.70204609121021,432.02095853513,13.4668352954864,444.487364550867,11.6566294650333,442.505107106528,450.141306479706,11.6801399471289,443.963816723191,451.562924466858,11.7258042275337,445.130870396446,459.364007697016,12.1761318517261,455.071978443864,476.437767771269,11.7778315214664,470.462100053674,4.22845046061602,11.1435394214164,1.07013547814058,3.58475,3.10375,1.4915,0.5415,9.582505,9.6404,9.617955,9.5146825,9.38725,9.0443625,98.75282275,99.489,4.33422,10.043,9.941,9.91525,9.77,3.2225,-0.0710000000000001,4.5075,1.67225,367.26,364.215,371.9775,360.945,0.13075,28.9175,7.0625,0.28,0.38,0.27075,0.16075,0.07,0.16075,7.29355,7.27565,6.9746,7.1663,7.42575,7.433,8.15435,9.862075,7.557025,6.849525,6.8802,6.789975,6.774,7.606375,8.07635,9.069,7.4356,7.625825,6.7262,6.757125,6.87775,6.80735,7.220175,8.7507,9.325,7.3535,7.2561,6.738425,6.914975,6.643675,6.943025,7.21645,7.939775,8.809825,7.597575,7.580075,7.23425,7.089725,7.569125,8.326725,9.010325,9.63575,3.62579999999999,3.27495,2.2028,10.09
1,4.25,6.55776890135921,2.72920531292621,25.865840676089,4.84866498208666,0.682030707137279,7.91997206586034,10.8491900781143,1.80939063780938,426.521436509975,13.4648751318259,446.08018980094,11.6377521394324,444.522670441667,448.441660744465,11.6473666080807,442.636804898125,450.881105699811,11.6557909877565,446.16972397233,456.65227531215,12.6119034572722,449.350537213064,478.647170809452,11.7764439625947,474.359224261815,4.06200553857442,11.2317681187803,0.950675736126306,3.348,2.7675,1.5275,0.477,9.79712,9.6353,9.85444,9.649895,9.49595,9.17447,98.726268,99.517,4.30065,10.1715,9.994,9.961,9.784,3.01,-0.0830000000000001,4.5,1.73,367.43,364.43,372.12,361.43,0.13,28.066,7.065,0.29,0.381,0.291,0.161,0.07,0.161,7.2635,7.3107,6.9739,7.1577,7.4231,7.4323,8.157375,9.862075,7.5042,6.866,6.9101,6.7935,6.7748,7.6074,8.076,9.0691,7.3885,7.6885,6.71725,6.7552,6.881,6.80505,7.2255,8.7646,9.3258,7.3018,7.3334,6.7288,6.9132,6.6447,6.9437,7.2165,7.9388,8.8091,7.541,7.6354,7.229325,7.0875,7.5726,8.3262,9.0102,9.635,5.06444999999999,4.505225,2.70215,9.023
1,4.75,5.00595986631026,2.16663629582888,15.3376488079971,2.6657201940318,0.642787358243508,45.8237285749683,4.81572247546715,1.95746769540173,437.089617488779,13.0158047814943,445.13372270255,11.5378863295335,441.253564209767,448.138004065666,11.3965579938374,446.05297889548,448.290807502627,11.545168775679,448.425987592994,455.464095298262,12.5758650137798,450.766451195913,477.580373091577,11.8623453988316,477.519764926618,4.23371540335727,11.1433586029815,0.860231384319344,3.355,2.8135,1.378,0.473,9.82697,9.7945,9.84587,9.7340125,9.5317025,8.74971,98.70608,99.7405,4.70573,9.9835,9.88425,9.893,9.797,3.11,-0.0630000000000001,4.52,2.234,365.98,362.33,372.66,360.91,0.13,27.958,7.048,0.28675,0.37,0.28,0.161,0.071,0.16,7.2283,7.367,6.9725,7.1516,7.4211,7.43145,8.150725,9.86135,7.4472,6.8734,6.9185,6.7874,6.7742,7.6063,8.0756,9.0681,7.3415,7.6575,6.74625,6.7527,6.883525,6.8024,7.22925,8.8063,9.325625,7.2378,7.3695,6.7022,6.9103,6.6425,6.9426,7.2163,7.9386,8.809,7.4737,7.6588,7.22095,7.0837,7.5716,8.3251,9.0092,9.63525,4.92725,5.26255,2.5694,9.282
