DOY2,HR2,CH4,CO2,FC,FCH4,H2O,SC,SCH4,H,LE,SH,SLE,PA,RH,T_SONIC,TA,VPD,NETRAD,PPFD_IN,PPFD_OUT,TS_1_3_1,TS_1_2_1,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS,NEE
1,0.25,2019.6526705,407.1449527,0.620523962,31.1,8.2908889105,0.1001222485,1.305,-2.1977129675,0.704521951,0.168171805,0.2687337785,102.3,93.25,10.34570855,4.9125,4.03500509,-8.1677786665,0,1.7458806665,6.36226460092844,4.4412458699775,-0.0136,1.08955189325471,0.4362506465,0.901139056083269,0.586994096063345,2.735515061,0.6941175815
1,0.75,2014.527158,407.73952145,0.608847301,21,7.841330124,0.0896587715,1.075,-1.9222185215,1.0103361345,0.4031820195,0.259903155,102.3,94.5,10.4950341,4.725,4.163440316,-9.7210961665,0,1.8008543335,6.4010248073455,4.55970987573416,-0.0138,1.13270672579075,0.435951904,0.923437748270381,0.549818154504663,2.982494917,0.6352433555
1,1.25,2043.82726325,408.4970911,0.633833983,27.875,7.856369008,0.07915,0.502,-1.252673397,1.2356696725,0.235348938,0.3811070015,102.3,94.875,10.5802597,4.6,3.9950287565,-9.271026233,0,1.8213866665,6.08656160837652,4.28028767622168,-0.0232,1.07404726763316,0.4215525465,0.954897373843572,0.551133023814623,3.179410456,0.677109564
1,1.75,1987.1521985,408.89144315,0.8358012955,31.75,7.906290661,0.0789,1.515,-2.265030628,1.1064016835,0.110399302,0.1798353645,102.3,95.875,10.43276175,4.475,4.581974547,-9.376839165,0,1.7988675,6.07057597231477,4.14930852020021,-0.02035,1.03878970224344,0.4239761455,0.891250890522436,0.542285655398634,2.9747597175,0.8205380355
1,2.25,1981.1885475,409.16404305,1.0387937535,22.65,8.0386694245,0.05665,0.2755,-1.874304317,0.8256737005,0.3379125725,0.2615782485,102.3,94,10.524392925,4.05,4.037569491,-9.5515973315,0,1.7889325,6.27334081571257,4.55097793199939,-0.03165,1.09104418936045,0.3716466945,0.853532053855165,0.535666253964807,2.804173048,1.2159293755
1,2.75,1986.5473345,408.7087227,0.8153855015,21.3,8.0717007655,0.07155,1.1825,-0.0356,1.554214521,0.315024723,0.177288076,102.3007321,95,10.533080875,3.925,3.829143409,-9.609400665,0,1.763102,6.25056618188834,4.5247821007951,-0.02795,0.960736958327874,0.3863726765,0.829403849825066,0.502889403424012,2.932460146,0.8537807475
1,3.25,1997.434146,407.8977485,0.6643646765,30.1,8.202337914,0.093362474,0.918,-0.171490342,1.4377114275,0.268025816,0.2723810995,102.3460564,95,10.519966675,4.0875,3.84526984,-8.602557833,0,1.7856206665,6.42517170787415,4.54554933089226,-0.03395,0.962815628192664,0.3590658735,0.806048065815218,0.466275634695412,3.0652935795,0.6630423735
1,3.75,1993.678926,408.8555998,0.747532684,23,8.234745062,0.0474,0.538,0.976309361,1.608827298,0.3082662355,0.206363023,102.3584566,96.5,10.65243375,3.8,3.802789388,-8.8598146665,0,1.7962181665,6.2040458892238,4.38617211524807,-0.02295,1.05381037202078,0.3815865895,0.873934011316024,0.506567666061181,3.1205791485,0.694725552
1,4.25,2012.2697655,409.37003305,0.6335441165,21.875,8.263385825,0.097460868,1.28,0.4979083345,1.732127107,0.3070914555,0.351803438,102.4,96.25,10.60197435,3.75,3.503043635,-8.5719655,0,1.781646667,6.08037444141209,4.03322677482088,-0.0443,1.03498050662391,0.4178368415,0.912457205788277,0.561327514139319,3.1375047535,0.6137450685
1,4.75,2029.59157,410.3979745,0.538606102,23.75,8.2902777175,0.07975,1.485,4.012733003,2.2038122955,0.6760638995,0.3069202415,102.4,95.875,10.5598794,3.575,3.662629848,-9.8645183315,0,1.74853,6.17628787696906,4.07935859845456,-0.03335,1.14079965710358,0.416812929,0.947329651135667,0.573106816156445,3.216557535,0.588798015
1,5.25,2017.7869325,410.42183195,0.4508797095,21,8.2266563125,0.0771,1.135,1.0134994535,2.537318325,0.748394798,0.506219995,102.4,96.875,10.62946405,3.7375,3.75578958,-7.6004565,0,1.722699,6.30313721081715,4.50060428155917,-0.02265,0.979769750697091,0.384734088,0.840095449678431,0.543576993241642,2.837045537,0.458391719
1,5.75,2068.325835,411.3088241,0.535536251,20.2,8.0542107895,0.0594,1.35,-0.2686286305,2.9782780735,0.614009964,0.2640961095,102.45,97,10.6280537,3.725,3.8317773595,-8.3219825,0,1.680973,6.25758794316868,4.44821261915058,-0.02995,0.939035364943972,0.38393496,0.854089548091752,0.515221427810339,2.906240136,0.620605242
1,6.25,2015.234962,411.15258085,0.523119856,22.325,8.0027617935,0.0535,1.2075,0.59882177775,2.2338491395,0.4558126145,0.26739563,102.45,96.875,10.60960025,3.725,3.8051358395,-9.9461190015,0,1.7260111665,6.31273502733585,4.57779501351048,-0.030425,1.07281273946401,0.3975868905,0.932450553873784,0.525951311924542,3.101075247,0.520533586
1,6.75,2042.53799675,412.4467977,0.431765263,21.4,7.964738741,0.0463,1.44,2.01077496475,1.841878246,0.709370724,0.2356279875,102.4,96.875,10.4366502000001,3.825,3.7286137945,-10.1475053315,0,2.189638833,6.43276325248222,4.70602347625451,-0.02615,1.32239524387986,0.409191958,1.01567158979419,0.59870086062639,3.376040843,0.452915263
1,7.25,2038.3515175,413.678261,0.5819248805,45.3,8.055622583,0.0703,1.045,4.34435296,2.8782001925,0.8439617035,0.421203413,102.3762351,96.875,10.08410295,3.5375,3.7623750935,-4.867495915,7.95,8.889035417,6.48001375623281,4.56576391163924,-0.02765,1.16477695986648,0.40944856375,0.983589011593785,0.549598056370688,2.993401101,0.6828145995
1,7.75,2039.855609,413.11693415,0.57991173,22.45,8.1753521135,0.0246,0.8225,16.75370361,3.7871023035,1.5943672025,0.851967243,102.3617206,96.5,10.3471847,3.9,3.800362748,14.642078335,63.9,29.98071,6.38366696804827,4.43599730082927,-0.040075,1.14684624134885,0.40598915725,1.01934946133886,0.535282841871429,3.283306441,0.555653994
1,8.25,2036.97715525,411.379389075,0.661548657,23.1,8.142018386,-0.00079125,0.8885,34.9346714175,9.62761513225,1.478787269,0.7637829495,102.3875,96,10.754719625,4.25,4.03310851025,42.499621165,176.75,46.0860875025,6.48994859256137,4.6427704271405,-0.0608,1.22061371516883,0.456672157,1.00485408072823,0.580564119528532,3.52168227525,0.589325978
1,8.75,2015.345532,411.81561385,0.60504764925,24.05,7.7339957325,-0.0005175,0.3865,54.12703716,5.372030256,1.9769909845,0.97674792825,102.3875,94.5,11.1778861,5,4.0312142145,89.568556665,306.45,44.91211,7.03151601068542,5.24291805537286,-0.07315,1.24039107859612,0.4645980835,1.06108133876958,0.620062271132474,3.45572599775,0.54006020375
1,9.25,2015.3712295,409.803829425,0.5168114595,19.25,7.9123504305,0.0020075,-0.042975,70.92385646,7.9721921565,1.2093199245,0.773027523,102.390781975,91.5,11.597171125,5.5,4.73030444475,137.36205,423.9,55.696715,7.31070198855114,5.59036200924515,-0.0918,1.14628249615878,0.42884282,1.0872438227056,0.602439579543044,3.58558770975,0.44877944
1,9.75,2003.58842575,408.4635947,0.6108524005,15.4,7.7122679415,0.0008529125,0.214,60.166055085,6.37000502075,1.320547372,0.81984442125,102.400166575,90,11.8712041,5.65,4.279782374,178.3265,541.35,62.4981049975,7.77983688243927,6.14545315714213,-0.108382982,1.15357319447012,0.43740337,1.06200411953842,0.633156973427601,3.49616180875,0.570542741
1,10.25,1987.708973,408.39583955,0.667275171,5.19,7.8882280675,0.022425,0.41775,77.061865845,8.21267304875,1.2346691685,0.51493640625,102.409639,88.5,12.21407705,5.95,4.79961238425,236.53607165,641.85,72.58264,8.26656231567359,6.79508747183396,-0.0964,1.26458057970796,0.4525511335,1.11797912830165,0.663799596836298,3.25177510275,0.6756937425
1,10.75,2001.373336,407.9330165,0.68363634175,6.43,7.917592386,0.02935,0.594,89.5395589475,7.7482502355,1.6606790955,0.390985112,102.4,84.5,12.4456901,6.3,5.397054463,244.7140583,730.25,76.32344333,8.78044399383352,7.29242281592805,-0.0674,1.2426954420599,0.47640524775,1.15999650346298,0.653742439346527,3.338057942,0.737282402
1,11.25,2017.89548125,406.783997875,0.6224221215,16.7,7.9805882635,0.00658,0.329,85.94198819,5.865782315,1.090992199,0.342342833,102.375,82.5,12.612548325,6.85,5.16793083275,223.456066675,785.3,61.841424165,9.02971258478907,7.523995011782,-0.096925,1.30118982394875,0.4416503655,1.12049501590703,0.646316485863034,3.102506048,0.549723075
1,11.75,1983.112255,405.764107875,0.59751208875,22.8,8.11402246025,0.031525,0.105,95.264509285,6.76470505925,1.29574264475,0.42393707,102.3,79,12.8938732,7.25,5.52500235025,263.5568333,820.15,70.4999675,8.99774143960342,7.53959931119862,-0.09025,1.37202032393395,0.477619701,1.1124919837117,0.667683917757467,3.13505697625,0.61054088025
1,12.25,1985.341191,405.7532237,0.659743554,33.25,8.4477724225,0.0169,0.2405,81.697059365,10.7342696075,0.844032727,0.3101480695,102.2875,80,12.8965789,7.75,5.54107915425,274.3742,827.15,67.1588675,9.16571931139049,7.8778484949448,-0.078975,1.3084854211164,0.4574498515,1.21181510934326,0.637180693350885,3.285780658,0.602388344
1,12.75,1995.33448025,404.2880173,1.000912325,31,8.17726424825,0.0214,0.39275,78.1294928775,5.945673872,0.9528661145,0.24261095675,102.3,74.5,12.951994725,8.2,5.94729583825,237.7587167,786.85,64.726155835,9.29111573848677,7.92747242656487,-0.0787,1.37559696677479,0.489923442,1.17859238001716,0.680557822671961,3.84020841525,1.0700970855
1,13.25,1975.9455825,403.999025825,1.21412657775,48.7,8.261981177,0.030975,0.05785,73.27340194,6.606314538,0.43062792625,0.504668574,102.3,72.5,13.382753175,8.25,6.048977394,215.6289,788.1,64.325453335,9.53805758282864,8.21606360366883,-0.0735,1.13995210162533,0.4339905,1.31761459633975,0.545123168650902,3.733798998,1.05155516425
1,13.75,1975.70310525,403.6095961,0.8029320345,0.21525,8.017098512,0.02685,0.658,78.06271104,6.2660733415,0.6456983005,0.324530285,102.2875,79.5,13.0160431,7.9,6.04160378025,186.7719333,717.4,68.46695333,9.8025899665167,8.46958147818561,-0.06565,1.2340298235867,0.4374516785,1.32646543360434,0.643191019773157,3.60842889225,0.76933602075
1,14.25,1972.245333,403.514869825,0.7387880145,28.85,7.91100922,0.0205,0.45375,52.4937080475,6.296239164,0.22636062525,0.2587723305,102.2,81,13.419983125,7.8,5.6784995955,167.1673367,627.75,49.17615,9.92490464998749,8.60466525910041,-0.051575,1.29333347788777,0.44798341875,1.1077147844866,0.645147057877632,3.2530096315,0.7852702225
1,14.75,1983.31278575,402.8826756,1.08871285225,30.75,7.8502881755,0.028475,0.37275,24.029060795,4.283452583,0.28916108075,0.23170634025,102.2375,81,13.487854275,7.25,5.60749275125,106.1988933,508.65,39.27177333,9.73307777887356,8.37309306324646,-0.0618,1.21649109778905,0.422933809,1.23960494421392,0.651168730053893,3.29634124775,1.1846482415
1,15.25,1985.5987385,402.614313925,0.6529137215,12.6,8.0394808495,0.03185,0.66625,12.366554065,2.3038188305,-0.1653311835,0.257878696,102.2,81,13.0361563,7.05,5.6078274925,66.92540333,391.775,28.3219225,9.47732522596401,8.10292550141686,-0.0382,1.24175441035412,0.48143626,1.13511421259941,0.643940514333428,3.69586352675,0.6586343025
1,15.75,1966.054375,403.066310375,0.745335523,16.875,8.02996183075,0.045975,0.55575,1.787760043,2.0618123915,-0.18810327675,0.228088598,102.2,84.125,12.346522525,7.075,5.4545293865,23.26255,265.7125,24.16286167,9.31745289146,7.87135330556291,-0.0399,1.13716313869207,0.43685855,0.981408657644979,0.574557494947198,3.26227395925,0.76718703875
1,16.25,1966.36262025,403.50192485,1.051935541,18.8,7.88516220775,0.074775,0.341,-3.403490915,0.892710457,-0.2224736725,0.1104780325,102.275,83.375,12.0527165,6.925,5.266788175,1.637974733,145.7375,18.00458483,8.972198465719,7.47575080431242,-0.02585,0.878357820891849,0.355051051,0.984254278576978,0.489353439231031,2.8663529135,1.118810541
1,16.75,1972.9218535,404.660290475,1.02710403225,19.9,7.1037154545,0.103015671,1.1775,-2.833728662,2.7685519485,-0.06745,0.057,102.275,85.375,11.696591175,6.2375,4.65541055275,-5.3948717,41.0875,32.33592333,8.64949427804114,7.23452976696456,-0.0166,1.02132803887879,0.353038099,0.844688631829914,0.493362435740704,2.9887609335,0.97407811825
