DOY2,HR2,CO2,H2O,FC,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,NETRAD,PPFD_DIF,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,460.093956,10.114053,2.1759795,-8.89438325,-0.211409,1.10432275,2.317966,0.124063,0.00038,0.499776,0.147568,102.4975,94.2,8.9525,1.71211825,16.530646,0.446784,9.2141665,9.47166675,9.774167,10.54708325,10.86249975,-13.8780755,-0.528169,0,0,-0.900225,1,328.254584,345.03550725
1,0.75,450.401027,10.614465,2.138668,-8.977813,-0.483882,1.319504,2.413183,0.132919,0.000282,0.497711,0.157242,102.495,94.5,8.7025,1.6134855,16.538302,0.413615,9.093333,9.296667,9.736667,10.48,10.866667,-10.012836,-0.528169,0,0,-0.750188,0.933333,329.6997955,346.0107425
1,1.25,456.241379,10.123322,2.04490625,-8.938151,-0.091433,0.904974,2.37807,0.152164,-5e-06,0.474962,0.187647,102.5,94.8,8.67,1.53227325,16.532951,0.447173,8.996667,9.22,9.696667,10.44,10.883333,-10.564,-0.528169,0,0,-0.825206,0.866667,331.122365,345.04757325
1,1.75,457.351592,10.18091,2.106256,-8.594937,-0.230336,1.222627,2.229526,0.135618,-0.000425,0.543485,0.150123,102.5,95.375,8.525,1.4305845,16.212377,0.427041,8.91,9.17,9.603333,10.413333,10.893333,-9.5007465,-0.528169,0,0,-0.65641425,0.866667,329.404425,343.92638325
1,2.25,460.929879,9.89194,2.2372405,-8.930017,-0.2509715,1.392069,2.21006,0.140061,8.5e-05,0.522421,0.174697,102.51,95.575,8.57,1.34918075,16.0127,0.397027,8.833333,9.06,9.443333,10.35,10.896667,-7.2414205,-0.528169,0,0,-0.675169,0.933333,327.3242335,342.9523455
1,2.75,470.0569525,9.75889825,2.298714,-8.74092,-0.0956855,1.5953335,2.1859355,0.1365775,-0.00017425,0.527773,0.159227,102.5255,96,8.45,1.369764,15.78312225,0.40267075,8.7158335,9.00375,9.41083325,10.28125,10.89749975,-7.72647275,-0.528169,0,0,-0.6376595,1,331.10049175,342.6207525
1,3.25,459.75533775,10.13428175,2.447941,-8.4690255,-0.1038495,1.95922825,2.02034475,0.11579375,-0.0001465,0.481903,0.14722125,102.535,96.2,8.155,1.36501,15.66730225,0.3678015,8.645,8.955,9.335,10.22,10.905,-7.15062725,-0.528169,0,0,-0.525131,0.8,332.92992825,341.9299545
1,3.75,457.545385,10.22821,2.749281,-8.663693,-0.1014885,1.629345,1.981597,0.1227455,8.55e-05,0.50451,0.15577,102.5295,96.5,7.832,1.20921,15.644179,0.358948,8.561667,8.9775,9.2933335,10.1475,10.905,-4.870216,-0.528169,0,0,-0.375094,0.866667,336.951628,342.73619875
1,4.25,452.5945885,10.245047,2.5241325,-8.75366425,-0.537424,0.885861,2.079489,0.1207875,-0.000389,0.49238925,0.1425505,102.5115,96.4,7.656,1.177154,15.51973875,0.3753,8.51749975,8.955,9.29416675,10.0875,10.90916675,-4.69010575,-0.528169,0,0,-0.525131,0.8,334.478001,342.413772
1,4.75,457.16138275,10.1554755,2.540475,-8.84823925,-0.538136,1.731129,1.95716,0.140107,-0.000304,0.507988,0.159656,102.5175,96.525,7.91125,1.22221575,15.459859,0.4362355,8.5063335,8.93166675,9.31750025,10.02125025,10.9083335,-6.13432,-0.528169,0,0,-0.525131,0.866667,335.431781,342.67718725
1,5.25,454.567312,10.234173,2.23287925,-8.141296,-0.00444925,3.091593,1.956398,0.122331,-0.001473,0.540056,0.148185,102.51625,96.7,7.7135,1.17493125,15.482164,0.40737025,8.471667,8.8975,9.2633335,10.0283335,10.915,-4.613261,-0.528169,0,0,-0.525131,1,337.8988525,342.7430485
1,5.75,464.190203,10.187446,2.301725,-8.4078075,-0.41344175,1.768342,2.172783,0.12585975,-0.001357,0.5511095,0.1388365,102.52975,96.9,7.53025,1.14146375,15.34307475,0.387367,8.345,8.7675,9.07,9.9683335,10.9,-6.3755355,-0.528169,0,0,-0.525131,0.866667,335.5656645,342.923568
1,6.25,456.4350645,9.9261725,2.40035125,-8.60025675,-0.061929,1.910024,2.080364,0.129601,-0.001149,0.498923,0.157653,102.5515,96.9,7.38125,1.08056025,15.046249,0.39092925,8.29783325,8.70875,9.07666675,9.93291675,10.888333,-6.4953825,-0.528169,0,0,-0.58139525,0.8833335,336.069855,342.64202375
1,6.75,458.119261,10.069551,2.3477235,-8.9093935,0.08764175,2.04137,2.038872,0.131237,-0.000542,0.529236,0.147854,102.56025,96.925,7.313,1.14508475,15.208859,0.38584325,8.2528335,8.665,9.065,9.9133335,10.8783335,-6.3452835,-0.352113,0,0,-0.525131,0.933333,335.474311,343.44641825
1,7.25,454.4134105,9.95636975,2.10146525,-8.46130175,-0.51243325,1.2040985,1.9809235,0.12987625,-0.0011335,0.53157675,0.15453575,102.5805,97.025,7.229,1.059182,15.19407525,0.410166,8.2808335,8.63875,8.986667,9.88666675,10.865833,-3.35594875,4.0492955,9.333333,0.628931,3.1132785,1.466667,335.73588325,343.0787495
1,7.75,454.14067075,10.111746,2.17829,-7.809915,0.2079125,4.883559,2.11940025,0.14786225,-0.000571,0.525383,0.171472,102.6,96.85,7.3735,1.15775375,15.1357445,0.4365575,8.31199975,8.625,8.916667,9.875,10.85,12.5105,38.204225,68.44444475,6.289308,42.2730685,8.166667,335.652375,344.1674495
1,8.25,460.234224,10.404477,2.1301015,-4.340195,7.170537,12.2961275,2.3409255,0.1695975,-0.0040215,0.512658,0.189365,102.64075,96.7,7.871,1.410862,15.1979345,0.440437,8.28,8.58,8.866667,9.866667,10.826667,53.01955,94.058099,187.333333,16.771488,111.70292575,22.13333325,337.504172,346.470215
1,8.75,450.862681,10.30891475,1.05962,-0.365002,20.6712445,30.3097955,2.5377705,0.1798065,-0.00896275,0.5060995,0.213897,102.65475,95.575,9.2925,2.10900125,15.600901,0.4042095,8.4083335,8.65125,8.90666675,9.8725,10.8541665,104.884593,145.64260575,333.555556,25.94339625,196.41785425,35.2,337.835529,353.736034
1,9.25,443.0398415,11.1551485,1.3428335,7.4569185,36.8785905,45.40375075,2.711038,0.204067,-0.013781,0.63021,0.238529,102.673,94.4,10.2175,2.69121,16.283651,0.526974,8.6616665,8.735,9.055,9.8766665,10.88,163.726515,218.17781675,483.33333375,35.115304,279.8574645,46.1,340.414369,361.3365855
1,9.75,438.16855075,10.5947165,0.73318875,15.778576,59.5588125,62.164447,3.14144075,0.230586,-0.01536775,0.67325125,0.2809665,102.66,93.2,11.1,3.464406,16.9450765,0.545398,9.07,9.03,9.176667,9.935,10.903333,206.92156075,277.640845,607.66666625,42.348008,342.123031,55.3666665,341.2551745,372.134845
1,10.25,438.397599,11.05731525,0.761956,24.65793275,70.778353,77.008458,3.36996125,0.2505475,-0.019305,0.71042825,0.3068775,102.6825,91.7,11.81,4.511894,17.42718825,0.50560425,9.468333,9.18875,9.330833,9.94791675,10.8983335,232.361866,307.658451,722.72222225,50.9433965,411.215304,65.9,342.2412045,383.1425455
1,10.75,433.2584845,11.2898255,0.264832,33.313545,91.9832375,88.0698775,3.37528825,0.265903,-0.0181435,0.7647755,0.31430225,102.653,89.65,13.125,5.19039675,17.72618325,0.602573,9.93,9.4258335,9.4516665,9.9666665,10.8916665,268.01687025,329.70950725,810.222222,56.18448625,463.0345085,72.5333335,344.9387355,394.661475
1,11.25,432.5302185,11.571851,0.3925025,42.733522,106.295308,92.044181,3.495281,0.2637415,-0.01930125,0.8099385,0.306852,102.629,88.4,13.9825,6.27139875,18.46487925,0.637662,10.436667,9.89,9.696667,9.986667,11.06,281.80374325,363.4242955,884.2222225,65.199161,499.4373595,77.44999975,344.78789075,402.588151
