DOY2,HR2,TAU,H,LE,FC,FCH4,WS,USTAR,T_SONIC,CO2,H2O,CH4,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,PA,PPFD_OUT_1_1_1,PPFD_IN_1_1_1,G_1_1_1,G_1_1_2,G_1_1_3,TA_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1
1,0.25,-0.00670636,-4.168675,14.58065,2.92342,7.19027,2.68943,0.1893645,15.47305,464.369,10.1689,2165.38,0.7721085,0.7635445,0.232304,0.529789,102.3425,0.321379310344827,0.338240229885057,2.42963333333333,-10.6062068965517,-20.231,11.2413333333333,11.5223333333333,11.6883333333333,11.83,11.8946666666667,12.0946666666667,12.1063333333333,12.24,12.4389655172414,12.7379166666667,13.0093333333333,12.7981666666667,13.4237931034483,10.9496666666667,11.0173333333333,10.962,11.508,12.1946666666667,12.2026666666667
1,0.75,-0.0057256,-3.018195,15.004025,2.4500875,3.51416,2.56656,0.198478,15.25565,466.59525,10.118,2164.94,0.848525,0.714538,0.279897,0.444206,102.3345,0.349431034482758,0.310266666666667,2.43996666666667,-10.4056666666667,-20.0306666666667,11.4863333333333,11.5406666666667,11.6653333333333,11.7746666666667,11.866,12.0963333333333,12.11,12.233,12.3189655172414,12.7196666666667,12.92,12.7815,13.4223333333333,10.8155172413793,10.9137931034483,10.87,11.4153333333333,12.199,12.2096666666667
1,1.25,-0.00420155,-4.52036,8.89949,1.83607,6.386185,2.340945,0.1838945,15.3588,466.3575,10.348675,2169.1775,0.756062,0.685771,0.2051495,0.473609,102.3445,0.369499999999999,0.308833333333333,3.27216666666667,-10.1444827586207,-17.2553333333333,11.3358620689655,11.5053333333333,11.6383333333333,11.7303333333333,11.864,12.083,12.11,12.27,12.4126666666667,12.696,12.8266666666667,12.7745,13.4165517241379,10.7006666666667,10.812,10.7336666666667,11.3453333333333,12.1833333333333,12.2073333333333
1,1.75,-0.01165175,-4.41083,8.43361,1.67304,6.37385,2.528205,0.1974625,15.32515,463.9695,10.32895,2169.09,0.8565885,0.714691,0.2456165,0.4794275,102.351,0.367499999999999,0.316025862068966,2.57423333333333,-8.922,-15.471,11.23,11.4133333333333,11.5683333333333,11.6953333333333,11.87,12.063,12.104,12.37,12.3823333333333,12.6414166666667,12.7813793103448,12.761,13.4048275862069,10.6656666666667,10.7596666666667,10.6543333333333,11.2883333333333,12.1556666666667,12.1996666666667
1,2.25,-0.005745035,-4.034875,12.6138,1.56913,3.28774,2.63276,0.20014775,15.2129,464.4475,10.358225,2168.075,0.891863,0.7608195,0.236551,0.461922,102.349,0.315166666666666,0.3369,2.58889655172414,-8.56836666666667,-16.5483333333333,11.5466666666667,11.2306666666667,11.4923333333333,11.6506666666667,11.8423333333333,12.039,12.0953333333333,12.4343333333333,12.3948275862069,12.63025,12.7023333333333,12.756,13.4,10.5886666666667,10.7033333333333,10.592,11.1716666666667,12.1326666666667,12.19
1,2.75,0.00179835,-3.5268625,14.76745,1.73588,3.364955,2.752235,0.196615,15.31695,461.216,10.366475,2164.93,0.8238025,0.6431365,0.247038,0.6113685,102.355,0.302143678160919,0.333448275862069,3.85833333333333,-8.2478,-16.216,11.4789655172414,11.235,11.4383333333333,11.6033333333333,11.7963333333333,12.0183333333333,12.11,12.5226666666667,12.5056666666667,12.6243333333333,12.667,12.7490833333333,13.4160344827586,10.3806666666667,10.5983333333333,10.4763333333333,11.0373333333333,12.1116666666667,12.1896551724138
1,3.25,-0.00531613,-3.212455,9.15486,2.24435,2.5578875,2.322695,0.1917985,15.22075,458.39725,10.3291,2169.8375,0.8840355,0.713189,0.223743,0.5322855,102.365,0.353333333333333,0.313551724137931,3.92620689655172,-7.93716666666667,-16.0463333333333,11.4368965517241,11.1926666666667,11.3676666666667,11.556,11.79,12.022,12.0996666666667,12.5453333333333,12.57,12.6303333333333,12.6524137931034,12.7365,13.4041379310345,10.5137931034483,10.49,10.4156666666667,10.9626666666667,12.0855172413793,12.1986666666667
1,3.75,-0.0048694025,-3.202075,9.2723475,1.6197175,3.94778,2.515045,0.2017495,15.0051,465.511,10.4494,2162.95,0.7839385,0.7417805,0.240726,0.4965855,102.33575,0.343241379310344,0.286598563218391,3.2439,-9.60448275862069,-16.9863333333333,11.4424137931034,11.114,11.296,11.504,11.79,12.03,12.0983333333333,12.56,12.5723333333333,12.6711666666667,12.6368965517241,12.7199166666667,13.41,10.4706666666667,10.5613333333333,10.337,10.908,12.08,12.2043333333333
1,4.25,-0.004313775,-2.4494875,10.2035,1.76389,3.2916875,2.3704,0.172061,14.8718,465.1295,10.2755,2159.475,0.7325365,0.6912515,0.2048905,0.5290235,102.3375,0.298402298850574,0.275816666666667,2.1868,-8.84966666666667,-17.3093103448276,11.3516666666667,11.072,11.223,11.4476666666667,11.7873333333333,12.0326666666667,12.0926666666667,12.6086666666667,12.5956666666667,12.6781666666667,12.6356666666667,12.7305833333333,13.4176666666667,10.47,10.532,10.294,10.85,12.0503333333333,12.2
1,4.75,-0.008564255,-2.6704775,9.24236,2.02394,3.01651,2.27009,0.1846025,14.85515,470.429,10.2338,2174.8,0.861177,0.733608,0.203316,0.4508905,102.35,0.358120689655171,0.2676,2.3842,-9.21666666666667,-17.2823333333333,11.308,11.1273333333333,11.2216666666667,11.394,11.78,12.0283333333333,12.0983333333333,12.691724137931,12.6431034482759,12.6913333333333,12.6366666666667,12.7393333333333,13.42,10.541724137931,10.487,10.3043333333333,10.792,11.9946666666667,12.2024137931034
1,5.25,-0.00942815,-3.1514875,11.2206,1.67414,2.27056,2.466375,0.1821485,14.837125,466.367,10.1266,2173.995,0.8280585,0.7579095,0.2204105,0.480987,102.3475,0.341666666666666,0.275733333333333,2.23966666666667,-9.8158275862069,-15.0827586206897,11.129,11.1683333333333,11.2086666666667,11.344,11.7663333333333,12.0186666666667,12.1133333333333,12.682,12.7044827586207,12.7260833333333,12.6486666666667,12.7049166666667,13.4141379310345,10.4726666666667,10.5293333333333,10.264,10.7536666666667,11.9433333333333,12.204
1,5.75,-0.00857531,-2.0736075,11.434075,1.45564,3.9075475,2.650145,0.1778775,14.74535,464.231,9.964605,2185.08,0.791059,0.722409,0.235758,0.527165,102.357,0.326666666666666,0.309,1.6488,-10.344,-14.8106666666667,11.0541379310345,10.993,11.1656666666667,11.3163333333333,11.7251724137931,12.01,12.113,12.68,12.664,12.7413333333333,12.6416666666667,12.6878333333333,13.4186666666667,10.22,10.3936666666667,10.244,10.7353333333333,11.9396666666667,12.183
1,6.25,-0.008861705,-1.9113375,17.13955,2.6655925,2.85599,2.569085,0.181324,14.6655,463.565,10.020875,2190.83,0.7400025,0.7947855,0.2138515,0.492481,102.3555,0.329416666666667,0.310791666666667,1.87583333333333,-9.5261,-14.689,10.8373333333333,11.0256666666667,11.1726666666667,11.284,11.67,12.0046666666667,12.11,12.7296666666667,12.6703333333333,12.73925,12.6446666666667,12.66975,13.42,10.4393333333333,10.4216666666667,10.1026666666667,10.7076666666667,11.965,12.1663333333333
1,6.75,-0.01059435,-2.8596875,12.8797,2.003105,4.6911,2.680365,0.170861,14.6059,462.513,9.88065,2180.295,0.821881,0.702481,0.2443735,0.5285245,102.3445,0.380344827586206,0.372379310344828,2.68375833333333,-8.26862068965517,-13.5476666666667,10.7853333333333,10.871,11.071,11.2376666666667,11.6286206896552,11.9973333333333,12.1126666666667,12.728,12.7216666666667,12.739,12.6763333333333,12.6690833333333,13.4366666666667,10.223,10.2726666666667,10.1056666666667,10.6596666666667,11.9533333333333,12.17
1,7.25,-0.00717174,-3.47714,12.2942,1.70165,3.875185,2.655035,0.183975,14.4419,462.2755,9.770535,2176.73,0.8089815,0.8318965,0.2378795,0.47187,102.3705,1.68244394180558,13.2274543823357,3.10839310344828,-8.47513333333333,-9.503,10.7603333333333,10.848,10.8936666666667,11.152,11.566,11.9776666666667,12.1153333333333,12.688,12.6736666666667,12.7481293103448,12.6943333333333,12.66675,13.4093333333333,10.1783333333333,10.22,10.001,10.6493333333333,11.917,12.177
1,7.75,-0.00949563,-1.2058355,16.4265,1.15183,3.39564,2.712895,0.183089,14.89285,462.342,10.05655,2182.9875,0.793757,0.696446,0.243445,0.4830395,102.401,12.3094906802379,84.9,2.96953333333333,-4.80533333333333,-5.3689,10.9726666666667,10.816,10.861,11.113,11.5036666666667,11.9603333333333,12.12,12.6620689655172,12.6746666666667,12.72625,12.72,12.6619166666667,13.4055172413793,10.1716666666667,10.2256666666667,9.966,10.5853333333333,11.8963333333333,12.18
