DOY2,HR2,TA_1_3_1,RH,TA_1_6_1,TA_1_5_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_3_2,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_4,G_1_1_5,G_1_1_6,T_BOLE_1_1_1,T_BOLE_1_1_2,T_BOLE_1_1_3,CO2_1_1_1,H2O,CO2_1_2_1,USTAR,LE,H,FC,SC,G_1,SLE,SH,NEE,TA_1_3_2,TA_1_4_1,TA_1_3_3,TA_1_2_1,TA_1_1_1,WS_1_1_1,NETRAD_1_1_1,NETRAD_1_1_2,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT_1_1_1,SW_IN_1_1_3,SW_OUT_1_1_2,PPFD_IN_1_1_1,PPFD_IN_1_1_2,PPFD_DIF,PPFD_OUT,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,PA,T_SONIC,WS_1_1_2,LW_IN,LW_OUT,CO2,SG,WS,U_SIGMA,V_SIGMA,W_SIGMA,VPD,T_SONIC_SIGMA,NETRAD,PPFD_IN,SW_IN,SW_OUT,G_1_2_1,G_1_2_2,TA
1,0.25,-4.568725,64.96,-6.904275,-8.28925,-0.615292,-0.16784,0.150859,-0.040236,-8.2435,-7.41346,-12.1074,-12.365,-8.3214,-10.03375,-6.194,-6.125,-6.1047,374.605,2.7166375,361.89,0.017647195,-5.727862,-72.34282,-1.1267,-1.3026805,-11.046,-3.394625,-12.28572,-0.140418125,-5.2031,-6.368975,-2.73375,-5.6472,-2.0261,0.3067375,-76.74125,-97.303,0,1.3409,0,0,0,0,0.37238,13.335,0,1.0974,1.319,1.9662,3.34652,4.4382,97.2595175,-0.0791338199999997,0.2954075,205.216675,286.43495,387.20855,-9.249594,0.139513925,0.127914275,0.158428825,0.063838245,0,0.058856705,-102.79875,0,0,0,-7.92445125,-4.36807025,-10.55599
1,0.75,-4.7089825,65.4235,-7.297875,-8.532,-0.655544,-0.18294,0.152385,-0.044496,-8.37485,-7.476135,-12.2102,-12.379,-8.3121975,-9.9856275,-5.9772,-6.0847,-6.0851,374.7975,2.717075,361.975,0.017443005,-5.92695,-81.1928575,-1.35757875,-1.23775625,-11.078,-3.736829,-12.1026125,-0.0232211775,-5.0284,-6.44255,-2.83425,-5.62445,-2.0838,0.268275,-77.9165,-95.5765,0,1.2836,0,0,0,0,0.37198,13.335,0,1.1024,1.341,1.97,3.34444,4.4394,97.254735,0.2591157,0.33912,206.486,286.0212,388.8596,-9.13716875,0.21541595,0.133869475,0.16677035,0.063501715,0,0.061189815,-103.16,0,0,0,-8.3686525,-4.419176,-10.16935
1,1.25,-5.024975,66.4785,-7.91935,-8.58725,-0.693616,-0.1901,0.157206,-0.044566,-8.548975,-7.5848,-12.320875,-12.315,-8.3506,-10.165375,-5.8482,-5.9817,-5.9876,374.7,2.706625,362.865,0.01683222,-4.5576,-65.0963325,-1.079856,-1.076125,-11.676,-3.93885,-11.40668,-0.0101057949999999,-5.202175,-6.99765,-2.74725,-5.6293,-2.1602,0.3289,-74.586,-94.237,0,1.1734,0,0,0,0,0.37296,13.335,0,1.1118,1.3518,1.976,3.33878,4.4316,97.2371725,0.0244087625000003,0.360315,206.7708,286.9758,388.97145,-9.26349625,0.145417025,0.1320829,0.1842934,0.065055345,0,0.06927746,-104.21175,0,0,0,-8.47575325,-4.46159025,-10.1702425
1,1.75,-4.807565,65.015201664,-7.789875,-8.712,-0.669338,-0.19422,0.158054,-0.04338,-8.563075,-7.5410625,-12.37215,-12.433,-8.3757,-10.137975,-6.0795,-5.8746,-5.8829,375.1075,2.73347025,362.765,0.0147528825,-5.056,-77.095785,-1.489682,-1.115906,-11.025,-3.2288,-12.109235,-0.084556,-5.124975,-6.540425,-2.70875,-5.57115,-2.345725,0.30295,-73.26375,-93.9775,0,1.01876,0,0,0,0,0.369135,13.335,0,1.0858,1.35172,1.98,3.33896,4.4348,97.223535,-0.120506375,0.27974,205.94955,287.35325,387.121125,-9.120276,0.16153025,0.13473245,0.1632797,0.060004495,0,0.05669796,-103.39825,0,0,0,-8.53337425,-4.56373,-9.4638075
1,2.25,-4.8424475,64.09,-7.516675,-8.8545,-0.664492,-0.20204,0.14494,-0.047774,-8.6343,-7.57018,-12.41575,-12.485,-8.412615,-9.97555,-6.2934,-5.7578,-5.7659,374.37,2.7423275,362.7875,0.015428675,-5.5264,-88.302455,-0.8315856,-0.8024397,-11.607,-3.7164,-11.95575,0.097513435,-5.311775,-6.8542,-2.848,-5.53475,-2.582325,0.3139125,-74.2325,-94.2695,0,0.9827,0,0,0,0,0.37264,13.335,0,1.0762,1.35248,2.0006,3.341,4.434,97.24538,-0.36024445,0.27886,205.02035,286.985,387.1433,-9.161508,0.16997145,0.13382515,0.1718665,0.057180915,0,0.076085035,-102.7565,0,0,0,-8.706609,-4.744377,-9.1569875
1,2.75,-4.7651175,64.457,-7.0841,-9.03225,-0.66175,-0.20688,0.115189,-0.045242,-8.76165,-7.6718,-12.4224,-12.54875,-8.43921,-9.961575,-6.6123,-5.7205,-5.6695,374.82,2.820074,362.195,0.019167465,-5.4562,-65.44345,-1.807978,-0.84375045,-11.347,-4.76265,-11.1062625,0.0967975875,-5.195,-6.4616,-2.7755,-5.3912,-2.668725,0.3492625,-76.84275,-92.4325,0,1.11465,0,0,0,0,0.367115,13.335,0,1.0432,1.35764,1.9998,3.34014,4.4362,97.2573125,-0.2116184,0.30394,206.58115,287.3625,387.3974,-9.139238,0.157028925,0.12042115,0.155447575,0.04816663,0,0.08658927,-97.305575,0,0,0,-8.84253175,-4.76085925,-9.1945825
1,3.25,-5.1801225,63.8075,-7.38145,-9.321,-0.634292,-0.19622,0.099426,-0.051688,-8.8879375,-7.8261,-12.34685,-12.67875,-8.49643,-9.9487925,-6.992,-6.0721,-5.9529,372.03,3.341,362.3925,0.0138600825,-10.304818,-74.3640875,-6.62241,-1.030725,-11.806,-4.073575,-12.329695,0.084630365,-5.45765,-7.2688,-3.06725,-5.40455,-2.865325,0.27165,-71.086,-92.835,0,1.1911,0,0,0,0,0.37223,13.335,0,1.0326,1.35968,1.9976,3.33896,4.4372,97.29,-0.17236079,0.25863,205.21175,286.305,385.651225,-9.146758,0.143612125,0.1196808,0.15958065,0.062001185,0,0.07206545,-102.18125,0,0,0,-9.10299725,-5.1303685,-8.8393125
1,3.75,-5.147185,66.63518,-7.4563,-9.56825,-0.63679,-0.21162,0.086121,-0.062524,-8.909145,-7.8811,-12.2534,-12.49,-8.45764,-9.8835475,-7.1435,-6.4358,-6.3197,374.61,3.1677325,363.2675,0.014463965,-7.131902,-71.455425,-0.8294,-0.708151625,-11.957,-7.341,-13.545155,0.1892481,-5.59105,-6.75255,-3.29925,-5.4529,-2.943275,0.291525,-71.079,-92.3885,0,1.276,0,0,0,0,0.37035,13.335,0,1.0302,1.38312,1.9926,3.33852,4.439,97.27117,0.316936825,0.2832,202.91,285.1025,388.1116,-9.127814,0.23596965,0.12873885,0.1606201,0.06191992,0,0.0711756,-103.837,0,0,0,-9.3545005,-4.96736425,-8.940514
1,4.25,-5.13795,65.086700104,-7.7642,-9.38775,-0.622844,-0.22082,0.077096,-0.074434,-8.99316,-7.9979,-12.26175,-12.195,-8.4109125,-9.6635475,-7.0517,-6.8117,-6.6941,374.715,2.84721425,362.57,0.011017,-6.507836,-90.99279,-1.27175,-0.8210959,-11.156,-3.930505,-11.3540475,0.1453286925,-5.40695,-6.58075,-3.451,-5.653,-3.174125,0.292925,-70.9965,-89.534,0,1.2549,0,0,0,0,0.36944,13.335,0,1.016,1.38228,1.9878,3.3415,4.4382,97.26675,-0.290332,0.3773,201.1859,284.086375,388.1756,-9.10352025,0.16908385,0.12300425,0.16535105,0.06411802,0,0.07917575,-102.751975,0,0,0,-9.01733625,-5.071743,-9.11692125
1,4.75,-5.3932,64.24203,-7.918,-9.1006,-0.62874,-0.2332,0.068916,-0.0853819999999999,-8.80635,-7.8823,-12.374,-12.18625,-8.46215,-9.60166,-6.8417,-6.9741,-6.8759,375.54,3.0046535,362.3775,0.01439968,-6.961144,-67.54426,-1.745215,-0.8316106,-10.625,-3.4503125,-11.3024,0.18084875,-5.41085,-6.84735,-3.799,-5.7371,-3.490025,0.2761,-72.46025,-91.5645,0,0.9054,0,0,0,0,0.37157,13.335,0,1.0072,1.3632,1.9878,3.3354,4.4414,97.27675,1.38624999999996e-05,0.29219,201.6,283.4547,388.24205,-9.129072,0.1824122,0.12949155,0.16350415,0.065325475,0,0.08926079,-100.162,0,0,0,-8.52802875,-4.23634625,-9.438502
1,5.25,-5.1580575,64.67589979,-7.6825,-8.74775,-0.68221075,-0.2391475,0.0700577500000001,-0.10061775,-8.7395,-8.0042,-12.484,-12.27625,-8.429275,-9.8537675,-7.101125,-6.90715,-6.83795,375.5,2.91829675,361.9,0.01377943,-5.395442,-91.98544,-1.058458,-1.0844324,-11.4365,-3.4746,-10.87293,0.088016275,-5.31615,-7.0956,-3.69525,-5.8129,-3.74315,0.3039625,-73.64975,-92.672,0,1.229925,0,0,0,0,0.371395,13.335,0,1.0062725,1.36205,1.98645,3.336275,4.44125,97.2998,-0.004729024,0.27982,200.925,283.73955,387.4962,-9.101556,0.197892175,0.129204225,0.1682518,0.062433835,0,0.0649587375,-102.37425,0,0,0,-7.47218225,-4.2789575,-9.59672375
1,5.75,-5.144375,64.738015,-7.3675,-9.023,-0.67339275,-0.2610675,0.0728392500000001,-0.10607825,-8.7432,-8.0304,-12.46,-12.373,-8.302885,-10.232125,-7.500975,-6.86465,-6.797725,375.2875,2.9792,361.68,0.01381852,-6.11271875,-83.56,-1.25032675,-1.355868,-11.18025,-3.579656,-11.4190475,0.20020385,-5.37095,-6.811175,-3.81625,-5.9345,-4.0024,0.267255,-75.39475,-94.765,0,0.9024475,0,0,0,0,0.3738275,13.335,0,1.008085,1.3626,1.9868,3.335025,4.445725,97.3085,-0.2629537,0.23779,201.3792,283.317275,392.038625,-9.19646275,0.27273085,0.11195,0.160523,0.05596814,0,0.06950168,-102.4405,0,0,0,-7.53932,-4.30519225,-9.58216725
1,6.25,-5.12056,66.001995,-7.35625,-9.40425,-0.68689675,-0.253485,0.0721157500000001,-0.10340775,-8.71235,-8.0275,-12.38,-12.4425,-8.4271525,-10.346,-7.87605,-7.2855,-7.222525,374.4525,3.1896,361.265,0.016948,-6.749084,-85.41,-1.278215,-0.9979115,-11.34025,-3.67136975,-13.02185,-0.0389237,-5.47465,-6.682575,-3.64775,-5.84145,-4.41575,0.316435,-75.53525,-95.3255,0,1.2036425,0,0,0,0,0.374475,13.335,0,1.012875,1.362475,1.985,3.336225,4.44295,97.34,-0.08952963,0.3327475,200.764275,281.57,390.4052,-9.27333875,0.245427,0.1269232,0.1609816,0.05843392,0,0.08164096,-102.4195,0,0,0,-7.46354375,-4.279262,-9.264286
