DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,429.445,3.774,427.327,3.8795,2064.29,429.232,3.83325,426.962,3.94,2055.327,429.195,3.644,427.134,3.86675,2062.20475,429.263,3.6565,427.41,3.782,2064.28875,8.718,-4.733,0.31,426.9285,3.769,0.41975,0.05325,0.429,0.9165,0.236,0.428,-2.8095,1.05075,0.858,7.345,6.45,2.74,-4.836,-5.544,-4.32625,-4.998,-4.6205,95.113,89.94,0.62925,-4.1,-2.73,-2.9575,1.4,-0.53,3.4,-0.63,0.1,272.5,291.1,-3.12,292.4,301.525,0.31,-0.04,0.18,0.16,0.32,0.13,0.1,0.17,-1.06,-0.86,-0.28,-0.026,0.642,1.323,4.282,5.015,-2.633,-2.43225,-1.911,-1.709,-0.49725,0.8535,2.459,3.915,4.562,-1.27475,-0.7705,-0.472,-0.113,0.592,1.618,2.92775,4.583,5.0805,-1.724,-1.521,-0.9965,-0.547,0.146,1.371,2.603,4.214,5.3205,-1.602,-1.335,-0.922,-0.341,0.439,1.69475,3.179,4.316,5.253,-1.6225,-1.416,-2.177
1,0.75,429.363,3.74825,427.398,3.934,2057.839,428.953,3.795,427.045,4.032,2056.691,429.18125,3.72575,427.3405,3.8665,2062.641,429.3335,3.63925,427.48625,3.7925,2064.534,8.2735,-4.2925,0.289,426.94725,3.77925,0.422,0.04525,0.4435,0.3495,0.3,0.426,-1.402,1.011,0.8445,7.2675,6.3425,2.845,-4.424,-5.46025,-4.50025,-4.61,-4.6035,95.047,89.355,0.63925,-4.0925,-2.78,-3.04,1.3,-0.5525,3.3,-0.62,0.11,270.575,290.95,-2.4475,291.9,301.825,0.31,-0.04,0.19,0.17,0.31,0.1275,0.1,0.17,-1.0655,-0.85525,-0.2775,-0.02775,0.64175,1.322,4.28025,5.009,-2.61725,-2.42325,-1.91175,-1.68775,-0.49575,0.853,2.456,3.912,4.56025,-1.275,-0.7685,-0.47075,-0.11425,0.593,1.617,2.925,4.581,5.072,-1.683,-1.528,-0.992,-0.5405,0.1385,1.3655,2.601,4.208,5.326,-1.56525,-1.33525,-0.91675,-0.345,0.434,1.694,3.17825,4.31275,5.251,-1.649,-1.495,-2.122
1,1.25,429.42,3.71925,427.451,3.967,2061.957,429.191,3.841,426.8845,3.9885,2058.766,429.424,3.6835,427.3365,3.79475,2062.14,429.59425,3.615,427.4955,3.85525,2062.133,8.40675,-4.25125,0.3255,427.077,3.7785,0.4635,0.0555,0.497,0.7315,0.3295,0.44225,-1.908,0.71375,0.87475,7.405,6.355,2.9275,-4.156,-5.4005,-4.43325,-4.5705,-4.3275,95.04,89.45,0.6195,-3.925,-2.7925,-3.01,1.5,-0.59,3.4,-0.605,0.1175,270.225,291.375,-2.755,292.1,301.4,0.3,-0.04,0.19,0.16,0.31,0.1275,0.1,0.17,-1.06775,-0.84975,-0.27575,-0.02775,0.64175,1.3195,4.27925,4.99,-2.62,-2.4145,-1.91325,-1.69475,-0.49425,0.85175,2.4545,3.911,4.55925,-1.257,-0.768,-0.473,-0.114,0.59,1.615,2.925,4.58,5.071,-1.683,-1.52475,-0.993,-0.5345,0.13375,1.364,2.59975,4.20625,5.3225,-1.5655,-1.33725,-0.915,-0.345,0.433,1.69825,3.1775,4.31175,5.24975,-1.615,-1.435,-2.2
1,1.75,429.12,3.903,427.3775,3.9455,2065.06275,429.4525,3.9515,426.286,3.879,2059.51675,429.10125,3.8375,427.1475,3.87975,2063.4085,429.171,3.645,427.49,3.821,2067.7945,8.269,-4.4195,0.2925,427.249,3.795,0.41375,0.0525,0.454,0.715,0.2975,0.4375,-1.434,1.103,0.829,7.21,6.345,2.8625,-4.118,-5.21425,-4.19575,-4.194,-4.34725,95.033,89.525,0.66125,-4.0825,-2.73,-2.81,1.475,-0.6225,3.375,-0.5925,0.1,271.1,291.2,-3.01,291.6,301.6,0.31,-0.04,0.19,0.16,0.31,0.1275,0.1,0.17,-1.06825,-0.8465,-0.277,-0.02775,0.64075,1.31625,4.278,4.988,-2.61525,-2.428,-1.91325,-1.7,-0.49275,0.85125,2.4525,3.91,4.55825,-1.257,-0.78,-0.476,-0.115,0.589,1.615,2.924,4.58,5.07,-1.669,-1.54175,-0.995,-0.52725,0.129,1.3625,2.599,4.206,5.32075,-1.55725,-1.351,-0.915,-0.34525,0.432,1.6945,3.176,4.31075,5.2485,-1.65425,-1.41525,-2.2695
1,2.25,429.188,3.95425,427.097,3.8765,2064.3425,429.2695,4.003,426.7455,4.0495,2058.929,429.845,3.95425,426.8515,3.905,2069.756,429.848,3.72675,426.942,3.771,2063.926,8.34625,-4.09875,0.2885,427.38025,3.765,0.45875,0.04775,0.461,0.446,0.388,0.4255,-3.467,1.22675,0.84625,7.62,6.44,2.8975,-4.2835,-5.3095,-4.1965,-4.2715,-4.31675,95.03375,89.305,0.6325,-4.125,-2.775,-2.89,1.3,-0.54,3.4,-0.6325,0.1375,271.6,291.25,-2.475,291.9,302.1,0.3,-0.04,0.19,0.15,0.31,0.12,0.1,0.17,-1.06225,-0.85375,-0.277,-0.02775,0.63975,1.31525,4.27775,4.98775,-2.60875,-2.4365,-1.911,-1.70675,-0.492,0.84925,2.45225,3.909,4.55725,-1.262,-0.772,-0.479,-0.11475,0.588,1.614,2.924,4.579,5.068,-1.652,-1.5325,-0.999,-0.523,0.1225,1.36225,2.6005,4.205,5.319,-1.5805,-1.36775,-0.913,-0.345,0.4325,1.69375,3.174,4.30975,5.24725,-1.691,-1.4325,-2.35
1,2.75,429.20925,3.94975,427.39775,4.104,2063.126,428.953,3.9895,426.648,4.32825,2060.5545,429.2565,3.94025,427.317,4.11525,2061.9285,429.419,3.7385,427.46,3.9065,2067.042,8.09,-4.0405,0.286,427.131,3.68325,0.5445,0.0545,0.537,0.5765,0.261,0.407,-1.4425,1.34,0.885,7.3975,6.27,2.825,-4.1905,-4.9405,-3.94075,-4.193,-4.112,95.04175,89.39,0.609,-4.1375,-2.8475,-2.95,1.475,-0.4925,3.5,-0.6225,0.12,273.125,291.075,-2.83,291,302.1,0.3,-0.04,0.19,0.16,0.31,0.12,0.1,0.17,-1.07275,-0.8535,-0.285,-0.02825,0.63925,1.314,4.27575,4.9875,-2.6295,-2.4335,-1.9225,-1.70825,-0.4905,0.84775,2.45075,3.9065,4.55625,-1.261,-0.77,-0.483,-0.114,0.589,1.611,2.924,4.578,5.066,-1.62475,-1.53175,-0.99925,-0.523,0.119,1.3635,2.59975,4.2025,5.317,-1.5775,-1.38125,-0.914,-0.34575,0.43425,1.6935,3.1745,4.308,5.24675,-1.6905,-1.46625,-2.3695
1,3.25,429.3995,3.878,427.30625,4.0425,2062.77275,429.275,3.935,426.529,4.109,2055.8065,429.2575,3.761,426.6865,3.951,2066.4105,429.499,3.67375,427.631,4.001,2063.125,8.647,-4.41975,0.29275,427.2325,3.79,0.4695,0.052,0.539,0.501,0.21125,0.4385,0.926,0.941,0.8725,7.64,6.73,2.9325,-4.2945,-5.168,-3.983,-4.364,-4.028,95.051,89.42,0.6195,-4.1425,-2.8825,-3.04,1.5,-0.5125,3.475,-0.6,0.1375,274.85,290.925,-2.5025,292.7,302,0.3,-0.04,0.19,0.15,0.31,0.12,0.1,0.17,-1.06775,-0.854,-0.282,-0.0275,0.635,1.31375,4.2745,4.9865,-2.64375,-2.4395,-1.928,-1.70725,-0.48875,0.8465,2.448,3.90425,4.55525,-1.276,-0.7695,-0.484,-0.114,0.593,1.61,2.923,4.576,5.066,-1.626,-1.53325,-1.002,-0.519,0.114,1.364,2.598,4.20175,5.31525,-1.565,-1.3865,-0.91225,-0.3485,0.436,1.69275,3.17325,4.307,5.24575,-1.6865,-1.4455,-2.363
1,3.75,429.1575,3.805,427.20875,3.9535,2061.9895,429.1445,3.874,426.332,3.968,2058.245,429.17025,3.72575,427.22625,4.08775,2063.76425,429.0095,3.651,426.861,3.934,2064,8.483,-4.364,0.304,427.58575,3.837,0.443,0.05725,0.48275,0.651,0.218,0.43,0.60875,0.826,0.87,7.48,6.54,2.94,-3.9675,-5.336,-4.13475,-4.5665,-4.3295,95.057,89.275,0.6265,-4.2375,-2.975,-3,1.4,-0.5025,3.4,-0.6025,0.1275,272.9,290.85,-2.575,291.5,301.8,0.3,-0.04,0.19,0.15,0.31,0.13,0.1,0.17,-1.0545,-0.862,-0.2805,-0.0275,0.628,1.314,4.2735,4.986,-2.63575,-2.4545,-1.926,-1.708,-0.48725,0.8455,2.44875,3.9025,4.55425,-1.262,-0.76975,-0.487,-0.113,0.595,1.609,2.924,4.575,5.065,-1.62625,-1.52025,-1,-0.52375,0.11025,1.36225,2.59925,4.2005,5.314,-1.56125,-1.38525,-0.91075,-0.35025,0.4375,1.69175,3.17275,4.306,5.2445,-1.6585,-1.449,-2.3465
1,4.25,429.9205,3.91525,427.114,3.91475,2061.08475,429.44875,3.908,426.6165,4.094,2061.8,429.6485,3.806,426.6865,3.94975,2062.7815,429.627,3.78925,426.98725,3.868,2060.0145,8.52175,-4.3,0.3345,427.662,3.931,0.485,0.06525,0.479,0.757,0.185,0.41525,1.287,0.7575,0.84725,7.49,6.5025,2.8275,-4.13075,-5.76475,-4.097,-4.3855,-4.64475,95.07475,89.22,0.58825,-4.2475,-3.0725,-3.04,1.575,-0.535,3.475,-0.6,0.12,273.225,290.875,-2.395,292.1,302.2,0.31,-0.03,0.19,0.16,0.32,0.12,0.1,0.17,-1.05675,-0.868,-0.2845,-0.0275,0.6195,1.313,4.27225,4.985,-2.65,-2.456,-1.93,-1.708,-0.4855,0.84075,2.44825,3.90075,4.55325,-1.264,-0.767,-0.483,-0.113,0.59775,1.608,2.924,4.575,5.063,-1.63625,-1.51475,-0.997,-0.534,0.10375,1.36175,2.6,4.19975,5.31225,-1.565,-1.384,-0.90775,-0.35075,0.44,1.69175,3.17125,4.305,5.24425,-1.63575,-1.4675,-2.3995
1,4.75,429.4575,3.89025,426.916,4.0635,2059.74625,428.8495,3.8975,426.264,4.208,2056.979,429.62,3.8105,426.945,4.057,2061.09925,429.63225,3.682,427.2065,3.9165,2060.12275,8.43325,-4.611,0.29275,427.182,3.9395,0.457,0.038,0.44075,0.4845,0.131,0.406,-2.214,0.549,0.829,7.36,6.405,2.89,-4.87775,-5.507,-4.468,-4.683,-5.02125,95.0805,89.6825,0.564,-4.3225,-3.1075,-2.94,1.4,-0.55,3.4,-0.6,0.12,273.5,290.1,-2.55,291.6,302.1,0.3,-0.03,0.19,0.16,0.3175,0.13,0.1,0.17,-1.0675,-0.869,-0.28275,-0.032,0.6215,1.312,4.271,4.98475,-2.67325,-2.459,-1.934,-1.709,-0.484,0.83825,2.44675,3.89875,4.55225,-1.264,-0.76,-0.477,-0.1155,0.6,1.607,2.922,4.574,5.062,-1.656,-1.51425,-0.995,-0.5385,0.09775,1.36225,2.59825,4.199,5.3095,-1.56875,-1.3825,-0.90925,-0.3545,0.43925,1.69075,3.17025,4.30325,5.24325,-1.6715,-1.45675,-2.46975
1,5.25,428.93625,3.9485,426.7475,4.0625,2063.09625,428.774,3.9185,426.28075,4.101,2057.409,429.1765,3.82,427.00475,3.9815,2064.166,429.01,3.7465,427.07275,3.947,2064.0085,8.4985,-4.7505,0.2985,427.148,3.953,0.4825,0.0415,0.4585,0.5715,0.172,0.39925,-1.655,1.164,0.85725,7.54,6.6,2.83,-4.715,-5.851,-4.257,-4.466,-4.8305,95.063,89.285,0.6035,-4.44,-3.2575,-3.09,1.4,-0.54,3.375,-0.5925,0.13,271.075,289.275,-2.7325,289.6,302,0.3,-0.03,0.19,0.15,0.32,0.1275,0.1,0.17,-1.0725,-0.87625,-0.28125,-0.032,0.632,1.31025,4.27,4.98375,-2.70725,-2.46325,-1.94275,-1.71275,-0.4825,0.83625,2.447,3.89725,4.55125,-1.264,-0.766,-0.472,-0.11575,0.597,1.606,2.923,4.573,5.06,-1.6565,-1.51175,-0.99375,-0.5435,0.09325,1.35975,2.597,4.198,5.30775,-1.572,-1.37625,-0.9155,-0.35525,0.44175,1.6905,3.169,4.30225,5.242,-1.6735,-1.416,-2.44225
1,5.75,429.60325,3.8445,426.83175,3.9035,2063.083,428.525,3.83475,426.654,3.93,2059.839,429.551,3.76125,426.6615,3.9875,2061.983,429.736,3.68275,426.83875,3.79775,2062.08,8.649,-4.48325,0.326,427.292,3.884,0.446,0.038,0.43025,0.422,0.2,0.419,-2.376,0.604,0.873,7.44,6.515,2.83,-4.675,-5.574,-4.572,-4.634,-4.8955,95.04375,89.31,0.61925,-4.49,-3.3275,-2.88,1.2,-0.5125,3.3,-0.6,0.1675,273.6,288.65,-2.4325,289,301.9,0.3,-0.04,0.19,0.16,0.31,0.12,0.1,0.17,-1.07075,-0.876,-0.28325,-0.02975,0.63075,1.31,4.26875,4.98275,-2.72475,-2.45625,-1.94925,-1.718,-0.48125,0.83475,2.44625,3.897,4.55025,-1.265,-0.78425,-0.471,-0.1185,0.6035,1.606,2.924,4.573,5.059,-1.65175,-1.52025,-0.99175,-0.544,0.088,1.35825,2.59525,4.19725,5.3065,-1.57625,-1.38625,-0.9155,-0.355,0.4415,1.68975,3.16775,4.3005,5.241,-1.616,-1.443,-2.4415
1,6.25,429.621,3.8305,427.4625,3.89625,2066.6185,429.10975,3.8335,426.89725,4.036,2059.7475,429.6885,3.735,427.329,3.84525,2069.511,429.58925,3.6085,427.54,3.74975,2070.17,8.361,-4.391,0.291,427.372,3.88825,0.4245,0.05275,0.56825,0.386,0.18975,0.404,-2.096,1.405,0.85,7.39,6.2875,2.96,-4.417,-5.653,-4.48975,-4.83625,-5.12075,95.03375,89.065,0.589,-4.6,-3.2475,-2.95,1.375,-0.4925,3.4,-0.5525,0.14,271.025,288.775,-2.47,288.8,301.7,0.3,-0.03,0.19,0.15,0.31,0.12,0.1,0.18,-1.07025,-0.875,-0.298,-0.029,0.63525,1.309,4.267,4.9825,-2.7435,-2.44875,-1.96325,-1.717,-0.47925,0.83325,2.44475,3.897,4.54925,-1.257,-0.784,-0.471,-0.1145,0.60175,1.604,2.922,4.572,5.057,-1.64925,-1.52625,-0.989,-0.545,0.08125,1.356,2.59,4.184,5.30475,-1.58025,-1.383,-0.91775,-0.35525,0.441,1.6895,3.1655,4.2995,5.24075,-1.63,-1.47125,-2.5245
