DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1
1,0.25,19.4550297186222,-1.85480801038711,0.821948127275281,0.491969520534515,93.260531173511,0.868617933588482,1.1646461108511,-4.4548620206761,2.52963140814998,3.69101635114368,20.575,18.113,10.0335,-1.714855,-2.488125,-2.0875075,-2.19304,-3.27006,67.0336475,88.8075,4.109335,-4.04375,-3.93075,-1.33375,1.9,-0.235,5.0125,-0.33,0.498000000000001,276.975,291.7375,320.2375,308.8375,0.37,0.16375,0.28,0.03,0.48,0.18125,0.23,0.34,-4.341375,-3.823875,-3.3905,-2.883,-2.297,-1.26535,-0.028125,1.2505,1.0582,-1.8786,-1.40475,-1.0904,-0.577850000000001,-0.0812500000000005,0.261775,0.4928,1.23515,1.712725,-0.94075,-0.9096,-0.6935,-0.372,-0.1005,0.5804,0.8228,1.3052,1.82025,-3.0778,-2.5602,-1.99925,-1.541625,-1.89715,0.0562,0.5156,1.062,1.1758,-2.938125,-2.579,-1.828,-1.539375,-1.334,-0.452,0.03375,1.1764,1.93775,-0.5554,-1.502125,-1.09675,2.47699999999999,5.40884147500892,4.74225969637994,4.78492398395686,4.72810488676271,5.12264051965511,4.91020207955974,5.00442710458579,5.06345397466848,5.02034425040817,422.681052376363,423.123568337994,422.397623961942,422.651057540769,423.184207847895,422.765966617203,423.108677176244,422.662589757614,1995.71398109987,1998.70072048229,1995.68260772781,1994.6883639756
1,0.75,20.0813396577009,-1.85863760173451,0.728571457395025,0.460795112889681,101.912963750646,2.28740488196192,1.20361449998862,-3.03134124368708,3.05237612565044,3.55132741053877,20.715,17.82725,9.90675,-2.2896125,-2.4085,-2.20556,-2.090255,-3.2304275,67.02173,88.2475,4.11335,-4.2685,-4.31775,-1.325,2,-0.19,4.9,-0.32875,0.5775,276.2375,291.4875,320.2375,308.8375,0.36375,0.16,0.27725,0.0372499999999999,0.47375,0.17,0.22,0.34,-4.463,-3.890875,-3.3935,-2.885625,-2.29675,-1.26405,-0.0275999999999999,1.247425,1.057625,-1.881825,-1.40565,-1.0891,-0.581875000000001,-0.0829500000000004,0.2621,0.492475,1.23515,1.71145,-0.94075,-0.909,-0.692,-0.3715,-0.10085,0.58,0.82245,1.3044,1.819625,-3.0742,-2.5792,-2.0035,-1.542625,-1.897,0.0562,0.5156,1.062,1.1752,-2.940125,-2.578125,-1.831,-1.537125,-1.334,-0.453875,0.033125,1.1764,1.93775,-0.629375,-1.6031,-0.953125000000002,2.15125,5.2821411954171,4.6430518967124,4.56739528005181,4.6477930566689,4.93817144489291,4.72142821748251,4.86622257511382,4.86809513552644,4.95553660956754,422.478202404884,422.526804809518,422.885734675082,422.664408496106,423.007022868088,422.766872876679,422.893036838048,422.772902375068,2003.73740943862,1998.68306798402,1999.34080525872,1999.69744988615
1,1.25,20.1762901865916,-1.72711579765624,0.753414531461283,0.598923824368687,99.4140745790031,1.19987835778167,1.25575663369375,-2.3408441640361,3.13751803648752,3.58267543492871,20.2375,17.3,10.388,-2.03231,-2.074625,-2.0293625,-2.2046125,-3.23572,66.98142975,88.79125,4.222005,-4.4985,-4.52575,-1.3125,1.7375,-0.19125,4.255,-0.33,0.605,276.425,291.375,320.1375,308.8,0.364,0.16,0.27,0.03,0.48,0.16125,0.22,0.34,-4.548625,-3.9095,-3.395125,-2.887875,-2.296875,-1.264625,-0.0285999999999999,1.2247,1.032875,-1.883,-1.40685,-1.0905,-0.582875000000001,-0.0833750000000004,0.2617,0.492475,1.234825,1.711175,-0.941075,-0.908825,-0.6915,-0.371,-0.10085,0.5792,0.822125,1.3041,1.8176,-3.063,-2.5866,-1.9975,-1.546,-1.89785,0.0561,0.5156,1.0614,1.1748,-2.9415,-2.576625,-1.833125,-1.535125,-1.335,-0.456375,0.0325,1.17475,1.93675,-0.715050000000001,-1.51725,-1.02945,1.6875,5.33613893966281,4.61120913404088,4.84216093539683,4.69948307455602,5.0440269753356,4.88055973649163,4.84602899794103,4.98012998813184,5.05077046376092,422.232413456883,422.660534806848,422.530463851486,422.628671262367,422.590413688594,422.97114728025,422.737236789893,422.882827916092,2005.43135203421,2006.57951254526,2006.63262727239,2007.04732732678
1,1.75,19.8406259262094,-1.88308691444344,0.731709257332849,0.516082751717766,90.8560851699088,0.913634069986235,1.24542814647004,-4.55030178183648,3.15560547615837,3.57678074101076,20.847,17.825,10.458,-1.76084,-2.458875,-2.3561,-2.19424,-3.323025,66.96741925,88.07,4.34245,-4.391,-4.6105,-1.275,1.7,-0.2275,4.2275,-0.34,0.4875,274.1625,290.3625,320.075,308.775,0.37,0.16375,0.27,0.03,0.48,0.17125,0.22,0.34,-4.644625,-3.93325,-3.401125,-2.8915,-2.297625,-1.263375,-0.0285999999999999,1.2252,1.037875,-1.885825,-1.409075,-1.089475,-0.583300000000001,-0.0843750000000004,0.2617,0.49215,1.234825,1.71045,-0.940075,-0.9097,-0.691,-0.371,-0.10085,0.5792,0.8214,1.3038,1.817,-3.0524,-2.5984,-2.0035,-1.549,-1.90125,0.0541,0.5156,1.0614,1.1748,-2.9435,-2.574875,-1.8365,-1.5335,-1.3355,-0.465875,0.0320000000000001,1.1748,1.93675,-0.882,-1.53905,-1.132875,1.9475,5.32227958490456,4.77951376942162,4.80510910774015,4.83186806639456,5.19478169987879,4.92272206728054,5.00903967810449,4.98079808927356,5.12952353905138,422.850350748947,422.832810170008,422.354048118845,423.019297323563,422.824587687181,422.653542958418,422.882431211821,422.660209682127,2005.73639532975,2006.61089204961,2003.43789350333,2006.72982511715
1,2.25,19.9851820888474,-1.53745962427558,0.772974683169461,0.520762141921856,69.3341676974231,0.598671949410193,1.12517187389801,-5.26322060605158,3.33644369254047,3.42562505619117,20.965,18.3575,10.66,-1.34985,-2.003375,-1.8698,-1.98893,-2.936505,66.972434,87.89875,4.2019375,-4.4705,-4.798,-1.29,1.9,-0.2575,4.5825,-0.33625,0.5475,273.05,290.6125,320.075,308.775,0.37,0.16,0.28,0.03,0.48,0.1625,0.22,0.34,-4.666,-3.947375,-3.41,-2.8945,-2.298375,-1.262125,-0.030125,1.247275,1.055,-1.8911,-1.405,-1.091875,-0.582725000000001,-0.0856500000000004,0.2607,0.4919,1.2346,1.71025,-0.941375,-0.909425,-0.689,-0.3705,-0.1015,0.5792,0.8208,1.3032,1.81825,-3.041,-2.6034,-2.009625,-1.552,-1.9015,0.0541,0.515,1.061,1.1742,-2.942625,-2.57325,-1.8405,-1.53225,-1.3355,-0.460875,0.0314999999999997,1.17375,1.93665,-0.694425000000001,-1.5116,-1.08,-1.295,5.24827506771178,4.76415208180287,4.38123693581997,4.81402225288172,4.55706013527528,4.93534763031535,4.46160254196755,5.01796445959767,4.3943345483906,422.67799117221,422.883666391233,420.933167980643,420.57561088853,423.00521891883,421.660994301426,423.0410341565,421.182039908162,1985.78577219975,1986.05941275855,2004.1783822953,2002.10230843658
1,2.75,19.6356293690816,-1.39345532029198,0.862112422085739,0.442604275284503,62.9231924413143,1.95253253414672,1.26920724703252,-3.32361373609302,2.43262883241493,3.81487965295158,20.965,18.228,10.193,-3.5929025,-1.79275,-1.7788,-1.96924,-2.857145,67.00577725,88.13,4.14047,-4.6235,-4.805,-1.2875,2.0375,-0.21625,4.45,-0.338,0.42125,273.85,289.375,320.075,308.7125,0.37,0.16,0.27,0.03,0.48,0.1625,0.22,0.34,-4.680625,-3.95675,-3.422,-2.897875,-2.2995,-1.260875,-0.030125,1.247275,1.0546,-1.9011,-1.4092,-1.09455,-0.582575000000001,-0.0856500000000004,0.2607,0.4916,1.2343,1.71025,-0.943525,-0.90855,-0.689,-0.371,-0.1015,0.5788,0.8204,1.3022,1.816875,-3.0124,-2.604,-2.014875,-1.55625,-1.9025,0.055375,0.5146,1.0604,1.1742,-2.936125,-2.57625,-1.844,-1.531625,-1.3345,-0.4595,0.0304000000000001,1.17375,1.93575,-0.78015,-1.5743,-0.94925,1.2725,4.92562977445651,4.73591886107272,4.77481098015295,4.79800802323175,5.14956486746854,4.87863929088921,4.93512198222301,4.99491935246784,5.01444833504298,422.895159385664,422.867568078748,421.490945886586,421.590234578877,422.87805347441,421.46712061194,422.909686942265,421.370670644128,1987.54261805462,1988.55004400571,1986.955677467,1983.87869862657
1,3.25,19.8181607356871,-1.59004376697163,0.853785241652453,0.399338671142502,55.9178424417199,2.00661663689192,1.22732858757139,-4.73542178857267,4.50651085450297,3.3471724317053,20.8015,18.51825,10.1995,-3.5012075,-1.81375,-1.78258,-1.77071,-2.938095,66.9924575,88.15,4.04328,-4.06475,-4.26025,-1.28125,1.975,-0.29875,4.9375,-0.32875,0.445,274.6125,292.3375,320.175,308.65,0.36,0.16,0.27,0.03,0.47375,0.17,0.23,0.34,-4.684375,-3.959875,-3.434125,-2.9015,-2.301,-1.2605,-0.031125,1.2376,1.054,-1.9079,-1.4116,-1.097225,-0.582425000000001,-0.0843750000000004,0.2614,0.4916,1.2343,1.70925,-0.943675,-0.90725,-0.689,-0.371,-0.1015,0.5786,0.8204,1.3025,1.81725,-2.9878,-2.6152,-2.016875,-1.563375,-1.9035,0.0551,0.5146,1.0604,1.1738,-2.930375,-2.579,-1.84775,-1.5315,-1.333,-0.460125,0.02925,1.17275,1.93575,-0.895725,-1.5275,-1.051275,1.86125,5.25700184339037,4.71683753446111,4.73464961733794,4.73406274480544,5.16099566698419,4.77174134367328,4.89316825117678,4.9982703238378,4.98411440707253,421.993542207198,422.835308963344,421.700250386741,421.385234698766,423.015160986138,421.335145140858,423.289604995135,421.995281586349,1997.11205817481,1986.01108812013,1985.64976935371,1996.19833701011
1,3.75,20.6942169629848,-1.64616254079032,0.848185063816967,0.454331840734133,98.4733800838994,1.98784029276345,1.25769972933193,-6.03227838975798,5.74295837262104,3.30438217297853,20.3685,17.4925,10.33,-2.188755,-1.90025,-1.7004875,-2.082675,-3.0155725,66.97225825,88.31125,4.21991,-3.98925000000001,-3.92825,-1.275,1.9,-0.2425,4.95,-0.376,0.58375,271.85,292.8625,319.875,308.65,0.36,0.16,0.28,0.03,0.48,0.17,0.22,0.34,-4.665875,-3.958375,-3.456875,-2.902625,-2.30175,-1.26125,-0.031125,1.2457,1.053,-1.9136,-1.4151,-1.098625,-0.582700000000001,-0.0839500000000004,0.2614,0.4909,1.2336,1.7085,-0.941525,-0.90525,-0.6885,-0.371,-0.102,0.578625,0.8211,1.3028,1.8154,-3.0272,-2.6432,-2.012,-1.56525,-1.89935,0.0551,0.5146,1.06,1.1732,-2.924625,-2.5805,-1.853,-1.532,-1.3315,-0.462875,0.02825,1.17175,1.93475,-0.9519,-1.48315,-1.193725,2.14375,5.05811903501124,4.24110059088982,4.6692951491062,4.24440703772099,4.81347126373163,4.66464698505123,4.7753559028694,4.87523309593963,4.88259691334999,422.856776430933,422.866160475521,421.902084458894,422.897282580176,422.772831360698,422.438113984485,422.879012479253,421.943441888079,1997.2339465907,1997.16339251841,1999.58546181318,1998.42507946149
1,4.25,20.8415364452734,-1.81047222789354,0.924753909661944,0.464625413398572,74.6154043319217,1.49860317875795,1.26890502624637,-15.3160808668982,4.25266387589544,3.36641452360984,20.8415,18.035,10.3225,-1.91053000000001,-2.07075,-1.9314975,-2.2336,-3.07616,66.95432475,87.54875,4.1673175,-3.96475,-3.91875,-1.2725,1.875,-0.27625,4.81,-0.41,0.79375,271.95,292.5625,319.8375,308.5875,0.36,0.16,0.28,0.03,0.48,0.16,0.22375,0.34,-4.63325,-3.8915,-3.4775,-2.90225,-2.302,-1.26115,-0.03175,1.2462,1.053,-1.9201,-1.4149,-1.09675,-0.580125000000001,-0.0835250000000005,0.2615,0.4906,1.2333,1.70825,-0.940375,-0.9031,-0.688,-0.383025,-0.1015,0.5782,0.820125,1.3025,1.815,-3.013,-2.6852,-2.009,-1.568625,-1.90045,0.0551,0.5146,1.0594,1.1732,-2.918125,-2.582875,-1.853625,-1.5325,-1.3305,-0.465875,0.02725,1.17175,1.934125,-0.927,-1.529575,-1.249125,1.64625,5.23940439825062,4.03416633524291,4.57743895413861,4.1703314077138,4.51188592159509,4.48791993389909,4.69954425977372,4.70141487358688,4.81834597118129,422.560721507367,422.773082832383,421.963054325473,423.200951257043,422.50703615097,422.267086936767,422.927010998152,422.417128026925,1999.86010959674,2000.44087488829,2001.34111390708,1997.81477130502
1,4.75,20.0242782314539,-1.81085549157676,0.75178669441054,0.378868177244201,81.6233137661359,1.11687680721135,1.29407409038377,-4.02211120124461,4.33261181872872,3.51347792612121,20.8935,18.06875,10.2285,-2.1878175,-2.42075,-2.0383,-2.280695,-3.2659275,66.932807,87.18125,3.99994,-4.1565,-4.17825,-1.26625,1.9375,-0.285,4.62,-0.3925,0.55875,273.4375,291.7875,319.8375,308.5875,0.36,0.16,0.27,0.03,0.48,0.15125,0.22375,0.34,-4.601,-3.870875,-3.498125,-2.901875,-2.30225,-1.262,-0.03175,1.2468,1.052375,-1.9276,-1.4184,-1.1003,-0.580550000000001,-0.0841000000000005,0.2615,0.4906,1.233,1.70755,-0.9398,-0.901525,-0.6875,-0.383025,-0.1015,0.578,0.8194,1.3013,1.8144,-3.0096,-2.7128,-2.005125,-1.571375,-1.907875,0.0551,0.514,1.0594,1.1726,-2.912375,-2.5785,-1.853,-1.53275,-1.329,-0.467375,0.026625,1.171375,1.93375,-0.909325,-1.6014,-1.24695,2.805,4.87392147019934,4.03598789911349,4.64537345763922,4.2599572720181,4.42342116937308,4.39978917931979,4.7036661232974,4.57543877104505,4.76416965669782,421.329419387644,422.757858960363,421.689352736318,422.349079651884,422.699366363801,422.021931443762,422.882980815425,421.949291872506,2002.23949201124,2001.93114194276,2000.35019139967,2001.04318406533
