DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,405.832625,2.0825,407.372875,2.33855,1954.56985,406.4594,2.15535,407.509,2.45325,1953.0704,405.5718,1.891375,407.5026,2.1926,1963.107,407.16225,1.733,407.625625,2.18175,1957.100525,0.81335,-9.76805,0.07425,405.8492,1.5193,-0.392875,-0.5249,-0.633125,-9.21275,-3.4542,0.0458,-73.5983,-12.774125,0.25435,0.6915,0.63175,0.1185,-10.4764,-10.956,-10.8889,-13.026275,-14.82165,82.1658,41.568,0.2794,-14.21175,-14.29025,-12.538,0,-4.991,0.305,-2.24175,-1.418,193.5,250.1725,-88.646,214.38,250.56,-0.23,-0.21,-0.11,-0.18775,-0.19025,-0.4,-0.38,-0.24,-5.653,-4.869,-1.94385,-0.9894,0.281675,4.228,7.670825,7.8918,8.164625,-5.156,-4.539825,-2.025425,-1.161675,0.5012,4.6617,8.353075,8.816125,9.241725,-6.7586,-4.635425,-2.448175,-1.1774,0.435975,4.818125,7.142025,8.34805,8.7131,-5.688425,-4.45155,-2.86845,-1.304475,-0.363825,4.2638,7.85185,8.75595,9.19775,-4.635,-3.232,-1.5318,-0.626375,0.0664,-26.483925,-15.37205,-17.7894
1,0.75,406.1522,1.87135,407.085625,2.4475,1961.2462,407.75655,1.7365,407.41425,2.2885,1961.483,406.1611,1.5015,407.1412,2.37315,1962.5225,407.647,1.4985,407.62995,2.10335,1957.313375,0.7964,-10.3294,0.088,403.66155,1.8467,-0.61225,-0.3298,-1.69285,-4.83745,-2.932,0.0508,-65.6193,-16.46905,0.2206,0.7645,0.6335,0.11,-10.7874,-11.2598,-12.098,-13.0042,-14.3622,82.13515,39.451,0.28585,-14.02875,-14.28475,-12.226,0,-5.124,0.4,-2.02275,-0.999,193.8025,248.7175,-87.789,214.92,250.88,-0.22,-0.20775,-0.11,-0.18,-0.19,-0.4,-0.38,-0.24,-5.856,-5.13055,-1.98415,-1.0234,0.282375,4.2286,7.669825,7.8908,8.163625,-5.3012,-4.7645,-2.086525,-1.1993,0.501,4.6611,8.3536,8.815125,9.240725,-6.998175,-4.75245,-2.56255,-1.1874,0.435975,4.81735,7.141025,8.348225,8.7121,-5.9166,-4.682925,-2.9869,-1.342975,-0.363775,4.2638,7.852325,8.755175,9.197,-4.8568,-3.499425,-1.552,-0.63715,0.0675,-26.80425,-15.92075,-16.77375
1,1.25,407.7138,1.7564,406.827625,2.330375,1959.385625,407.186,1.7493,406.6244,2.21745,1959.57095,409.04555,1.471,407.15975,2.016,1963.0204,409.226375,1.4408,407.58295,2.1427,1961.83095,0.7272,-10.7356,0.1097,403.189825,1.607025,-1.0162,-0.286075,-3.13125,-7.256,-2.15245,0.0358,-59.3838,-11.9409,0.215,0.78,0.7415,0.12875,-11.00445,-11.5236,-12.193,-13.2414,-15.3599,82.0834,42.5855,0.262,-14.30425,-14.66475,-12.708,0,-5.1655,0.4,-2.0935,-1.1,194.3625,247.1025,-87.714,212.6,250.22,-0.22,-0.2,-0.1,-0.18,-0.19,-0.4,-0.38,-0.25,-6.016,-5.30045,-2.05755,-1.0369,0.283525,4.2282,7.66955,7.8908,8.163625,-5.547525,-4.938,-2.156325,-1.23625,0.501475,4.6601,8.352125,8.814125,9.239725,-7.083725,-4.849675,-2.65365,-1.1842,0.43645,4.81835,7.140025,8.347675,8.7111,-6.0818,-4.848075,-3.07665,-1.3822,-0.363725,4.264325,7.851375,8.754175,9.19775,-4.9503,-3.6575,-1.5692,-0.6451,0.06905,-24.5136,-15.649675,-15.6868
1,1.75,406.4972,1.9384,406.782,2.3918,1959.98915,405.68575,1.951525,407.175575,2.189,1958.24115,406.44865,1.529175,407.029425,2.24075,1964.556975,407.547,1.5449,407.226575,2.01525,1956.261925,0.8702,-11.033625,0.085575,402.718625,1.7452,-0.894,-0.2756,-0.7885,-5.822025,-2.97225,0.0497,-67.021625,-11.7518,0.22215,0.873,0.67,0.12,-11.309,-11.7502,-12.4442,-13.568475,-14.71835,82.0274,43.85275,0.243725,-14.762,-14.83425,-13.192,0,-5.09075,0.4,-1.9835,-0.84825,194.1275,249.56,-87.08575,212.12,250.2925,-0.22,-0.20775,-0.11,-0.18775,-0.19025,-0.4,-0.38,-0.25,-6.105,-5.497075,-2.135425,-1.0542,0.283675,4.2282,7.668825,7.889575,8.162625,-5.622175,-4.995425,-2.2313,-1.267775,0.5006,4.6608,8.352075,8.814125,9.237875,-7.1292,-4.91685,-2.736525,-1.1803,0.43645,4.818575,7.13925,8.347225,8.7092,-6.246275,-5.05305,-3.15165,-1.39885,-0.362675,4.26385,7.85185,8.75395,9.19675,-5.0769,-3.778825,-1.58885,-0.6473,0.084,-25.718625,-15.89795,-16.9394
1,2.25,406.84175,1.79285,406.936025,2.2544,1958.21745,407.251,1.826875,407.19675,2.1622,1957.6041,406.331,1.27405,406.9764,2.0628,1963.682075,409.100125,1.3038,407.15375,2.059625,1955.7876,0.6685,-11.6277,0.066,402.5012,1.6338,-0.540525,-0.2476,-0.6874,-9.86695,-4.0539,0.0389,-65.142,-15.346,0.2062,0.65,0.5605,0.11875,-11.831775,-11.9758,-12.333,-13.627325,-15.300625,82.0582,41.53,0.180975,-14.3085,-14.163,-13.172,0,-5.26975,0.4,-1.9905,-0.968,193.115,248.085,-86.21,213.96,249.6,-0.21,-0.2,-0.11,-0.19,-0.19025,-0.4,-0.38,-0.24525,-6.198,-5.633775,-2.216325,-1.071,0.284825,4.2278,7.667825,7.88935,8.161625,-5.74725,-5.04315,-2.2852,-1.29555,0.4995,4.6598,8.350975,8.813125,9.235025,-7.15195,-4.95515,-2.8154,-1.19495,0.4364,4.818575,7.13825,8.346675,8.7091,-6.345825,-5.173825,-3.255975,-1.41245,-0.362625,4.26385,7.85185,8.753175,9.19575,-5.20445,-3.89625,-1.617875,-0.64995,0.086,-27.24325,-16.9235,-17.283575
1,2.75,407.8686,1.6845,406.607175,2.331625,1958.27155,408.9922,1.7238,406.986375,2.255025,1958.0666,407.86735,1.29215,406.936175,2.327625,1963.2211,407.9816,1.272125,407.33495,2.00825,1955.5525,0.671425,-12.015575,0.0944,402.6254,1.366575,-1.29075,-0.3167,-2.0205,-4.3695,-4.4055,0.039025,-67.9537,-14.044,0.219575,0.622,0.623,0.129,-12.117,-11.9086,-12.629725,-13.5897,-14.7685,82.0822,43.035,0.19615,-14.61125,-14.6175,-12.4,0,-4.96875,0.4,-2.174,-1.05125,193,248.125,-85.94575,215.02,249.36,-0.21,-0.21,-0.1015,-0.18,-0.18025,-0.4,-0.38,-0.25,-6.391,-5.78515,-2.28485,-1.082475,0.284975,4.2278,7.66755,7.888575,8.1611,-5.896525,-5.337225,-2.334325,-1.320125,0.5005,4.6605,8.351025,8.8129,9.2326,-7.262325,-5.0224,-2.8944,-1.22905,0.436875,4.818575,7.137475,8.346125,8.709075,-6.586375,-5.325525,-3.3484,-1.42475,-0.3631,4.2679,7.851375,8.752175,9.19475,-5.443425,-4.0634,-1.747275,-0.6536,0.08745,-28.0193,-17.75885,-17.304
1,3.25,406.428875,1.742,406.7378,2.2184,1957.5955,406.655,1.694975,407.0826,2.2636,1954.4464,407.184325,1.256,407.2038,2.0388,1963.1299,409.04375,1.438825,407.36195,1.9985,1956.4585,0.7419,-12.0362,0.0881,401.7776,1.707125,-1.304325,-0.34325,-1.456025,-6.6174,-2.142,0.0413,-74.463975,-9.715,0.2231,0.72175,0.56,0.13,-11.8102,-11.8616,-12.8212,-13.9179,-15.354375,82.1184,45.33,0.21435,-14.45275,-14.63075,-12.686,0,-5.15175,0.4,-2.1335,-0.83325,190.7375,248.005,-86.2025,215.1,248.06,-0.23,-0.2,-0.11,-0.18,-0.2,-0.4,-0.38,-0.24525,-6.632,-5.9771,-2.395075,-1.092475,0.2869,4.2278,7.66655,7.887575,8.160625,-6.072025,-5.623625,-2.383625,-1.353125,0.5014,4.6608,8.349975,8.8119,9.2326,-7.352775,-5.11715,-2.9804,-1.2647,0.4364,4.8188,7.136475,8.345675,8.7081,-6.7838,-5.55595,-3.45535,-1.4265,-0.36305,4.2678,7.8519,8.752175,9.1955,-5.6502,-4.24665,-1.881275,-0.6578,0.071925,-25.640725,-18.168075,-17.1265
1,3.75,406.692425,1.753,407.118575,2.35755,1954.8228,407.61335,1.5324,407.009125,2.336125,1953.3218,407.224475,1.32175,407.25685,2.42225,1964.0316,408.51375,1.31865,407.469,2.134,1957.2297,0.73735,-11.982675,0.088325,401.916575,1.8101,-1.81165,-0.33225,-2.3108,-6.83205,-3.2112,0.038325,-71.51335,-13.77,0.2412,0.627,0.6015,0.1285,-12.250825,-12.4344,-12.158825,-13.082,-14.4653,82.116275,43.885,0.21135,-13.893,-14.2545,-12.51,0,-5.08875,0.4,-2.1305,-0.926,189.7525,250.045,-85.302,215.52,248.84,-0.23,-0.2,-0.11,-0.18775,-0.21,-0.4,-0.38,-0.25,-7.054,-6.015275,-2.479725,-1.1042,0.28705,4.2274,7.66555,7.886575,8.159625,-6.0971,-5.732075,-2.4394,-1.384125,0.4976,4.6616,8.348975,8.811125,9.2316,-7.298225,-5.242575,-3.0496,-1.309275,0.4355,4.8188,7.135475,8.344775,8.7071,-6.99735,-5.615725,-3.540675,-1.4277,-0.362525,4.2688,7.8519,8.7506,9.19575,-5.560275,-4.3508,-2.001725,-0.66145,0.07245,-25.8502,-17.6151,-17.649
1,4.25,405.46795,1.7328,407.150375,2.305625,1954.870725,406.080575,1.6454,407.255475,2.264,1954.00715,406.8562,1.642275,407.674875,2.000625,1964.125,407.3285,1.4526,407.6816,2.036,1956.5355,0.694825,-11.950075,0.07265,401.4259,1.8851,-1.317825,-0.31075,-1.7884,-8.4056,-2.622,0.041325,-58.4883,-12.209,0.24065,0.67175,0.6315,0.1,-12.2464,-12.4228,-12.7784,-13.40875,-15.5118,82.0974,42.07575,0.176125,-14.23875,-14.668,-12.834,0,-5.013,0.305,-2.1235,-0.94,190.795,249.0625,-84.718,214.38,248.54,-0.22,-0.20775,-0.11,-0.18,-0.19025,-0.4,-0.38,-0.24525,-7.211,-6.01985,-2.54575,-1.11475,0.2923,4.2272,7.664825,7.8858,8.159625,-6.0849,-5.64475,-2.552325,-1.392525,0.49435,4.6637,8.348975,8.810125,9.231125,-7.41585,-5.354775,-3.0978,-1.3524,0.434075,4.8188,7.1347,8.344775,8.707075,-7.2544,-5.774575,-3.60245,-1.429625,-0.362575,4.2678,7.851375,8.7498,9.1965,-5.501325,-4.34235,-2.041525,-0.6661,0.0725,-25.7422,-16.675725,-17.52325
1,4.75,405.4852,1.7772,407.4358,2.2388,1955.113675,406.251225,1.707725,407.38815,2.2262,1954.2958,406.864,1.37425,407.5419,2.242,1963.82675,407.6478,1.3462,407.64155,2.049325,1955.38625,0.5908,-11.82205,0.091275,403.25055,1.92745,-0.2284,-0.4379,-0.390375,-7.939,-3.1154,0.046325,-70.91745,-16.63005,0.242275,0.6635,0.56,0.12,-12.01965,-12.4612,-12.76225,-13.75235,-15.5144,82.088525,42.8845,0.1967,-14.36075,-14.57575,-13.438,0,-5.031,0.4,-2.05,-0.9425,192.615,247.2475,-83.795,215.98,246.82,-0.21025,-0.2,-0.11,-0.19,-0.19,-0.4,-0.38,-0.24,-7.487,-6.199975,-2.64055,-1.12395,0.2981,4.227,7.663825,7.8848,8.158625,-6.2187,-5.6613,-2.666525,-1.4008,0.500175,4.6609,8.348975,8.8099,9.2306,-7.651875,-5.459225,-3.1345,-1.3868,0.4317,4.818025,7.132925,8.345225,8.706075,-7.492625,-6.0343,-3.67035,-1.431375,-0.364675,4.2629,7.851375,8.7488,9.19725,-5.7931,-4.391675,-2.04805,-0.6713,0.07255,-26.56555,-17.232375,-18.721475
