DOY2,HR2,USTAR,TA,WS,FC,SC,H,LE,G,RH,PA,NETRAD,PPFD_IN,SW_IN,CO2,VPD,TS_1_1_1,TS_1_2_1,NEE
1,0.25,0.91775,7.24959999999998,3.078925,2.9016,0.813099999999998,6.891,38.0229999999999,-0.00145000000000002,99.8325,88.935,1.37365,0,0,372.027,4.02149999999999,1.05555,2.0111,2.9076
1,0.75,1.0912,7.29904999999999,3.804125,2.53165,0.7057,22.9422499999999,50.7225,-0.001,99.955,88.935,2.00567499999999,0,0,370.0475,4.21375,1.019,2.014875,2.6393
1,1.25,1.039625,9.51574999999999,3.9563,2.98415,0.7618,16.8245,59.9625,-0.000450000000000017,99.9775,89,2.39224999999998,0,0,371.824,4.90724999999999,0.976525,1.954875,2.985875
1,1.75,1.0288,9.13599999999999,3.675275,2.055,0.6025,10.765,63.0315,-0.000450000000000017,99.7,89,1.76365,0,0,371.406,4.80474999999999,0.95945,1.9354,2.013
1,2.25,1.0538,8.26999999999999,3.4576,1.378,0.62675,26.0249999999999,60.40425,-0.000225000000000009,99.755,89,1.4057,0,0,371.863,4.87449999999999,0.94805,1.96915,1.3525
1,2.75,1.091,9.21524999999999,3.339825,1.77875,1.092425,6.56799999999999,38.855,-0.000900000000000034,99.755,89,1.38215,0,0,373.09275,5.60099999999998,0.938,1.95355,2.222975
1,3.25,0.9934,8.82874999999999,3.89944999999999,1.6252,0.4834,8.32725,28.308,0,99.7775,89,0.159649999999998,0,0,374.722,5.96274999999998,0.93565,1.959975,1.62345
1,3.75,1.120875,8.42189999999998,3.36825,2.8295,0.6995,10.642,49.4345,-0.000225000000000009,99.5,89,0.187274999999998,0,0,372.4965,4.6475,1.026075,1.974525,2.81075
1,4.25,1.1166,6.93637499999998,3.433725,4.2648,1.04945,19.5135,41.26475,-0.000225000000000009,99.455,89,0.3559,0,0,373.57,3.138,1.11535,1.996075,3.53885
1,4.75,1.008125,5.31937499999999,3.2231,1.4768,0.797000000000001,10.3065,26.51,0,99.655,89,1.103725,0,0,374.432,2.51325,1.133675,2.1165,1.6464
1,5.25,1.0384,4.490075,2.9899,2.1925,0.3671,20.3275,41.3975,0,99.365,89,1.75564999999999,0,0,372.31175,2.55875,1.08595,2.064925,2.1444
1,5.75,0.984375,4.37825,3.032525,2.3052,1.0658,19.0745,57.6975,0,99.2775,89,1.208575,0,0,374.90725,2.5205,1.12535,2.0434,1.63202499999999
1,6.25,0.9266,4.47752499999999,3.108825,1.6989,1.2467,8.22999999999999,68.18,0,99.71,89,0.749249999999996,0,0,372.27,2.6905,1.03965,1.97565,1.5793
1,6.75,0.8622,4.332825,2.8954,1.23875,1.419575,18.134,34.4215,0,99.71,89,1.212425,0,0,371.822,2.53975,0.98155,1.974125,0.9997
1,7.25,0.97625,4.45095,2.829425,1.308625,0.941,9.9725,43.5525,-0.000225000000000009,99.5775,89,0.896849999999998,3.07495,2.548375,373.21,2.5825,0.993549999999999,1.968875,1.7795
